#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
48,64,128,4,3,4,0.0,0.0001,0.0001,0.3831258644536653,0.6092171717171716,0.7638146167557931,0.489451476793249,0.5328492392807745,0.6985479797979798,0.8386809269162211,0.6613924050632911,"[264, 187, 158, 105]",0.44575081700498165
27,128,64,4,4,4,0.0,0.0001,0.001,0.3782849239280777,0.5643044619422573,0.7251984126984128,0.5323741007194246,0.5086445366528354,0.6591207349081365,0.8214285714285714,0.6630695443645084,"[254, 168, 139, 94]",0.4338846963728672
11,64,128,2,4,4,0.0,0.0001,0.001,0.3686030428769016,0.5966277561608301,0.713747645951036,0.5326576576576576,0.5174619640387275,0.6783398184176394,0.8305084745762712,0.6824324324324325,"[257, 177, 148, 102]",0.4305283540802211
23,128,64,2,4,4,0.0,1e-05,0.0001,0.3582295988934993,0.5881226053639846,0.7828014184397164,0.5781893004115226,0.5245504840940525,0.7142401021711366,0.8537234042553191,0.6944444444444444,"[261, 188, 162, 113]",0.42572213201836145
26,128,128,4,4,4,0.0,0.0001,0.0001,0.3561549100968189,0.6305449936628645,0.7981099656357389,0.5486111111111109,0.5276625172890733,0.7297211660329531,0.8634020618556701,0.7033730158730159,"[263, 194, 168, 120]",0.4252679129951061
26,128,128,2,3,2,0.0,1e-05,0.0001,0.3526970954356848,0.6276729559748427,0.7504363001745201,0.5267489711934156,0.5352697095435685,0.7135220125786164,0.8350785340314136,0.661522633744856,"[265, 191, 162, 108]",0.4252142552448909
92,64,256,2,4,4,0.1,0.0001,0.0001,0.3561549100968187,0.6085568326947638,0.7768670309653916,0.6010752688172042,0.5240318118948825,0.6909323116219668,0.8442622950819673,0.7354838709677419,"[261, 183, 155, 115]",0.4240838862712464
38,64,128,2,4,4,0.0,1e-05,0.0001,0.3513139695712312,0.5797385620915033,0.6847389558232932,0.5374677002583979,0.5148686030428768,0.6486928104575163,0.7740963855421686,0.6834625322997415,"[255, 166, 129, 90]",0.41764990075174696
49,64,256,2,2,4,0.0,1e-05,0.0001,0.351313969571231,0.553784860557769,0.7421568627450978,0.4914841849148419,0.5044951590594744,0.6689907038512616,0.8,0.6435523114355232,"[251, 170, 137, 89]",0.414195621498526
37,128,256,4,3,2,0.2,0.0001,0.0001,0.3603042876901797,0.5764462809917357,0.6719077568134172,0.4370078740157481,0.4846127247579529,0.6522038567493114,0.7924528301886793,0.5787401574803149,"[242, 159, 127, 75]",0.41331406523248365
34,128,256,2,4,4,0.1,0.0001,0.0001,0.3561549100968187,0.5768175582990399,0.7367886178861789,0.4854014598540146,0.4922199170124481,0.6659807956104251,0.8262195121951219,0.6496350364963503,"[243, 164, 137, 90]",0.41327614797050866
12,64,128,2,3,4,0.0,0.0001,0.001,0.3485477178423237,0.5883134130146083,0.719921104536489,0.4840686274509804,0.5036307053941909,0.6706507304116865,0.7928994082840237,0.6433823529411765,"[251, 169, 136, 88]",0.41197788682275865
25,128,64,4,2,2,0.0,1e-05,0.0001,0.3630705394190872,0.5985815602836877,0.698170731707317,0.5211442786069653,0.4740663900414937,0.6918439716312056,0.8079268292682927,0.6990049751243781,"[235, 164, 134, 95]",0.4112100037534643
21,64,256,2,3,4,0.0,0.0001,0.001,0.3499308437067774,0.6497289972899726,0.7591623036649214,0.5705882352941176,0.4974066390041493,0.7649051490514904,0.8821989528795812,0.6911764705882353,"[246, 191, 170, 118]",0.4108349468861042
59,64,64,4,3,2,0.0,1e-05,0.0001,0.3603042876901798,0.5728291316526611,0.7708333333333334,0.4589201877934273,0.4775242047026279,0.6971288515406163,0.8392857142857143,0.6279342723004695,"[238, 168, 142, 90]",0.41071417358657725
33,128,128,4,4,4,0.1,1e-05,0.0001,0.3478561549100969,0.6462585034013606,0.7722222222222224,0.5752688172043009,0.4961964038727524,0.7282312925170068,0.8555555555555555,0.7462365591397849,"[245, 180, 155, 117]",0.408991054728381
13,128,256,2,2,4,0.1,0.0001,0.001,0.3395573997233752,0.5270092226613967,0.6644591611479029,0.5168067226890757,0.5117565698478561,0.5899209486166008,0.7781456953642384,0.6274509803921569,"[253, 151, 119, 75]",0.40824122793712025
22,128,256,2,2,4,0.0,0.0001,0.0001,0.3533886583679113,0.559774964838256,0.7505241090146751,0.4939613526570049,0.4775242047026279,0.6642053445850915,0.8616352201257862,0.6533816425120773,"[237, 159, 138, 91]",0.4061837180242078
51,64,128,4,3,4,0.1,1e-05,0.0001,0.3540802213001383,0.5929899856938483,0.703476482617587,0.4424019607843139,0.4706085753803595,0.6949213161659513,0.8220858895705522,0.5490196078431373,"[233, 163, 136, 76]",0.4041116823391935
12,64,256,2,2,2,0.0,1e-05,0.001,0.3520055325034579,0.544871794871795,0.7471655328798187,0.4733333333333333,0.4733748271092669,0.6214387464387465,0.8435374149659864,0.6293333333333334,"[234, 147, 125, 80]",0.40376671470233244
18,64,256,2,4,4,0.2,1e-05,0.001,0.3540802213001381,0.5595744680851065,0.7251655629139077,0.4825268817204301,0.4692254495159059,0.6379432624113476,0.8145695364238411,0.6344086021505376,"[235, 151, 124, 79]",0.40360089063778876
14,64,64,2,3,2,0.1,1e-05,0.001,0.346473029045643,0.5606694560669456,0.7261146496815287,0.4870801033591732,0.4794260027662517,0.6520223152022314,0.8152866242038217,0.5968992248062015,"[239, 157, 129, 78]",0.4022481513684606
46,64,128,4,3,2,0.0,0.0001,0.0001,0.3409405255878283,0.5943526170798898,0.7837301587301587,0.5093896713615024,0.4885892116182572,0.6876721763085399,0.8363095238095238,0.6772300469483569,"[242, 168, 142, 98]",0.40162481255156435
36,128,128,2,3,4,0.1,1e-05,0.0001,0.3395573997233748,0.6124828532235936,0.7703488372093024,0.5068965517241378,0.4873789764868602,0.7030178326474622,0.8372093023255814,0.6793103448275862,"[243, 172, 145, 100]",0.40025603588550845
28,128,128,4,4,4,0.1,0.0001,0.0001,0.3450899031811896,0.6038135593220341,0.7304526748971195,0.4527363184079603,0.4757952973720609,0.6818502824858758,0.8240740740740741,0.6243781094527363,"[236, 162, 134, 84]",0.4000368212108819
40,128,256,2,3,2,0.1,1e-05,0.0001,0.3437067773167359,0.6494992846924177,0.7354048964218455,0.5536912751677853,0.469744121715076,0.7503576537911301,0.8361581920903954,0.7281879194630873,"[233, 177, 149, 109]",0.3969612386693183
20,128,128,2,2,2,0.1,1e-05,0.001,0.3395573997233747,0.609001406469761,0.7311507936507935,0.4878345498783457,0.4757952973720608,0.7063994374120957,0.808531746031746,0.6605839416058394,"[237, 168, 137, 91]",0.39629430196722953
14,128,128,2,3,4,0.1,1e-05,0.001,0.3347164591977871,0.6235875706214689,0.679718875502008,0.4791666666666666,0.4770055325034578,0.6942090395480225,0.7620481927710844,0.6796875,"[236, 166, 128, 87]",0.3933898662094545
45,128,128,4,4,4,0.2,0.0001,0.0001,0.347856154910097,0.5614814814814814,0.7290249433106576,0.4435483870967743,0.4503803596127247,0.645925925925926,0.8367346938775511,0.592741935483871,"[225, 147, 124, 74]",0.3925342358851213
20,64,128,4,4,2,0.0,1e-05,0.001,0.3278008298755189,0.5420110192837465,0.7426303854875285,0.476775956284153,0.4870331950207469,0.6026170798898071,0.8197278911564626,0.6065573770491803,"[242, 147, 122, 75]",0.3918586623209575
17,64,64,2,3,4,0.1,1e-05,0.001,0.330567081604426,0.6652661064425768,0.7594696969696969,0.514161220043573,0.4771784232365145,0.7328431372549019,0.8636363636363636,0.664488017429194,"[238, 176, 153, 102]",0.39056727107372247
48,64,128,4,3,4,0.2,0.0001,0.0001,0.3312586445366529,0.5014814814814813,0.6300813008130082,0.379120879120879,0.453146611341632,0.5414814814814816,0.7317073170731707,0.5494505494505495,"[225, 123, 91, 51]",0.38273260186491825
37,128,128,2,4,2,0.2,0.0001,0.0001,0.3257261410788382,0.5358187134502924,0.6794871794871794,0.4864864864864865,0.461445366528354,0.6162280701754386,0.7692307692307693,0.6396396396396397,"[228, 143, 111, 72]",0.3818858205751896
59,64,256,2,3,2,0.2,1e-05,0.0001,0.3284923928077457,0.5674074074074076,0.7297297297297297,0.4361111111111112,0.4507261410788381,0.6525925925925925,0.8074324324324325,0.5458333333333333,"[225, 148, 120, 66]",0.38002204040372434
72,64,64,2,2,2,0.1,0.0001,0.0001,0.3381742738589213,0.575968992248062,0.6805555555555557,0.4351032448377583,0.432399723374827,0.6643410852713177,0.7708333333333334,0.6327433628318584,"[215, 144, 113, 72]",0.37952607535165445
48,64,256,2,2,2,0.0,0.0001,0.0001,0.3167358229598896,0.5869565217391306,0.6833333333333335,0.4873949579831932,0.463865836791148,0.6471014492753623,0.7833333333333333,0.6050420168067226,"[230, 150, 119, 73]",0.3764350888156738
41,64,256,4,2,2,0.0,1e-05,0.001,0.3084370677731672,0.5258620689655171,0.6608391608391609,0.4750778816199378,0.4690525587828492,0.6163793103448276,0.7412587412587412,0.5887850467289719,"[232, 143, 107, 63]",0.3721546652740061
14,128,64,2,4,2,0.2,0.0001,0.001,0.3167358229598894,0.5951219512195123,0.6595238095238097,0.4764011799410029,0.4095781466113415,0.6723577235772357,0.7928571428571428,0.6460176991150443,"[205, 140, 113, 74]",0.35722312049130106
48,64,64,4,4,2,0.2,0.0001,0.0001,0.2980636237897647,0.511965811965812,0.5789473684210527,0.2888888888888889,0.3921161825726141,0.5820512820512821,0.6535087719298246,0.48,"[195, 114, 75, 36]",0.3386815124023981
24,64,128,2,2,4,0.2,0.0001,0.001,0.2918395573997233,0.6401326699834163,0.7581018518518519,0.4733893557422971,0.4031811894882434,0.7085406301824213,0.8194444444444444,0.6652661064425771,"[201, 144, 119, 80]",0.33859196410753967
29,128,64,4,3,2,0.2,1e-05,0.0001,0.2939142461964038,0.4973262032085561,0.566358024691358,0.3530701754385965,0.3724066390041493,0.5775401069518716,0.6990740740740741,0.5,"[187, 108, 76, 38]",0.328537252883785
22,64,256,4,4,2,0.0,1e-05,0.001,0.2641770401106501,0.4991869918699186,0.6916666666666665,0.4964157706093191,0.4135546334716459,0.5788617886178862,0.7666666666666667,0.6559139784946236,"[205, 120, 93, 62]",0.32240381629830356
32,64,128,4,2,2,0.2,1e-05,0.0001,0.2773167358229598,0.5205992509363297,0.5688073394495412,0.2828282828282829,0.3609958506224066,0.6067415730337079,0.6009174311926605,0.4242424242424242,"[178, 109, 66, 28]",0.31367136749639224
58,64,256,4,3,4,0.1,0.0001,0.001,0.2690179806362379,0.453038674033149,0.6263157894736843,0.3243243243243243,0.3673928077455048,0.5248618784530387,0.7631578947368421,0.4729729729729729,"[181, 95, 74, 35]",0.3106021237989707
44,64,128,4,3,2,0.2,0.0001,0.001,0.2351313969571231,0.4602763385146806,0.5383333333333332,0.3844086021505377,0.3902143845089903,0.5138169257340242,0.61,0.5241935483870968,"[193, 100, 62, 33]",0.2934429432857212
25,128,128,4,4,2,0.0,1e-05,0.001,0.2531120331950208,0.3941176470588234,0.5220883534136547,0.2966101694915254,0.3443983402489626,0.488235294117647,0.7108433734939759,0.3728813559322034,"[170, 83, 59, 22]",0.29178192715537116
31,64,128,4,3,2,0.2,1e-05,0.001,0.2330567081604427,0.4542682926829268,0.5354609929078012,0.3644067796610169,0.3260719225449516,0.5701219512195121,0.6276595744680851,0.4745762711864407,"[164, 94, 59, 28]",0.27182742831824047
16,128,64,4,2,2,0.2,1e-05,0.001,0.1915629322268325,0.347145488029466,0.5223880597014925,0.282051282051282,0.3639349930843707,0.3627992633517495,0.5746268656716418,0.4102564102564102,"[181, 67, 39, 16]",0.2510052737861702
19,64,256,4,4,2,0.1,0.0001,0.001,0.1507607192254496,0.4230769230769231,0.3333333333333333,0.4090909090909091,0.3156984785615491,0.4198717948717949,0.3333333333333333,0.5454545454545454,"[156, 66, 22, 12]",0.20406899429627198
21,128,256,4,4,2,0.0,0.0001,0.001,0.1127247579529737,0.4067796610169492,0.2083333333333333,0.35,0.2339211618257261,0.4067796610169492,0.2083333333333333,0.6,"[118, 48, 10, 6]",0.1521362568682029
