#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
21,128,128,2,2,2,0.2,0.0001,0.001,0.3845089903181191,0.6075949367088607,0.7073863636363636,0.4647887323943663,0.4776970954356846,0.7331223628691984,0.793560606060606,0.6549295774647887,"[237, 176, 142, 94]",0.42606711058711166
18,64,128,2,2,2,0.1,0.0001,0.001,0.3464730290456431,0.6293103448275862,0.7347560975609756,0.4444444444444446,0.4650760719225449,0.6989942528735633,0.7754065040650406,0.6421188630490956,"[232, 164, 129, 85]",0.3971079881264507
12,128,128,2,3,4,0.2,1e-05,0.001,0.3492392807745506,0.6396198830409358,0.668724279835391,0.4628205128205128,0.4579875518672198,0.7090643274853801,0.7901234567901234,0.6012820512820514,"[228, 162, 130, 80]",0.3962882222196548
22,64,256,2,4,4,0.2,0.0001,0.001,0.3437067773167359,0.5413043478260868,0.74120082815735,0.4908136482939634,0.4644709543568465,0.6927536231884057,0.7732919254658385,0.6443569553805775,"[230, 161, 127, 83]",0.39506610643337725
26,64,256,2,4,2,0.2,1e-05,0.001,0.3360995850622407,0.5648148148148148,0.6830065359477124,0.5820512820512821,0.4711272475795298,0.6470797720797721,0.840958605664488,0.6756410256410256,"[234, 153, 130, 90]",0.3923201410557318
30,128,64,4,3,2,0.1,1e-05,0.0001,0.338865836791148,0.5953453453453454,0.6045751633986929,0.4067278287461774,0.4456258644536652,0.6854354354354354,0.7026143790849673,0.5626911314984709,"[222, 153, 109, 63]",0.3849814630652051
17,128,256,4,2,4,0.0,1e-05,0.0001,0.3340248962655603,0.5583333333333335,0.693103448275862,0.4321533923303836,0.4434647302904564,0.653030303030303,0.7724137931034483,0.5693215339233038,"[220, 145, 113, 66]",0.38104241001608274
17,128,64,2,3,2,0.2,0.0001,0.001,0.3298755186721992,0.5833333333333331,0.6995614035087718,0.4902777777777779,0.4446749654218533,0.6875,0.7785087719298246,0.6805555555555555,"[220, 152, 120, 83]",0.37876778304682873
19,64,256,2,4,4,0.2,1e-05,0.001,0.3188105117565699,0.5647321428571429,0.704697986577181,0.4973118279569892,0.4523686030428769,0.6614583333333333,0.825503355704698,0.5833333333333333,"[224, 149, 124, 74]",0.37402430400675485
16,128,64,2,3,2,0.2,1e-05,0.001,0.3284923928077455,0.6412037037037038,0.7116228070175441,0.4391534391534392,0.4337828492392807,0.6979166666666666,0.8201754385964912,0.6534391534391534,"[216, 152, 126, 85]",0.373865916785953
16,64,128,2,2,2,0.1,1e-05,0.001,0.322268326417704,0.5920852359208523,0.659041394335512,0.501388888888889,0.4401798063623789,0.6887366818873668,0.7701525054466231,0.6402777777777777,"[219, 153, 120, 78]",0.3721066480995348
9,128,64,2,2,4,0.0,0.0001,0.001,0.31881051175657,0.6499999999999999,0.7037037037037038,0.5222222222222221,0.4375864453665283,0.7348484848484848,0.8302469135802469,0.674074074074074,"[220, 162, 135, 92]",0.3688728709741158
28,64,256,4,4,2,0.0,1e-05,0.001,0.2876901798063622,0.5999999999999998,0.7591463414634146,0.5493827160493827,0.4956777316735822,0.6642857142857143,0.8119918699186993,0.682716049382716,"[245, 164, 135, 93]",0.3640731606730702
