#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
28,64,128,2,4,2,0.1,0.0001,0.001,0.372752420470263,0.6575091575091575,0.7208538587848933,0.6090909090909089,0.5541147994467496,0.7387057387057387,0.8013136288998359,0.7424242424242424,"[273, 203, 165, 124]",0.4456897995176992
32,64,64,2,3,2,0.1,0.0001,0.001,0.3789764868603043,0.6433333333333331,0.6980286738351253,0.5464852607709751,0.5086445366528355,0.74,0.7885304659498209,0.673469387755102,"[250, 186, 147, 101]",0.4343392381546612
54,128,64,2,3,2,0.1,1e-05,0.0001,0.3658367911479945,0.5991902834008095,0.7415730337078653,0.5449561403508771,0.5015560165975104,0.7172739541160593,0.8464419475655431,0.6875,"[247, 178, 152, 105]",0.4230785453937939
31,64,256,2,3,2,0.1,0.0001,0.001,0.3561549100968187,0.6020000000000002,0.712121212121212,0.5431235431235432,0.5070885200553251,0.6986666666666667,0.8096590909090909,0.6911421911421912,"[250, 176, 143, 101]",0.41842673795873
16,64,128,2,3,2,0.0,1e-05,0.001,0.3450899031811896,0.6221374045801525,0.7286212914485165,0.5941558441558441,0.5257607192254495,0.7251908396946565,0.8036649214659686,0.7337662337662337,"[262, 191, 154, 113]",0.4166838973889209
25,128,128,4,2,2,0.0,1e-05,0.0001,0.3575380359612723,0.5753803596127248,0.7361111111111112,0.5190476190476192,0.4880705394190871,0.6970954356846473,0.8303571428571429,0.6416666666666667,"[241, 168, 140, 92]",0.4127294522668869
9,128,128,2,4,4,0.0,1e-05,0.001,0.3513139695712308,0.5352303523035231,0.6719745222929936,0.5121951219512195,0.498789764868603,0.6327913279132791,0.7760084925690021,0.6707317073170732,"[246, 157, 123, 83]",0.41225983413178807
107,64,64,2,4,2,0.1,1e-05,0.0001,0.3450899031811897,0.6283602150537636,0.7155172413793102,0.5648148148148149,0.5008644536652835,0.6975806451612904,0.8275862068965517,0.6886574074074073,"[248, 174, 144, 101]",0.40863496812422084
33,128,256,2,2,4,0.1,1e-05,0.0001,0.3540802213001383,0.640646976090014,0.7321772639691714,0.4482758620689657,0.4797717842323651,0.7257383966244726,0.8333333333333335,0.603448275862069,"[237, 173, 145, 89]",0.4074528775068977
31,64,64,4,3,4,0.1,0.0001,0.001,0.3374827109266942,0.5977242302543507,0.6882716049382714,0.5098039215686275,0.5058782849239281,0.6465863453815262,0.8364197530864198,0.6642156862745099,"[249, 162, 136, 91]",0.4048685576758947
26,128,128,2,4,2,0.0,0.0001,0.0001,0.3533886583679117,0.5307582260371959,0.7631027253668764,0.5012531328320803,0.4732019363762103,0.6809728183118742,0.8364779874213837,0.6553884711779447,"[233, 159, 133, 88]",0.4046119046027919
14,128,64,2,3,4,0.1,1e-05,0.001,0.338174273858921,0.5955459770114943,0.6773504273504276,0.5555555555555556,0.4685338865836791,0.6702586206896551,0.8237179487179487,0.7312661498708011,"[232, 156, 129, 96]",0.3928213811220215
