#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
47,64,128,2,2,4,0.1,1e-05,0.0001,0.22544951590594745,0.5589318600368324,0.6622023809523808,0.4386973180076628,0.36946749654218536,0.6160220994475138,0.7633928571428571,0.5172413793103449,"[181, 112, 87, 45]"
26,64,256,4,4,2,0.1,0.0001,0.0001,0.20262793914246197,0.5695364238410597,0.5132013201320131,0.15819209039548024,0.3112033195020747,0.6688741721854304,0.5792079207920792,0.2033898305084746,"[151, 101, 59, 12]"
17,64,64,2,3,2,0.2,1e-05,0.001,0.32641770401106507,0.562962962962963,0.6813417190775682,0.40616246498599445,0.4602351313969571,0.7014814814814814,0.7421383647798742,0.5630252100840336,"[225, 159, 119, 68]"
17,128,128,2,3,4,0.0,1e-05,0.0001,0.22959889349930845,0.5159176029962547,0.6602564102564104,0.38675213675213677,0.36479944674965425,0.5814606741573034,0.7307692307692307,0.5064102564102564,"[178, 104, 78, 40]"
23,128,128,2,3,4,0.1,1e-05,0.0001,0.30013831258644524,0.6166666666666667,0.605855855855856,0.37578616352201255,0.4301521438450899,0.7023809523809523,0.7128378378378378,0.5283018867924528,"[210, 148, 106, 58]"
27,64,256,4,3,2,0.1,0.0001,0.0001,0.18741355463347165,0.5985915492957745,0.5125448028673836,0.2777777777777778,0.29149377593361,0.6514084507042254,0.6720430107526881,0.3968253968253968,"[142, 93, 63, 25]"
21,128,128,4,3,4,0.0,0.0001,0.0001,0.247579529737206,0.49153976311336717,0.553030303030303,0.3638497652582159,0.40266251728907326,0.5583756345177665,0.6363636363636364,0.4225352112676056,"[197, 110, 71, 31]"
30,128,64,4,4,2,0.1,0.0001,0.0001,0.2717842323651454,0.5661080074487895,0.6324786324786323,0.29878048780487804,0.3668741355463347,0.6536312849162011,0.688034188034188,0.42073170731707316,"[179, 117, 82, 35]"
21,64,128,4,3,4,0.0,1e-05,0.0001,0.22821576763485477,0.525709219858156,0.5106060606060606,0.33838383838383834,0.38554633471645916,0.5851063829787234,0.5818181818181818,0.3939393939393939,"[188, 110, 66, 26]"
24,64,256,2,2,2,0.2,0.0001,0.001,0.26348547717842324,0.5361990950226245,0.559610705596107,0.42883895131086147,0.4515905947441217,0.6199095022624435,0.635036496350365,0.5056179775280899,"[221, 137, 89, 45]"
9,128,256,2,3,2,0.0,0.0001,0.001,0.28492392807745515,0.5273504273504274,0.6124999999999999,0.43371212121212116,0.40006915629322265,0.6128205128205129,0.7125,0.5340909090909091,"[195, 120, 88, 47]"
