#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
29,128,256,4,4,2,0.2,1e-05,0.0001,0.27316735822959876,0.5689102564102564,0.6192307692307691,0.3680555555555556,0.4210753803596126,0.6224358974358974,0.7269230769230769,0.421875,"[208, 130, 96, 41]"
30,64,128,4,2,2,0.1,1e-05,0.001,0.25795297372060866,0.6216429699842023,0.635632183908046,0.44070512820512814,0.4286479944674966,0.6783570300157978,0.7068965517241379,0.5576923076923077,"[211, 145, 104, 59]"
23,128,128,4,2,4,0.0,1e-05,0.001,0.22337482710926695,0.5104821802935009,0.6276595744680852,0.45601851851851843,0.3171334716459198,0.5880503144654088,0.7659574468085106,0.5277777777777778,"[159, 94, 72, 38]"
23,64,128,2,2,4,0.2,0.0001,0.001,0.29668049792531087,0.6059113300492613,0.7047619047619045,0.4269005847953216,0.411134163208852,0.6821018062397373,0.7982142857142858,0.5526315789473685,"[203, 140, 114, 64]"
37,128,128,4,3,4,0.0,1e-05,0.001,0.26763485477178417,0.5614886731391586,0.6426767676767676,0.4383333333333333,0.4190871369294606,0.6365695792880258,0.740530303030303,0.575,"[206, 132, 100, 58]"
29,128,128,4,4,2,0.2,1e-05,0.0001,0.2316735822959889,0.5879345603271984,0.5632716049382717,0.4783549783549783,0.3267634854771784,0.6521472392638037,0.7037037037037037,0.564935064935065,"[163, 108, 77, 44]"
25,128,256,4,2,2,0.2,1e-05,0.0001,0.2710926694329184,0.5381426202321724,0.5465116279069767,0.4136546184738956,0.40712309820193643,0.6368159203980099,0.6356589147286822,0.5120481927710844,"[201, 129, 83, 43]"
45,64,64,4,4,4,0.2,0.0001,0.0001,0.2282157676348548,0.47495183044315986,0.5380434782608695,0.3418079096045198,0.3458679114799446,0.5289017341040463,0.6413043478260869,0.4406779661016949,"[173, 92, 59, 26]"
33,64,128,2,3,4,0.2,1e-05,0.0001,0.2206085753803596,0.41762452107279696,0.5992063492063492,0.30357142857142855,0.34923928077455046,0.47988505747126436,0.6666666666666666,0.36607142857142855,"[174, 84, 56, 21]"
39,128,128,2,3,2,0.2,0.0001,0.0001,0.28976486860304307,0.5458333333333334,0.607235142118863,0.32567049808429116,0.40383817427385893,0.63875,0.6705426356589147,0.4540229885057471,"[200, 129, 87, 40]"
12,128,64,2,3,2,0.2,0.0001,0.001,0.3022130013831259,0.5794871794871796,0.6299019607843137,0.41914191419141916,0.3949688796680497,0.6938461538461539,0.7334558823529411,0.5594059405940595,"[195, 136, 101, 57]"
10,128,256,2,3,4,0.0,0.0001,0.001,0.30428769017980656,0.605580693815988,0.6719745222929937,0.5518207282913166,0.45063969571230983,0.7013574660633484,0.7515923566878981,0.680672268907563,"[221, 157, 119, 81]"
34,64,128,4,4,2,0.0,0.0001,0.0001,0.22752420470262788,0.5500910746812385,0.6039755351681957,0.40046296296296297,0.3700726141078838,0.5890710382513661,0.653211009174312,0.4930555555555556,"[183, 109, 72, 36]"
15,128,256,2,4,2,0.0,0.0001,0.001,0.326417704011065,0.5313807531380753,0.6525974025974025,0.5158045977011494,0.4876383125864454,0.6407252440725244,0.7294372294372294,0.603448275862069,"[239, 154, 116, 72]"
17,64,64,2,4,4,0.1,1e-05,0.001,0.33679114799446763,0.581646423751687,0.680722891566265,0.5490956072351422,0.502679806362379,0.6623481781376518,0.7560240963855421,0.6356589147286822,"[247, 166, 129, 83]"
21,64,256,2,4,4,0.1,1e-05,0.001,0.33955739972337495,0.5815450643776826,0.7276422764227642,0.4694656488549619,0.4705221300138313,0.6965665236051503,0.788109756097561,0.5890585241730281,"[233, 164, 131, 79]"
