#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
17,64,256,4,4,4,0.0,0.0001,0.001,0.49031811894882443,0.7467853610286843,0.7779740871613665,0.6196236559139785,0.6887102351313971,0.8303165182987141,0.8610129564193169,0.8245967741935484,"[337, 283, 248, 207]",0.14591977869986186,0.4082814661134163,0.21213378599270719
20,128,256,3,3,2,0.1,0.0001,0.001,0.47579529737206105,0.7872222222222223,0.7720306513409964,0.523188405797101,0.6129840940525588,0.8566111111111112,0.8627075351213283,0.7869565217391304,"[300, 261, 230, 183]",0.12932226832641802,0.35918049792531126,0.1875141456054319
11,128,256,4,4,4,0.0,0.0001,0.0001,0.5235131396957123,0.7636738906088752,0.8157575757575758,0.4939999999999996,0.6568983402489627,0.8405056759545924,0.8957575757575758,0.774,"[323, 275, 250, 196]",0.13762102351313996,0.3890041493775934,0.20145228215767635
33,64,128,3,4,4,0.1,1e-05,0.0001,0.5255878284923927,0.7663398692810454,0.7525641025641023,0.49565217391304317,0.6226659751037344,0.837636165577342,0.8685897435897436,0.782608695652174,"[306, 260, 230, 182]",0.12586445366528387,0.35606846473029047,0.18398717465107509
28,64,128,3,3,4,0.1,0.0001,0.0001,0.5179806362378977,0.6868852459016394,0.728898426323319,0.4640522875816991,0.620591286307054,0.7534972677595628,0.8526466380543634,0.7377450980392157,"[305, 233, 204, 153]",0.10719225449515925,0.29693983402489627,0.15535646925688418
21,64,256,4,4,2,0.1,0.0001,0.0001,0.5352697095435685,0.738403451995685,0.7122448979591837,0.44070512820512786,0.6230117565698478,0.7855987055016181,0.834013605442177,0.7283653846153846,"[309, 245, 208, 153]",0.10580912863070557,0.3011756569847856,0.15532503457814661
15,64,256,3,3,4,0.0,1e-05,0.001,0.4972337482710928,0.6967380224260956,0.7814814814814813,0.6379551820728291,0.6641597510373444,0.8164627930682977,0.8641975308641975,0.8361344537815126,"[327, 270, 238, 202]",0.1417704011065009,0.399636929460581,0.20687790770778328
19,128,128,3,3,4,0.1,0.0001,0.001,0.495159059474412,0.7502628811777076,0.7376425855513308,0.5521292217327456,0.6443637621023514,0.817297581493165,0.8491761723700888,0.7709251101321586,"[317, 263, 227, 177]",0.12448132780083018,0.35615491009681877,0.18291839557399725
24,64,256,4,4,4,0.0,1e-05,0.0001,0.5290456431535268,0.7281249999999997,0.7576312576312576,0.5433884297520659,0.6499827109266944,0.8453645833333333,0.8693528693528694,0.7975206611570248,"[320, 273, 242, 194]",0.1355463347164595,0.38615145228215775,0.1987174651075066
23,64,128,3,4,4,0.0,0.0001,0.0001,0.516597510373444,0.7351097178683383,0.7546468401486989,0.4950142450142448,0.6461791147994468,0.8348484848484848,0.8543990086741017,0.7222222222222222,"[319, 269, 234, 171]",0.11894882434301549,0.3346300138312586,0.17354457437444987
15,64,128,3,4,2,0.0,0.0001,0.001,0.5207468879668049,0.6988130563798218,0.7649572649572652,0.5541490857946549,0.6824861687413556,0.8027200791295747,0.8540903540903542,0.7658227848101266,"[337, 273, 237, 184]",0.1282849239280778,0.36220608575380364,0.18752222880853586
25,64,256,4,3,4,0.1,1e-05,0.0001,0.5587828492392809,0.7179894179894178,0.7396640826873386,0.4750367107195297,0.6361514522821576,0.8121164021164021,0.8630490956072351,0.7533039647577092,"[315, 258, 227, 173]",0.12171507607192283,0.3405082987551868,0.1771407016220294
