#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
17,64,128,3,3,4,0.0,0.0001,0.001,0.518672199170124,0.7261208576998051,0.8133097762073027,0.6793409378960713,0.6950207468879669,0.8194444444444444,0.9175500588928148,0.8846641318124208,"[342, 283, 263, 234]",0.1673582295988933,0.466804979253112,0.2430942501481921,0.5940348263999713,0.7685250804723787,0.681279953436175
14,128,256,4,3,4,0.0,0.0001,0.0001,0.5553250345781465,0.6915204678362571,0.7937956204379562,0.6017060367454069,0.6974412171507607,0.7926413255360625,0.9124087591240876,0.8556430446194226,"[342, 274, 254, 220]",0.1556016597510373,0.4332641770401106,0.2257360205492986,0.6183221610511297,0.7065508076686273,0.6624364843598785
17,128,256,4,3,4,0.0,1e-05,0.0001,0.5622406639004145,0.7235410484668643,0.7869718309859153,0.6057068741893643,0.6839557399723375,0.8311078140454996,0.8943661971830986,0.8488975356679638,"[337, 284, 257, 220]",0.1549100968188105,0.4346473029045644,0.2254593953764078,0.6171542914511766,0.7069730702754151,0.6620636808632958
15,128,256,3,3,4,0.0,1e-05,0.0001,0.5667358229598896,0.7361516034985419,0.798830409356725,0.5864661654135338,0.6976141078838174,0.8250728862973761,0.9198830409356724,0.8364661654135338,"[343, 285, 266, 226]",0.1604426002766251,0.4486514522821577,0.2334420075083976,0.6254010790764813,0.6895044745284612,0.6574527768024713
18,64,128,4,3,4,0.0,0.0001,0.001,0.4965421853388659,0.7534313725490192,0.7793103448275861,0.6314102564102566,0.6908713692946058,0.8428921568627452,0.8862068965517241,0.8301282051282052,"[340, 290, 260, 219]",0.1542185338865837,0.4315352697095436,0.2242145820983995,0.5778050590023611,0.7172598965362125,0.6475324777692868
24,128,256,4,3,2,0.0,1e-05,0.001,0.4951590594744121,0.7238955823293172,0.813358302122347,0.630758807588076,0.6706431535269709,0.7966867469879518,0.9119850187265918,0.8482384823848238,"[332, 267, 246, 210]",0.1514522821576764,0.4163208852005532,0.2185437660541395,0.5696936057248242,0.7235089574899415,0.6466012816073828
15,128,128,3,3,2,0.0,0.0001,0.001,0.5380359612724758,0.7232232232232231,0.7683513838748497,0.5959999999999998,0.6742738589211619,0.8200700700700702,0.8935018050541517,0.8306666666666667,"[333, 277, 250, 209]",0.1493775933609959,0.4135546334716459,0.2161924520845683,0.5984997857851271,0.694033644859813,0.64626671532247
15,128,256,4,3,2,0.0,1e-05,0.0001,0.5587828492392805,0.6878787878787878,0.8009950248756217,0.5758807588075879,0.6675311203319502,0.806060606060606,0.9085820895522388,0.8401084010840107,"[330, 268, 246, 209]",0.1479944674965423,0.4142461964038728,0.2152242639794507,0.6083351419463873,0.6833417616472813,0.6458384517968343
17,128,128,3,4,2,0.0,0.0001,0.0001,0.5380359612724755,0.7396777442094659,0.7993939393939391,0.5816993464052287,0.6685684647302904,0.822255790533736,0.916969696969697,0.8450980392156863,"[331, 275, 255, 218]",0.1542185338865837,0.436030428769018,0.2252420470262794,0.5962415997250791,0.6890858954667529,0.642663747595916
16,64,128,4,4,4,0.0,1e-05,0.001,0.5152143845089904,0.7341640706126684,0.7536764705882352,0.61875,0.6517980636237899,0.8367082035306336,0.8719362745098039,0.8291666666666667,"[321, 272, 240, 201]",0.1424619640387277,0.3992047026279391,0.2071033392610156,0.5755135495107833,0.7086690647482015,0.6420913071294924
