#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
18,128,256,4,3,2,0.0,1e-05,0.0001,0.5325034578146611,0.7271341463414633,0.7844202898550726,0.5866935483870965,0.6607883817427386,0.8343495934959351,0.8882850241545894,0.8219086021505375,"[328, 276, 248, 206]",0.14453665283540823,0.4071576763485477,0.21069946650859514
28,128,256,4,4,4,0.1,1e-05,0.001,0.47717842323651455,0.7373417721518984,0.7512437810945273,0.5868644067796609,0.6405601659751037,0.8388713080168777,0.8700248756218905,0.762005649717514,"[316, 268, 236, 181]",0.12724757952973753,0.35926694329183967,0.185464005795956
17,128,128,4,3,4,0.1,0.0001,0.001,0.5076071922544951,0.7097976570820023,0.7506561679790024,0.5230654761904759,0.6350276625172891,0.8035143769968051,0.8746719160104987,0.7514880952380952,"[313, 254, 224, 170]",0.1196403872752423,0.3390387275242047,0.17470526246459853
25,64,128,4,4,4,0.0,0.0001,0.0001,0.4986168741355461,0.748074807480748,0.7091633466135457,0.5622119815668198,0.6154910096818811,0.8151815181518152,0.850597609561753,0.8133640552995391,"[303, 251, 217, 178]",0.12378976486860337,0.3544260027662518,0.1819271553711388
31,64,128,3,4,4,0.1,1e-05,0.0001,0.5172890733056708,0.7149122807017543,0.7284196547144755,0.5378787878787875,0.6141078838174274,0.8168859649122808,0.8638778220451527,0.7742424242424243,"[304, 251, 220, 172]",0.12033195020746917,0.33860650069156295,0.1749211139252633
17,128,128,4,3,2,0.0,0.0001,0.0001,0.5172890733056708,0.7398239823982397,0.7193675889328064,0.5578703703703701,0.6090940525587829,0.8267326732673267,0.844532279314888,0.8449074074074074,"[303, 253, 216, 184]",0.12863070539419122,0.3653181189488244,0.18802937495883557
17,64,128,4,3,4,0.0,1e-05,0.001,0.46818810511756526,0.7572347266881027,0.7686567164179102,0.5884057971014489,0.6298409405255878,0.8502143622722401,0.8463930348258706,0.8108695652173913,"[311, 268, 230, 189]",0.1320885200553254,0.37171507607192256,0.1925179477046697
32,64,128,4,4,4,0.1,1e-05,0.0001,0.5082987551867219,0.7259978425026968,0.7133333333333334,0.47936507936507916,0.6217150760719226,0.803128371089536,0.8246666666666668,0.7452380952380953,"[309, 250, 210, 157]",0.1099585062240666,0.3125864453665284,0.16104195481788847
26,64,256,4,3,2,0.1,1e-05,0.0001,0.5373443983402487,0.7430107526881718,0.6556847545219635,0.5015873015873012,0.6258644536652835,0.8193548387096774,0.8010335917312661,0.7801587301587302,"[310, 258, 210, 166]",0.11479944674965446,0.32287344398340256,0.1668232413045691
19,128,128,3,3,2,0.0,1e-05,0.001,0.48374827109266927,0.8014069264069261,0.7391304347826084,0.6134163208852005,0.6286307053941909,0.884469696969697,0.8602053140096618,0.8354080221300139,"[308, 276, 241, 205]",0.14557399723374842,0.40119294605809136,0.2096112278684893
24,128,256,3,4,4,0.1,0.0001,0.0001,0.536652835408022,0.7697160883280754,0.7022946859903382,0.5843971631205672,0.6410788381742739,0.8606729758149316,0.8396135265700484,0.8340425531914893,"[317, 276, 235, 197]",0.13762102351313998,0.3934993084370678,0.20212079299216223
31,64,128,4,3,4,0.0,0.0001,0.0001,0.5387275242047026,0.7375661375661375,0.6781170483460561,0.5481651376146787,0.6381396957123098,0.8238095238095238,0.8110687022900763,0.7912844036697247,"[315, 262, 218, 174]",0.121023513139696,0.3424965421853389,0.1767107949680564
12,64,128,3,3,2,0.0,0.0001,0.001,0.4834024896265558,0.7535753575357536,0.7679487179487177,0.5675105485232066,0.6116874135546335,0.8492849284928494,0.8987179487179486,0.7932489451476793,"[303, 260, 237, 189]",0.13208852005532537,0.3737897648686031,0.1929328854640058
22,64,128,3,4,2,0.1,1e-05,0.001,0.4854771784232363,0.7235228539576363,0.7439024390243906,0.6162079510703362,0.5997579529737207,0.8138238573021183,0.8719512195121951,0.870795107033639,"[299, 246, 218, 191]",0.1320885200553254,0.37335753803596133,0.19241106979696193
