#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
22,128,128,4,2,128,128,0.0,1e-05,0.001,0.4315352697095436,0.6879084967320259,0.8291839557399722,0.6696696696696698,0.6182572614107884,0.7791394335511982,0.91701244813278,0.8385885885885885,"[306, 241, 222, 188]",0.5082905548357469,0.7446700059940479,0.6264802804148975
28,32,64,4,2,128,128,0.1,1e-05,0.001,0.429460580912863,0.6694537346711259,0.8156028368794326,0.6751152073732719,0.6040802213001383,0.7773132664437012,0.9148936170212766,0.8348694316436251,"[299, 235, 217, 183]",0.5020191601570904,0.7465414348064563,0.6242802974817734
24,128,128,3,2,64,128,0.1,1e-05,0.001,0.413554633471646,0.6314553990610328,0.8165137614678898,0.6734348561759729,0.575899031811895,0.7582159624413145,0.8990825688073395,0.8248730964467005,"[284, 218, 197, 163]",0.4814085214377259,0.7415008297815625,0.6114546756096442
29,32,64,3,2,128,128,0.2,1e-05,0.001,0.4183955739972337,0.6991051454138701,0.7909836065573771,0.6605783866057837,0.605463347164592,0.8101230425055929,0.8913934426229508,0.7975646879756468,"[298, 244, 219, 175]",0.4948400203101361,0.7226368989173919,0.6087384596137639
44,64,64,2,3,128,128,0.2,1e-05,0.001,0.4280774550484094,0.65361803084223,0.779017857142857,0.6496598639455781,0.5691562932226832,0.7932977461447213,0.8630952380952381,0.810374149659864,"[281, 224, 196, 160]",0.4886376497986697,0.7211716369716202,0.6049046433851449
30,128,128,2,2,64,128,0.2,1e-05,0.001,0.4121715076071922,0.6229885057471262,0.7815829528158296,0.6543209876543209,0.5850622406639004,0.7479885057471264,0.8538812785388128,0.802469135802469,"[290, 219, 189, 152]",0.4836298133643337,0.7208621050428959,0.6022459592036148
35,64,128,4,3,128,128,0.0,1e-05,0.001,0.4128630705394194,0.6689976689976688,0.8092105263157896,0.6537216828478964,0.5793568464730291,0.7861305361305361,0.8969298245614035,0.7985436893203883,"[286, 228, 206, 165]",0.4821411916283652,0.7189117559564053,0.6005264737923852
55,64,128,2,2,64,64,0.1,0.0001,0.001,0.3893499308437069,0.6225490196078428,0.7360406091370558,0.6736526946107784,0.549792531120332,0.7147671568627451,0.8401015228426396,0.8143712574850299,"[272, 197, 167, 136]",0.4558662665990382,0.7373582814250773,0.5966122740120577
26,128,64,2,2,128,64,0.0,1e-05,0.001,0.4349930843706779,0.6434676434676433,0.7134920634920636,0.6226591760299623,0.5529045643153527,0.7634310134310134,0.8452380952380952,0.7996254681647939,"[273, 210, 178, 145]",0.4869121049413467,0.7001328983931374,0.5935225016672421
40,64,128,4,3,128,128,0.2,1e-05,0.001,0.4114799446749654,0.6258992805755397,0.7555031446540879,0.6569148936170212,0.5606846473029046,0.750599520383693,0.8844339622641509,0.7712765957446809,"[278, 212, 188, 147]",0.4746325664523965,0.7095170173144736,0.592074791883435
38,64,64,3,2,64,128,0.0,0.0001,0.001,0.3751728907330565,0.6357575757575756,0.8089430894308942,0.6488764044943819,0.5530774550484093,0.7363636363636362,0.8634146341463415,0.800561797752809,"[275, 205, 178, 144]",0.4470769519296136,0.7167820747321662,0.5819295133308899
44,128,128,2,2,128,64,0.1,0.0001,0.001,0.4218533886583679,0.6346618357487921,0.7248062015503877,0.6129629629629628,0.5554979253112033,0.7747584541062802,0.8325581395348837,0.7694444444444445,"[276, 215, 180, 140]",0.4795382762283163,0.6823472501302373,0.5809427631792768
41,64,64,2,2,64,128,0.1,0.0001,0.001,0.3907330567081604,0.6497076023391812,0.7777777777777778,0.6387434554973822,0.5727869986168741,0.7608187134502923,0.867579908675799,0.7670157068062827,"[285, 219, 191, 148]",0.4645607812216528,0.6970273089785214,0.580794045100087
50,64,64,4,2,64,64,0.0,0.0001,0.001,0.3893499308437065,0.5972222222222224,0.7684684684684684,0.6388888888888888,0.5335408022130013,0.6966540404040403,0.8702702702702703,0.794238683127572,"[264, 185, 162, 131]",0.450181298832401,0.7081438940735424,0.5791625964529716
20,128,64,3,2,128,128,0.0,1e-05,0.001,0.4481327800829875,0.6632420091324198,0.7507440476190476,0.5663265306122446,0.5866182572614108,0.7608447488584474,0.8720238095238095,0.7602040816326531,"[292, 224, 196, 151]",0.5081084453873274,0.6490973312401882,0.5786028883137577
43,32,64,2,3,128,128,0.2,1e-05,0.001,0.400414937759336,0.6007604562737644,0.7106598984771574,0.6433121019108279,0.5323305670816044,0.7408111533586818,0.7918781725888325,0.767515923566879,"[263, 197, 157, 121]",0.4570445202450401,0.6999468016275825,0.5784956609363113
24,64,128,2,2,128,128,0.1,1e-05,0.001,0.3692946058091289,0.6559139784946233,0.8294573643410853,0.6374570446735394,0.5631051175656984,0.7592592592592592,0.8930232558139535,0.7860824742268041,"[279, 215, 194, 154]",0.4460569371853634,0.70401109942823,0.5750340183067967
47,128,64,3,2,128,64,0.1,0.0001,0.001,0.3845089903181188,0.599483204134367,0.7509259259259259,0.6299790356394128,0.5178077455048409,0.6931524547803617,0.8777777777777778,0.8050314465408805,"[258, 180, 159, 129]",0.4413122920110235,0.706828194844513,0.5740702434277682
39,64,128,3,2,64,128,0.2,0.0001,0.001,0.3554633471645917,0.6274509803921567,0.8031088082901556,0.6509803921568627,0.5501383125864453,0.6982230392156863,0.8730569948186528,0.7862745098039216,"[272, 193, 170, 135]",0.4318764301938644,0.7122595832330204,0.5720680067134424
29,128,64,3,3,64,128,0.0,1e-05,0.001,0.3623789764868603,0.6203703703703702,0.7322970639032815,0.6298568507157464,0.5475449515905947,0.7104938271604938,0.8419689119170984,0.7699386503067485,"[270, 193, 163, 127]",0.4361216866934777,0.6928885443228007,0.5645051155081392
54,64,128,4,2,64,64,0.2,0.0001,0.001,0.3609958506224068,0.6324461343472751,0.8058419243986253,0.6137254901960782,0.5292185338865837,0.7294043092522179,0.865979381443299,0.7794117647058824,"[263, 194, 170, 133]",0.429212778696907,0.6867160657366393,0.5579644222167732
27,32,128,2,2,64,128,0.2,1e-05,0.001,0.3748271092669432,0.5876225490196079,0.794736842105263,0.6087824351297405,0.5484094052558783,0.6927083333333333,0.8710526315789474,0.7375249500998003,"[272, 190, 167, 125]",0.4453002211965333,0.6669981016469655,0.5561491614217494
