#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
40,64,64,4,3,64,128,0.1,1e-05,0.001,0.4059474412171507,0.647810218978102,0.7626728110599079,0.7242268041237112,0.559301521438451,0.7883211678832117,0.8786482334869432,0.8376288659793815,"[274, 217, 194, 165]",0.4704424045629528,0.776810928515532,0.6236266665392424
20,128,128,2,2,128,128,0.1,1e-05,0.001,0.4591977869986168,0.6784511784511784,0.7864357864357865,0.6196369636963693,0.6080567081604427,0.7744107744107744,0.8658008658008658,0.8341584158415841,"[297, 231, 202, 170]",0.5232459474725856,0.7110703408592843,0.617158144165935
20,128,64,4,2,128,128,0.0,1e-05,0.001,0.4460580912863071,0.6857638888888887,0.8137254901960786,0.6281446540880501,0.5873098201936375,0.8229166666666666,0.880952380952381,0.8419811320754716,"[288, 238, 212, 182]",0.5070300605988239,0.7195111492281302,0.6132706049134771
24,64,64,2,2,128,128,0.1,1e-05,0.001,0.421853388658368,0.6943521594684385,0.8133608815426997,0.6481481481481479,0.616701244813278,0.8023255813953488,0.8822314049586777,0.8217592592592593,"[301, 242, 216, 178]",0.5009991800713829,0.7247010790317876,0.6128501295515852
25,32,128,2,2,128,128,0.1,1e-05,0.001,0.4239280774550486,0.6716008771929827,0.8070539419087138,0.64797507788162,0.6187759336099585,0.7911184210526315,0.8775933609958506,0.7873831775700935,"[304, 241, 214, 170]",0.5031466056082304,0.7109091738885707,0.6070278897484005
43,64,64,3,2,128,128,0.1,0.0001,0.001,0.3976486860304286,0.6678362573099418,0.8044444444444444,0.6748768472906403,0.5867911479944674,0.7859649122807018,0.8911111111111111,0.812807881773399,"[285, 225, 203, 167]",0.4740497507507112,0.7374482106156004,0.6057489806831557
42,64,128,4,3,128,128,0.1,1e-05,0.001,0.3775933609958506,0.6432964329643296,0.8146417445482866,0.7049910873440286,0.5534232365145229,0.7896678966789668,0.8598130841121495,0.8288770053475936,"[271, 214, 187, 157]",0.4489048648273789,0.761931099628061,0.6054179822277199
38,128,64,3,2,128,128,0.2,0.0001,0.001,0.416320885200553,0.5862470862470864,0.7829268292682927,0.64804469273743,0.5848893499308436,0.7167832167832168,0.8609756097560975,0.8016759776536313,"[286, 205, 179, 145]",0.4864146277442484,0.716719949193227,0.6015672884687377
31,64,128,3,2,64,128,0.2,1e-05,0.001,0.3838174273858922,0.6740614334470991,0.823319027181688,0.6634304207119741,0.5997579529737207,0.7901023890784983,0.8776824034334764,0.7961165048543689,"[293, 233, 206, 166]",0.4680831976100053,0.7237422771403352,0.5959127373751703
25,64,64,3,2,64,128,0.2,1e-05,0.001,0.4024896265560165,0.6861012956419317,0.8111111111111112,0.6449999999999999,0.5786652835408023,0.7915194346289752,0.88,0.805,"[283, 225, 200, 163]",0.4747604511305682,0.7161724137931034,0.5954664324618357
29,128,64,3,2,128,64,0.1,1e-05,0.001,0.4280774550484095,0.6583924349881798,0.7477477477477478,0.6137992831541217,0.5741701244813278,0.7854609929078015,0.8265765765765766,0.803763440860215,"[282, 222, 186, 152]",0.4904761870677135,0.6960530429699712,0.5932646150188423
40,32,64,4,3,64,128,0.0,1e-05,0.001,0.3782849239280773,0.6398252184769038,0.8199685534591196,0.6773049645390069,0.5430497925311203,0.7921348314606742,0.8797169811320755,0.8111702127659575,"[267, 212, 188, 154]",0.4459346766966,0.7382180375856956,0.5920763571411478
37,64,64,3,3,128,128,0.2,1e-05,0.001,0.3907330567081603,0.6317966903073287,0.7291666666666666,0.6438095238095237,0.5755532503457814,0.7606382978723404,0.7939814814814815,0.7857142857142857,"[282, 216, 175, 138]",0.4654680070787138,0.7077186637479774,0.5865933354133456
29,32,128,3,2,64,128,0.1,1e-05,0.001,0.3755186721991702,0.6517857142857144,0.828725038402458,0.6598984771573604,0.5712309820193637,0.7696428571428572,0.8986175115207373,0.7715736040609137,"[280, 217, 197, 153]",0.4531459798926436,0.7113799186377218,0.5822629492651827
38,128,64,4,3,64,128,0.2,1e-05,0.001,0.3658367911479945,0.670924574209246,0.7652582159624416,0.6603603603603603,0.5586099585062241,0.7755474452554745,0.863849765258216,0.7918918918918919,"[274, 213, 185, 147]",0.4421240591730578,0.7201696733954799,0.5811468662842688
31,128,128,3,3,128,128,0.1,1e-05,0.001,0.3513139695712309,0.6794380587484036,0.8028052805280529,0.6722532588454375,0.536652835408022,0.7701149425287356,0.8737623762376238,0.8100558659217877,"[261, 202, 179, 146]",0.4246411844038554,0.7347491648185058,0.5796951746111806
38,32,64,2,2,128,128,0.0,0.0001,0.001,0.4149377593360994,0.6204954954954953,0.7790178571428571,0.607638888888889,0.6049446749654219,0.7516891891891891,0.84375,0.7291666666666666,"[296, 224, 192, 141]",0.4922418104482156,0.662878787878788,0.5775602991635018
31,128,64,4,2,128,128,0.0,0.0001,0.001,0.4170124481327799,0.6422466422466422,0.7910685805422648,0.5786516853932583,0.5561894882434301,0.7637362637362637,0.8373205741626795,0.800561797752809,"[273, 209, 178, 143]",0.4766491546076223,0.671754502391359,0.5742018284994906
34,64,128,4,2,64,64,0.1,1e-05,0.001,0.4031811894882436,0.6391875746714456,0.7936137071651093,0.6021505376344085,0.5663900414937759,0.7616487455197133,0.8621495327102804,0.7688172043010753,"[279, 214, 186, 144]",0.4710490644662931,0.6753531520134934,0.5732011082398932
46,32,64,2,3,128,128,0.1,1e-05,0.001,0.3782849239280775,0.6529271206690561,0.7867298578199052,0.6049723756906077,0.5701936376210235,0.7502986857825567,0.8459715639810427,0.7707182320441989,"[279, 211, 181, 142]",0.4548245275664599,0.6778606137256207,0.5663425706460403
85,32,64,3,3,128,128,0.2,0.0001,0.001,0.34716459197787,0.5820987654320987,0.7052631578947367,0.6521252796420582,0.5501383125864453,0.6981481481481482,0.7736842105263158,0.7483221476510067,"[270, 190, 149, 113]",0.4256946942865442,0.6969198276046916,0.5613072609456179
33,128,128,3,2,64,64,0.0,1e-05,0.001,0.3782849239280774,0.7157575757575758,0.7386196769456681,0.607017543859649,0.5606846473029046,0.8181818181818182,0.8303964757709251,0.7394736842105263,"[275, 227, 190, 142]",0.4517687380956564,0.6667306703240184,0.5592497042098374
31,64,64,3,3,128,128,0.0,1e-05,0.001,0.3769017980636235,0.6142676767676767,0.7815198618307425,0.606508875739645,0.5427040110650069,0.7310606060606061,0.8583765112262522,0.757396449704142,"[264, 193, 169, 129]",0.4448560797599979,0.6736063869386079,0.5592312333493029
30,128,128,3,2,128,64,0.0,1e-05,0.001,0.3886583679114802,0.680308422301305,0.8035168195718655,0.5824742268041235,0.5746887966804979,0.7740213523131673,0.8738532110091743,0.7448453608247423,"[281, 218, 194, 147]",0.4637115631506676,0.6537283555199679,0.5587199593353177
39,128,128,3,3,128,64,0.1,1e-05,0.001,0.3271092669432917,0.6482889733840306,0.7786195286195288,0.6575757575757576,0.5376901798063622,0.7490494296577946,0.8181818181818182,0.7666666666666667,"[263, 198, 165, 128]",0.4067612235880197,0.7079432624113476,0.5573522429996837
48,64,128,2,3,128,64,0.0,1e-05,0.001,0.3042876901798061,0.6949685534591195,0.797208538587849,0.6685934489402697,0.5413208852005532,0.7641509433962265,0.8349753694581281,0.7832369942196532,"[265, 203, 173, 137]",0.3895828084044053,0.7213888175029056,0.5554858129536555
46,32,128,4,2,64,128,0.2,0.0001,0.001,0.3575380359612725,0.6621794871794873,0.7606209150326799,0.6254789272030652,0.5281811894882434,0.7846153846153846,0.8357843137254902,0.7528735632183908,"[260, 204, 174, 131]",0.4264215107794993,0.6832890017812498,0.5548552562803746
56,32,128,3,2,64,64,0.1,0.0001,0.001,0.3568464730290456,0.5789141414141417,0.7191528545119705,0.6053240740740741,0.5364799446749654,0.6856060606060606,0.7845303867403315,0.7604166666666666,"[264, 181, 144, 112]",0.4286025182152617,0.6740642655367232,0.5513333918759924
45,64,128,2,2,64,64,0.2,0.0001,0.001,0.3755186721991699,0.6057692307692306,0.7379725085910652,0.5838709677419355,0.5323305670816044,0.7461538461538462,0.7809278350515464,0.7580645161290323,"[260, 194, 155, 119]",0.440381638431249,0.6596619106699753,0.5500217745506122
57,64,128,3,3,128,128,0.1,0.0001,0.001,0.3381742738589214,0.6299112801013942,0.7768959435626104,0.6132075471698112,0.5373443983402489,0.7186311787072244,0.8306878306878307,0.7515723270440252,"[263, 189, 159, 122]",0.4151049143576332,0.6753760542561515,0.5452404843068923
43,64,128,3,2,64,64,0.1,0.0001,0.001,0.3672199170124483,0.6037613488975357,0.7789473684210526,0.594949494949495,0.5238589211618258,0.7354085603112841,0.8578947368421053,0.7333333333333333,"[257, 190, 165, 123]",0.4317719629599217,0.6569328263624842,0.544352394661203
33,64,128,2,3,128,128,0.1,1e-05,0.001,0.3360995850622407,0.6344485749690213,0.755892255892256,0.6080246913580247,0.5482365145228216,0.7323420074349443,0.8106060606060606,0.7345679012345679,"[269, 198, 162, 121]",0.4167240603059102,0.6653327657159076,0.5410284130109089
53,32,64,4,2,64,64,0.0,0.0001,0.001,0.365491009681881,0.6355721393034827,0.7959183673469388,0.5674603174603176,0.5484094052558782,0.7313432835820896,0.8443877551020408,0.7291666666666666,"[268, 196, 168, 125]",0.4386445261865026,0.6382300433562867,0.5384372847713947
52,64,64,3,2,64,64,0.2,0.0001,0.001,0.3637621023513138,0.6804461942257218,0.7500000000000002,0.5775862068965516,0.5204011065006915,0.8090551181102362,0.8300970873786407,0.7385057471264368,"[254, 206, 174, 129]",0.4282064638550859,0.6482081011895799,0.538207282522333
42,32,64,2,3,64,64,0.0,1e-05,0.001,0.3229598893499304,0.6058897243107771,0.7431693989071039,0.6062639821029082,0.5449515905947441,0.6860902255639098,0.8032786885245902,0.7181208053691275,"[266, 183, 149, 108]",0.4055655662274824,0.6574687103210591,0.5315171382742707
48,32,64,4,3,128,64,0.1,1e-05,0.001,0.3319502074688795,0.6136653895274583,0.7622807017543859,0.603225806451613,0.5333679114799447,0.7241379310344828,0.8052631578947368,0.7129032258064516,"[261, 190, 155, 112]",0.4092173386779195,0.653494623655914,0.5313559811669167
100,32,64,2,3,128,128,0.0,0.0001,0.001,0.3340248962655601,0.613138686131387,0.7378472222222223,0.6008492569002123,0.5591286307053942,0.6970802919708029,0.8098958333333334,0.6942675159235668,"[274, 192, 157, 110]",0.4182100327227338,0.6441892032995719,0.5311996180111529
90,32,128,3,3,64,64,0.0,0.0001,0.001,0.3526970954356848,0.619135802469136,0.7554991539763116,0.5853413654618475,0.5532503457814661,0.7277777777777777,0.8274111675126904,0.6837349397590361,"[270, 197, 166, 115]",0.4307750783947295,0.6307238447460729,0.5307494615704011
37,64,64,3,3,128,64,0.0,1e-05,0.001,0.3070539419087136,0.6857707509881422,0.7927689594356262,0.6212121212121212,0.5174619640387275,0.741106719367589,0.8597883597883598,0.7363636363636363,"[253, 189, 165, 123]",0.3854109658766114,0.6739042207792209,0.5296575933279162
44,64,128,2,3,128,64,0.2,1e-05,0.001,0.284232365145228,0.6246770025839794,0.7243589743589745,0.6270983213429256,0.5285269709543569,0.7034883720930233,0.75,0.7410071942446043,"[258, 182, 139, 103]",0.3696653223777758,0.6793107144433446,0.5244880184105601
61,32,128,4,3,64,128,0.2,0.0001,0.001,0.3284923928077455,0.5904183535762485,0.6803118908382066,0.5690104166666667,0.5088174273858921,0.6923076923076923,0.7426900584795322,0.734375,"[247, 171, 128, 94]",0.3992372959046851,0.6412025474525475,0.5202199216786163
66,32,128,2,3,64,128,0.2,0.0001,0.001,0.3402489626556018,0.5878552971576229,0.7172284644194756,0.5710955710955711,0.5267980636237898,0.686046511627907,0.7921348314606742,0.6853146853146853,"[258, 178, 143, 100]",0.4134550704732277,0.6230133502860775,0.5182342103796527
41,32,128,4,3,128,64,0.0,1e-05,0.001,0.2959889349930843,0.6483739837398376,0.7687861271676298,0.5909090909090908,0.5008644536652835,0.7012195121951219,0.8208092485549133,0.7307692307692307,"[246, 173, 143, 106]",0.3720893663158886,0.6534391534391533,0.512764259877521
38,32,64,2,3,64,128,0.0,1e-05,0.001,0.338865836791148,0.6361940298507461,0.7470978441127696,0.556237218813906,0.5501383125864453,0.746268656716418,0.7960199004975125,0.6595092024539877,"[268, 201, 163, 109]",0.4193975467403473,0.6034869741547003,0.5114422604475238
60,64,128,3,3,128,64,0.0,0.0001,0.001,0.2849239280774549,0.5937950937950938,0.7525562372188138,0.5676691729323309,0.4733748271092669,0.7012987012987013,0.8067484662576687,0.6917293233082706,"[231, 163, 133, 92]",0.355732656213439,0.6235888228032769,0.489660739508358
56,64,128,3,3,64,64,0.0,0.0001,0.001,0.2814661134163208,0.5997322623828648,0.6977911646586346,0.5419947506561681,0.5048409405255878,0.6646586345381527,0.7560240963855421,0.6181102362204725,"[249, 166, 127, 79]",0.3614252643692421,0.577555492215057,0.46949037829214957
37,128,64,2,3,128,64,0.1,1e-05,0.001,0.2344398340248961,0.6405797101449275,0.7370129870129871,0.592741935483871,0.4713001383125864,0.6652173913043479,0.7792207792207793,0.6612903225806451,"[230, 154, 124, 82]",0.3131224828769559,0.6251426200601597,0.4691325514685578
109,32,64,4,3,128,64,0.0,0.0001,0.001,0.2773167358229598,0.5595238095238095,0.6977777777777778,0.527027027027027,0.4590248962655601,0.6674107142857143,0.72,0.6711711711711712,"[224, 150, 111, 76]",0.3457506145151248,0.590428774639301,0.4680896945772129
38,64,64,4,3,128,64,0.2,1e-05,0.001,0.188796680497925,0.5025252525252525,0.7016666666666665,0.56,0.4030082987551867,0.5050505050505051,0.73,0.6533333333333333,"[198, 100, 75, 49]",0.2571341292671127,0.6030769230769231,0.4301055261720179
29,128,128,2,3,128,64,0.0,1e-05,0.001,0.189488243430152,0.5247208931419457,0.7404129793510325,0.5383141762452107,0.4234094052558782,0.5382775119617225,0.7610619469026548,0.5977011494252874,"[209, 113, 87, 53]",0.261809144237203,0.5664553895059217,0.41413226687156235
