#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
97,32,128,4,3,128,128,0.2,0.0001,0.001,0.26210235131396953,0.5211267605633803,0.712686567164179,0.6210691823899372,0.4249077916090364,0.6258215962441315,0.7835820895522388,0.7169811320754716,"[213, 134, 106, 77]"
44,64,64,4,2,64,128,0.2,0.0001,0.001,0.3464730290456432,0.6171875000000002,0.7929553264604812,0.655688622754491,0.5139349930843706,0.7548828125,0.8530927835051546,0.8173652694610778,"[256, 194, 167, 137]"
43,32,128,3,3,128,64,0.2,1e-05,0.001,0.22544951590594733,0.5876288659793815,0.6868686868686869,0.6649305555555555,0.3880705394190871,0.6791237113402062,0.7196969696969697,0.7708333333333334,"[194, 132, 96, 74]"
23,32,128,3,2,128,128,0.0,1e-05,0.001,0.33955739972337473,0.6835205992509361,0.7910685805422647,0.7126126126126126,0.5343360995850621,0.7780898876404494,0.8827751196172249,0.8324324324324325,"[267, 209, 185, 155]"
44,32,128,4,2,64,64,0.2,1e-05,0.001,0.3264177040110651,0.6806108897742366,0.7882653061224489,0.6215686274509803,0.5005186721991701,0.7768924302788844,0.8622448979591837,0.7647058823529411,"[251, 196, 170, 130]"
38,64,128,2,2,128,128,0.2,0.0001,0.001,0.3568464730290457,0.6287581699346404,0.7789291882556133,0.6930894308943089,0.5092093130474873,0.7531372549019608,0.8393782383419689,0.8445121951219512,"[255, 193, 164, 139]"
26,128,64,3,2,64,128,0.2,1e-05,0.001,0.3540802213001386,0.6704402515723276,0.8214285714285716,0.6753472222222222,0.5289188566159521,0.7858490566037736,0.9047619047619048,0.7838541666666666,"[265, 210, 192, 151]"
65,128,128,2,3,64,64,0.1,0.0001,0.001,0.2586445366528353,0.6513888888888889,0.7228796844181459,0.7146464646464646,0.4794721069617335,0.698125,0.7662721893491125,0.7954545454545454,"[240, 169, 132, 106]"
51,32,128,3,2,128,128,0.2,0.0001,0.001,0.32019363762102343,0.5749999999999998,0.8087121212121212,0.673202614379085,0.48023282618718305,0.73125,0.8551136363636364,0.7908496732026143,"[240, 176, 153, 121]"
92,64,64,4,3,64,64,0.1,0.0001,0.001,0.2614107883817428,0.6272141706924316,0.7033333333333333,0.6045197740112994,0.4175311203319502,0.717391304347826,0.7766666666666666,0.6991525423728814,"[207, 150, 118, 83]"
64,64,64,3,3,64,128,0.1,0.0001,0.001,0.3070539419087137,0.59122085048011,0.7561904761904761,0.6550116550116549,0.485696173351775,0.7183127572016461,0.8057142857142857,0.7587412587412588,"[243, 175, 143, 109]"
38,32,64,3,2,128,64,0.1,1e-05,0.001,0.34716459197787,0.6758169934640523,0.748743718592965,0.6972386587771203,0.5128976486860304,0.7741830065359477,0.8442211055276382,0.8402366863905325,"[255, 199, 169, 143]"
50,32,128,3,2,64,64,0.1,0.0001,0.001,0.3188105117565698,0.653386454183267,0.755731922398589,0.6220806794055203,0.5032157676348548,0.7460159362549801,0.8227513227513228,0.7515923566878981,"[251, 189, 157, 118]"
48,64,128,4,2,64,64,0.2,0.0001,0.001,0.3077455048409404,0.5885634588563459,0.779441117764471,0.6490610328638498,0.47769709543568467,0.694560669456067,0.8413173652694611,0.778169014084507,"[239, 167, 142, 111]"
87,32,64,4,3,64,64,0.1,0.0001,0.001,0.20746887966804975,0.622950819672131,0.7013333333333335,0.5473684210526316,0.36974412171507604,0.6762295081967213,0.756,0.6947368421052632,"[183, 125, 95, 66]"
