#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
29,64,64,2,3,32,128,0.2,1e-05,0.001,0.4813852813852816,0.7730923694779115,0.8157894736842103,0.6376068376068373,0.6079653679653679,0.8302543507362785,0.9080542264752792,0.8264957264957264,"[249, 209, 195, 168]",0.174891774891775,0.3753679653679654,0.2254112554112552,0.5373211645028527,0.7198666806372583,0.6285939225700555
20,64,64,4,2,32,128,0.2,1e-05,0.001,0.5134199134199134,0.7912019826517966,0.7943262411347518,0.5909822866344603,0.6580952380952381,0.8612143742255266,0.8567375886524822,0.7805958132045088,"[269, 235, 207, 168]",0.1722943722943725,0.3837662337662337,0.2262626262626261,0.5768242941253067,0.6726825088254879,0.6247534014753973
22,128,128,4,3,32,128,0.0,1e-05,0.001,0.5160173160173159,0.7516339869281045,0.7733644859813088,0.5918367346938774,0.618181818181818,0.8271895424836602,0.8973520249221184,0.7908163265306123,"[255, 214, 196, 162]",0.162770562770563,0.3657142857142858,0.214815501958359,0.5624982650936848,0.6770088109044354,0.6197535379990602
16,64,128,2,2,64,128,0.2,1e-05,0.001,0.4718614718614718,0.7880577427821525,0.8069381598793367,0.6323283082077051,0.6158874458874459,0.8564304461942258,0.8759426847662141,0.7918760469011725,"[254, 221, 199, 165]",0.1679653679653682,0.3679220779220779,0.2189898989898989,0.534339408618073,0.7031654400592594,0.6187524243386662
34,64,128,4,2,32,64,0.2,0.0001,0.001,0.4761904761904761,0.7520491803278689,0.8094059405940596,0.595238095238095,0.5935064935064938,0.8181010928961749,0.8612211221122112,0.8186813186813187,"[244, 202, 182, 156]",0.1549783549783552,0.3474458874458875,0.2045846217274789,0.5284153321385212,0.689304219096965,0.6088597756177432
22,128,128,3,2,128,128,0.1,0.0001,0.001,0.5238095238095237,0.7513440860215054,0.7701421800947867,0.5327868852459016,0.5982251082251083,0.8435483870967744,0.8276461295418641,0.8087431693989071,"[248, 211, 183, 154]",0.14978354978355,0.3445021645021645,0.1995485466914038,0.5585496207047964,0.6423825581783579,0.6004660894415772
35,64,128,3,4,32,128,0.2,1e-05,0.001,0.4727272727272726,0.7775393419170242,0.7306397306397304,0.6051136363636364,0.565757575757576,0.8350500715307584,0.8592592592592592,0.7769886363636364,"[233, 198, 176, 145]",0.1471861471861473,0.3168831168831169,0.1904143475572047,0.5150754701965674,0.6803641502382509,0.5977198102174092
33,64,128,2,2,128,64,0.2,1e-05,0.001,0.522077922077922,0.7350948509485096,0.7614379084967321,0.5460405156537751,0.5964502164502167,0.8119241192411925,0.8507352941176469,0.7582872928176796,"[246, 204, 181, 144]",0.1393939393939396,0.3152813852813852,0.1844052772624201,0.5567915171754478,0.6348949730192501,0.595843245097349
28,64,128,2,2,64,64,0.2,0.0001,0.001,0.5099567099567099,0.7240000000000001,0.7307060755336617,0.546934865900383,0.6030735930735932,0.8029333333333334,0.8221674876847289,0.768199233716475,"[250, 203, 174, 143]",0.1367965367965369,0.3050216450216449,0.1799670171098742,0.552620040170116,0.6389537690489544,0.5957869046095352
22,64,64,4,2,64,128,0.1,1e-05,0.001,0.5021645021645019,0.767361111111111,0.7859477124183007,0.546594982078853,0.5816017316017316,0.8370833333333334,0.8748366013071895,0.7921146953405017,"[240, 204, 186, 154]",0.1523809523809526,0.338008658008658,0.2000968872397443,0.5389718463415286,0.6468406481361527,0.5929062472388407
36,128,128,4,4,32,128,0.2,1e-05,0.001,0.4874458874458876,0.7416666666666668,0.8265651438240268,0.572972972972973,0.5767532467532469,0.8113888888888889,0.9076142131979696,0.7567567567567568,"[240, 197, 185, 145]",0.1454545454545456,0.3175757575757575,0.189589775304061,0.5283522400391782,0.6521643594814327,0.5902582997603054
68,64,64,4,3,32,64,0.2,0.0001,0.001,0.4961038961038963,0.7158469945355193,0.777777777777778,0.5533707865168537,0.5910822510822512,0.7919398907103826,0.8693602693602694,0.745318352059925,"[244, 198, 178, 138]",0.1385281385281387,0.3080519480519481,0.1823335394763965,0.5394443415945369,0.6351595473214356,0.5873019444579863
63,128,128,4,2,32,128,0.0,1e-05,0.0001,0.4294372294372294,0.7457983193277311,0.8258333333333333,0.6166666666666665,0.5734199134199136,0.8311624649859943,0.86175,0.762037037037037,"[238, 200, 180, 145]",0.1393939393939396,0.307099567099567,0.1828963100391672,0.4910925961431012,0.6816879337362881,0.5863902649396946
43,64,128,3,3,64,64,0.0,1e-05,0.001,0.4900432900432897,0.7097457627118643,0.7526315789473685,0.5486111111111112,0.567792207792208,0.7956214689265536,0.8385087719298244,0.7365079365079366,"[236, 190, 168, 130]",0.1238095238095239,0.2816883116883117,0.1647083075654503,0.5260605493704199,0.6288233578645807,0.5774419536175003
32,64,128,2,4,64,128,0.1,1e-05,0.001,0.4753246753246751,0.750351617440225,0.724826388888889,0.5558823529411764,0.5755844155844156,0.7949367088607596,0.8544270833333334,0.7348039215686275,"[237, 192, 170, 132]",0.1316017316017317,0.2873160173160173,0.1710554524840238,0.520672012120356,0.6329416232881303,0.5768068177042431
50,64,128,3,2,128,64,0.2,0.0001,0.001,0.4987012987012988,0.7283687943262411,0.7271157167530228,0.5341365461847389,0.5664069264069266,0.8024113475177305,0.8258203799654578,0.7409638554216867,"[235, 193, 166, 130]",0.1290043290043291,0.2797835497835498,0.1681282209853637,0.5304021941316692,0.6207760174556494,0.5755891057936593
17,128,128,3,3,32,128,0.0,1e-05,0.001,0.4891774891774891,0.7222222222222222,0.7829059829059829,0.5454545454545454,0.582857142857143,0.7924554183813444,0.874017094017094,0.7159090909090909,"[243, 195, 176, 135]",0.1316017316017317,0.2897835497835497,0.1721315192743763,0.5319242217966171,0.6191646191646192,0.5755444204806182
