Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.1
Trainable parameters: 236,514

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
   55 |   0.8569 |     25.555 |   1.0970 |     35.117 |     3.1
   56 |   0.8433 |     25.000 |   1.0805 |     34.809 |     3.2
   57 |   0.8329 |     24.731 |   1.0898 |     34.932 |     3.3
   58 |   0.8223 |     24.319 |   1.0873 |     34.809 |     3.3
   59 |   0.8136 |     24.000 |   1.0832 |     34.410 |     3.4
   60 |   0.8010 |     23.824 |   1.0793 |     34.287 |     3.4
   61 |   0.7899 |     23.325 |   1.0789 |     34.625 |     3.5
   62 |   0.7812 |     23.121 |   1.0725 |     34.133 |     3.5
   63 |   0.7712 |     22.759 |   1.0761 |     33.887 |     3.6
   64 |   0.7640 |     22.819 |   1.0657 |     34.010 |     3.7
   65 |   0.7529 |     22.242 |   1.0660 |     33.918 |     3.7
   66 |   0.7443 |     22.034 |   1.0582 |     33.241 |     3.8
   67 |   0.7373 |     21.814 |   1.0636 |     33.641 |     3.8
   68 |   0.7275 |     21.429 |   1.0667 |     32.964 |     3.9
   69 |   0.7158 |     21.067 |   1.0524 |     33.087 |     3.9
   70 |   0.7072 |     20.792 |   1.0559 |     33.426 |     4.0
   71 |   0.7025 |     20.776 |   1.0488 |     32.934 |     4.1
   72 |   0.6917 |     20.303 |   1.0580 |     32.534 |     4.1
   73 |   0.6850 |     20.166 |   1.0481 |     32.503 |     4.2
   74 |   0.6734 |     19.765 |   1.0469 |     32.841 |     4.2
   75 |   0.6659 |     19.413 |   1.0459 |     32.472 |     4.3
   76 |   0.6605 |     19.232 |   1.0484 |     32.257 |     4.3
   77 |   0.6551 |     19.309 |   1.0378 |     31.980 |     4.4
   78 |   0.6452 |     18.738 |   1.0470 |     32.411 |     4.5
   79 |   0.6389 |     18.661 |   1.0421 |     31.765 |     4.5
   80 |   0.6299 |     18.425 |   1.0511 |     31.919 |     4.6
   81 |   0.6223 |     18.040 |   1.0387 |     31.427 |     4.6
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 128
Encoder layers: 2
Decoder hidden units: 128
Decoder layers: 4
Dropout: 0.1
Trainable parameters: 1,655,074

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.3004 |     63.464 |   1.7025 |     49.385 |     0.0
    2 |   1.5121 |     46.358 |   1.4446 |     47.202 |     0.1
    3 |   1.4203 |     46.352 |   1.4209 |     47.202 |     0.1
    4 |   1.4103 |     46.347 |   1.4092 |     47.017 |     0.2
    5 |   1.3983 |     46.155 |   1.4081 |     47.202 |     0.2
    6 |   1.3959 |     46.254 |   1.4051 |     47.048 |     0.3
    7 |   1.3937 |     46.248 |   1.4063 |     46.894 |     0.3
    8 |   1.3922 |     45.875 |   1.3956 |     46.617 |     0.3
    9 |   1.3747 |     45.067 |   1.3837 |     46.002 |     0.4
   10 |   1.3561 |     44.699 |   1.3598 |     45.510 |     0.4
   11 |   1.3407 |     44.397 |   1.3539 |     45.849 |     0.5
   12 |   1.3310 |     44.292 |   1.3463 |     45.049 |     0.5
   13 |   1.3210 |     44.018 |   1.3249 |     44.926 |     0.5
   14 |   1.3064 |     43.699 |   1.3205 |     44.680 |     0.6
   15 |   1.2963 |     43.155 |   1.3083 |     44.280 |     0.6
   16 |   1.2839 |     43.056 |   1.3043 |     44.373 |     0.7
   17 |   1.2737 |     42.925 |   1.2946 |     43.911 |     0.7
   18 |   1.2576 |     42.458 |   1.2881 |     43.481 |     0.8
   19 |   1.2489 |     42.156 |   1.2892 |     44.157 |     0.8
   20 |   1.2330 |     41.332 |   1.2918 |     43.512 |     0.8
   21 |   1.2195 |     41.255 |   1.2762 |     43.696 |     0.9
   22 |   1.2008 |     40.848 |   1.2688 |     43.665 |     0.9
   23 |   1.1929 |     40.387 |   1.2494 |     42.220 |     1.0
   24 |   1.1820 |     40.359 |   1.2325 |     41.544 |     1.0
   25 |   1.1649 |     39.431 |   1.2345 |     42.804 |     1.0
   26 |   1.1561 |     39.283 |   1.2194 |     41.236 |     1.1
   27 |   1.1390 |     38.805 |   1.2128 |     40.929 |     1.1
   28 |   1.1290 |     38.448 |   1.2009 |     41.328 |     1.2
   29 |   1.1110 |     37.948 |   1.2043 |     41.021 |     1.2
   30 |   1.0995 |     37.190 |   1.1814 |     39.975 |     1.3
   31 |   1.0813 |     36.459 |   1.1914 |     40.037 |     1.3
   32 |   1.0714 |     36.492 |   1.1853 |     39.391 |     1.3
   33 |   1.0679 |     36.074 |   1.1778 |     38.776 |     1.4
   34 |   1.0442 |     35.338 |   1.1709 |     39.453 |     1.4
   35 |   1.0366 |     35.069 |   1.1909 |     39.606 |     1.5
   36 |   1.0237 |     34.657 |   1.1467 |     38.346 |     1.5
   37 |   1.0114 |     34.025 |   1.1597 |     38.315 |     1.5
   38 |   0.9878 |     33.454 |   1.1631 |     38.407 |     1.6
   39 |   0.9741 |     33.300 |   1.1388 |     38.038 |     1.6
   40 |   0.9662 |     32.905 |   1.1587 |     38.530 |     1.7
   41 |   0.9552 |     32.152 |   1.1338 |     37.946 |     1.7
   42 |   0.9410 |     32.251 |   1.1374 |     37.146 |     1.8
   43 |   0.9321 |     31.845 |   1.1547 |     38.161 |     1.8
   44 |   0.9215 |     31.746 |   1.1340 |     36.654 |     1.8
   45 |   0.9051 |     30.806 |   1.1393 |     37.454 |     1.9
   46 |   0.9091 |     31.043 |   1.1334 |     37.884 |     1.9
   47 |   0.8937 |     30.817 |   1.1220 |     36.900 |     2.0
   48 |   0.8714 |     29.658 |   1.1475 |     36.870 |     2.0
   49 |   0.8642 |     29.713 |   1.1289 |     36.378 |     2.0
   50 |   0.8500 |     29.235 |   1.1231 |     35.609 |     2.1
   51 |   0.8379 |     28.653 |   1.1417 |     37.239 |     2.1
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 32
Encoder layers: 2
Decoder hidden units: 64
Decoder layers: 3
Dropout: 0.0
Trainable parameters: 269,794

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.5102 |     66.447 |   1.9545 |     49.938 |     0.0
    2 |   1.7063 |     47.852 |   1.5499 |     47.109 |     0.0
    3 |   1.4647 |     45.886 |   1.4323 |     47.140 |     0.0
    4 |   1.4002 |     45.688 |   1.3954 |     46.279 |     0.1
    5 |   1.3677 |     45.237 |   1.3703 |     46.556 |     0.1
    6 |   1.3349 |     44.622 |   1.3342 |     44.403 |     0.1
    7 |   1.2952 |     42.612 |   1.2979 |     43.450 |     0.1
    8 |   1.2634 |     41.837 |   1.2817 |     43.050 |     0.1
    9 |   1.2359 |     41.062 |   1.2716 |     43.173 |     0.1
   10 |   1.2100 |     40.123 |   1.2450 |     42.220 |     0.1
   11 |   1.1829 |     39.475 |   1.2336 |     41.974 |     0.1
   12 |   1.1560 |     38.711 |   1.2265 |     41.082 |     0.2
   13 |   1.1293 |     37.690 |   1.2029 |     40.098 |     0.2
   14 |   1.1050 |     36.800 |   1.1890 |     40.375 |     0.2
   15 |   1.0810 |     36.267 |   1.1717 |     39.268 |     0.2
   16 |   1.0496 |     34.838 |   1.1761 |     40.160 |     0.2
   17 |   1.0261 |     34.251 |   1.1709 |     39.207 |     0.2
   18 |   1.0046 |     33.712 |   1.1475 |     38.499 |     0.2
   19 |   0.9805 |     32.811 |   1.1659 |     38.930 |     0.2
   20 |   0.9612 |     32.218 |   1.1536 |     37.823 |     0.3
   21 |   0.9315 |     30.817 |   1.1361 |     37.423 |     0.3
   22 |   0.9032 |     29.927 |   1.1286 |     38.100 |     0.3
   23 |   0.8808 |     29.351 |   1.1266 |     35.394 |     0.3
   24 |   0.8600 |     27.884 |   1.1110 |     35.486 |     0.3
   25 |   0.8384 |     27.258 |   1.1094 |     35.240 |     0.3
   26 |   0.8127 |     26.324 |   1.1076 |     33.948 |     0.3
   27 |   0.7859 |     25.341 |   1.1187 |     35.178 |     0.3
   28 |   0.7670 |     24.379 |   1.1020 |     33.918 |     0.4
   29 |   0.7426 |     23.594 |   1.1012 |     33.948 |     0.4
   30 |   0.7245 |     23.077 |   1.1093 |     34.102 |     0.4
   31 |   0.7057 |     22.528 |   1.1061 |     33.364 |     0.4
   32 |   0.6811 |     21.748 |   1.0955 |     33.180 |     0.4
   33 |   0.6580 |     21.056 |   1.0953 |     32.780 |     0.4
   34 |   0.6395 |     20.369 |   1.0980 |     32.503 |     0.4
   35 |   0.6217 |     19.930 |   1.0994 |     32.288 |     0.4
   36 |   0.6049 |     19.183 |   1.1098 |     32.288 |     0.5
   37 |   0.5966 |     18.782 |   1.1059 |     32.288 |     0.5
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 64
Encoder hidden units: 64
Encoder layers: 4
Decoder hidden units: 128
Decoder layers: 2
Dropout: 0.2
Trainable parameters: 1,128,738

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 1e-05
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.0768 |     82.108 |   2.5543 |     65.590 |     0.0
    2 |   2.3163 |     58.833 |   2.1383 |     58.825 |     0.1
    3 |   2.0274 |     55.762 |   1.9244 |     52.122 |     0.1
    4 |   1.8479 |     49.599 |   1.7810 |     49.293 |     0.1
    5 |   1.7110 |     48.583 |   1.6647 |     49.262 |     0.2
    6 |   1.6092 |     48.495 |   1.5804 |     49.416 |     0.2
    7 |   1.5341 |     46.633 |   1.5168 |     47.048 |     0.3
    8 |   1.4779 |     45.940 |   1.4697 |     47.109 |     0.3
    9 |   1.4359 |     45.842 |   1.4360 |     47.140 |     0.3
   10 |   1.4032 |     45.364 |   1.4094 |     46.894 |     0.4
   11 |   1.3758 |     45.100 |   1.3903 |     45.910 |     0.4
   12 |   1.3530 |     44.314 |   1.3720 |     46.156 |     0.4
   13 |   1.3334 |     43.501 |   1.3563 |     44.988 |     0.5
   14 |   1.3145 |     42.897 |   1.3424 |     43.081 |     0.5
   15 |   1.2981 |     42.057 |   1.3311 |     42.866 |     0.5
   16 |   1.2795 |     41.238 |   1.3171 |     42.466 |     0.6
   17 |   1.2654 |     40.497 |   1.3047 |     42.435 |     0.6
   18 |   1.2484 |     39.706 |   1.2952 |     41.021 |     0.7
   19 |   1.2322 |     38.926 |   1.2816 |     40.683 |     0.7
   20 |   1.2154 |     38.321 |   1.2677 |     40.744 |     0.7
   21 |   1.2004 |     37.492 |   1.2584 |     40.252 |     0.8
   22 |   1.1833 |     37.442 |   1.2461 |     40.437 |     0.8
   23 |   1.1642 |     36.942 |   1.2297 |     39.822 |     0.8
   24 |   1.1448 |     35.998 |   1.2193 |     39.422 |     0.9
   25 |   1.1275 |     35.613 |   1.2096 |     39.114 |     0.9
   26 |   1.1110 |     35.042 |   1.1992 |     38.899 |     0.9
   27 |   1.0938 |     34.421 |   1.1807 |     38.161 |     1.0
   28 |   1.0768 |     33.800 |   1.1739 |     37.608 |     1.0
   29 |   1.0589 |     33.196 |   1.1638 |     37.423 |     1.0
   30 |   1.0434 |     32.724 |   1.1549 |     37.485 |     1.1
   31 |   1.0307 |     32.213 |   1.1444 |     36.747 |     1.1
   32 |   1.0128 |     31.713 |   1.1318 |     36.531 |     1.2
   33 |   1.0014 |     31.559 |   1.1240 |     36.255 |     1.2
   34 |   0.9861 |     31.180 |   1.1208 |     36.009 |     1.2
   35 |   0.9714 |     30.576 |   1.1080 |     35.855 |     1.3
   36 |   0.9591 |     30.296 |   1.1037 |     35.886 |     1.3
   37 |   0.9431 |     29.702 |   1.0899 |     35.947 |     1.3
   38 |   0.9295 |     29.230 |   1.0832 |     35.148 |     1.4
   39 |   0.9157 |     28.895 |   1.0746 |     35.332 |     1.4
   40 |   0.9071 |     28.554 |   1.0708 |     34.594 |     1.4
   41 |   0.8906 |     27.900 |   1.0633 |     34.410 |     1.5
   42 |   0.8793 |     27.434 |   1.0518 |     33.549 |     1.5
   43 |   0.8642 |     27.076 |   1.0519 |     34.194 |     1.6
   44 |   0.8529 |     26.857 |   1.0457 |     33.333 |     1.6
   45 |   0.8439 |     26.494 |   1.0411 |     33.641 |     1.6
   46 |   0.8316 |     26.093 |   1.0325 |     33.026 |     1.7
   47 |   0.8158 |     25.330 |   1.0322 |     33.241 |     1.7
   48 |   0.8060 |     25.121 |   1.0243 |     32.811 |     1.7
   49 |   0.7963 |     24.907 |   1.0159 |     32.780 |     1.8
   50 |   0.7854 |     24.429 |   1.0112 |     32.534 |     1.8
   51 |   0.7717 |     23.995 |   1.0091 |     32.380 |     1.8
   52 |   0.7618 |     23.671 |   1.0048 |     32.196 |     1.9
   53 |   0.7488 |     23.127 |   1.0036 |     32.011 |     1.9
   54 |   0.7397 |     22.929 |   0.9925 |     31.765 |     1.9
   55 |   0.7272 |     22.369 |   0.9944 |     31.458 |     2.0
   56 |   0.7180 |     22.198 |   0.9995 |     31.550 |     2.0
   57 |   0.7061 |     21.803 |   0.9916 |     31.027 |     2.1
   58 |   0.6949 |     21.644 |   0.9834 |     31.181 |     2.1
   59 |   0.6910 |     21.385 |   0.9790 |     31.273 |     2.1
   60 |   0.6776 |     20.682 |   0.9748 |     30.443 |     2.2
   61 |   0.6714 |     20.677 |   0.9594 |     29.766 |     2.2
   62 |   0.6582 |     20.073 |   0.9686 |     29.797 |     2.2
   63 |   0.6536 |     19.902 |   0.9636 |     29.613 |     2.3
   64 |   0.6424 |     19.666 |   0.9599 |     29.367 |     2.3
   65 |   0.6375 |     19.490 |   0.9658 |     29.551 |     2.3
   66 |   0.6245 |     19.424 |   0.9563 |     29.613 |     2.4
   67 |   0.6210 |     18.880 |   0.9537 |     29.213 |     2.4
   68 |   0.6075 |     18.501 |   0.9655 |     29.520 |     2.4
   69 |   0.5990 |     18.265 |   0.9585 |     29.151 |     2.5
   70 |   0.5919 |     17.881 |   0.9690 |     29.182 |     2.5
   71 |   0.5870 |     18.139 |   0.9590 |     28.567 |     2.6
   72 |   0.5780 |     17.551 |   0.9535 |     29.059 |     2.6
   73 |   0.5709 |     17.392 |   0.9466 |     28.536 |     2.6
   74 |   0.5592 |     16.853 |   0.9580 |     28.167 |     2.7
   75 |   0.5506 |     16.628 |   0.9539 |     28.321 |     2.7
   76 |   0.5473 |     16.738 |   0.9634 |     28.383 |     2.7
   77 |   0.5425 |     16.540 |   0.9548 |     28.598 |     2.8
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 128
Encoder hidden units: 32
Encoder layers: 3
Decoder hidden units: 64
Decoder layers: 2
Dropout: 0.0
Trainable parameters: 329,858

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.0001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   3.3874 |     87.047 |   3.0993 |     69.311 |     0.0
    2 |   2.6824 |     66.612 |   2.4267 |     59.994 |     0.0
    3 |   2.2890 |     58.850 |   2.1824 |     58.026 |     0.0
    4 |   2.0854 |     54.109 |   2.0198 |     50.800 |     0.1
    5 |   1.9492 |     49.550 |   1.9052 |     49.877 |     0.1
    6 |   1.8440 |     48.676 |   1.8114 |     49.231 |     0.1
    7 |   1.7579 |     48.374 |   1.7357 |     49.477 |     0.1
    8 |   1.6839 |     48.220 |   1.6667 |     49.016 |     0.1
    9 |   1.6221 |     48.220 |   1.6131 |     49.047 |     0.1
   10 |   1.5741 |     48.176 |   1.5697 |     48.493 |     0.2
   11 |   1.5316 |     45.754 |   1.5331 |     46.863 |     0.2
   12 |   1.4969 |     45.666 |   1.5027 |     46.802 |     0.2
   13 |   1.4690 |     45.545 |   1.4781 |     46.771 |     0.2
   14 |   1.4428 |     45.303 |   1.4545 |     46.617 |     0.2
   15 |   1.4213 |     45.056 |   1.4387 |     46.341 |     0.2
   16 |   1.4035 |     44.699 |   1.4185 |     46.279 |     0.3
   17 |   1.3836 |     44.452 |   1.4058 |     46.095 |     0.3
   18 |   1.3673 |     43.683 |   1.3922 |     46.095 |     0.3
   19 |   1.3511 |     43.760 |   1.3834 |     45.572 |     0.3
   20 |   1.3387 |     42.628 |   1.3689 |     44.680 |     0.3
   21 |   1.3220 |     42.425 |   1.3596 |     43.358 |     0.3
   22 |   1.3080 |     41.722 |   1.3463 |     43.604 |     0.4
   23 |   1.2941 |     41.128 |   1.3369 |     42.958 |     0.4
   24 |   1.2808 |     40.650 |   1.3292 |     42.497 |     0.4
   25 |   1.2693 |     40.260 |   1.3201 |     42.343 |     0.4
   26 |   1.2571 |     40.041 |   1.3090 |     42.189 |     0.4
   27 |   1.2461 |     39.640 |   1.3044 |     42.312 |     0.4
   28 |   1.2337 |     39.299 |   1.2942 |     41.359 |     0.5
   29 |   1.2225 |     38.926 |   1.2890 |     41.144 |     0.5
   30 |   1.2114 |     38.546 |   1.2813 |     41.144 |     0.5
   31 |   1.2020 |     38.113 |   1.2781 |     41.052 |     0.5
   32 |   1.1906 |     37.646 |   1.2641 |     40.836 |     0.5
   33 |   1.1803 |     37.514 |   1.2611 |     40.252 |     0.5
   34 |   1.1701 |     36.855 |   1.2559 |     39.975 |     0.6
   35 |   1.1594 |     36.574 |   1.2443 |     40.098 |     0.6
   36 |   1.1497 |     36.031 |   1.2427 |     40.068 |     0.6
   37 |   1.1398 |     35.783 |   1.2388 |     39.330 |     0.6
   38 |   1.1289 |     35.300 |   1.2287 |     39.237 |     0.6
   39 |   1.1199 |     35.047 |   1.2161 |     38.838 |     0.6
   40 |   1.1098 |     34.888 |   1.2117 |     39.299 |     0.7
   41 |   1.1000 |     34.503 |   1.2123 |     38.776 |     0.7
   42 |   1.0916 |     34.421 |   1.2025 |     38.838 |     0.7
   43 |   1.0797 |     33.839 |   1.1938 |     38.899 |     0.7
   44 |   1.0700 |     33.592 |   1.1897 |     38.807 |     0.7
   45 |   1.0599 |     33.443 |   1.1884 |     38.499 |     0.7
   46 |   1.0496 |     33.059 |   1.1833 |     38.315 |     0.8
   47 |   1.0406 |     32.751 |   1.1778 |     38.007 |     0.8
   48 |   1.0312 |     32.421 |   1.1731 |     38.130 |     0.8
   49 |   1.0211 |     31.894 |   1.1640 |     38.130 |     0.8
   50 |   1.0106 |     31.724 |   1.1558 |     37.454 |     0.8
   51 |   1.0006 |     31.152 |   1.1455 |     37.392 |     0.8
   52 |   0.9906 |     30.669 |   1.1457 |     37.208 |     0.9
   53 |   0.9818 |     30.339 |   1.1378 |     36.870 |     0.9
   54 |   0.9709 |     29.895 |   1.1427 |     36.562 |     0.9
   55 |   0.9626 |     29.933 |   1.1304 |     36.408 |     0.9
   56 |   0.9539 |     29.395 |   1.1255 |     36.132 |     0.9
   57 |   0.9444 |     28.983 |   1.1260 |     36.255 |     0.9
   58 |   0.9354 |     28.862 |   1.1240 |     36.224 |     1.0
   59 |   0.9249 |     28.373 |   1.1143 |     35.824 |     1.0
   60 |   0.9191 |     28.400 |   1.1074 |     36.347 |     1.0
   61 |   0.9089 |     27.829 |   1.1097 |     35.763 |     1.0
   62 |   0.9004 |     27.565 |   1.1010 |     35.609 |     1.0
   63 |   0.8911 |     27.521 |   1.1000 |     36.009 |     1.0
   64 |   0.8825 |     27.082 |   1.0962 |     35.763 |     1.1
   65 |   0.8747 |     26.923 |   1.0887 |     35.117 |     1.1
   66 |   0.8654 |     26.648 |   1.0862 |     35.609 |     1.1
   67 |   0.8573 |     26.346 |   1.0787 |     35.055 |     1.1
   68 |   0.8482 |     26.093 |   1.0836 |     34.410 |     1.1
   69 |   0.8429 |     25.747 |   1.0754 |     34.440 |     1.1
   70 |   0.8333 |     25.428 |   1.0777 |     34.594 |     1.1
   71 |   0.8259 |     25.104 |   1.0634 |     34.348 |     1.2
   72 |   0.8178 |     24.973 |   1.0670 |     34.287 |     1.2
   73 |   0.8111 |     24.841 |   1.0672 |     34.133 |     1.2
   74 |   0.8032 |     24.324 |   1.0573 |     34.194 |     1.2
   75 |   0.7962 |     24.187 |   1.0570 |     33.702 |     1.2
   76 |   0.7892 |     23.973 |   1.0630 |     33.979 |     1.2
   77 |   0.7823 |     23.566 |   1.0561 |     33.303 |     1.3
   78 |   0.7758 |     23.330 |   1.0579 |     33.303 |     1.3
   79 |   0.7690 |     22.935 |   1.0510 |     33.395 |     1.3
   80 |   0.7614 |     22.819 |   1.0449 |     32.934 |     1.3
   81 |   0.7557 |     22.616 |   1.0538 |     32.565 |     1.3
   82 |   0.7498 |     22.286 |   1.0473 |     32.811 |     1.3
   83 |   0.7432 |     21.995 |   1.0454 |     32.626 |     1.4
   84 |   0.7367 |     21.995 |   1.0435 |     32.626 |     1.4
   85 |   0.7293 |     21.528 |   1.0466 |     32.657 |     1.4
   86 |   0.7228 |     21.374 |   1.0367 |     32.411 |     1.4
   87 |   0.7180 |     21.319 |   1.0436 |     32.226 |     1.4
   88 |   0.7147 |     21.122 |   1.0394 |     31.919 |     1.4
   89 |   0.7064 |     20.633 |   1.0418 |     31.796 |     1.5
   90 |   0.7011 |     20.561 |   1.0323 |     31.857 |     1.5
   91 |   0.6939 |     20.292 |   1.0345 |     31.734 |     1.5
   92 |   0.6887 |     20.248 |   1.0335 |     31.427 |     1.5
   93 |   0.6848 |     20.122 |   1.0370 |     32.165 |     1.5
   94 |   0.6777 |     19.842 |   1.0336 |     31.642 |     1.5
Early stopping

Model: Seq2Seq Multimodal Bi-LSTM
Source index: <Seq2Seq Index with 45 items>
Target index: <Seq2Seq Index with 34 items>
Encoder embedding dimension: 128
Descriptors dimension: 1136
Decoder embedding dimension: 128
Encoder hidden units: 128
Encoder layers: 4
Decoder hidden units: 64
Decoder layers: 4
Dropout: 0.1
Trainable parameters: 2,587,170

Training started
X_train.shape: torch.Size([3034, 702])
Y_train.shape: torch.Size([3034, 7])
X_dev.shape: torch.Size([542, 350])
Y_dev.shape: torch.Size([542, 7])
Epochs: 500
Learning rate: 0.001
Weight decay: 0.0001
Epoch | Train                 | Development           | Minutes
      | Loss     | Error Rate | Loss     | Error Rate |
---------------------------------------------------------------
    1 |   2.6020 |     67.123 |   2.0618 |     58.333 |     0.1
    2 |   1.8149 |     50.687 |   1.6231 |     47.202 |     0.2
    3 |   1.5232 |     46.182 |   1.4770 |     47.202 |     0.2
    4 |   1.4473 |     46.210 |   1.4426 |     47.048 |     0.3
    5 |   1.4223 |     46.319 |   1.4288 |     47.202 |     0.4
    6 |   1.4136 |     46.396 |   1.4173 |     47.202 |     0.5
    7 |   1.4043 |     46.270 |   1.4138 |     47.202 |     0.6
    8 |   1.4002 |     46.248 |   1.4088 |     47.202 |     0.7
    9 |   1.3924 |     46.204 |   1.3975 |     46.925 |     0.7
   10 |   1.3835 |     46.100 |   1.3906 |     46.802 |     0.8
   11 |   1.3741 |     45.539 |   1.3777 |     46.248 |     0.9
   12 |   1.3609 |     44.924 |   1.3674 |     46.002 |     1.0
   13 |   1.3455 |     44.748 |   1.3570 |     45.879 |     1.1
   14 |   1.3391 |     44.715 |   1.3534 |     46.033 |     1.1
   15 |   1.3369 |     44.633 |   1.3460 |     45.787 |     1.2
   16 |   1.3286 |     44.595 |   1.3442 |     45.603 |     1.3
   17 |   1.3196 |     44.501 |   1.3365 |     45.203 |     1.4
   18 |   1.3202 |     44.265 |   1.3345 |     45.695 |     1.5
   19 |   1.3091 |     44.408 |   1.3313 |     45.387 |     1.5
   20 |   1.3071 |     44.194 |   1.3318 |     45.910 |     1.6
   21 |   1.3023 |     44.216 |   1.3364 |     45.633 |     1.7
   22 |   1.3062 |     44.144 |   1.3229 |     46.033 |     1.8
   23 |   1.3042 |     43.848 |   1.3165 |     44.803 |     1.9
   24 |   1.2901 |     43.540 |   1.3150 |     44.834 |     2.0
   25 |   1.2843 |     43.249 |   1.3049 |     44.065 |     2.0
   26 |   1.2744 |     42.826 |   1.3067 |     44.188 |     2.1
   27 |   1.2693 |     42.683 |   1.3005 |     44.342 |     2.2
   28 |   1.2639 |     42.617 |   1.2909 |     43.573 |     2.3
   29 |   1.2628 |     42.579 |   1.3046 |     44.157 |     2.4
   30 |   1.2582 |     42.623 |   1.2868 |     43.696 |     2.4
   31 |   1.2484 |     42.150 |   1.2890 |     43.850 |     2.5
   32 |   1.2419 |     41.831 |   1.2979 |     43.942 |     2.6
   33 |   1.2366 |     41.678 |   1.2719 |     43.081 |     2.7
   34 |   1.2302 |     41.469 |   1.2753 |     43.942 |     2.8
   35 |   1.2220 |     41.238 |   1.2787 |     42.681 |     2.9
   36 |   1.2221 |     41.255 |   1.2727 |     42.989 |     2.9
   37 |   1.2141 |     40.953 |   1.2652 |     43.204 |     3.0
   38 |   1.2074 |     40.755 |   1.2762 |     43.204 |     3.1
   39 |   1.2289 |     41.469 |   1.2936 |     43.020 |     3.2
   40 |   1.2113 |     40.870 |   1.2598 |     42.220 |     3.3
   41 |   1.2024 |     40.513 |   1.2580 |     42.343 |     3.3
   42 |   1.1942 |     40.387 |   1.2528 |     41.882 |     3.4
   43 |   1.1888 |     40.376 |   1.2634 |     42.804 |     3.5
   44 |   1.1750 |     39.991 |   1.2651 |     43.327 |     3.6
   45 |   1.1716 |     39.744 |   1.2510 |     42.989 |     3.7
   46 |   1.1642 |     39.788 |   1.2486 |     41.574 |     3.8
   47 |   1.1665 |     39.755 |   1.2395 |     41.021 |     3.8
   48 |   1.1593 |     39.475 |   1.2245 |     41.851 |     3.9
   49 |   1.1550 |     39.310 |   1.2144 |     41.667 |     4.0
   50 |   1.1479 |     39.222 |   1.2518 |     42.036 |     4.1
   51 |   1.1620 |     39.277 |   1.2361 |     41.605 |     4.2
   52 |   1.1506 |     39.002 |   1.2333 |     41.790 |     4.3
   53 |   1.1564 |     39.041 |   1.2306 |     41.697 |     4.3
Early stopping

