#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
32,64,64,2,3,32,64,0.0,1e-05,0.001,0.4502164502164505,0.7411504424778761,0.696236559139785,0.5188679245283019,0.5427210884353741,0.8104719764011801,0.8081541218637993,0.6631027253668763,"[226, 186, 159, 110]",0.10476190476190482,0.24235003092145949,0.13903112760255612
45,128,64,2,4,64,64,0.0,0.0001,0.001,0.42597402597402584,0.7371794871794872,0.7222222222222223,0.4642857142857143,0.49625231910946194,0.7866987179487179,0.8094949494949495,0.6578571428571428,"[208, 165, 140, 95]",0.09177489177489175,0.21306122448979592,0.12163059163059159
26,128,64,3,3,32,128,0.1,1e-05,0.001,0.5497835497835496,0.7537878787878787,0.7373271889400925,0.5790816326530611,0.6423129251700681,0.8061868686868687,0.8672043010752688,0.7751700680272109,"[264, 217, 196, 157]",0.1549783549783553,0.3543228200371057,0.20478458049886625
29,128,64,2,3,64,64,0.0,1e-05,0.001,0.4571428571428571,0.7091346153846154,0.6409465020576133,0.49154589371980684,0.494282622139765,0.7621794871794874,0.8123456790123458,0.6871980676328503,"[208, 162, 138, 100]",0.09177489177489173,0.21104823747680887,0.12136485448173755
37,128,64,4,4,128,64,0.2,1e-05,0.001,0.34285714285714264,0.467391304347826,0.5,0.3615819209039548,0.4439579468150896,0.5278985507246376,0.5311666666666667,0.45903954802259883,"[184, 100, 59, 29]",0.025974025974025976,0.062275819418676555,0.03470212327355185
53,128,64,4,2,128,64,0.2,1e-05,0.001,0.4467532467532465,0.599388379204893,0.6274509803921567,0.40625000000000006,0.5174427952999382,0.6856269113149848,0.6883442265795208,0.5767857142857142,"[218, 153, 112, 67]",0.06580086580086573,0.13845392702535558,0.08318697175840029
25,128,64,2,3,64,128,0.1,1e-05,0.001,0.5354978354978354,0.7368421052631577,0.7216666666666667,0.5183150183150184,0.6027458256029684,0.7840755735492577,0.8765,0.7331501831501832,"[247, 200, 182, 140]",0.13376623376623392,0.3092393320964749,0.17690579262007827
24,128,128,3,3,64,128,0.0,0.0001,0.001,0.5333333333333333,0.7300653594771241,0.7413522012578616,0.5401069518716576,0.618673469387755,0.8104575163398692,0.8544811320754718,0.7393939393939393,"[255, 212, 187, 144]",0.13766233766233787,0.32464749536178106,0.18367984108243843
37,64,128,3,2,128,64,0.1,0.0001,0.001,0.5194805194805193,0.6782106782106783,0.7161172161172161,0.5267094017094015,0.557312925170068,0.7670995670995672,0.8247252747252747,0.7581196581196581,"[231, 182, 156, 122]",0.11774891774891781,0.2681539888682746,0.15466726635557798
40,128,64,3,4,32,64,0.2,0.0001,0.001,0.36017316017316037,0.6688888888888889,0.634819532908705,0.4521739130434783,0.5359709338280766,0.6892592592592591,0.6875796178343949,0.6108695652173913,"[225, 157, 115, 73]",0.06753246753246747,0.15098330241187385,0.08802102659245513
19,64,64,2,3,32,128,0.0,1e-05,0.001,0.5082251082251079,0.7847769028871391,0.7637614678899083,0.5747422680412368,0.6186425479282623,0.8392388451443568,0.8551223241590215,0.76340206185567,"[254, 218, 194, 152]",0.15108225108225132,0.3425046382189239,0.19881673881673884
43,64,64,4,4,64,128,0.1,0.0001,0.001,0.4796536796536795,0.7312775330396476,0.7495495495495497,0.5132113821138211,0.5549103277674705,0.7922173274596181,0.8556756756756757,0.718089430894309,"[227, 185, 164, 123]",0.12207792207792219,0.27426097711812,0.15928674500103066
32,64,128,4,2,64,64,0.2,0.0001,0.001,0.503030303030303,0.6973500697350068,0.7862318840579711,0.48538011695906425,0.5835466914038343,0.7504881450488144,0.888858695652174,0.6984405458089669,"[239, 184, 171, 125]",0.12207792207792219,0.28120902906617196,0.1607051966792226
17,64,128,2,2,32,128,0.1,1e-05,0.001,0.4982683982683984,0.7656826568265683,0.8471615720524014,0.6443381180223281,0.6639795918367346,0.827490774907749,0.882023289665211,0.8377990430622009,"[271, 229, 209, 182]",0.18051948051948066,0.4114656771799628,0.238200371057514
27,128,64,3,2,32,64,0.1,1e-05,0.001,0.5298701298701297,0.7480314960629922,0.7624434389140269,0.5749158249158247,0.616252319109462,0.854002624671916,0.8560331825037708,0.7606060606060607,"[254, 221, 198, 156]",0.14978354978355007,0.34609771181199744,0.19863739435168015
24,64,64,2,4,128,128,0.1,0.0001,0.001,0.4528138528138529,0.5232558139534885,0.564885496183206,0.28191489361702127,0.5167068645640074,0.5967441860465117,0.6629770992366412,0.38546099290780145,"[215, 131, 94, 38]",0.038095238095238106,0.0781230674087817,0.047237870354753464
21,128,128,3,2,64,128,0.1,0.0001,0.001,0.5246753246753244,0.7576335877862594,0.7955555555555557,0.6183574879227051,0.6449319727891156,0.8361959287531806,0.8822962962962964,0.8265700483091787,"[262, 225, 207, 176]",0.17142857142857168,0.3942145949288805,0.2265679053990742
41,64,64,4,4,64,64,0.2,1e-05,0.001,0.4086580086580088,0.4983498349834984,0.5085470085470086,0.3376068376068376,0.4848423005565863,0.5701320132013201,0.6206552706552707,0.3974358974358974,"[202, 117, 78, 34]",0.03203463203463205,0.07130488559059987,0.041385281385281386
37,128,128,3,4,64,128,0.2,0.0001,0.001,0.5428571428571426,0.7089947089947088,0.7520128824476655,0.4844322344322344,0.6067068645640075,0.8042328042328042,0.8462157809983898,0.6798534798534799,"[252, 207, 182, 128]",0.12554112554112568,0.2847990105132962,0.16442589156874868
19,64,64,3,2,64,128,0.0,0.0001,0.001,0.5367965367965365,0.7607526881720428,0.7444444444444442,0.5486486486486485,0.6090568954854668,0.821034946236559,0.8392063492063493,0.8005405405405405,"[248, 210, 185, 155]",0.1519480519480522,0.3447371675943104,0.19986188414759845
45,64,128,2,4,128,128,0.2,0.0001,0.001,0.4805194805194805,0.6787878787878786,0.7331460674157305,0.4393939393939395,0.5316419294990724,0.7890151515151516,0.8348314606741575,0.6097402597402598,"[220, 178, 154, 98]",0.09437229437229436,0.21860235003092146,0.12526489383632236
35,64,128,2,4,128,64,0.1,0.0001,0.001,0.3480519480519481,0.5452127659574467,0.6478260869565218,0.36178861788617883,0.4571614100185528,0.6019503546099291,0.6560869565217392,0.5233739837398375,"[188, 115, 82, 45]",0.04242424242424244,0.08750154607297463,0.05241599670171097
46,64,64,4,3,32,64,0.2,0.0001,0.001,0.5099567099567098,0.7101139601139602,0.7402482269503549,0.5230923694779117,0.5569325912183055,0.7898860398860398,0.8515070921985815,0.7293172690763051,"[234, 188, 166, 127]",0.12034632034632041,0.2741682127396413,0.1584003298289012
22,128,128,3,2,128,128,0.1,0.0001,0.001,0.5246753246753247,0.7476383265856946,0.7601626016260163,0.5186219739292365,0.6073995052566481,0.8130904183535762,0.8171544715447155,0.7737430167597765,"[247, 205, 179, 143]",0.1393939393939396,0.321917130488559,0.18507318078746646
46,64,64,2,4,128,64,0.2,1e-05,0.001,0.40779220779220804,0.5097560975609755,0.5433604336043361,0.32098765432098764,0.4896289424860853,0.5892682926829268,0.6025745257452575,0.3786008230452675,"[205, 123, 81, 33]",0.03030303030303031,0.06641311069882498,0.03853432282003711
38,128,64,2,3,128,64,0.0,1e-05,0.001,0.4545454545454547,0.6150793650793649,0.6529535864978904,0.3660968660968661,0.5044774273345701,0.7363492063492063,0.6979957805907173,0.5299145299145299,"[210, 158, 117, 65]",0.06147186147186144,0.13907854050711194,0.08032364460935885
47,64,64,3,4,64,64,0.0,0.0001,0.001,0.4129870129870127,0.6602564102564101,0.756578947368421,0.46899224806201556,0.502152133580705,0.720867673992674,0.805811403508772,0.6337209302325582,"[208, 152, 129, 86]",0.0813852813852813,0.1830426716141002,0.10633271490414344
34,128,128,3,3,128,128,0.0,0.0001,0.001,0.5168831168831167,0.7254495159059475,0.7648514851485144,0.5252808988764043,0.5801144094001236,0.821576763485477,0.8507425742574258,0.7551498127340825,"[241, 202, 178, 138]",0.13506493506493522,0.3067687074829932,0.17685856711830733
25,64,128,3,4,64,128,0.0,1e-05,0.001,0.463203463203463,0.7007751937984499,0.6844181459566075,0.4890510948905111,0.5132436611008039,0.7744186046511627,0.7794871794871796,0.6978102189781021,"[215, 169, 137, 101]",0.09610389610389608,0.21687693259121832,0.1258771387342815
47,64,64,4,3,128,64,0.0,0.0001,0.001,0.4354978354978354,0.5350877192982456,0.6586021505376343,0.3705673758865247,0.49887755102040826,0.5709728867623605,0.7193548387096774,0.5524822695035462,"[209, 124, 94, 53]",0.053679653679653674,0.12033395176252319,0.06970933828076685
13,128,128,2,2,64,128,0.0,1e-05,0.001,0.4909090909090911,0.7483266398929049,0.8095238095238098,0.626943005181347,0.6068367346938776,0.8206157965194109,0.8782539682539683,0.825215889464594,"[249, 210, 193, 164]",0.1614718614718618,0.3709461966604823,0.21390434961863536
35,128,64,3,4,32,64,0.0,0.0001,0.001,0.3974025974025975,0.6699346405228758,0.7043010752688174,0.4663978494623656,0.4898206555349412,0.7508169934640524,0.7674193548387097,0.6177419354838709,"[204, 155, 124, 81]",0.0787878787878787,0.17510204081632655,0.10207586064728917
45,128,64,4,4,32,64,0.1,1e-05,0.001,0.46406926406926424,0.6567278287461771,0.721881390593047,0.4664179104477613,0.5186332714904143,0.7301223241590215,0.7928425357873211,0.6753731343283582,"[218, 163, 134, 94]",0.09004329004329,0.20128633271490418,0.11797567511853221
33,64,64,2,4,32,64,0.0,1e-05,0.001,0.374891774891775,0.7041284403669725,0.7157464212678937,0.525179856115108,0.520556586270872,0.7415902140672783,0.8084867075664621,0.6756594724220623,"[218, 163, 139, 97]",0.08831168831168822,0.2121768707482993,0.11884766027623167
28,64,64,3,2,32,64,0.1,0.0001,0.001,0.5012987012987012,0.7448559670781894,0.7932692307692307,0.5106951871657754,0.5882220160791588,0.8388203017832648,0.8483974358974359,0.729590017825312,"[243, 208, 187, 142]",0.1359307359307361,0.3163141620284477,0.18007833436404858
63,128,128,4,4,64,64,0.1,1e-05,0.001,0.4874458874458874,0.6637037037037035,0.6227544910179643,0.47051282051282056,0.5443661100803958,0.7277777777777777,0.7414171656686628,0.6674358974358974,"[225, 167, 130, 91]",0.09004329004329,0.1950154607297465,0.11575551432694285
53,64,64,4,4,128,64,0.1,0.0001,0.001,0.39220779220779234,0.45979899497487436,0.4950980392156863,0.27868852459016397,0.4794341372912801,0.4938860971524288,0.5607843137254902,0.4617486338797814,"[199, 102, 61, 30]",0.028571428571428577,0.06359925788497217,0.03678210678210679
32,64,64,4,2,64,128,0.2,1e-05,0.001,0.541125541125541,0.7528301886792451,0.7977777777777779,0.5964912280701751,0.6477674706246134,0.8323899371069182,0.8871111111111112,0.8189792663476875,"[265, 225, 209, 178]",0.1688311688311692,0.4010544217687074,0.22629785798616975
36,128,128,3,4,32,64,0.1,1e-05,0.001,0.412987012987013,0.7636363636363638,0.6329588014981274,0.5022988505747125,0.5297804576376005,0.8030303030303031,0.7674157303370788,0.6258620689655172,"[220, 178, 145, 95]",0.0891774891774891,0.19832405689548546,0.11638218923933204
22,64,64,4,2,64,128,0.0,1e-05,0.001,0.5471861471861469,0.7496757457846951,0.7310606060606062,0.597079037800687,0.6319202226345083,0.8357328145265889,0.8423484848484848,0.7840206185567011,"[257, 220, 194, 159]",0.15454545454545482,0.3533487940630798,0.2037973426285115
50,64,128,4,2,128,64,0.2,0.0001,0.001,0.5367965367965368,0.6969086021505375,0.6883333333333336,0.4635416666666668,0.5979158936301793,0.7916666666666667,0.7595000000000001,0.6797916666666667,"[248, 200, 160, 113]",0.10995670995671,0.25311069882498455,0.144889713461142
33,128,64,3,4,64,128,0.0,0.0001,0.001,0.4779220779220779,0.6586608442503636,0.7115384615384617,0.505592841163311,0.5531570810142239,0.7794759825327511,0.7782051282051282,0.6416107382550336,"[229, 182, 149, 101]",0.09783549783549784,0.21833024118738406,0.1271964543393114
29,64,128,4,2,128,64,0.1,0.0001,0.001,0.4805194805194809,0.6644832605531296,0.6310211946050097,0.4228855721393035,0.5539981447124305,0.7379912663755459,0.7340077071290945,0.566542288557214,"[229, 173, 134, 79]",0.07965367965367957,0.1748639455782313,0.10232341972601709
66,128,128,4,4,128,128,0.0,0.0001,0.001,0.45800865800865775,0.7366818873668185,0.8125000000000003,0.5818540433925047,0.5331663574520716,0.8162100456621003,0.8793478260869566,0.7964497041420118,"[219, 184, 169, 139]",0.14025974025974047,0.31776747062461347,0.18388373531230665
57,128,64,3,4,64,64,0.2,0.0001,0.001,0.46060606060606063,0.7034428794992176,0.7098039215686275,0.4535714285714288,0.5121181199752628,0.7832550860719876,0.785392156862745,0.6649999999999999,"[213, 170, 140, 97]",0.09437229437229434,0.21010513296227581,0.12212945784374353
45,128,64,3,3,128,128,0.0,0.0001,0.001,0.527272727272727,0.643239625167336,0.7360360360360364,0.5390946502057613,0.6043166357452072,0.7202141900937082,0.8472072072072071,0.7403292181069959,"[249, 185, 162, 126]",0.12034632034632048,0.27967223252937534,0.1592249020820449
18,64,128,2,2,64,128,0.1,1e-05,0.001,0.49307359307359294,0.7936197916666666,0.8274336283185842,0.6499999999999997,0.6318367346938775,0.8642578125,0.8916666666666666,0.8357142857142857,"[256, 226, 210, 180]",0.18571428571428578,0.4158812615955473,0.24352504638218916
37,64,64,3,4,64,128,0.2,1e-05,0.001,0.4987012987012987,0.6391369047619045,0.6440329218106995,0.46253229974160226,0.5345176252319109,0.7057291666666666,0.7630658436213992,0.689405684754522,"[224, 162, 129, 93]",0.08831168831168826,0.20583797155225725,0.11682333539476393
62,128,128,3,3,64,64,0.2,1e-05,0.001,0.4597402597402597,0.7542242703533025,0.721915285451197,0.5041152263374485,0.5154483611626469,0.825652841781874,0.8521178637200736,0.6641975308641975,"[217, 181, 162, 112]",0.10909090909090914,0.24293753865182438,0.14178932178932174
27,64,128,4,4,32,128,0.1,0.0001,0.001,0.48917748917748943,0.696778711484594,0.7754010695187166,0.511111111111111,0.5735034013605441,0.7632352941176471,0.8434937611408201,0.7137373737373738,"[238, 187, 165, 122]",0.11774891774891783,0.2731076066790353,0.15556811154213748
