#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
20,128,128,2,2,64,128,0.2,1e-05,0.001,0.5090909090909091,0.7379134860050892,0.8483483483483484,0.6292682926829267,0.6516666666666666,0.8368320610687022,0.9035285285285286,0.8106504065040651,"[262, 222, 205, 173]",0.1792207792207794,0.3992857142857142,0.2360917149228837,0.5716225035896098,0.7085352770980139,0.6400788903438118
17,128,128,4,2,32,128,0.1,1e-05,0.001,0.458008658008658,0.7579529737206084,0.853658536585366,0.6588541666666665,0.5925757575757575,0.840594744121715,0.9089430894308944,0.8225694444444445,"[241, 205, 192, 163]",0.1670995670995673,0.3772077922077922,0.2207670395982083,0.5166740025260329,0.7316655435759208,0.6241697730509769
28,128,128,3,2,128,128,0.2,1e-05,0.001,0.5012987012987015,0.7200263504611332,0.8349206349206348,0.5789930555555552,0.6243073593073593,0.8201581027667985,0.8785714285714286,0.8024305555555555,"[253, 210, 192, 160]",0.1601731601731604,0.361969696969697,0.2122677610989299,0.5560817045769838,0.6726419260469465,0.6143618153119652
80,128,128,2,2,64,128,0.1,0.0001,0.0001,0.4034632034632034,0.6829787234042553,0.8121546961325967,0.7040404040404039,0.5673809523809523,0.7570921985815601,0.8825966850828729,0.8080808080808082,"[235, 181, 165, 141]",0.1385281385281387,0.306991341991342,0.1817049905361593,0.4715841059630772,0.7524813937639587,0.612032749863518
69,128,128,4,2,128,128,0.1,1e-05,0.0001,0.4402597402597399,0.7360000000000001,0.8333333333333336,0.640819964349376,0.6129437229437229,0.7996666666666666,0.8973727422003285,0.7910873440285207,"[250, 203, 187, 155]",0.1554112554112556,0.3496320346320347,0.2053495998950544,0.5124450378016079,0.7080689659610435,0.6102570018813257
28,64,64,2,2,32,64,0.1,0.0001,0.001,0.4701298701298698,0.7010014306151644,0.802469135802469,0.6245098039215685,0.5661904761904761,0.8054363376251787,0.8721340388007054,0.8132352941176473,"[233, 189, 170, 144]",0.1445887445887448,0.3240909090909091,0.1905856337025168,0.5137080555936814,0.7064860311666432,0.6100970433801622
25,64,128,2,4,32,128,0.0,1e-05,0.001,0.4380952380952381,0.7440476190476192,0.774193548387097,0.6303030303030303,0.5495021645021645,0.8177083333333333,0.8593189964157705,0.813131313131313,"[224, 186, 165, 141]",0.1359307359307361,0.3127056277056276,0.1810886227769344,0.48751501564967276,0.7101384736094323,0.5988267446295525
26,64,64,3,2,32,64,0.1,1e-05,0.001,0.4874458874458875,0.7341772151898733,0.7989690721649482,0.5657142857142855,0.5710389610389611,0.8154008438818565,0.8668384879725087,0.7896190476190477,"[237, 194, 175, 143]",0.1437229437229439,0.3241774891774892,0.1894621540076085,0.5259415730480309,0.659171828101629,0.59255670057483
34,128,128,3,3,64,128,0.2,0.0001,0.001,0.5004329004329006,0.6900826446280992,0.8095238095238094,0.5359848484848483,0.5880519480519482,0.7741046831955922,0.9087301587301588,0.7755681818181818,"[242, 189, 176, 143]",0.1419913419913422,0.3259307359307359,0.1894949494949494,0.5407159178715018,0.6338939940925499,0.5873049559820258
30,128,128,4,2,64,64,0.0,0.0001,0.001,0.4857142857142857,0.7061403508771926,0.7350187265917607,0.5370370370370371,0.5512770562770563,0.7774122807017544,0.8220973782771536,0.7788671023965142,"[228, 178, 153, 124]",0.1220779220779221,0.2782034632034632,0.1624388598414571,0.5164230997456488,0.6357309296051019,0.5760770146753753
106,128,128,4,2,64,64,0.2,1e-05,0.0001,0.4173160173160171,0.7165178571428571,0.7967914438502673,0.6087398373983738,0.5348051948051947,0.829985119047619,0.8489304812834224,0.7697154471544716,"[224, 187, 164, 131]",0.1272727272727273,0.2870779220779221,0.1680995483592885,0.46881168299736986,0.6798282996837635,0.5743199913405667
