#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
22,128,64,4,2,32,128,0.2,0.0001,0.001,0.535064935064935,0.7803030303030302,0.7772988505747129,0.6339563862928346,0.6508286951144093,0.8612545913682278,0.8873563218390804,0.822429906542056,"[264, 232, 214, 181]",0.1826839826839829,0.4132282003710575,0.2421933621933622,0.5872965409842427,0.7159978009895545,0.6516471709868985
42,128,64,4,4,32,128,0.2,1e-05,0.001,0.5160173160173163,0.7183006535947714,0.7165032679738563,0.6502732240437156,0.6221273964131108,0.7885620915032681,0.8623366013071895,0.7979963570127504,"[255, 204, 183, 155]",0.1471861471861474,0.3401360544217687,0.1965182436611008,0.5641259952478289,0.7166009293260015,0.6403634622869152
73,128,64,4,2,64,128,0.2,1e-05,0.0001,0.484848484848485,0.7483530961791831,0.7488151658767774,0.5888278388278386,0.6147062461348176,0.8159420289855073,0.8275671406003158,0.7687728937728937,"[253, 211, 182, 145]",0.1402597402597404,0.3210698824984538,0.1858462172747887,0.5421092441643854,0.6668748339911914,0.6044920390777884
97,128,64,2,2,32,128,0.0,0.0001,0.0001,0.466233766233766,0.7423638778220453,0.8035426731078905,0.6119791666666666,0.6117625231910946,0.8082337317397078,0.8814814814814813,0.7569444444444443,"[251, 207, 192, 150]",0.1476190476190478,0.3349598021026593,0.1954710368996082,0.5291750037103194,0.6767860917353624,0.6029805477228409
99,128,64,4,2,64,64,0.1,0.0001,0.0001,0.4744588744588744,0.6964769647696477,0.6615120274914088,0.6121593291404609,0.5965182436611007,0.7778270509977827,0.7819587628865978,0.7463312368972745,"[246, 194, 159, 126]",0.1160173160173161,0.2723191094619666,0.155885384456813,0.5285329998057438,0.6726195097963089,0.6005762548010263
50,64,128,4,4,64,128,0.2,1e-05,0.001,0.489177489177489,0.67090395480226,0.7579787234042553,0.5956607495069034,0.5752813852813853,0.7856638418079096,0.8515070921985818,0.7652859960552267,"[236, 188, 169, 134]",0.1290043290043291,0.2990723562152133,0.1726798598227169,0.5287469725226445,0.6699025240831261,0.5993247483028853
58,64,128,4,4,32,64,0.1,1e-05,0.001,0.4658008658008659,0.7231884057971016,0.7517921146953404,0.5913654618473894,0.5647928262213977,0.7861791831357049,0.8584229390681003,0.7971887550200804,"[230, 186, 166, 140]",0.12987012987013,0.3057884972170686,0.1743681715110286,0.5105425920778134,0.679022670581095,0.5947826313294542
46,128,64,2,4,128,128,0.2,0.0001,0.001,0.4952380952380953,0.7205673758865248,0.7103386809269163,0.5736196319018403,0.5755720470006184,0.7845905867182463,0.8249554367201425,0.7556237218813905,"[235, 187, 163, 128]",0.1246753246753248,0.2806555349412492,0.1652051123479694,0.5323916780110831,0.6521613968853232,0.5922765374482031
83,128,64,3,2,32,128,0.1,0.0001,0.0001,0.4415584415584415,0.7416666666666667,0.7803030303030303,0.6101851851851852,0.5842486085343229,0.8131944444444444,0.8628787878787877,0.7694444444444445,"[240, 198, 180, 143]",0.1393939393939395,0.3113481756338899,0.1834075448361161,0.5029793956744093,0.6806226696495152,0.5918010326619623
25,128,128,3,4,32,128,0.0,0.0001,0.001,0.496969696969697,0.683743169398907,0.7544802867383514,0.5351405622489958,0.6028014842300555,0.7443802781917537,0.8486559139784946,0.7359437751004015,"[244, 186, 166, 128]",0.122943722943723,0.2863017934446506,0.1644176458462172,0.5447934553511133,0.6196809354320915,0.5822371953916023
