#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
34,128,128,2,3,128,128,0.0,1e-05,0.001,0.5073593073593073,0.6820615796519411,0.8230769230769226,0.6344383057090237,0.6102860235003092,0.7512382864792504,0.8907692307692308,0.8420810313075506,"[249, 195, 181, 156]",0.1575757575757578,0.3544475365903937,0.2055173056608462,0.5540832778069824,0.7236592835309039,0.6388712806689432
18,64,128,3,2,32,128,0.2,0.0001,0.001,0.5246753246753244,0.7184343434343432,0.843601895734597,0.5972222222222221,0.6445361781076067,0.7738606301106301,0.9160648461596328,0.7855392156862746,"[264, 211, 204, 164]",0.168831168831169,0.3644439290867863,0.2164563711522016,0.5784620279713144,0.6785573609059576,0.628509694438636
24,128,64,4,3,32,128,0.0,0.0001,0.001,0.5359307359307357,0.7539062500000001,0.7887323943661971,0.5786324786324785,0.6247634508348795,0.8026424963924965,0.8854515984797675,0.813162393162393,"[256, 213, 195, 164]",0.1645021645021648,0.3648371469800041,0.2135692537127943,0.5769477262940351,0.6761372392175633,0.6265424827557993
25,64,64,2,2,32,64,0.0,1e-05,0.001,0.4822510822510824,0.7575757575757578,0.7990654205607477,0.615646258503401,0.6132513914656771,0.8172465764362997,0.877820427236315,0.77593537414966,"[253, 214, 196, 158]",0.1588744588744591,0.3536899608328179,0.2062864066896876,0.5399187209918951,0.6865593777993934,0.6132390493956442
15,64,64,2,2,64,128,0.1,1e-05,0.001,0.5316017316017316,0.7474554707379136,0.8117283950617282,0.5538971807628522,0.6377937538651824,0.7999526343037794,0.885030864197531,0.7752902155887229,"[262, 216, 201, 163]",0.162770562770563,0.3608508554937126,0.2113416066731172,0.5798761294586724,0.6461557879142442,0.6130159586864583
23,128,64,3,3,32,128,0.1,1e-05,0.001,0.5177489177489175,0.7132545931758529,0.8044554455445545,0.59375,0.6185080395794681,0.7634385190487553,0.9122583686940124,0.7443576388888888,"[254, 202, 192, 149]",0.1493506493506496,0.3256055452484024,0.192098694197122,0.5636610029904092,0.6605781706130393,0.6121195868017242
11,128,128,4,2,32,128,0.0,0.0001,0.001,0.5112554112554112,0.763888888888889,0.8036858974358971,0.5633680555555555,0.6114192949907236,0.8033179012345679,0.887717490842491,0.794704861111111,"[252, 208, 192, 157]",0.1593073593073596,0.3539460935889507,0.2071323527236036,0.5568690937291741,0.6593332756294165,0.6081011846792953
25,128,128,2,2,32,64,0.0,0.0001,0.001,0.5047619047619046,0.7466931216931213,0.8341232227488151,0.5786802030456852,0.6097634508348795,0.8165875020041685,0.8923944933423607,0.7762267343485618,"[252, 211, 197, 157]",0.162770562770563,0.3511105957534529,0.2081879728838034,0.5523164804676857,0.6630522463870324,0.607684363427359
23,64,128,3,3,32,128,0.1,0.0001,0.001,0.4588744588744589,0.7909722222222222,0.8293075684380029,0.619546247818499,0.576943413729128,0.8476252104377104,0.8868012422360249,0.7971204188481675,"[240, 207, 191, 159]",0.156709956709957,0.3542527313955885,0.2045609892499844,0.5111798198860696,0.6972041852567895,0.6041920025714296
71,128,128,3,2,64,128,0.1,1e-05,0.0001,0.4277056277056278,0.7597222222222223,0.8530377668308701,0.6471631205673758,0.576321892393321,0.8134887566137566,0.891684259910861,0.7863475177304962,"[240, 203, 188, 154]",0.1506493506493509,0.3380328798185942,0.1970806295549973,0.4910146620727846,0.7099983771716294,0.600506519622207
72,128,64,4,2,64,128,0.2,1e-05,0.0001,0.4597402597402599,0.7500000000000001,0.7899999999999997,0.621042830540037,0.5859322820037106,0.8052058364041835,0.8496726190476193,0.7616387337057728,"[242, 200, 179, 141]",0.1454545454545457,0.3115038136466708,0.1857461244610936,0.5152218285646543,0.6841926402447815,0.5997072344047178
68,64,128,2,4,32,64,0.2,1e-05,0.001,0.4259740259740259,0.7921810699588478,0.7545155993431854,0.6388888888888887,0.5836379097093383,0.8127975819333844,0.848580811634999,0.7824074074074073,"[243, 203, 180, 148]",0.1393939393939395,0.316698618841476,0.1825179240900361,0.4924953466237996,0.7034020991675713,0.5979487228956855
31,128,64,2,2,64,64,0.1,1e-05,0.001,0.5030303030303029,0.7416331994645247,0.8333333333333334,0.5558464223385688,0.6010405071119357,0.8025829146311074,0.8938492063492063,0.7617801047120417,"[249, 204, 191, 153]",0.1515151515151517,0.338728612657184,0.1964400671099235,0.54768514057002,0.6427204327173122,0.5952027866436661
26,128,128,4,2,32,64,0.1,0.0001,0.001,0.4900432900432899,0.7816804407713497,0.7908496732026146,0.5619307832422584,0.5827071737786024,0.8210608147591618,0.8634570494864613,0.772768670309654,"[242, 204, 183, 148]",0.1515151515151517,0.3220629767058339,0.1917917284356108,0.532373091786802,0.6506970584524823,0.5915350751196422
80,64,128,4,2,32,128,0.2,1e-05,0.0001,0.4225108225108223,0.7381974248927039,0.85146804835924,0.6327838827838825,0.5649366110080396,0.7980392521165054,0.9078768813224772,0.7624542124542124,"[233, 193, 182, 145]",0.1424242424242427,0.3221856318284889,0.1859886138013273,0.4834522306324347,0.6915934114017599,0.5875228210170973
24,128,64,3,2,32,64,0.1,0.0001,0.001,0.5142857142857143,0.7073002754820938,0.7949389179755674,0.5404896421845575,0.5916063698206555,0.7688569580098505,0.8847357267514337,0.7335216572504707,"[242, 191, 177, 138]",0.1350649350649352,0.3017635539064111,0.1754678313256576,0.5502430279624457,0.6223820122125208,0.5863125200874832
39,128,128,2,4,64,128,0.2,1e-05,0.001,0.4839826839826838,0.7787234042553194,0.8083333333333331,0.5501792114695341,0.572830859616574,0.8276456049860305,0.8970059523809526,0.760752688172043,"[235, 200, 186, 147]",0.1463203463203465,0.3282029478458049,0.1905522661435169,0.5246719605070969,0.6385538626625215,0.5816129115848092
