#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
84,64,64,3,2,128,64,0.1,0.0001,0.0001,0.41904761904761906,0.6854354354354355,0.7416173570019725,0.5650684931506851,0.5252288188002474,0.7480194480194481,0.8242110453648916,0.7203196347031964,"[222, 169, 146, 109]",0.10476190476190474,0.23766182230467944,0.13748879282030335
52,64,64,3,4,64,64,0.0,0.0001,0.001,0.4406926406926407,0.7039573820395737,0.7733333333333335,0.5335497835497833,0.5263883735312306,0.7616311516996449,0.8588571428571429,0.7646103896103895,"[219, 175, 154, 122]",0.12034632034632047,0.26600597814883525,0.15555405633327707
37,128,64,2,3,32,64,0.1,1e-05,0.001,0.4744588744588743,0.7521551724137931,0.7850877192982453,0.5154142581888247,0.5568104514533085,0.7920093795093794,0.8768170426065165,0.7384393063583814,"[232, 190, 173, 133]",0.1281385281385283,0.2866228612657184,0.16652404328412526
26,128,128,4,2,32,64,0.1,0.0001,0.001,0.4900432900432899,0.7816804407713497,0.7908496732026146,0.5619307832422584,0.5827071737786024,0.8210608147591618,0.8634570494864613,0.772768670309654,"[242, 204, 183, 148]",0.15151515151515174,0.3220629767058339,0.19179172843561085
90,64,64,2,4,32,64,0.0,1e-05,0.0001,0.15411255411255415,0.19047619047619047,0.478494623655914,0.5,0.3014641311069883,0.2386621315192744,0.5403225806451613,0.4901960784313725,"[126, 31, 17, 9]",0.007792207792207792,0.01714594928880643,0.00964974419519874
31,128,64,2,2,64,64,0.1,1e-05,0.001,0.5030303030303029,0.7416331994645247,0.8333333333333334,0.5558464223385688,0.6010405071119357,0.8025829146311074,0.8938492063492063,0.7617801047120417,"[249, 204, 191, 153]",0.15151515151515174,0.33872861265718407,0.1964400671099235
35,128,128,4,3,32,64,0.1,1e-05,0.001,0.4649350649350649,0.7175516224188792,0.772030651340996,0.48397435897435886,0.5368970315398887,0.750485895618639,0.8566297208538589,0.7286324786324786,"[226, 174, 156, 119]",0.11515151515151517,0.2618501339929912,0.15030394759034532
71,128,128,3,2,64,128,0.1,1e-05,0.0001,0.4277056277056278,0.7597222222222223,0.8530377668308701,0.6471631205673758,0.576321892393321,0.8134887566137566,0.891684259910861,0.7863475177304962,"[240, 203, 188, 154]",0.15064935064935095,0.3380328798185942,0.1970806295549973
34,128,128,2,3,128,128,0.0,1e-05,0.001,0.5073593073593073,0.6820615796519411,0.8230769230769226,0.6344383057090237,0.6102860235003092,0.7512382864792504,0.8907692307692308,0.8420810313075506,"[249, 195, 181, 156]",0.1575757575757578,0.35444753659039374,0.20551730566084622
23,128,64,3,3,32,128,0.1,1e-05,0.001,0.5177489177489175,0.7132545931758529,0.8044554455445545,0.59375,0.6185080395794681,0.7634385190487553,0.9122583686940123,0.7443576388888888,"[254, 202, 192, 149]",0.14935064935064962,0.3256055452484024,0.19209869419712206
11,128,128,4,2,32,128,0.0,0.0001,0.001,0.5112554112554112,0.763888888888889,0.8036858974358971,0.5633680555555555,0.6114192949907236,0.8033179012345679,0.887717490842491,0.794704861111111,"[252, 208, 192, 157]",0.15930735930735962,0.35394609358895074,0.2071323527236036
72,128,64,4,2,64,128,0.2,1e-05,0.0001,0.4597402597402599,0.7500000000000001,0.7899999999999997,0.621042830540037,0.5859322820037106,0.8052058364041835,0.8496726190476193,0.7616387337057728,"[242, 200, 179, 141]",0.14545454545454573,0.3115038136466708,0.18574612446109365
42,128,64,4,4,64,128,0.1,0.0001,0.001,0.45021645021645024,0.5935534591194969,0.6654846335697399,0.37648809523809523,0.5039842300556586,0.6321360505322771,0.7592874029044242,0.5535714285714286,"[212, 141, 112, 66]",0.059740259740259705,0.1391228612657184,0.07893236633496374
39,128,128,2,4,64,128,0.2,1e-05,0.001,0.48398268398268385,0.7787234042553194,0.8083333333333331,0.5501792114695341,0.572830859616574,0.8276456049860305,0.8970059523809526,0.760752688172043,"[235, 200, 186, 147]",0.14632034632034652,0.32820294784580495,0.19055226614351695
