learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.005,16,glorot_uniform,0.3030303030303031,0.46554487179487186,0.5240112994350282,0.5049751243781094,0.5041774891774892,0.5504807692307693,0.5388418079096045,0.5955223880597015,"[208, 118, 67, 42]"
0.0001,32,he_uniform,0.22424242424242405,0.4037037037037037,0.553639846743295,0.3237179487179487,0.42331168831168836,0.4703703703703703,0.5727969348659004,0.3333333333333333,"[180, 87, 52, 19]"
0.005,16,he_uniform,0.31428571428571406,0.3873456790123457,0.5550595238095238,0.3627450980392157,0.5124768089053803,0.49151234567901236,0.5773809523809524,0.4240196078431373,"[216, 112, 68, 30]"
0.0001,32,glorot_uniform,0.21558441558441566,0.3709677419354839,0.40598290598290593,0.3472222222222222,0.4369109461966605,0.40412186379928317,0.4380341880341881,0.32870370370370366,"[186, 78, 36, 13]"
0.001,64,glorot_uniform,0.2623376623376621,0.3635620915032679,0.4545454545454545,0.3191489361702128,0.4858719851576995,0.419281045751634,0.5,0.35638297872340424,"[204, 88, 47, 18]"
0.001,64,he_uniform,0.2285714285714284,0.38949275362318836,0.5436507936507936,0.3163265306122449,0.4366079158936303,0.4402173913043477,0.5515873015873016,0.34183673469387754,"[184, 84, 49, 18]"
0.0001,16,glorot_uniform,0.21038961038961038,0.38585858585858573,0.4385964912280701,0.3170731707317073,0.3968398268398268,0.44242424242424244,0.4916666666666667,0.3170731707317073,"[165, 76, 41, 14]"
0.005,32,he_uniform,0.27445887445887424,0.43349358974358976,0.40895061728395066,0.3580246913580247,0.49268398268398267,0.49815705128205123,0.49074074074074076,0.37654320987654327,"[208, 108, 54, 22]"
0.0001,64,glorot_uniform,0.22251082251082255,0.387434554973822,0.37058823529411766,0.3026315789473684,0.45277365491651206,0.4323734729493892,0.4164705882352941,0.2850877192982456,"[191, 85, 38, 13]"
0.005,64,he_uniform,0.26147186147186136,0.4316239316239315,0.4967637540453074,0.21666666666666667,0.47142857142857153,0.5085470085470085,0.5440129449838188,0.23888888888888887,"[195, 103, 60, 16]"
0.005,64,glorot_uniform,0.2891774891774889,0.4028475711892796,0.4865319865319865,0.2457627118644068,0.4704638218923933,0.4801507537688442,0.5808080808080808,0.26101694915254237,"[199, 99, 59, 17]"
0.0001,64,he_uniform,0.22683982683982684,0.4296296296296296,0.4867424242424242,0.29,0.43230983302411874,0.45805555555555566,0.5492424242424242,0.31,"[180, 88, 50, 16]"
0.001,16,glorot_uniform,0.27705627705627695,0.4095477386934673,0.5433333333333333,0.3624338624338625,0.4810482374768089,0.4751256281407035,0.5765,0.40476190476190477,"[199, 100, 63, 27]"
0.001,32,glorot_uniform,0.24069264069264068,0.4210992907801418,0.5736842105263159,0.4011299435028248,0.44709647495361776,0.48031914893617017,0.5815789473684211,0.4152542372881356,"[188, 95, 59, 26]"
0.001,32,he_uniform,0.24329004329004308,0.3938596491228071,0.5229885057471264,0.2,0.4537198515769944,0.4359649122807018,0.5890804597701149,0.21515151515151512,"[190, 87, 55, 14]"
0.005,32,glorot_uniform,0.2787878787878787,0.4170854271356783,0.46204620462046203,0.38392857142857145,0.47160791589363016,0.4907872696817421,0.5445544554455446,0.42857142857142855,"[199, 101, 56, 26]"
0.001,16,he_uniform,0.2554112554112553,0.3925318761384335,0.43295019157088127,0.31521739130434784,0.4378231292517007,0.4473588342440802,0.5057471264367817,0.3659420289855073,"[183, 87, 46, 18]"
0.0001,16,he_uniform,0.2363636363636362,0.37414965986394555,0.4126984126984127,0.33739837398373984,0.46008348794063075,0.41836734693877553,0.47222222222222227,0.3597560975609756,"[196, 84, 41, 16]"
