learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
0.005,32,glorot_uniform,0.2813852813852813,0.4204355108877722,0.4368932038834951,0.4056603773584906,0.4620222634508349,0.5008375209380235,0.4817961165048544,0.4433962264150943,"[199, 103, 53, 25]",0.3497577217514992,0.42368972746331235,0.3867237246074058
0.001,64,glorot_uniform,0.2649350649350645,0.3596059113300493,0.4829545454545454,0.3985507246376812,0.4843985776128633,0.412151067323481,0.4876893939393939,0.4130434782608695,"[203, 88, 46, 23]",0.34252877844359836,0.40566770186335405,0.3740982401534762
0.005,64,he_uniform,0.2519480519480517,0.4069373942470389,0.4810996563573882,0.3986928104575163,0.4682359307359308,0.4724437998549674,0.5103092783505154,0.4411764705882353,"[197, 97, 51, 25]",0.32761386933751485,0.4188601510643168,0.3732370102009158
0.005,16,glorot_uniform,0.2588744588744587,0.493659420289855,0.5092592592592593,0.4036458333333333,0.4332204700061842,0.5574534161490684,0.5648148148148148,0.421875,"[184, 108, 64, 30]",0.3240876650478411,0.41255914826498424,0.36832340665641267
0.005,32,he_uniform,0.2536796536796535,0.4415807560137457,0.6233333333333332,0.3809523809523809,0.4547062461348175,0.5017182130584192,0.6716666666666665,0.4023809523809524,"[194, 100, 70, 32]",0.3256691672594453,0.39137357070487766,0.35852136898216147
0.0001,16,he_uniform,0.232034632034632,0.3274509803921568,0.5234741784037559,0.4,0.3926855287569574,0.3897058823529412,0.5492957746478874,0.425,"[170, 71, 40, 18]",0.2917038632305084,0.41212121212121217,0.3519125376758603
0.001,64,he_uniform,0.243290043290043,0.4005376344086021,0.393939393939394,0.3875,0.4414703153988867,0.4535970302099334,0.4375,0.3875,"[186, 88, 40, 17]",0.3137019565510677,0.3875,0.3506009782755338
0.005,16,he_uniform,0.2528138528138527,0.4492753623188406,0.5684210526315789,0.3655913978494624,0.4353401360544217,0.4945652173913043,0.6236842105263158,0.3790322580645161,"[184, 95, 62, 25]",0.3198703164139988,0.37219052055432633,0.3460304184841626
0.001,16,glorot_uniform,0.2649350649350648,0.3968646864686468,0.5017006802721088,0.3333333333333333,0.471943413729128,0.4602310231023102,0.5382653061224489,0.3425925925925926,"[202, 98, 54, 20]",0.33936222208216454,0.33789954337899547,0.33863088273058
0.001,32,he_uniform,0.2398268398268397,0.4011299435028247,0.4903100775193798,0.336734693877551,0.4218815708101422,0.4566854990583804,0.5581395348837209,0.3877551020408163,"[177, 86, 49, 21]",0.30580999812646115,0.36044840471399825,0.3331292014202297
0.001,16,he_uniform,0.2597402597402595,0.3770053475935828,0.553113553113553,0.3303571428571428,0.4370732838589981,0.4677871148459384,0.6007326007326008,0.3303571428571428,"[187, 91, 56, 22]",0.3258419108465368,0.3303571428571428,0.3280995268518398
0.0001,64,glorot_uniform,0.2311688311688309,0.3817204301075269,0.4089147286821705,0.325,0.4392965367965368,0.4451612903225806,0.4447674418604651,0.35,"[186, 86, 40, 15]",0.30292889625588026,0.33703703703703697,0.31998296664645864
0.001,32,glorot_uniform,0.2432900432900429,0.3724489795918367,0.3920454545454545,0.3083333333333333,0.4649721706864563,0.4366496598639456,0.4375,0.2916666666666666,"[196, 88, 40, 14]",0.31943847152271404,0.29976851851851843,0.30960349502061624
0.0001,16,glorot_uniform,0.2285714285714286,0.3500931098696461,0.4833333333333333,0.3095238095238095,0.4284415584415584,0.4245810055865921,0.51875,0.3095238095238095,"[179, 80, 42, 14]",0.2981052155987914,0.3095238095238095,0.30381451256130043
0.005,64,glorot_uniform,0.256277056277056,0.4897435897435897,0.4189189189189189,0.2530864197530864,0.4632081014223871,0.5473504273504274,0.4594594594594595,0.2962962962962963,"[195, 111, 54, 18]",0.32998487155951306,0.2729920932168123,0.30148848238816267
0.0001,64,he_uniform,0.2346320346320344,0.3440285204991087,0.4938271604938271,0.246031746031746,0.4422634508348795,0.4093137254901961,0.5061728395061729,0.2619047619047619,"[187, 81, 42, 12]",0.30660323651351823,0.2537202380952381,0.28016173730437816
0.0001,32,he_uniform,0.2129870129870127,0.3442460317460318,0.2720588235294117,0.2826086956521739,0.3904962894248608,0.3849206349206349,0.3161764705882353,0.2826086956521739,"[168, 68, 23, 7]",0.2756352592846046,0.2826086956521739,0.27912197746838924
0.0001,32,glorot_uniform,0.2285714285714284,0.3593189964157705,0.4796747967479675,0.2391304347826087,0.4413265306122448,0.4060931899641577,0.5365853658536586,0.2608695652173913,"[186, 82, 46, 12]",0.30116418235230097,0.2495274102079395,0.27534579628012024
