learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
0.005,16,he_uniform,0.2961038961038961,0.4434108527131782,0.5521739130434783,0.4671052631578947,0.5153473510616368,0.5053875968992247,0.6325465838509315,0.5153508771929826,"[215, 115, 76, 41]",0.37610727453856235,0.4900434680451128,0.4330753712918376
0.005,16,glorot_uniform,0.3108225108225103,0.4151917404129794,0.4550724637681158,0.4444444444444444,0.5441197691197691,0.4874631268436578,0.4999999999999999,0.4791666666666667,"[226, 115, 60, 31]",0.3956399789641694,0.46115288220551376,0.42839643058484156
0.001,64,he_uniform,0.2588744588744586,0.400990099009901,0.5050000000000001,0.4830508474576271,0.4810090702947845,0.4744224422442244,0.56,0.4548022598870056,"[202, 100, 59, 30]",0.3365961205436848,0.46850112313661424,0.4025486218401495
0.0001,16,he_uniform,0.2363636363636363,0.3927304964539007,0.3972868217054264,0.4342105263157895,0.4364667078952793,0.4375,0.4205426356589148,0.4605263157894737,"[188, 86, 38, 19]",0.3066593506374136,0.4469814241486068,0.3768203873930102
0.005,64,glorot_uniform,0.2718614718614716,0.4948717948717948,0.4859943977591036,0.3930348258706467,0.4698206555349413,0.5782967032967032,0.5227090836334534,0.4079601990049751,"[195, 119, 67, 31]",0.34442284694932046,0.40035845616637306,0.3723906515578468
0.001,16,glorot_uniform,0.2424242424242423,0.4289215686274509,0.4803921568627451,0.4150943396226415,0.4789115646258504,0.4869281045751634,0.4918300653594771,0.4150943396226415,"[204, 102, 53, 23]",0.3219021490626428,0.4150943396226415,0.3684982443426421
0.005,32,he_uniform,0.2640692640692638,0.4290598290598291,0.4934640522875817,0.3700564971751413,0.4678056070913214,0.5022466422466423,0.5334967320261438,0.3531073446327683,"[195, 102, 59, 24]",0.3375797892778731,0.3613832980225989,0.349481543650236
0.005,32,glorot_uniform,0.2536796536796536,0.431323283082077,0.5858585858585857,0.3358585858585858,0.4573077715934858,0.483249581239531,0.632996632996633,0.3787878787878788,"[199, 99, 66, 28]",0.32633397722409024,0.3560338365992076,0.3411839069116489
0.001,64,glorot_uniform,0.2545454545454542,0.382198952879581,0.4693486590038314,0.2907801418439716,0.4454390847247989,0.4272936923460483,0.5239463601532567,0.3439716312056737,"[191, 87, 47, 18]",0.3239628532704178,0.31514719283648324,0.3195550230534505
0.001,32,he_uniform,0.2536796536796536,0.3894557823129252,0.4267399267399268,0.2840909090909091,0.4705627705627705,0.4342261904761905,0.4523809523809524,0.2954545454545454,"[196, 91, 44, 15]",0.3296470813506079,0.28966131907308373,0.3096542002118458
0.005,64,he_uniform,0.2727272727272726,0.4593495934959349,0.4279279279279279,0.2543859649122807,0.4767625231910946,0.5189024390243903,0.4832689832689833,0.2894736842105263,"[205, 111, 57, 19]",0.3469724161598658,0.2707979626485569,0.30888518940421134
0.001,16,he_uniform,0.2406926406926405,0.4245614035087718,0.5153061224489796,0.2767857142857143,0.4480364873222017,0.4942982456140351,0.5663265306122449,0.2857142857142857,"[190, 98, 56, 17]",0.31315383907477634,0.2811791383219955,0.2971664886983859
0.0001,64,he_uniform,0.2155844155844155,0.3588342440801457,0.5757575757575757,0.31,0.4335807050092764,0.3938979963570127,0.6147186147186148,0.28,"[183, 77, 50, 16]",0.2879798680884704,0.2942372881355932,0.29110857811203183
0.001,32,glorot_uniform,0.2398268398268397,0.4280701754385965,0.4618055555555555,0.238095238095238,0.4478303442589157,0.4877192982456141,0.4895833333333332,0.2704081632653061,"[190, 96, 49, 15]",0.3123699969337854,0.2532250358337314,0.2827975163837584
0.0001,64,glorot_uniform,0.187012987012987,0.3604166666666666,0.4541062801932367,0.3088235294117647,0.3708101422387136,0.4166666666666667,0.4806763285024154,0.2941176470588235,"[160, 69, 34, 11]",0.24863190025052548,0.3012912482065997,0.2749615742285626
0.0001,16,glorot_uniform,0.2424242424242423,0.3960396039603961,0.400709219858156,0.1931818181818181,0.4792413935271078,0.4292079207920791,0.4232522796352584,0.2159090909090909,"[202, 94, 44, 10]",0.3219766217938063,0.20391414141414138,0.26294538160397385
0.0001,32,glorot_uniform,0.2190476190476189,0.3783783783783784,0.4071729957805908,0.125,0.4316584209441352,0.4135585585585585,0.4403254972875225,0.1388888888888889,"[185, 79, 36, 6]",0.29061893862508437,0.13157894736842105,0.2110989429967527
0.0001,32,he_uniform,0.2060606060606062,0.4195075757575757,0.3734939759036144,0.125,0.4074984539270253,0.4507575757575758,0.4096385542168674,0.1388888888888889,"[176, 83, 36, 5]",0.273712455282318,0.13157894736842105,0.20264570132536952
