learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.005,16,he_uniform,0.29523809523809513,0.4377022653721682,0.6371681415929202,0.32900432900432897,0.48904298082869513,0.5250134843581445,0.6592920353982301,0.393939393939394,"[206, 113, 77, 32]"
0.0001,16,glorot_uniform,0.21298701298701292,0.3721590909090909,0.49549549549549554,0.1937984496124031,0.4155534941249227,0.3967803030303031,0.5459459459459459,0.2441860465116279,"[176, 74, 43, 12]"
0.0001,64,glorot_uniform,0.23896103896103876,0.40549828178694153,0.4761904761904762,0.24652777777777776,0.4525680272108844,0.4504725085910653,0.49908424908424903,0.2708333333333333,"[194, 91, 48, 14]"
0.0001,16,he_uniform,0.18095238095238111,0.3565121412803532,0.4274193548387097,0.3793103448275862,0.3468893011750154,0.38852097130242824,0.45564516129032256,0.43103448275862066,"[151, 62, 29, 13]"
0.0001,64,he_uniform,0.21125541125541136,0.33028455284552843,0.4626865671641791,0.2361111111111111,0.3804746444032159,0.38597560975609757,0.5,0.2638888888888889,"[164, 67, 36, 10]"
0.001,64,glorot_uniform,0.27012987012987,0.3981937602627257,0.49834983498349833,0.2796610169491525,0.4751870748299319,0.4692528735632184,0.5536303630363036,0.2627118644067797,"[203, 101, 59, 17]"
0.001,64,he_uniform,0.23376623376623373,0.39757914338919914,0.47318007662835254,0.3854166666666667,0.4096459492888065,0.47238934250107434,0.5252873563218391,0.3958333333333333,"[179, 87, 48, 20]"
0.001,16,glorot_uniform,0.26147186147186136,0.4101221640488656,0.546875,0.2471264367816092,0.4504901051329622,0.48603839441535773,0.5859375,0.31896551724137934,"[191, 96, 58, 19]"
0.0001,32,glorot_uniform,0.21818181818181792,0.3296089385474861,0.466183574879227,0.3162393162393163,0.41257421150278295,0.3723463687150838,0.532608695652174,0.34615384615384615,"[179, 69, 39, 14]"
0.001,32,glorot_uniform,0.2285714285714285,0.38518518518518524,0.5174418604651163,0.36054421768707484,0.4329931972789115,0.46041666666666664,0.5377906976744186,0.41836734693877553,"[180, 86, 49, 21]"
0.005,64,he_uniform,0.24155844155844133,0.47178130511463834,0.5598705501618123,0.2923076923076923,0.4390940012368584,0.535978835978836,0.5950647249190939,0.30512820512820515,"[189, 103, 65, 22]"
0.005,32,glorot_uniform,0.2883116883116881,0.43247863247863255,0.483974358974359,0.3700564971751412,0.46239486703772414,0.514037814037814,0.5360576923076923,0.3559322033898305,"[195, 104, 59, 23]"
0.005,32,he_uniform,0.29956709956709954,0.37479674796747964,0.5751633986928105,0.35416666666666663,0.48815089672232537,0.46243902439024387,0.590686274509804,0.390625,"[205, 102, 64, 27]"
0.005,64,glorot_uniform,0.24415584415584404,0.4953959484346225,0.5311526479750779,0.303921568627451,0.4176004947433519,0.5542927299833378,0.5763239875389409,0.3602941176470588,"[181, 107, 68, 25]"
0.001,32,he_uniform,0.2303030303030303,0.35305719921104534,0.527027027027027,0.2765957446808511,0.3876901669758812,0.42011834319526625,0.6182432432432432,0.3404255319148936,"[169, 74, 47, 16]"
0.001,16,he_uniform,0.2450216450216449,0.43617021276595747,0.5601374570446735,0.3046875,0.4467223252937539,0.49312943262411346,0.6400343642611684,0.3203125,"[188, 97, 64, 22]"
0.0001,32,he_uniform,0.2095238095238096,0.3747474747474747,0.44888888888888884,0.2625,0.38526283240568954,0.4243771043771043,0.5111111111111112,0.2625,"[165, 75, 40, 11]"
0.005,16,glorot_uniform,0.3004329004329003,0.4251543209876544,0.6223241590214068,0.17735042735042736,0.5140166975881262,0.48209876543209873,0.6773700305810397,0.21153846153846154,"[216, 109, 78, 17]"
