learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
0.001,16,he_uniform,0.23116883116883102,0.421195652173913,0.5407407407407407,0.36969696969696975,0.43701504844361994,0.4748188405797102,0.5833333333333334,0.43636363636363634,"[184, 90, 55, 24]"
0.0001,64,glorot_uniform,0.199134199134199,0.3231707317073171,0.5126262626262625,0.3157894736842105,0.3826303854875283,0.3849593495934959,0.5189393939393939,0.34210526315789475,"[164, 66, 38, 13]"
0.001,64,he_uniform,0.19999999999999996,0.42926356589147285,0.39024390243902435,0.3333333333333333,0.405943104514533,0.45833333333333337,0.42073170731707316,0.3333333333333333,"[172, 82, 36, 13]"
0.005,32,he_uniform,0.2640692640692637,0.4266975308641975,0.4376947040498443,0.28205128205128205,0.5013626056483199,0.47550154320987653,0.45460614152202933,0.3173076923076923,"[216, 107, 52, 17]"
0.001,32,glorot_uniform,0.24155844155844136,0.43804537521815,0.4797979797979797,0.32075471698113206,0.44853638425066994,0.4945462478184991,0.49025974025974023,0.3018867924528302,"[191, 99, 53, 17]"
0.0001,32,glorot_uniform,0.22770562770562763,0.2965811965811966,0.4974747474747474,0.3142857142857143,0.4588806431663574,0.3350427350427351,0.5227272727272727,0.34285714285714286,"[195, 66, 35, 12]"
0.001,64,glorot_uniform,0.22857142857142843,0.37592592592592594,0.5264227642276422,0.2872340425531915,0.43350855493712637,0.4296296296296297,0.5335365853658537,0.35106382978723405,"[180, 82, 47, 17]"
0.005,64,glorot_uniform,0.2779220779220777,0.4744186046511628,0.5660919540229885,0.29777777777777775,0.5105895691609977,0.5240697674418604,0.6080665024630542,0.35333333333333333,"[215, 116, 75, 27]"
0.0001,16,he_uniform,0.20259740259740242,0.3408662900188324,0.5120772946859904,0.11538461538461539,0.4090352504638219,0.37457627118644066,0.532608695652174,0.1282051282051282,"[177, 69, 39, 5]"
0.005,16,glorot_uniform,0.29177489177489163,0.43790849673202614,0.5133928571428571,0.24494949494949497,0.48283858998144713,0.5348583877995642,0.5543154761904762,0.30303030303030304,"[204, 112, 66, 20]"
0.005,64,he_uniform,0.2424242424242423,0.4713541666666667,0.47596153846153855,0.3559322033898305,0.4517769532055247,0.5303819444444444,0.5416666666666666,0.3728813559322034,"[192, 104, 59, 22]"
0.005,16,he_uniform,0.29523809523809497,0.4317460317460319,0.5462962962962963,0.3557213930348259,0.4962152133580705,0.5047619047619049,0.5972222222222222,0.40298507462686567,"[210, 108, 67, 27]"
0.001,32,he_uniform,0.24761904761904727,0.39416666666666667,0.5585106382978723,0.34463276836158196,0.46923520923520934,0.44354166666666667,0.6223404255319149,0.3474576271186441,"[200, 94, 59, 21]"
0.0001,32,he_uniform,0.2285714285714284,0.3530465949820788,0.391025641025641,0.25,0.44655741084312517,0.39242831541218637,0.42521367521367526,0.2777777777777778,"[186, 78, 36, 10]"
0.0001,64,he_uniform,0.21125541125541125,0.28957169459962756,0.4435483870967742,0.375,0.4219666048237476,0.33985102420856605,0.46774193548387094,0.375,"[179, 62, 32, 13]"
0.001,16,glorot_uniform,0.22943722943722927,0.4147727272727272,0.5,0.3229166666666667,0.4100556586270872,0.47253787878787884,0.5203488372093024,0.3541666666666667,"[176, 86, 48, 17]"
0.0001,16,glorot_uniform,0.1861471861471862,0.3375262054507338,0.4527777777777777,0.25,0.3730983302411874,0.3632075471698113,0.4625,0.3,"[159, 60, 30, 9]"
0.005,32,glorot_uniform,0.26580086580086565,0.3557213930348259,0.45054945054945056,0.24275362318840582,0.48063285920428783,0.43001658374792706,0.4807692307692308,0.27898550724637683,"[201, 91, 46, 14]"
