learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
0.005,32,he_uniform,0.2796536796536794,0.4170731707317072,0.5784313725490197,0.4244791666666666,0.494978354978355,0.4833333333333333,0.6078431372549019,0.4348958333333333,"[205, 102, 64, 30]",0.3573890883156557,0.42962436868686865,0.39350672850126217
0.001,32,glorot_uniform,0.2727272727272726,0.3658536585365854,0.5928030303030302,0.3583333333333333,0.4918181818181818,0.4085365853658536,0.6410984848484849,0.3527777777777777,"[205, 88, 60, 25]",0.3508809858393686,0.35553385416666655,0.3532074200030176
0.001,16,glorot_uniform,0.2303030303030301,0.3425414364640883,0.5266666666666666,0.3636363636363636,0.4278571428571429,0.393646408839779,0.54,0.3712121212121211,"[181, 75, 44, 17]",0.2994310520603807,0.3673851921274601,0.3334081220939204
0.0001,64,glorot_uniform,0.2207792207792206,0.3268518518518518,0.4225352112676056,0.3787878787878788,0.4254978354978355,0.3736111111111111,0.4389671361502347,0.3434343434343434,"[180, 71, 33, 13]",0.29071457713697635,0.3602458147912693,0.3254801959641228
0.005,32,glorot_uniform,0.2597402597402596,0.3973063973063973,0.5641025641025641,0.2611111111111111,0.4723809523809523,0.4444444444444444,0.6062271062271062,0.3,"[198, 91, 60, 20]",0.335180429787809,0.27920792079207923,0.3071941752899441
0.0001,64,he_uniform,0.2424242424242422,0.3492907801418439,0.5493827160493827,0.2908496732026144,0.4509523809523809,0.425531914893617,0.5823045267489712,0.284313725490196,"[188, 81, 51, 16]",0.31533162681317745,0.2875445632798574,0.3014380950465174
0.0001,32,he_uniform,0.2216450216450216,0.4699792960662525,0.4588014981273408,0.2951388888888889,0.381038961038961,0.5331262939958592,0.5112359550561798,0.3472222222222221,"[161, 89, 48, 17]",0.28026425521038356,0.31906906906906907,0.2996666621397263
0.005,64,glorot_uniform,0.2580086580086581,0.3991228070175438,0.448581560283688,0.2588652482269504,0.4529004329004328,0.4754385964912281,0.4645390070921986,0.2659574468085106,"[190, 94, 47, 14]",0.3287402971728876,0.26236342725704426,0.29555186221496593
0.005,16,glorot_uniform,0.2865800865800864,0.4634920634920634,0.5550595238095238,0.2004830917874396,0.5024458874458875,0.5261904761904762,0.5677083333333333,0.2584541062801933,"[210, 112, 69, 20]",0.3649841466975858,0.22580727180269514,0.29539570925014047
0.005,64,he_uniform,0.2649350649350647,0.4501633986928105,0.4476190476190475,0.2321428571428571,0.4835497835497835,0.5016339869281046,0.4785714285714286,0.25,"[204, 105, 56, 17]",0.3423163302862549,0.24074074074074073,0.29152853551349783
0.001,64,he_uniform,0.232034632034632,0.3981481481481481,0.5187265917602996,0.2596153846153846,0.4706060606060606,0.4372895622895623,0.5290262172284644,0.2852564102564102,"[198, 89, 52, 16]",0.3108186168256404,0.27183257918552034,0.29132559800558033
0.0001,32,glorot_uniform,0.2303030303030303,0.4101851851851853,0.4496124031007751,0.2840909090909091,0.4218831168831168,0.4642592592592592,0.4612403100775193,0.2840909090909091,"[180, 86, 44, 14]",0.2979546887681367,0.2840909090909091,0.2910227989295229
0.001,64,glorot_uniform,0.2415584415584413,0.3681972789115647,0.5117647058823529,0.2708333333333333,0.4569696969696969,0.4209183673469387,0.55,0.2569444444444445,"[196, 85, 48, 14]",0.31604993915355817,0.2637061403508772,0.2898780397522177
0.0001,16,glorot_uniform,0.2008658008658008,0.3970588235294117,0.4372294372294373,0.2948717948717949,0.395021645021645,0.4441176470588235,0.4718614718614718,0.3333333333333333,"[170, 77, 39, 14]",0.2663131758663905,0.3129251700680272,0.28961917296720885
0.001,32,he_uniform,0.2666666666666665,0.4113821138211382,0.5608974358974359,0.2123655913978494,0.4923593073593074,0.4869918699186991,0.5560897435897435,0.2311827956989247,"[205, 104, 62, 15]",0.34595868860562146,0.22137504072987937,0.28366686466775043
0.005,16,he_uniform,0.256277056277056,0.4197860962566845,0.5842490842490843,0.1805555555555555,0.4535497835497835,0.4839572192513369,0.6181318681318682,0.2388888888888889,"[187, 91, 60, 17]",0.3275007280130166,0.2056659308314937,0.26658332942225516
0.001,16,he_uniform,0.2467532467532466,0.3448581560283688,0.5101626016260163,0.1904761904761905,0.4454545454545454,0.4237588652482269,0.5579268292682927,0.2312925170068027,"[188, 82, 49, 13]",0.31758485417021987,0.20890937019969277,0.26324711218495633
0.0001,16,he_uniform,0.2077922077922077,0.4348659003831417,0.4313725490196078,0.1463414634146341,0.4114718614718614,0.4770114942528735,0.4490196078431372,0.1585365853658536,"[174, 85, 41, 7]",0.27613630689478286,0.15219512195121945,0.21416571442300114
