learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
0.005,16,he_uniform,0.2675324675324672,0.4713804713804714,0.5560606060606061,0.4289215686274509,0.4680814639905549,0.5396945646945647,0.5715151515151515,0.4975490196078431,"[198, 110, 68, 35]",0.34046932419654335,0.46069353667392876,0.4005814304352361
0.005,64,he_uniform,0.2900432900432898,0.4699842022116904,0.4943019943019943,0.3595238095238094,0.5098150334513971,0.5238546603475513,0.5594017094017094,0.4214285714285714,"[211, 117, 70, 30]",0.36973655276778594,0.3880226480836235,0.37887960042570473
0.001,64,glorot_uniform,0.2683982683982682,0.3974358974358974,0.5134680134680135,0.3660714285714285,0.5013380558835104,0.452724358974359,0.5185185185185185,0.369047619047619,"[208, 99, 56, 22]",0.34962171288159305,0.36755349913244645,0.3585876060070198
0.005,16,glorot_uniform,0.2735930735930734,0.452145214521452,0.5377358490566038,0.3307291666666666,0.4845159386068476,0.4994224422442244,0.5605345911949685,0.3828125,"[202, 106, 64, 26]",0.3497127793366024,0.35486998175182477,0.3522913805442136
0.005,64,glorot_uniform,0.2883116883116881,0.4382440476190476,0.5213675213675213,0.3071428571428571,0.535141676505313,0.4958333333333334,0.5769230769230769,0.3357142857142857,"[224, 117, 70, 24]",0.3747330615947677,0.32079365079365074,0.3477633561942092
0.001,32,he_uniform,0.2493506493506492,0.3700854700854701,0.5348837209302325,0.3237179487179488,0.4666096025186935,0.4184493284493283,0.5614341085271318,0.3557692307692308,"[195, 86, 52, 19]",0.3250163876486189,0.3389876632801162,0.3320020254643675
0.0001,64,he_uniform,0.2138528138528139,0.3168498168498169,0.4079601990049751,0.359375,0.435702479338843,0.3443223443223443,0.4313432835820895,0.390625,"[182, 67, 32, 13]",0.2868922851861563,0.3743489583333333,0.3306206217597448
0.005,32,he_uniform,0.2744588744588741,0.4361370716510904,0.550595238095238,0.2777777777777777,0.5041007477371113,0.49797507788162,0.5714285714285714,0.2898550724637681,"[214, 112, 69, 21]",0.355412533333193,0.2836879432624113,0.31955023829780216
0.0001,16,he_uniform,0.2138528138528139,0.4091816367265469,0.4208333333333333,0.3333333333333333,0.395017709563164,0.4628742514970059,0.434375,0.3947368421052631,"[167, 80, 38, 15]",0.2774831280642003,0.36144578313253006,0.31946445559836517
0.0001,32,he_uniform,0.2320346320346319,0.3685567010309278,0.3546511627906977,0.3131313131313131,0.459319165682802,0.4240549828178694,0.3631782945736433,0.3333333333333333,"[194, 86, 33, 12]",0.30831667938337703,0.32291666666666663,0.31561667302502183
0.0001,32,glorot_uniform,0.2432900432900432,0.4333333333333333,0.3090277777777778,0.3026315789473684,0.4794234553325461,0.4642380952380951,0.3458333333333334,0.2982456140350877,"[200, 96, 38, 12]",0.32278061340882097,0.30042258932001537,0.31160160136441817
0.001,16,he_uniform,0.2614718614718613,0.3704663212435233,0.5203703703703704,0.2767857142857143,0.4540869736324282,0.4455958549222799,0.5787037037037037,0.3035714285714285,"[193, 90, 56, 18]",0.3318552170444251,0.28956043956043953,0.3107078283024323
0.005,32,glorot_uniform,0.2554112554112552,0.4405940594059406,0.4675925925925925,0.2818181818181818,0.4787111373475008,0.5076732673267327,0.4722222222222222,0.2909090909090909,"[202, 108, 55, 16]",0.3331003488663619,0.28629148629148626,0.3096959175789241
0.001,32,glorot_uniform,0.2640692640692638,0.3291245791245791,0.4534883720930232,0.2282608695652173,0.4762849271940181,0.3957311207311207,0.502906976744186,0.25,"[198, 86, 46, 12]",0.33976226972335904,0.2386363636363636,0.2891993166798613
0.001,64,he_uniform,0.2458874458874459,0.4324324324324325,0.484375,0.2549019607843137,0.4381070444706808,0.5070270270270271,0.4947916666666667,0.2516339869281045,"[185, 96, 51, 14]",0.31498798223883523,0.25325743200506,0.28412270712194765
0.0001,16,glorot_uniform,0.2103896103896104,0.3476190476190476,0.4027777777777778,0.28125,0.4235615899252263,0.3936190476190476,0.4131944444444444,0.2760416666666666,"[175, 72, 32, 10]",0.2811350710783937,0.2786214953271028,0.2798782832027482
0.001,16,glorot_uniform,0.2432900432900431,0.3832442067736186,0.5602409638554217,0.2264150943396226,0.4516765053128689,0.4237076648841354,0.5951807228915662,0.2295597484276729,"[187, 83, 53, 14]",0.31624082267433273,0.22797657774886138,0.27210870021159705
0.0001,64,glorot_uniform,0.2034632034632036,0.3994252873563218,0.3552631578947368,0.21875,0.4031562377016922,0.4262452107279693,0.3947368421052631,0.234375,"[174, 76, 32, 8]",0.27044124883779236,0.22629310344827586,0.2483671761430341
