learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
0.005,16,glorot_uniform,0.256277056277056,0.4179755671902268,0.5340136054421768,0.4195402298850574,0.4545763760049474,0.4925828970331588,0.576530612244898,0.4712643678160919,"[191, 98, 58, 29]",0.3277679763651313,0.44390063032999627,0.38583430334756375
0.005,16,he_uniform,0.243290043290043,0.423611111111111,0.487037037037037,0.3790849673202615,0.4612244897959184,0.4470775462962963,0.5351851851851852,0.4294117647058823,"[192, 90, 51, 24]",0.3185493579454251,0.4026820105568501,0.3606156842511376
0.005,32,glorot_uniform,0.2770562770562769,0.4893790849673202,0.5812324929971988,0.316017316017316,0.4958565244279529,0.5472494553376906,0.6246498599439776,0.3809523809523809,"[204, 119, 77, 31]",0.3554868346034931,0.3454599230996746,0.35047337885158386
0.001,16,glorot_uniform,0.2857142857142852,0.4548286604361372,0.538135593220339,0.3263888888888889,0.5164192949907236,0.5191069574247145,0.5768361581920903,0.3310185185185185,"[214, 118, 72, 26]",0.3678897718449004,0.32868740219092324,0.3482885870179118
0.001,16,he_uniform,0.2883116883116881,0.4727414330218069,0.5013888888888888,0.2954545454545454,0.5173005565862708,0.5467289719626168,0.5291666666666667,0.3409090909090909,"[214, 120, 66, 25]",0.3702619908734248,0.3165584415584416,0.3434102162159332
0.005,64,glorot_uniform,0.2883116883116879,0.4248366013071895,0.553030303030303,0.2990196078431372,0.4920531849103278,0.5224673202614379,0.603030303030303,0.3308823529411764,"[204, 110, 68, 24]",0.3635855209497082,0.3141451132982375,0.33886531712397283
0.001,64,glorot_uniform,0.2580086580086577,0.4120603015075376,0.4526315789473684,0.3235294117647059,0.4762677798392083,0.4524567280848687,0.4789473684210526,0.3398692810457516,"[199, 95, 51, 19]",0.3347001330704189,0.3314981164879745,0.3330991247791967
0.001,32,glorot_uniform,0.251082251082251,0.4459962756052142,0.3894736842105262,0.3260869565217391,0.4246289424860853,0.5086902545003102,0.4578947368421052,0.358695652173913,"[179, 95, 46, 17]",0.3155691122742947,0.3416149068322981,0.32859200955329637
0.005,32,he_uniform,0.2683982683982682,0.4698492462311557,0.5981308411214953,0.3059360730593607,0.4815089672232529,0.5106923506420994,0.6526479750778815,0.3127853881278539,"[199, 107, 73, 25]",0.3446724258203722,0.3093228192555898,0.32699762253798104
0.0001,64,he_uniform,0.2259740259740258,0.345360824742268,0.3530701754385965,0.3484848484848485,0.4593228200371058,0.3814432989690721,0.4122807017543859,0.3282828282828283,"[194, 76, 33, 12]",0.3029199024325926,0.338082315694256,0.3205011090634243
0.001,32,he_uniform,0.2528138528138526,0.4485903814262023,0.4663461538461539,0.2727272727272727,0.4764687693259122,0.5041459369817578,0.5080128205128205,0.3090909090909091,"[201, 104, 55, 18]",0.33034629281396277,0.2897727272727273,0.31005951004334503
0.005,64,he_uniform,0.2943722943722942,0.4120370370370371,0.4823717948717948,0.2270114942528736,0.5207482993197279,0.4645061728395061,0.5166666666666667,0.25,"[216, 104, 58, 17]",0.3761256256988587,0.23795180722891568,0.3070387164638872
0.0001,16,he_uniform,0.2147186147186144,0.3698501872659177,0.4094650205761316,0.3108108108108108,0.4164038342609772,0.4475655430711611,0.4506172839506173,0.3108108108108108,"[178, 81, 37, 13]",0.28333536416140936,0.3108108108108108,0.29707308748611005
0.001,64,he_uniform,0.2554112554112553,0.3843537414965987,0.493127147766323,0.2561728395061728,0.4695269016697588,0.4681122448979591,0.5378006872852233,0.25,"[196, 97, 54, 15]",0.33084878822685126,0.2530487804878048,0.2919487843573281
0.0001,64,glorot_uniform,0.2354978354978353,0.3315696649029981,0.4209401709401709,0.2222222222222222,0.4508194186765615,0.390652557319224,0.4358974358974359,0.2592592592592592,"[189, 78, 36, 10]",0.3093816938244861,0.23931623931623927,0.2743489665703627
0.0001,32,glorot_uniform,0.2051948051948051,0.3143712574850299,0.5188172043010754,0.25,0.3974180581323438,0.3513639387890885,0.5,0.2647058823529412,"[167, 62, 34, 10]",0.2706484576818362,0.2571428571428572,0.26389565741234666
0.0001,32,he_uniform,0.2129870129870128,0.3139534883720931,0.4338235294117647,0.1818181818181818,0.4104823747680891,0.3924418604651162,0.4362745098039215,0.1818181818181818,"[172, 68, 33, 6]",0.2804545551160637,0.1818181818181818,0.23113636846712277
0.0001,16,glorot_uniform,0.2303030303030303,0.3453703703703704,0.4444444444444444,0.1625,0.433286951144094,0.4157407407407407,0.4743589743589743,0.15,"[180, 78, 40, 7]",0.3007498625028506,0.156,0.22837493125142527
