learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
0.005,32,he_uniform,0.2995670995670995,0.3747967479674796,0.5751633986928105,0.3541666666666666,0.4881508967223253,0.4624390243902438,0.590686274509804,0.390625,"[205, 102, 64, 27]",0.3712850257859443,0.37150349650349646,0.3713942611447204
0.005,16,he_uniform,0.2952380952380951,0.4377022653721682,0.6371681415929202,0.3290043290043289,0.4890429808286951,0.5250134843581445,0.6592920353982301,0.393939393939394,"[206, 113, 77, 32]",0.3681948285008174,0.35855561604064595,0.3633752222707317
0.005,32,glorot_uniform,0.2883116883116881,0.4324786324786325,0.483974358974359,0.3700564971751412,0.4623948670377241,0.514037814037814,0.5360576923076923,0.3559322033898305,"[195, 104, 59, 23]",0.355168990685727,0.36285695442854315,0.35901297255713505
0.001,64,he_uniform,0.2337662337662337,0.3975791433891991,0.4731800766283525,0.3854166666666667,0.4096459492888065,0.4723893425010743,0.5252873563218391,0.3958333333333333,"[179, 87, 48, 20]",0.29766732202099444,0.39055555555555554,0.344111438788275
0.001,32,glorot_uniform,0.2285714285714285,0.3851851851851852,0.5174418604651163,0.3605442176870748,0.4329931972789115,0.4604166666666666,0.5377906976744186,0.4183673469387755,"[180, 86, 49, 21]",0.29919941241278,0.38730950895642097,0.34325446068460047
0.0001,16,he_uniform,0.1809523809523811,0.3565121412803532,0.4274193548387097,0.3793103448275862,0.3468893011750154,0.3885209713024282,0.4556451612903225,0.4310344827586206,"[151, 62, 29, 13]",0.23783815147579332,0.40352164343360225,0.32067989745469777
0.005,64,glorot_uniform,0.244155844155844,0.4953959484346225,0.5311526479750779,0.303921568627451,0.4176004947433519,0.5542927299833378,0.5763239875389409,0.3602941176470588,"[181, 107, 68, 25]",0.3081484689170238,0.32971565009767745,0.3189320595073506
0.001,16,he_uniform,0.2450216450216449,0.4361702127659574,0.5601374570446735,0.3046875,0.4467223252937539,0.4931294326241134,0.6400343642611684,0.3203125,"[188, 97, 64, 22]",0.31646575527492776,0.3123046875,0.3143852213874639
0.0001,32,glorot_uniform,0.2181818181818179,0.3296089385474861,0.466183574879227,0.3162393162393163,0.4125742115027829,0.3723463687150838,0.532608695652174,0.3461538461538461,"[179, 69, 39, 14]",0.28542316637264076,0.33052109181141437,0.30797212909202754
0.001,64,glorot_uniform,0.27012987012987,0.3981937602627257,0.4983498349834983,0.2796610169491525,0.4751870748299319,0.4692528735632184,0.5536303630363036,0.2627118644067797,"[203, 101, 59, 17]",0.34445003210848896,0.27092161016949157,0.30768582113899023
0.005,64,he_uniform,0.2415584415584413,0.4717813051146383,0.5598705501618123,0.2923076923076923,0.4390940012368584,0.535978835978836,0.5950647249190939,0.3051282051282051,"[189, 103, 65, 22]",0.31166232857650816,0.29858038956751404,0.3051213590720111
0.001,16,glorot_uniform,0.2614718614718613,0.4101221640488656,0.546875,0.2471264367816092,0.4504901051329622,0.4860383944153577,0.5859375,0.3189655172413793,"[191, 96, 58, 19]",0.3308898280774317,0.27848765972343775,0.30468874390043477
0.001,32,he_uniform,0.2303030303030303,0.3530571992110453,0.527027027027027,0.2765957446808511,0.3876901669758812,0.4201183431952662,0.6182432432432432,0.3404255319148936,"[169, 74, 47, 16]",0.2889553498853055,0.3052090975788701,0.2970822237320878
0.005,16,glorot_uniform,0.3004329004329003,0.4251543209876544,0.6223241590214068,0.1773504273504273,0.5140166975881262,0.4820987654320987,0.6773700305810397,0.2115384615384615,"[216, 109, 78, 17]",0.37921935919073263,0.19294167371090443,0.28608051645081856
0.0001,64,glorot_uniform,0.2389610389610387,0.4054982817869415,0.4761904761904762,0.2465277777777777,0.4525680272108844,0.4504725085910653,0.499084249084249,0.2708333333333333,"[194, 91, 48, 14]",0.31277391297960006,0.25810961968680085,0.28544176633320045
0.0001,32,he_uniform,0.2095238095238096,0.3747474747474747,0.4488888888888888,0.2625,0.3852628324056895,0.4243771043771043,0.5111111111111112,0.2625,"[165, 75, 40, 11]",0.2714308984872634,0.2625,0.2669654492436317
0.0001,64,he_uniform,0.2112554112554113,0.3302845528455284,0.4626865671641791,0.2361111111111111,0.3804746444032159,0.3859756097560975,0.5,0.2638888888888889,"[164, 67, 36, 10]",0.2716689027607141,0.2492283950617284,0.2604486489112212
0.0001,16,glorot_uniform,0.2129870129870129,0.3721590909090909,0.4954954954954955,0.1937984496124031,0.4155534941249227,0.3967803030303031,0.5459459459459459,0.2441860465116279,"[176, 74, 43, 12]",0.28162861883528967,0.2160938464704672,0.24886123265287843
