Seed,Precision,Recall,F1,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.04205607476635514,0.03457943925233645,0.03686396677050882,0.30218068535825543,0.4484536082474227,0.5977011494252874,0.5192307692307693,0.2700263932156456,0.4484536082474227,0.5613026819923372,0.5096153846153846,"[194, 87, 52, 27]"
123,0.029595015576323987,0.023805815160955347,0.025285565939771548,0.3099688473520249,0.49748743718592964,0.5757575757575758,0.3333333333333333,0.27746810562231117,0.48207705192629813,0.5437710437710438,0.3216374269005848,"[199, 99, 57, 19]"
47899,0.029595015576323987,0.024143302180685357,0.02564901349948079,0.3364485981308411,0.5,0.6018518518518519,0.2923076923076923,0.3076843198338525,0.49344135802469136,0.5787037037037037,0.27692307692307694,"[216, 108, 65, 19]"
2025,0.0264797507788162,0.01843198338525441,0.020382732532265246,0.31931464174454827,0.4682926829268293,0.4479166666666667,0.3953488372093023,0.2881249072837858,0.456910569105691,0.41840277777777773,0.3372093023255814,"[205, 96, 43, 17]"
1,0.0264797507788162,0.01680944963655244,0.019223161746526232,0.32710280373831774,0.4523809523809524,0.5157894736842106,0.3469387755102041,0.2908615808732631,0.44367346938775515,0.4842105263157895,0.3231292517006803,"[210, 95, 49, 17]"
20,0.0264797507788162,0.018042575285565937,0.020278890372348313,0.3146417445482866,0.48514851485148514,0.5612244897959183,0.3090909090909091,0.27856524749048117,0.4777227722772277,0.5374149659863945,0.2909090909090909,"[202, 98, 55, 17]"
99,0.024922118380062305,0.016614745586708203,0.018802848242100576,0.31931464174454827,0.526829268292683,0.4722222222222222,0.3137254901960784,0.2884215991692628,0.5195121951219512,0.4475308641975309,0.2549019607843137,"[205, 108, 51, 16]"
1020,0.024922118380062305,0.020119418483904465,0.02131731197151758,0.31931464174454827,0.5024390243902439,0.5825242718446602,0.26666666666666666,0.28125716443473453,0.49674796747967476,0.5663430420711975,0.2375,"[205, 103, 60, 16]"
345,0.03271028037383177,0.026012461059190035,0.027777777777777776,0.3146417445482866,0.5198019801980198,0.5714285714285714,0.35,0.28875908618899265,0.5099009900990099,0.5571428571428572,0.35,"[202, 105, 60, 21]"
78,0.04205607476635514,0.033241291418861514,0.03533600356030263,0.3099688473520249,0.5276381909547738,0.5619047619047619,0.4576271186440678,0.2726315221642325,0.5187843981813831,0.5452380952380952,0.4406779661016949,"[199, 105, 59, 27]"
