learning_rate,batch_size,kernel_initializer,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
0.005,16,glorot_uniform,0.3030303030303031,0.4655448717948718,0.5240112994350282,0.5049751243781094,0.5041774891774892,0.5504807692307693,0.5388418079096045,0.5955223880597015,"[208, 118, 67, 42]",0.3785420775204381,0.5465237105611185,0.4625328940407783
0.005,16,he_uniform,0.314285714285714,0.3873456790123457,0.5550595238095238,0.3627450980392157,0.5124768089053803,0.4915123456790123,0.5773809523809524,0.4240196078431373,"[216, 112, 68, 30]",0.3896261270286514,0.39099627389896763,0.3903112004638095
0.005,32,glorot_uniform,0.2787878787878787,0.4170854271356783,0.462046204620462,0.3839285714285714,0.4716079158936301,0.4907872696817421,0.5445544554455446,0.4285714285714285,"[199, 101, 56, 26]",0.3504245930572173,0.40502354788069067,0.37772407046895395
0.001,16,glorot_uniform,0.2770562770562769,0.4095477386934673,0.5433333333333333,0.3624338624338625,0.4810482374768089,0.4751256281407035,0.5765,0.4047619047619047,"[199, 100, 63, 27]",0.3516070177787916,0.38243021346469624,0.3670186156217439
0.001,32,glorot_uniform,0.2406926406926406,0.4210992907801418,0.5736842105263159,0.4011299435028248,0.4470964749536177,0.4803191489361701,0.5815789473684211,0.4152542372881356,"[188, 95, 59, 26]",0.3129239144758563,0.40806990792328895,0.3604969111995726
0.005,32,he_uniform,0.2744588744588742,0.4334935897435897,0.4089506172839506,0.3580246913580247,0.4926839826839826,0.4981570512820512,0.4907407407407407,0.3765432098765432,"[208, 108, 54, 22]",0.3525327521264543,0.36705052391326903,0.3597916380198617
0.001,64,glorot_uniform,0.2623376623376621,0.3635620915032679,0.4545454545454545,0.3191489361702128,0.4858719851576995,0.419281045751634,0.5,0.3563829787234042,"[204, 88, 47, 18]",0.3407133848335478,0.336739822415815,0.33872660362468143
0.001,16,he_uniform,0.2554112554112553,0.3925318761384335,0.4329501915708812,0.3152173913043478,0.4378231292517007,0.4473588342440802,0.5057471264367817,0.3659420289855073,"[183, 87, 46, 18]",0.3226180280847708,0.338691026827012,0.3306545274558914
0.0001,16,he_uniform,0.2363636363636362,0.3741496598639455,0.4126984126984127,0.3373983739837398,0.4600834879406307,0.4183673469387755,0.4722222222222222,0.3597560975609756,"[196, 84, 41, 16]",0.31229077540997285,0.3482187300007111,0.330254752705342
0.001,64,he_uniform,0.2285714285714284,0.3894927536231883,0.5436507936507936,0.3163265306122449,0.4366079158936303,0.4402173913043477,0.5515873015873016,0.3418367346938775,"[184, 84, 49, 18]",0.30005770892256967,0.32858724885302953,0.31432247888779963
0.0001,32,glorot_uniform,0.2155844155844156,0.3709677419354839,0.4059829059829059,0.3472222222222222,0.4369109461966605,0.4041218637992831,0.4380341880341881,0.3287037037037036,"[186, 78, 36, 13]",0.28871068367791386,0.33770928462709277,0.31320998415250334
0.0001,32,he_uniform,0.224242424242424,0.4037037037037037,0.553639846743295,0.3237179487179487,0.4233116883116883,0.4703703703703703,0.5727969348659004,0.3333333333333333,"[180, 87, 52, 19]",0.2931783996329236,0.3284552845528455,0.3108168420928845
0.005,64,glorot_uniform,0.2891774891774889,0.4028475711892796,0.4865319865319865,0.2457627118644068,0.4704638218923933,0.4801507537688442,0.5808080808080808,0.2610169491525423,"[199, 99, 59, 17]",0.35818891042688994,0.2531602516864123,0.30567458105665113
0.0001,64,he_uniform,0.2268398268398268,0.4296296296296296,0.4867424242424242,0.29,0.4323098330241187,0.4580555555555556,0.5492424242424242,0.31,"[180, 88, 50, 16]",0.29755029437347225,0.29966666666666664,0.29860848052006944
0.0001,16,glorot_uniform,0.2103896103896103,0.3858585858585857,0.4385964912280701,0.3170731707317073,0.3968398268398268,0.4424242424242424,0.4916666666666667,0.3170731707317073,"[165, 76, 41, 14]",0.2749898849991527,0.3170731707317073,0.29603152786543
0.0001,64,glorot_uniform,0.2225108225108225,0.387434554973822,0.3705882352941176,0.3026315789473684,0.452773654916512,0.4323734729493892,0.4164705882352941,0.2850877192982456,"[191, 85, 38, 13]",0.2983839899608695,0.29359780047132755,0.29599089521609856
0.005,64,he_uniform,0.2614718614718613,0.4316239316239315,0.4967637540453074,0.2166666666666666,0.4714285714285715,0.5085470085470085,0.5440129449838188,0.2388888888888888,"[195, 103, 60, 16]",0.3363766770736646,0.2272357723577235,0.28180622471569405
0.001,32,he_uniform,0.243290043290043,0.3938596491228071,0.5229885057471264,0.2,0.4537198515769944,0.4359649122807018,0.5890804597701149,0.2151515151515151,"[190, 87, 55, 14]",0.3167401873190801,0.20729927007299268,0.2620197286960364
