#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
18,64,128,4,3,4,0.1,1e-05,0.001,0.5523809523809521,0.7480916030534349,0.7948148148148146,0.5164203612479473,0.6413388991960419,0.8403307888040712,0.8600740740740741,0.7326765188834153,"[262, 225, 203, 153]",0.15151515151515174,0.34505565862708715,0.19975075429620887
17,128,256,4,4,4,0.1,0.0001,0.0001,0.5727272727272723,0.7581453634085212,0.771386430678466,0.587378640776699,0.6433704390847247,0.8292606516290727,0.8760324483775811,0.832200647249191,"[266, 226, 206, 176]",0.16969696969696998,0.3933704390847247,0.22552051123479702
15,64,128,3,3,4,0.0,1e-05,0.001,0.529004329004329,0.7499999999999997,0.7962962962962962,0.6341666666666663,0.6433055040197897,0.8118589743589743,0.8935956790123456,0.8525,"[260, 216, 200, 175]",0.17142857142857168,0.4006153370439084,0.22868293322838776
18,128,128,4,3,2,0.0,0.0001,0.001,0.5272727272727274,0.7192307692307691,0.8256528417818741,0.5953565505804308,0.6339795918367346,0.8095512820512821,0.8821812596006144,0.8076285240464346,"[260, 217, 201, 166]",0.16363636363636394,0.3734786641929499,0.2158278518018778
24,64,128,4,3,4,0.0,0.0001,0.0001,0.5359307359307359,0.7439999999999998,0.843364197530864,0.4925373134328357,0.610491651205937,0.843,0.8891975308641975,0.7235489220563848,"[250, 216, 201, 149]",0.14458874458874477,0.3289764996907854,0.1898229043683589
21,64,128,3,3,2,0.1,0.0001,0.001,0.5333333333333331,0.76797385620915,0.7767722473604824,0.5917508417508416,0.6202319109461965,0.8415032679738561,0.8624434389140273,0.8207912457912457,"[255, 221, 198, 168]",0.16190476190476225,0.37559987631416203,0.21440546466520502
21,128,128,4,4,4,0.0,0.0001,0.001,0.5203463203463201,0.7203065134099619,0.8053030303030301,0.6462585034013604,0.6404050711193569,0.8269476372924649,0.8486363636363636,0.8389455782312926,"[261, 220, 196, 168]",0.1679653679653682,0.37899814471243043,0.2201632278255655
14,128,256,3,3,4,0.1,0.0001,0.001,0.5047619047619047,0.7470588235294116,0.791476407914764,0.5954861111111108,0.6262337662337663,0.8346405228758169,0.8357686453576865,0.7816840277777777,"[255, 219, 192, 158]",0.15064935064935092,0.3418150896722325,0.19823560278105737
18,128,256,3,3,4,0.1,0.0001,0.0001,0.5619047619047617,0.7383647798742139,0.7838660578386606,0.5484400656814449,0.6478540507111935,0.8072327044025157,0.8868340943683408,0.7730706075533662,"[265, 219, 203, 161]",0.1575757575757579,0.36040197897340753,0.2082106782106782
20,128,128,3,3,4,0.1,1e-05,0.0001,0.529004329004329,0.7643908969210175,0.7832550860719876,0.508635578583765,0.6049412492269635,0.8430388219544845,0.8676838810641627,0.7559585492227978,"[249, 213, 193, 152]",0.14372294372294395,0.33633580705009275,0.19125353722756328
