Seed,Precision,Recall,F1,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.1713395638629279,0.37026003807545854,0.2211088232239242,0.4948078920041532,0.7298578199052133,0.8713615023474178,0.6127596439169141,0.6200996390248729,0.8289635522455429,0.9121596244131457,0.7928288822947575,"[422, 355, 337, 280]"
123,0.18535825545171283,0.4083994708994709,0.2402812054681216,0.5716510903426789,0.7498215560314062,0.8133680555555557,0.598230912476723,0.6900731839984177,0.8049607423269095,0.8952132936507936,0.8175512104283054,"[467, 384, 358, 306]"
47899,0.1505711318795427,0.3315031152647976,0.195981173551267,0.5088265835929389,0.7507788161993771,0.8053259871441688,0.554192229038855,0.6343198338525442,0.8344042056074766,0.8600091827364554,0.7216257668711655,"[428, 363, 326, 249]"
2025,0.1760124610591894,0.3987557484052811,0.2335337127393204,0.537902388369678,0.765134099616858,0.804982817869416,0.6111111111111113,0.6406226820946448,0.8862452107279694,0.8923969072164947,0.791783380018674,"[435, 388, 357, 291]"
1,0.1848390446521283,0.40539948326163266,0.23960689981349137,0.5467289719626162,0.728244837758112,0.8010471204188483,0.6386514719848053,0.6611410893537063,0.8294034689499291,0.8918910496135627,0.8233618233618234,"[452, 382, 351, 299]"
20,0.17912772585669737,0.39910003461405325,0.23502076843198355,0.5295950155763244,0.7386785449146256,0.7966401414677279,0.6554907677356661,0.6622916975720715,0.8192588468200941,0.8850448402172539,0.8330903790087464,"[449, 377, 343, 298]"
99,0.14693665628245045,0.33800808485387923,0.1962704481396071,0.5290758047767394,0.756535947712418,0.7763285024154589,0.5422008547008549,0.5956349206349205,0.832312091503268,0.8696618357487922,0.7844551282051282,"[408, 345, 312, 256]"
1020,0.17912772585669734,0.3955928892844781,0.23315576773520724,0.5669781931464176,0.7596644784828593,0.8005115089514063,0.5949137148047232,0.6772737387223369,0.8334935791172116,0.9027950310559006,0.7736148955495004,"[457, 391, 367, 296]"
345,0.17133956386292773,0.38406022845275184,0.2249989885503905,0.49999999999999983,0.755430711610487,0.8137254901960785,0.6395463510848131,0.660981308411215,0.8294382022471911,0.8573975044563282,0.8153846153846153,"[445, 374, 338, 283]"
78,0.17082035306334317,0.39020773489231425,0.22528286282590285,0.5482866043613711,0.7350230414746544,0.8084914182475155,0.6111111111111113,0.6341912954646601,0.8352936042452173,0.9041102077687444,0.8122605363984675,"[434, 369, 348, 298]"
