#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
14,128,256,4,4,2,0.0,0.0001,0.0001,0.5463203463203461,0.7447335811648077,0.7975679542203148,0.6183800623052959,0.6598763141620284,0.8468852089669934,0.8756795422031473,0.8271028037383178,"[269, 233, 214, 181]",0.17835497835497852,0.40739022881880027,0.2358730158730159
23,64,256,4,4,4,0.0,0.0001,0.0001,0.5428571428571428,0.7140077821011671,0.8294392523364484,0.5894909688013135,0.6269511440940012,0.8138603938214832,0.9115264797507787,0.8119868637110016,"[257, 214, 203, 171]",0.16363636363636397,0.38683982683982676,0.22061430632859205
17,128,128,3,3,4,0.1,0.0001,0.001,0.5021645021645021,0.7202614379084967,0.798202614379085,0.6132246376811592,0.6301360544217687,0.7812418300653596,0.8668300653594772,0.816123188405797,"[255, 204, 184, 156]",0.15411255411255437,0.3521273964131106,0.20487734487734485
22,64,256,4,3,2,0.1,1e-05,0.001,0.5290043290043289,0.7718631178707221,0.8253275109170305,0.5837282780410742,0.65156462585034,0.8501728309713099,0.8879184861717615,0.7977883096366508,"[263, 229, 211, 173]",0.17142857142857168,0.39145949288806425,0.2273304473304473
16,128,256,3,4,2,0.1,1e-05,0.001,0.48051948051948035,0.7941970310391363,0.8379844961240309,0.550903119868637,0.6099010513296226,0.8484235063182431,0.9142635658914728,0.7138752052545155,"[247, 215, 203, 150]",0.15411255411255434,0.334186765615337,0.20022469593898168
19,128,128,3,3,2,0.1,1e-05,0.0001,0.5696969696969698,0.7758838383838385,0.7750737463126841,0.4933993399339934,0.6463512677798393,0.8378156565656566,0.8592182890855458,0.7586633663366337,"[264, 226, 202, 158]",0.15411255411255437,0.3499876314162028,0.2040136054421769
25,64,256,3,4,4,0.0,1e-05,0.0001,0.5350649350649351,0.7314465408805032,0.828767123287671,0.6227642276422763,0.6508472479901051,0.8092910234419668,0.8981735159817351,0.8186991869918698,"[265, 219, 205, 174]",0.17229437229437247,0.39862090290661717,0.2300020614306328
18,64,128,3,3,2,0.1,0.0001,0.001,0.5194805194805194,0.7702702702702704,0.794814814814815,0.5927750410509031,0.6359987631416203,0.8506201006201005,0.8624444444444443,0.7885878489326764,"[259, 225, 203, 165]",0.16190476190476216,0.368169449598021,0.21411461554318695
19,128,128,3,4,4,0.1,1e-05,0.001,0.509090909090909,0.7405063291139239,0.8045977011494253,0.5558558558558557,0.5841187384044527,0.8390998593530238,0.8663382594417077,0.7945945945945946,"[237, 203, 185, 152]",0.1454545454545457,0.33844774273345696,0.19458874458874456
18,128,128,3,4,2,0.0,1e-05,0.0001,0.5324675324675324,0.7632275132275133,0.8119266055045872,0.6094771241830063,0.6174891774891775,0.849537037037037,0.8966360856269114,0.8415032679738562,"[252, 218, 204, 178]",0.16883116883116916,0.3962832405689549,0.22702947845804988
