#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
12,64,128,3,4,2,0.0,1e-05,0.001,0.5471861471861469,0.7064950980392154,0.7966360856269112,0.6214405360134001,0.6720470006184291,0.7877246732026144,0.862658366098733,0.8232830820770519,"[272, 218, 199, 169]",0.1705627705627708,0.38642032570604,0.2251438316373381,0.6032231155436834,0.7082620833636782,0.6557425994536807
15,128,128,3,3,2,0.0,0.0001,0.0001,0.5844155844155844,0.7441574415744155,0.7966954022988505,0.591269841269841,0.6644712430426717,0.8462074620746207,0.8720905172413793,0.8147619047619047,"[271, 232, 210, 177]",0.1774891774891777,0.3991393527107813,0.2334262851145968,0.6218775653522738,0.6852535776107685,0.6535655714815212
16,128,256,3,4,4,0.0,0.0001,0.0001,0.547186147186147,0.7769328263624838,0.8455988455988459,0.6198156682027648,0.6513760049474335,0.8620194338825516,0.9019274376417232,0.8360983102918587,"[263, 231, 217, 187]",0.1887445887445888,0.42353638425067,0.2470238563745057,0.5947525138887702,0.7118921042472356,0.6533223090680029
22,64,256,4,4,2,0.0,0.0001,0.001,0.5393939393939395,0.7340686274509803,0.8193832599118943,0.6190476190476187,0.67291280148423,0.8247140522875817,0.8843612334801763,0.7976190476190477,"[272, 227, 210, 173]",0.1787878787878789,0.3909606266749124,0.2314664267911021,0.5988007401464526,0.6970788315326129,0.6479397858395327
22,64,256,4,4,4,0.0,0.0001,0.0001,0.5809523809523808,0.7008547008547008,0.7957957957957956,0.5886178861788616,0.6744279529993816,0.7969678469678468,0.8814564564564564,0.7773170731707317,"[273, 222, 205, 168]",0.1679653679653682,0.3720470006184292,0.2184171960795336,0.6242100732014276,0.6699334098870421,0.6470717415442349
21,128,256,4,3,4,0.1,1e-05,0.0001,0.6077922077922078,0.7425328554360813,0.7916666666666665,0.5535168195718654,0.6875231910946197,0.8300079649542015,0.89795197740113,0.7655963302752293,"[279, 236, 218, 176]",0.1722943722943725,0.3989125953411668,0.2294889526058357,0.6452038454616604,0.6425081060846946,0.6438559757731774
16,64,128,4,4,4,0.0,0.0001,0.001,0.5385281385281385,0.7017220172201724,0.8232558139534882,0.6010101010101009,0.6713048855905999,0.7790077900779007,0.8956810631229235,0.7997474747474748,"[271, 215, 198, 166]",0.1714285714285716,0.3774582560296846,0.2231131350611869,0.5976305212618662,0.6862805083464899,0.641955514804178
18,128,128,3,4,2,0.0,0.0001,0.0001,0.5636363636363635,0.7517985611510787,0.7916666666666664,0.5778816199376945,0.6831632653061227,0.8200639488409271,0.8874076354679803,0.7858255451713396,"[278, 232, 214, 174]",0.175757575757576,0.4005978148835292,0.2330327392665054,0.6176704735686916,0.6659994911674858,0.6418349823680887
24,128,128,4,4,4,0.0,1e-05,0.001,0.5264069264069264,0.7097591888466411,0.8012232415902141,0.6249999999999999,0.6485312306740879,0.8091043514997887,0.8703582350371342,0.7989795918367346,"[263, 218, 196, 165]",0.1653679653679657,0.364831993403422,0.2147523472198797,0.5811222144086149,0.7013615191687567,0.6412418667886858
15,64,256,3,4,2,0.0,1e-05,0.001,0.5203463203463204,0.7370088719898608,0.7945205479452057,0.6269035532994922,0.6482374768089054,0.8186100549218419,0.8757882148293107,0.800761421319797,"[263, 219, 197, 166]",0.1714285714285717,0.3766542980828695,0.2228245347725867,0.5772936208583966,0.7032464749012971,0.6402700478798469
19,128,128,3,4,2,0.0,0.0001,0.001,0.521212121212121,0.7611548556430447,0.7870370370370368,0.6394389438943893,0.6283240568954855,0.8418853893263342,0.9108796296296297,0.7982673267326731,"[254, 216, 202, 169]",0.1774891774891776,0.3893166357452072,0.2301984595491088,0.5697778299456802,0.7100799749989344,0.6399289024723073
15,64,128,3,3,4,0.0,1e-05,0.001,0.5238095238095238,0.7302469135802468,0.7846607669616521,0.6206896551724137,0.6623067408781695,0.8257818930041152,0.8665718499789297,0.7822660098522168,"[270, 226, 203, 169]",0.1688311688311691,0.3755462791177077,0.2196521804314011,0.584972298051367,0.6921735761332817,0.6385729370923243
23,64,256,4,4,4,0.0,1e-05,0.0001,0.5619047619047619,0.7395061728395061,0.8050595238095238,0.5779967159277501,0.6632807668521955,0.8122016460905349,0.8772852891156463,0.791871921182266,"[270, 224, 203, 168]",0.1714285714285716,0.3780972995258709,0.2233852439047244,0.6083986671834486,0.6682383368442495,0.6383185020138491
20,128,128,3,4,2,0.0,1e-05,0.0001,0.5428571428571426,0.7571251548946718,0.8211731044349068,0.6029185867895542,0.6675015460729748,0.8488641057414292,0.8923257715103209,0.7721966205837173,"[269, 233, 217, 174]",0.174891774891775,0.3960884353741497,0.230050036543543,0.5987613183893489,0.6771384575047117,0.6379498879470302
15,128,256,4,3,4,0.0,0.0001,0.0001,0.5601731601731603,0.7316176470588234,0.8141592920353984,0.5805687203791468,0.6743197278911566,0.815420751633987,0.8913506110408764,0.7670616113744076,"[272, 226, 211, 169]",0.16969696969697,0.3827509791795506,0.2236015067183898,0.6119692006199954,0.6609111826507116,0.6364401916353535
14,128,256,4,4,2,0.0,1e-05,0.0001,0.5567099567099565,0.7593984962406015,0.7887426900584795,0.5837320574162678,0.6584106369820656,0.8436299081035923,0.8940058479532165,0.781578947368421,"[266, 228, 209, 172]",0.1774891774891777,0.3902752009894866,0.2302520567455632,0.6033043289933128,0.6683205297280347,0.6358124293606737
16,128,128,4,3,2,0.0,1e-05,0.0001,0.5696969696969697,0.7755227552275521,0.7859195402298851,0.5608214849921008,0.6643630179344465,0.8394423944239443,0.8685344827586207,0.7903633491311217,"[271, 232, 211, 174]",0.168831168831169,0.386837765409194,0.2239665673431907,0.6133990274207516,0.6560949115901978,0.6347469695054747
19,128,128,3,3,4,0.0,1e-05,0.0001,0.5350649350649354,0.7757125154894671,0.8068669527896992,0.5995370370370369,0.66273964131107,0.8528913672036349,0.8952585325975883,0.7723765432098766,"[269, 233, 216, 174]",0.1770562770562773,0.402401566687281,0.2339067858548377,0.5920978265351865,0.6750692621755613,0.6335835443553739
15,64,128,4,4,2,0.0,1e-05,0.001,0.5337662337662339,0.733460559796438,0.8050595238095238,0.600502512562814,0.6438775510204082,0.8421331636980492,0.8523065476190476,0.7918760469011724,"[262, 224, 199, 164]",0.1649350649350653,0.3712997320140176,0.2170997545023518,0.5836741124177124,0.6830377451165601,0.6333559287671362
18,128,128,3,4,4,0.1,0.0001,0.001,0.5619047619047621,0.7312030075187967,0.7885802469135803,0.5693739424703889,0.6566790352504639,0.8013366750208856,0.8813657407407407,0.784771573604061,"[266, 216, 197, 164]",0.1636363636363639,0.3637858173572459,0.2137152602087666,0.6056064060783796,0.6599416081913444,0.632774007134862
17,128,128,3,3,4,0.0,0.0001,0.0001,0.5584415584415583,0.7821473158551807,0.801418439716312,0.5636792452830185,0.6518862090290661,0.8617353308364545,0.871631205673759,0.7982704402515723,"[267, 235, 212, 174]",0.1731601731601734,0.3922747887033602,0.2282314799197916,0.601556636608499,0.6607710755718968,0.631163856090198
22,128,256,4,4,4,0.1,0.0001,0.001,0.5523809523809525,0.746514575411914,0.7798165137614678,0.5680272108843536,0.6564625850340137,0.8149556400506971,0.8687308868501529,0.7764455782312926,"[263, 218, 196, 160]",0.1645021645021648,0.3581581117295403,0.2123835760199396,0.5999410456360373,0.6560820267642823,0.6280115362001598
23,128,256,4,4,2,0.0,1e-05,0.001,0.5082251082251081,0.7166018158236059,0.7967289719626167,0.6301020408163265,0.6375231910946197,0.8241461305663641,0.8855919003115266,0.7619047619047619,"[257, 214, 196, 155]",0.1636363636363639,0.3547309833024118,0.2110125372463034,0.5655784834809757,0.6897635046688192,0.6276709940748975
18,128,128,4,4,2,0.1,0.0001,0.0001,0.5601731601731601,0.7487179487179487,0.7416666666666669,0.5572649572649573,0.6404452690166976,0.8213247863247863,0.8568722943722944,0.7637606837606837,"[260, 220, 195, 156]",0.1549783549783552,0.3495001030715317,0.2039766870935701,0.5976257594265216,0.644373661764966,0.6209997105957439
22,64,256,4,3,2,0.1,1e-05,0.001,0.5073593073593073,0.769433465085639,0.7850678733031673,0.6061359867330016,0.6233457019171305,0.8563460693895476,0.8697586726998493,0.7670812603648425,"[253, 221, 201, 161]",0.1662337662337664,0.3605751391465677,0.2143108262588781,0.5594036304348882,0.6771769836684981,0.6182903070516932
27,64,256,3,3,4,0.0,0.0001,0.0001,0.5792207792207792,0.7465408805031449,0.790922619047619,0.5308943089430893,0.6487786023500309,0.8314046121593291,0.8807291666666666,0.7573983739837398,"[265, 224, 205, 159]",0.1610389610389613,0.3644815501958359,0.211647457881224,0.6120297016994614,0.624234681574381,0.6181321916369211
16,64,128,3,3,2,0.1,0.0001,0.001,0.5619047619047617,0.7230869001297017,0.8325581395348834,0.5472636815920395,0.6360080395794682,0.8207090358841332,0.8988372093023256,0.768988391376451,"[257, 215, 201, 162]",0.1601731601731604,0.3621779014636158,0.2116823147991979,0.5966643742459748,0.639451100300438,0.6180577372732063
16,128,256,4,4,2,0.1,1e-05,0.0001,0.5601731601731603,0.7605721393034824,0.7940740740740739,0.5272277227722771,0.6574366110080396,0.823341625207297,0.8618518518518518,0.7846534653465345,"[268, 225, 202, 165]",0.1636363636363639,0.373155019583591,0.2166668540694514,0.6049201521184253,0.6306837287502334,0.6178019404343293
19,128,256,3,4,2,0.1,1e-05,0.0001,0.5662337662337662,0.7446941323345818,0.7851851851851851,0.5400326797385618,0.6615491651205937,0.8335414065751146,0.8683333333333333,0.7410947712418301,"[267, 225, 204, 160]",0.1584415584415587,0.3608173572459286,0.2096909728078559,0.6101916971623443,0.6247862302032391,0.6174889636827917
27,64,128,3,3,2,0.0,1e-05,0.0001,0.5852813852813851,0.7098997493734335,0.7703533026113673,0.518324607329843,0.6568954854669141,0.8040517961570592,0.8387645380732937,0.7321116928446771,"[266, 217, 191, 146]",0.1471861471861474,0.3294320758606473,0.1932036506062479,0.6190240838851812,0.6069425618279669,0.612983322856574
23,128,256,3,4,4,0.1,1e-05,0.001,0.5532467532467532,0.7995169082125602,0.7704011065006915,0.5341269841269838,0.6794681508967223,0.8627214170692432,0.8392610156095633,0.7266666666666667,"[276, 241, 210, 158]",0.1627705627705631,0.3624974232117089,0.21238320121437,0.6098953572389583,0.6156951613580088,0.6127952592984836
17,128,256,3,4,4,0.1,0.0001,0.0001,0.58008658008658,0.752830188679245,0.7839233038348082,0.5176282051282051,0.6491187384044528,0.8366876310272539,0.8867994100294985,0.745673076923077,"[265, 226, 208, 161]",0.1593073593073595,0.3648216862502577,0.2110785030265548,0.6126642365872603,0.6110678773212073,0.6118660569542338
21,64,256,4,3,2,0.1,0.0001,0.001,0.5748917748917748,0.7250608272506082,0.7937595129375951,0.5155228758169933,0.6776283240568957,0.7870032441200325,0.8923135464231354,0.7129084967320262,"[274, 219, 204, 152]",0.1515151515151518,0.3367398474541331,0.1976274807443638,0.6220466246585511,0.598357623620522,0.6102021241395366
29,64,256,4,4,2,0.1,0.0001,0.0001,0.5696969696969697,0.7515964240102172,0.7199074074074071,0.5269097222222221,0.6351422387136673,0.8115793954874415,0.8572530864197531,0.7508680555555555,"[261, 216, 192, 150]",0.1489177489177491,0.3312255205112348,0.1952939412679671,0.6006421540664248,0.6192621056008453,0.609952129833635
19,64,256,3,4,2,0.0,0.0001,0.0001,0.5567099567099569,0.7694763729246487,0.7896296296296295,0.5274999999999997,0.6467223252937538,0.8451255853554702,0.8367195767195768,0.7538333333333332,"[261, 225, 200, 155]",0.1567099567099569,0.3522057307771594,0.2058836978317497,0.5983498417014181,0.6206770291363162,0.6095134354188672
18,128,128,3,4,2,0.1,0.0001,0.001,0.5506493506493506,0.7567049808429118,0.7674242424242422,0.543117744610282,0.6320037105751392,0.825968497232865,0.8871753246753248,0.7409618573797678,"[261, 220, 201, 157]",0.1541125541125544,0.3536384250669965,0.2047536590393733,0.5885283592397876,0.6267984199712617,0.6076633896055247
