Seed,Precision,Recall,F1,Precision_level3,Recall_level3,F1_level3,Precision_level2,Recall_level2,F1_level2,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.0,0.0,0.0,0.0061322820849759084,0.014564169951817784,0.008303610537513297,0.01752080595707403,0.04461235216819974,0.024357048995682376,0.10556285589137095,0.1574074074074074,0.34615384615384615,0.0,0.258455353231963,0.16990740740740742,0.358974358974359,0.0,"[216, 39, 14, 0]"
123,0.0008760402978537013,0.001314060446780552,0.0010512483574244417,0.004818221638195358,0.009964958388085853,0.006201113822664413,0.01752080595707403,0.040232150678931225,0.023524810712721354,0.09855453350854142,0.17980295566502463,0.2692307692307692,0.18181818181818182,0.24264647602361133,0.17282430213464695,0.2649572649572649,0.18181818181818182,"[203, 39, 11, 2]"
47899,0.0,0.0,0.0,0.0026281208935611034,0.007227332457293035,0.0038107752956636006,0.011826544021024964,0.031865965834428384,0.016932607471372256,0.09986859395532192,0.1188118811881188,0.2222222222222222,0.0,0.23987808439188205,0.13366336633663367,0.2222222222222222,0.0,"[202, 27, 6, 0]"
2025,0.0008760402978537013,0.002628120893561104,0.001314060446780552,0.004380201489268506,0.009143670608848008,0.00553896388324772,0.016206745510293483,0.03887428821725799,0.02185303381098388,0.10030661410424882,0.1658249158249158,0.24285714285714285,0.2,0.2395678201197255,0.16798941798941797,0.2523809523809524,0.2,"[198, 35, 10, 2]"
1,0.0,0.0,0.0,0.0017520805957074025,0.004129904261310306,0.002233902759526938,0.00919842312746386,0.02405982103748201,0.012833990363556723,0.09767849321068779,0.08663366336633663,0.21052631578947367,0.0,0.23820213586967862,0.08663366336633663,0.21052631578947367,0.0,"[202, 19, 4, 0]"
20,0.0004380201489268506,0.001314060446780552,0.000657030223390276,0.003504161191414805,0.00985545335085414,0.0051248357424441525,0.01576872536136663,0.040560665790626366,0.02209811651335962,0.09855453350854138,0.15025906735751296,0.23529411764705882,0.125,0.22898024737709363,0.17357512953367876,0.23529411764705882,0.125,"[193, 34, 8, 1]"
99,0.0008760402978537013,0.002628120893561104,0.001314060446780552,0.005256241787122208,0.014235654840122647,0.007533946561541831,0.021024967148488845,0.05360271572492335,0.029198309355996613,0.10162067455102938,0.21393034825870647,0.25,0.16666666666666666,0.2444626952839831,0.2263681592039801,0.25,0.16666666666666666,"[201, 48, 12, 2]"
1020,0.0008760402978537013,0.001501783367749202,0.0009198423127463862,0.007446342531756459,0.01748951880357925,0.00994305738063951,0.021024967148488845,0.05917652212001752,0.030595707402540515,0.09680245291283403,0.21534653465346534,0.35106382978723405,0.11764705882352941,0.23929197171641325,0.2301980198019802,0.33687943262411346,0.11764705882352941,"[202, 47, 17, 2]"
345,0.0008760402978537013,0.0017520805957074025,0.0010950503723171265,0.004380201489268506,0.010950503723171266,0.006088480070083223,0.017958826106000886,0.047744196233026726,0.025667980727113446,0.09767849321068774,0.1793570219966159,0.25,0.2,0.23517979684208332,0.1810490693739425,0.25,0.2,"[197, 38, 10, 2]"
78,0.0004380201489268506,0.001314060446780552,0.000657030223390276,0.004818221638195358,0.011870346035917653,0.006548401226456417,0.01401664476565922,0.033070521243977226,0.01878272114802995,0.09811651335961456,0.14615384615384616,0.3548387096774194,0.09090909090909091,0.233417287195211,0.15042735042735045,0.3387096774193548,0.09090909090909091,"[195, 31, 11, 1]"
