#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
34,64,128,4,2,64,64,0.1,1e-05,0.001,0.4008658008658007,0.6659259259259258,0.8493408662900187,0.7295409181636726,0.5490373118944547,0.7644814814814814,0.9075867635189668,0.8283433133732534,"[225, 177, 167, 141]",0.4633952216415681,0.7758090481433032,0.6196021348924357
29,128,128,3,2,128,64,0.1,1e-05,0.001,0.4303030303030303,0.6169724770642201,0.8586744639376217,0.668724279835391,0.527497423211709,0.7702981651376148,0.9043441938178778,0.8225308641975309,"[218, 171, 162, 136]",0.4739687454774115,0.737695842329624,0.6058322939035178
28,32,128,4,2,64,128,0.1,1e-05,0.001,0.3766233766233766,0.6253687315634219,0.8364197530864198,0.7111872146118721,0.554862914862915,0.6942846607669616,0.865079365079365,0.8059360730593607,"[226, 162, 146, 123]",0.44869011271291603,0.7556029699262327,0.6021465413195743
24,128,128,3,2,128,64,0.0,1e-05,0.001,0.4155844155844156,0.6689708141321042,0.8182674199623353,0.6719409282700421,0.5300762729334159,0.8032642089093702,0.8551923594296476,0.8022151898734177,"[217, 177, 158, 131]",0.46589953622259506,0.7313217544892552,0.5986106453559251
36,128,64,2,2,64,128,0.2,0.0001,0.001,0.4225108225108223,0.6576168929110109,0.830540037243948,0.6787878787878788,0.5421150278293135,0.787179487179487,0.8989757914338921,0.7686868686868686,"[221, 179, 165, 132]",0.4748980472021886,0.7209456744697498,0.5979218608359692
42,64,128,2,2,64,128,0.2,0.0001,0.001,0.3913419913419911,0.638392857142857,0.8452380952380952,0.6763440860215053,0.5508740465883324,0.7311383928571429,0.8956916099773243,0.7833333333333333,"[224, 168, 155, 126]",0.4576023707769679,0.7259177409453652,0.5917600558611665
25,128,128,2,2,64,128,0.2,1e-05,0.001,0.3826839826839826,0.6973094170403589,0.8661202185792352,0.695736434108527,0.5325190682333539,0.8021300448430495,0.911527452511059,0.7848837209302325,"[223, 183, 172, 139]",0.44533618563102867,0.7376263241202969,0.5914812548756628
25,128,128,4,2,128,128,0.0,0.0001,0.001,0.4043290043290045,0.6696428571428571,0.8428030303030304,0.6595092024539877,0.5463533292104721,0.7689360119047618,0.878990800865801,0.7755623721881392,"[224, 176, 163, 132]",0.46473251856706344,0.7128432206075521,0.5887878695873078
38,128,128,2,2,64,64,0.0,0.0001,0.001,0.4051948051948053,0.6282642089093704,0.8071705426356588,0.6699346405228758,0.527334570191713,0.7700460829493088,0.8483527131782945,0.7734204793028321,"[217, 172, 153, 123]",0.4582659465343994,0.7179676902207421,0.5881168183775708
52,32,64,2,2,64,128,0.2,0.0001,0.001,0.3454545454545454,0.6550387596899225,0.8441176470588235,0.732484076433121,0.5212822098536384,0.771356589147287,0.8935574229691876,0.7882165605095541,"[215, 170, 157, 129]",0.4155340309630672,0.75932904258512,0.5874315367740937
32,128,128,4,2,64,64,0.1,1e-05,0.001,0.38008658008658,0.6697674418604652,0.8647619047619046,0.6839430894308944,0.5194021851164708,0.7924418604651161,0.8954421768707483,0.785569105691057,"[215, 175, 164, 131]",0.43895556646747225,0.7312420582712051,0.5850988123693387
26,64,64,2,2,64,128,0.1,1e-05,0.001,0.3930735930735931,0.6931464174454829,0.8286778398510243,0.662551440329218,0.5220861678004536,0.8079828660436138,0.8762303804203246,0.7782921810699589,"[214, 179, 162, 131]",0.4484862526633561,0.7157731733081806,0.5821297129857683
42,128,128,2,2,128,64,0.1,0.0001,0.001,0.3965367965367966,0.6539611360239165,0.8399621212121212,0.6520833333333332,0.536588332302618,0.7608744394618836,0.8806141774891775,0.7604166666666667,"[223, 176, 160, 125]",0.4560524880836639,0.7020956243854474,0.5790740562345557
66,64,128,3,3,64,64,0.0,0.0001,0.001,0.2969696969696969,0.6056910569105691,0.8474178403755869,0.7539062499999999,0.4886662543805401,0.6705284552845527,0.8552984574111334,0.8085937499999999,"[205, 142, 128, 106]",0.3694308266654453,0.7802929687499999,0.5748618977077226
37,128,128,3,2,64,64,0.0,0.0001,0.001,0.4034632034632034,0.6571637426900584,0.8333333333333335,0.6273291925465838,0.5530818387961246,0.7653874269005848,0.8576058201058201,0.74120082815735,"[228, 180, 161, 125]",0.46657117145458166,0.6795275368583268,0.5730493541564542
34,64,64,2,2,128,64,0.1,1e-05,0.001,0.3939393939393939,0.6903594771241831,0.8291666666666666,0.6319910514541387,0.493279736136879,0.7647467320261436,0.8962053571428571,0.8042505592841163,"[204, 160, 149, 122]",0.43804808464768036,0.7077906012391365,0.5729193429434084
27,64,128,3,2,64,64,0.0,1e-05,0.001,0.3774891774891776,0.645638629283489,0.8374233128834354,0.6519274376417233,0.5120717377860236,0.7453271028037382,0.8620654396728016,0.7732426303854876,"[214, 163, 147, 116]",0.43459989258295745,0.7074216586661182,0.5710107756245378
30,64,64,4,2,64,64,0.0,1e-05,0.001,0.3515151515151514,0.7020933977455719,0.82020202020202,0.674496644295302,0.4913935271078128,0.7763687600644121,0.8692640692640694,0.8003355704697985,"[207, 165, 149, 121]",0.4098481235643587,0.7320475525116247,0.5709478380379917
37,128,128,3,2,128,64,0.2,0.0001,0.001,0.3939393939393938,0.6365853658536585,0.8106060606060607,0.6468531468531469,0.4938033395176252,0.738048780487805,0.9063852813852812,0.7674825174825175,"[205, 154, 143, 114]",0.4382544198076284,0.702023563581042,0.5701389916943352
31,128,64,2,2,64,128,0.1,0.0001,0.001,0.4008658008658007,0.6303703703703702,0.8564547206165705,0.6449275362318839,0.5428035456606886,0.7444814814814814,0.8871456096889623,0.7132505175983438,"[225, 173, 161, 120]",0.46116021219718667,0.6773705372923294,0.569265374744758
31,64,128,4,3,128,128,0.1,1e-05,0.001,0.3718614718614719,0.5988835725677832,0.859823399558499,0.6619718309859155,0.4992723149866007,0.6978070175438597,0.9105644906969412,0.7511737089201878,"[209, 151, 142, 110]",0.42624942509084707,0.7037574282906743,0.5650034266907606
37,32,128,3,2,64,64,0.1,1e-05,0.001,0.3653679653679653,0.6666666666666666,0.817142857142857,0.6431623931623932,0.5386765615337044,0.7583703703703704,0.8509523809523809,0.7494658119658119,"[225, 175, 156, 119]",0.43541032199708923,0.6922568758011796,0.5638335988991344
40,64,64,2,2,64,128,0.2,0.0001,0.001,0.3722943722943722,0.6047400611620797,0.8291404612159328,0.6433566433566432,0.5234096062667492,0.7092125382262995,0.8510781671159029,0.7453379953379954,"[218, 159, 143, 110]",0.4351045780347101,0.690602725013132,0.5628536515239211
53,32,128,2,3,64,128,0.2,1e-05,0.001,0.3506493506493506,0.6650943396226415,0.8403193612774452,0.6611111111111111,0.5160997732426303,0.761438679245283,0.8641288850869688,0.7611111111111111,"[212, 167, 150, 119]",0.4175834630099007,0.7075954861111111,0.5625894745605059
66,32,64,2,2,128,64,0.1,0.0001,0.001,0.3852813852813851,0.6145833333333333,0.8333333333333335,0.6282973621103117,0.501684188827046,0.7264022435897436,0.8525345622119815,0.7595923261390888,"[208, 155, 139, 110]",0.4358446029640891,0.6877345639686955,0.5617895834663923
30,64,128,2,3,128,128,0.0,1e-05,0.001,0.3645021645021648,0.6334951456310681,0.7886710239651417,0.6520681265206812,0.4945784374355803,0.7249595469255662,0.8522408963585434,0.7493917274939172,"[206, 153, 137, 105]",0.4196926587673819,0.6973506353068396,0.5585216470371107
94,128,64,2,3,64,64,0.1,0.0001,0.001,0.3463203463203465,0.585858585858586,0.821256038647343,0.6499999999999999,0.4729767058338486,0.683543771043771,0.849120082815735,0.795138888888889,"[198, 138, 120, 100]",0.3998585278322397,0.7152811148486304,0.5575698213404351
53,32,64,3,2,128,128,0.2,0.0001,0.001,0.3437229437229437,0.6460396039603961,0.8156732891832229,0.6654228855721392,0.4914100185528757,0.7325082508250826,0.8509933774834437,0.75,"[202, 151, 134, 104]",0.4045077988339664,0.7051845342706503,0.5548461665523083
58,32,64,3,2,64,64,0.1,0.0001,0.001,0.3445887445887445,0.6611635220125787,0.8682634730538924,0.6517094017094016,0.5127458256029686,0.7680817610062892,0.8967065868263473,0.7302350427350427,"[212, 167, 156, 115]",0.4121761713122953,0.6887412076820658,0.5504586894971806
45,64,128,2,3,128,64,0.2,1e-05,0.001,0.3385281385281385,0.5935960591133003,0.8133802816901409,0.6537467700258399,0.4832982890125746,0.6832922824302136,0.858065057008719,0.7338501291989663,"[203, 142, 129, 97]",0.3981621049176007,0.6914863414798454,0.544824223198723
51,32,64,3,2,128,64,0.1,0.0001,0.001,0.3567099567099566,0.5944170771756979,0.7668918918918919,0.6344086021505375,0.484786641929499,0.7206896551724139,0.802927927927928,0.7278225806451613,"[203, 148, 124, 94]",0.41100159486284266,0.6779126947499085,0.5444571448063755
28,128,128,3,2,64,128,0.1,0.0001,0.001,0.3870129870129869,0.6464174454828661,0.8343313373253494,0.5935483870967742,0.5139146567717996,0.7573208722741432,0.8997005988023952,0.7048387096774192,"[214, 167, 155, 113]",0.4415263484456235,0.6444239631336404,0.542975155789632
55,32,128,2,3,128,64,0.2,1e-05,0.001,0.3290043290043291,0.6378205128205128,0.8179824561403509,0.6521739130434783,0.4975221603793032,0.712540064102564,0.8827537593984963,0.7306763285024154,"[208, 152, 138, 105]",0.396083964985668,0.6891968862730207,0.5426404256293443
40,32,128,3,3,128,64,0.0,1e-05,0.001,0.2779220779220779,0.6450450450450449,0.8344988344988346,0.7182539682539684,0.4303401360544217,0.7594594594594595,0.8508158508158509,0.7645502645502645,"[185, 143, 126, 100]",0.3377309207391459,0.7406793820709967,0.5392051514050713
37,32,64,2,3,64,128,0.1,1e-05,0.001,0.3584415584415585,0.5919811320754716,0.8515151515151516,0.6219239373601789,0.5079406307977737,0.7535377358490566,0.8863636363636364,0.6856823266219239,"[212, 165, 149, 106]",0.4202926458097987,0.6522487144598627,0.5362706801348307
59,128,128,2,3,128,128,0.2,0.0001,0.001,0.3333333333333332,0.6388888888888892,0.8277027027027029,0.6497584541062801,0.4572747887033601,0.7550781250000002,0.87998712998713,0.7228260869565218,"[192, 148, 138, 103]",0.38558908090932154,0.6843474435241684,0.534968262216745
87,64,64,2,3,128,64,0.0,0.0001,0.001,0.3549783549783548,0.6014851485148516,0.7883771929824563,0.5954198473282442,0.4874417645846217,0.7403052805280529,0.8255012531328321,0.6882951653944019,"[202, 152, 131, 92]",0.41079568666940003,0.638497794657245,0.5246467406633225
60,32,64,4,3,128,64,0.2,1e-05,0.001,0.3021645021645022,0.604735883424408,0.7493827160493827,0.6636363636363637,0.4371263656977943,0.7288251366120219,0.772663139329806,0.7196969696969696,"[183, 135, 110, 80]",0.35732639591770177,0.6905307179129743,0.523928556915338
42,128,128,3,3,64,128,0.1,0.0001,0.001,0.3168831168831167,0.6598984771573604,0.8355555555555555,0.6318407960199004,0.4705895691609977,0.7472504230118444,0.8592857142857142,0.6977611940298506,"[197, 150, 134, 97]",0.37873539512217735,0.6631668598076036,0.5209511274648905
75,64,128,2,3,128,64,0.1,0.0001,0.001,0.348051948051948,0.5954861111111112,0.7159624413145541,0.5942028985507246,0.4652896310039166,0.7257378472222221,0.766851106639839,0.6797101449275361,"[192, 142, 115, 82]",0.39822128033162313,0.6340868246195445,0.5161540524755838
46,32,128,4,2,64,64,0.0,0.0001,0.001,0.3307359307359307,0.5985221674876845,0.8426573426573426,0.5756410256410257,0.4923438466295609,0.6919540229885057,0.8706293706293706,0.6583333333333333,"[203, 143, 130, 89]",0.39567440443826696,0.6142164502164502,0.5049454273273586
