#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
39,64,128,4,2,64,128,0.1,0.0001,0.001,0.4151515151515151,0.6624472573839663,0.7882882882882882,0.7202020202020202,0.572560296846011,0.7587712568725227,0.8478378378378378,0.8606060606060606,"[237, 185, 165, 147]",0.48131301431032814,0.7841688449995159,0.632740929654922
29,128,128,4,2,128,64,0.2,1e-05,0.001,0.4251082251082251,0.6758832565284175,0.751412429378531,0.718954248366013,0.5255720470006184,0.7991341991341991,0.8171374764595105,0.880718954248366,"[217, 177, 153, 137]",0.4700318427168321,0.7916574869648233,0.6308446648408277
23,64,64,4,2,128,128,0.1,1e-05,0.001,0.4484848484848485,0.7194092827004218,0.8078231292517003,0.6789077212806026,0.5767161410018553,0.8136427566807314,0.8679421768707485,0.8305084745762712,"[237, 196, 177, 151]",0.5045809626958775,0.7470949596624973,0.6258379611791873
23,64,64,3,2,128,128,0.1,1e-05,0.001,0.4346320346320347,0.6950509461426491,0.8181003584229392,0.6785714285714285,0.556369820655535,0.7920669577874818,0.861200716845878,0.8660714285714286,"[229, 186, 168, 148]",0.4880236013063871,0.7609413707679602,0.6244824860371736
23,128,128,4,2,128,128,0.2,1e-05,0.001,0.4458874458874459,0.7150297619047622,0.8124999999999997,0.6742424242424241,0.547322201607916,0.8395833333333333,0.8772569444444444,0.8570075757575757,"[224, 192, 176, 156]",0.4914251470832336,0.7547178651074754,0.6230715060953544
26,128,128,3,2,128,64,0.1,1e-05,0.001,0.4164502164502164,0.7237442922374427,0.7912087912087912,0.682730923694779,0.5294681508967223,0.8192334301923343,0.8668498168498171,0.8483935742971886,"[219, 182, 166, 144]",0.46620751569265834,0.7566001711765091,0.6114038434345838
39,128,128,4,2,128,64,0.0,0.0001,0.001,0.4294372294372295,0.7013274336283185,0.8102836879432627,0.6447105788423153,0.5420964749536179,0.8131268436578171,0.8454787234042555,0.8173652694610778,"[226, 188, 167, 139]",0.4792348577093035,0.7208436369581656,0.6000392473337346
33,32,128,4,2,128,64,0.1,1e-05,0.001,0.3922077922077922,0.7229938271604938,0.8232044198895027,0.6900584795321636,0.5253741496598641,0.8192129629629629,0.9121546961325968,0.8226120857699806,"[216, 181, 171, 146]",0.4491279218109572,0.7505275215530234,0.5998277216819903
43,128,128,4,2,128,64,0.1,0.0001,0.001,0.4432900432900431,0.6405082212257099,0.7947269303201507,0.6231884057971013,0.5448113790970934,0.771898355754858,0.857532956685499,0.8167701863354038,"[223, 177, 161, 134]",0.48883536518225074,0.7069671490638576,0.5979012571230542
32,64,128,2,2,128,128,0.0,0.0001,0.001,0.3757575757575757,0.6757990867579907,0.8448940269749518,0.6918238993710691,0.5307111935683365,0.7715372907153729,0.8725433526011561,0.8238993710691824,"[219, 173, 159, 134]",0.43999034113650426,0.7521073096897101,0.5960488254131071
30,32,64,3,2,128,64,0.0,1e-05,0.001,0.4103896103896103,0.687308868501529,0.7722868217054264,0.645299145299145,0.5248361162646877,0.7724770642201834,0.8570736434108528,0.811965811965812,"[218, 172, 156, 131]",0.4606102743618779,0.7191016868436222,0.58985598060275
40,128,64,3,3,128,64,0.1,1e-05,0.001,0.358441558441558,0.6666666666666667,0.7181818181818181,0.7034313725490197,0.5206122448979592,0.7410550458715597,0.7769696969696969,0.8137254901960783,"[218, 165, 136, 114]",0.4245680155095319,0.754569356013811,0.5895686857616714
28,128,128,2,2,64,128,0.1,0.0001,0.001,0.3974025974025975,0.6431718061674006,0.8,0.6504329004329004,0.5569325912183056,0.7458149779735682,0.8310476190476189,0.7943722943722944,"[227, 175, 154, 126]",0.4638337996278846,0.715232582648313,0.5895331911380988
26,128,128,4,3,64,128,0.0,1e-05,0.001,0.3852813852813853,0.6621212121212121,0.7704590818363275,0.6786492374727667,0.5286332714904145,0.7421212121212121,0.8634730538922156,0.7952069716775599,"[220, 167, 153, 125]",0.4457146138023118,0.7323192067333625,0.5890169102678371
31,128,64,2,2,128,128,0.2,0.0001,0.001,0.4251082251082251,0.6880530973451325,0.7884615384615383,0.6167728237791933,0.5462399505256649,0.7854719764011798,0.8144688644688644,0.7898089171974523,"[226, 182, 157, 125]",0.47812123742268203,0.6926475183271242,0.5853843778749032
20,128,128,3,2,64,128,0.2,1e-05,0.001,0.3861471861471861,0.678294573643411,0.7851637764932562,0.6465324384787471,0.5140878169449598,0.7856589147286821,0.8217726396917148,0.8232662192393735,"[215, 173, 149, 125]",0.4410260948840856,0.724273781918353,0.5826499384012194
30,128,128,4,2,64,64,0.1,1e-05,0.001,0.3722943722943723,0.6470160116448326,0.7986111111111113,0.6589403973509933,0.5532034632034633,0.7260553129548762,0.8508928571428572,0.7748344370860927,"[229, 168, 151, 118]",0.4450675694419555,0.7122034779682791,0.5786355237051173
38,128,64,4,3,128,64,0.1,1e-05,0.001,0.3428571428571426,0.6585760517799351,0.7728237791932059,0.7012345679012345,0.496369820655535,0.743284789644013,0.8173036093418261,0.7975308641975309,"[206, 157, 135, 112]",0.40557309502579675,0.7462891777004903,0.5759311363631435
34,64,128,4,3,128,128,0.1,1e-05,0.001,0.3861471861471861,0.6607407407407407,0.8149224806201549,0.6348195329087049,0.5412554112554114,0.7463703703703702,0.8679263565891473,0.7802547770700637,"[225, 172, 157, 127]",0.4507303616111906,0.7000635509195771,0.5753969562653838
49,128,128,3,2,64,64,0.2,0.0001,0.001,0.3974025974025972,0.6539039039039038,0.8275193798449613,0.6387096774193547,0.531904761904762,0.7602102102102102,0.8485465116279071,0.7612903225806451,"[222, 172, 155, 122]",0.45492017648350613,0.6946335662256576,0.5747768713545819
43,64,128,2,2,64,64,0.0,0.0001,0.001,0.3800865800865798,0.6791277258566978,0.8006134969325154,0.6344827586206894,0.5228200371057514,0.7376168224299066,0.8451942740286298,0.7896551724137931,"[214, 163, 145, 120]",0.4401714997331434,0.7036152625866243,0.5718933811598839
29,128,64,3,3,128,128,0.1,1e-05,0.001,0.3714285714285714,0.6746031746031744,0.8162650602409639,0.6509009009009007,0.502943722943723,0.7774603174603174,0.8505020080321284,0.7894144144144144,"[210, 166, 148, 121]",0.4272954889451572,0.7134973127936379,0.5703964008693976
21,64,64,2,2,64,128,0.0,1e-05,0.001,0.3965367965367962,0.656818181818182,0.8093812375249502,0.6107456140350876,0.5294867037724181,0.7437121212121212,0.8559880239520957,0.775219298245614,"[220, 167, 152, 121]",0.45346788985945363,0.6832233372196314,0.5683456135395425
47,32,64,3,3,128,64,0.1,1e-05,0.001,0.3402597402597401,0.6874999999999999,0.7868686868686869,0.6666666666666665,0.518157081014224,0.7434413580246912,0.8163636363636363,0.787037037037037,"[216, 165, 144, 115]",0.410774787795954,0.721868365180467,0.5663215764882106
