Seed,Precision,Recall,F1,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
42,0.12876427829698847,0.2922096746278989,0.17054332233869865,0.35046728971962615,0.7214484679665737,0.8141242937853106,0.6988636363636364,0.523911820699204,0.808578723968696,0.8653510895883777,0.7752525252525253,"[359, 295, 264, 215]"
123,0.1505711318795428,0.33110443554368785,0.19572168053476477,0.4428868120456905,0.6886715566422167,0.8168214654282765,0.6994350282485877,0.5908544726301735,0.7697025264873677,0.8871517027863778,0.8231638418079097,"[409, 323, 295, 251]"
47899,0.1323987538940809,0.2897715472481827,0.1718503459157665,0.42263759086189046,0.699037620297463,0.7890365448504983,0.6271604938271605,0.561552440290758,0.768951324266285,0.8562569213732005,0.7688888888888888,"[381, 301, 270, 216]"
2025,0.17082035306334314,0.37445668298472046,0.22305059945246877,0.46261682242990626,0.6731707317073169,0.8415697674418605,0.74789029535865,0.6041444147752559,0.8210162601626017,0.8914728682170543,0.8465189873417721,"[410, 344, 316, 275]"
1,0.14589823468328134,0.320790683874796,0.18881166973887098,0.4293873312564901,0.6352357320099256,0.8295577130528589,0.7401433691756271,0.5864028581318301,0.7482925676474064,0.8766990291262137,0.8311230585424133,"[403, 309, 279, 239]"
20,0.14953271028037354,0.33097710527617075,0.19573258171389013,0.4179646936656281,0.690972222222222,0.799254526091587,0.7453051643192486,0.557644760915789,0.7934244791666666,0.8813745626045945,0.8403755868544601,"[384, 313, 284, 247]"
99,0.14018691588785034,0.30842419522326064,0.1831121630187051,0.4034267912772584,0.6832437275985663,0.8186440677966101,0.7176616915422885,0.5449191514612075,0.7765681003584229,0.8824858757062148,0.8203358208955224,"[372, 295, 268, 228]"
1020,0.14070612668743493,0.30045369134154176,0.18001454239772,0.42263759086188973,0.6751484308736216,0.7751068376068374,0.6841155234657039,0.580971261345093,0.7670766186033362,0.859920634920635,0.7734657039711191,"[393, 312, 277, 224]"
345,0.15264797507788128,0.3481048805815161,0.20145918463675475,0.440809968847352,0.6816976127320952,0.8572204125950055,0.6875706214689269,0.5553089304257528,0.8041240368826577,0.9326818675352878,0.8358757062146892,"[377, 307, 295, 251]"
78,0.16147455867081995,0.35613688621866196,0.20926328731296764,0.48026998961578404,0.6973572037510652,0.7914110429447853,0.6965669988925804,0.5740036378470958,0.8145796445668569,0.8862304021813224,0.8499446290143966,"[391, 326, 301, 266]"
