#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
23,128,128,4,2,128,128,0.2,1e-05,0.001,0.4190476190476189,0.7157738095238096,0.7854609929078015,0.7301587301587302,0.5420779220779223,0.8169642857142857,0.8653368794326239,0.8348214285714286,"[224, 188, 168, 144]",0.47268843218757634,0.778990264885669,0.6258393485366227
20,128,128,4,2,128,128,0.0,1e-05,0.001,0.4272727272727272,0.723913043478261,0.8247422680412373,0.7057728119180633,0.5703463203463204,0.8268115942028985,0.8911512027491408,0.8100558659217877,"[230, 194, 179, 152]",0.48855007002110484,0.7543272068411734,0.6214386384311391
32,64,128,3,3,128,128,0.1,1e-05,0.001,0.3974025974025973,0.6607142857142858,0.7832369942196533,0.7417218543046359,0.5406060606060608,0.7577380952380953,0.8476878612716763,0.8294701986754967,"[224, 173, 151, 130]",0.45807306962928157,0.7831457302563172,0.6206093999427994
23,32,64,2,2,128,128,0.1,1e-05,0.001,0.4363636363636362,0.6762536873156344,0.8153153153153155,0.6927710843373492,0.5441125541125541,0.8039823008849558,0.8636036036036036,0.8162650602409639,"[226, 185, 166, 141]",0.4843175897791994,0.7494649255705456,0.6168912576748725
41,128,64,3,3,64,128,0.2,1e-05,0.001,0.4329004329004329,0.6535662299854439,0.8143115942028986,0.6818181818181818,0.5514285714285716,0.7868995633187772,0.8675724637681159,0.7823232323232322,"[229, 184, 165, 135]",0.485028209542239,0.7286211546301231,0.6068246820861811
28,128,64,4,2,64,128,0.0,0.0001,0.001,0.4181818181818184,0.6681286549707603,0.8014571948998179,0.6860940695296525,0.5492640692640693,0.7875730994152047,0.8566484517304188,0.7944785276073619,"[228, 183, 163, 132]",0.474842572855818,0.7363191878791988,0.6055808803675085
58,128,128,4,3,64,128,0.1,0.0001,0.001,0.3653679653679655,0.6550925925925926,0.7820512820512822,0.7482758620689656,0.5193073593073595,0.7760802469135802,0.8312623274161737,0.8179310344827586,"[216, 169, 145, 123]",0.4289444228375528,0.7815545331693466,0.6052494780034497
23,128,128,3,2,128,128,0.1,1e-05,0.001,0.4268398268398267,0.7215007215007214,0.814432989690722,0.6762452107279693,0.5545021645021645,0.8246753246753248,0.8650343642611682,0.7758620689655172,"[231, 194, 174, 140]",0.4823672276669761,0.722636702756801,0.6025019652118886
31,64,64,2,2,128,128,0.1,0.0001,0.001,0.4043290043290043,0.6428571428571427,0.8126177024482109,0.6838709677419353,0.5363203463203464,0.7665178571428573,0.8437853107344633,0.8048387096774193,"[224, 177, 155, 130]",0.46106420310479407,0.7394401146332086,0.6002521588690013
36,128,64,3,2,128,128,0.1,0.0001,0.001,0.4242424242424244,0.6846846846846846,0.8370577281191809,0.6595959595959595,0.5424675324675325,0.790990990990991,0.8874301675977654,0.7874747474747475,"[222, 179, 165, 138]",0.47612572819684024,0.7178849785020385,0.5970053533494394
