#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
27,128,64,4,2,128,128,0.1,0.0001,0.001,0.4562770562770561,0.6214080459770114,0.812617702448211,0.6604166666666665,0.5663935271078128,0.744991789819376,0.8786790422383642,0.7880208333333333,"[232, 177, 160, 132]",0.5054068738102622,0.7185979264053697,0.6120024001078159
34,64,128,3,2,64,128,0.1,0.0001,0.001,0.3965367965367967,0.6493212669683258,0.8199233716475095,0.7177083333333332,0.533384869099155,0.7642964878258997,0.8838601532567051,0.8072916666666666,"[221, 174, 160, 134]",0.45489149275629154,0.7598687955373405,0.6073801441468161
48,64,64,3,2,128,64,0.0,0.0001,0.001,0.5056277056277055,0.617486338797814,0.808027923211169,0.6027131782945735,0.5953978561121418,0.759138368462139,0.8615681874844178,0.743217054263566,"[244, 191, 172, 133]",0.5468531565169413,0.6656314006507387,0.6062422785838399
26,128,64,4,2,64,128,0.0,0.0001,0.001,0.4502164502164499,0.6477438136826781,0.8568840579710144,0.6424418604651161,0.5523036487322203,0.7799178623414432,0.9026915113871636,0.7834302325581395,"[229, 184, 172, 139]",0.49606225039193885,0.7059656733755303,0.6010139618837346
52,128,128,2,3,128,128,0.2,0.0001,0.001,0.3870129870129868,0.6467551622418879,0.8152380952380952,0.7148846960167714,0.5577355184498042,0.7500210703750526,0.8771564625850338,0.7741090146750523,"[226, 175, 159, 131]",0.4569488868421329,0.7433190397865339,0.6001339633143334
59,128,128,3,3,64,128,0.2,0.0001,0.001,0.4138528138528138,0.6183261183261184,0.8333333333333333,0.6912065439672801,0.555117501546073,0.7402082044939188,0.8903003246753247,0.7586912065439673,"[231, 176, 163, 129]",0.47418777723693717,0.7233783577203411,0.5987830674786392
35,128,128,2,3,64,128,0.1,1e-05,0.001,0.3731601731601732,0.659324522760646,0.836206896551724,0.7194616977225673,0.552958152958153,0.7445720578980491,0.8999726327312533,0.782608695652174,"[227, 174, 161, 130]",0.4456060403707646,0.7497078476612831,0.5976569440160239
43,128,64,2,3,64,64,0.0,1e-05,0.001,0.3935064935064936,0.6378787878787877,0.7797619047619048,0.6929223744292238,0.5381828488971347,0.7456655844155844,0.8417658730158728,0.7939497716894977,"[220, 168, 146, 122]",0.45461171679497325,0.7400038563002305,0.5973077865476019
39,64,128,3,2,64,128,0.2,0.0001,0.001,0.4164502164502167,0.6027900146842876,0.8013565891472869,0.6666666666666665,0.5448618841475984,0.7306744283616531,0.8491279069767442,0.760485651214128,"[227, 172, 151, 119]",0.47207946190967975,0.7104923949471512,0.5912859284284155
41,128,64,2,2,128,64,0.2,0.0001,0.001,0.4155844155844155,0.6315396113602393,0.8145956607495068,0.6422222222222221,0.5325757575757576,0.7368673926969892,0.8532121724429417,0.7916666666666666,"[223, 169, 150, 123]",0.4668624378703137,0.709156657626243,0.5880095477482783
35,64,128,2,2,64,64,0.2,1e-05,0.001,0.3904761904761903,0.5934230194319878,0.8150537634408602,0.6582125603864734,0.5366110080395795,0.6701099722400171,0.8498463901689709,0.7946859903381643,"[223, 155, 138, 112]",0.45202613631671057,0.720039675368744,0.5860329058427273
60,32,128,3,2,64,64,0.2,0.0001,0.001,0.3705627705627707,0.6071953010279001,0.8424796747967481,0.6925675675675674,0.5436868686868688,0.7014894063352213,0.8709349593495934,0.7713963963963965,"[227, 164, 148, 117]",0.4407332608729445,0.7298596673596673,0.5852964641163059
31,32,64,2,2,128,64,0.1,1e-05,0.001,0.3809523809523809,0.6297134238310708,0.795959595959596,0.6748826291079811,0.5328437435580293,0.7269069166127989,0.8271284271284272,0.7752347417840376,"[221, 165, 142, 113]",0.444274356914716,0.7215863642668096,0.5829303605907628
53,128,64,3,3,128,128,0.0,0.0001,0.001,0.3974025974025971,0.6009174311926603,0.7916666666666667,0.6549295774647887,0.5266388373531231,0.7196319353429446,0.8479910714285716,0.7676056338028169,"[218, 160, 142, 114]",0.45298324076244983,0.7068051875610096,0.5798942141617297
67,128,128,3,3,64,64,0.2,0.0001,0.001,0.3376623376623374,0.5534883720930232,0.8083333333333333,0.7140921409214092,0.5136002886002887,0.6275193798449612,0.8517857142857143,0.7933604336043361,"[215, 140, 123, 101]",0.40744998951550615,0.7516421546237934,0.5795460720696497
35,64,64,2,2,128,128,0.2,0.0001,0.001,0.4346320346320348,0.6262626262626262,0.8278084714548803,0.6232323232323232,0.5585497835497836,0.7640177283034426,0.8804393580636675,0.7242424242424242,"[231, 181, 165, 127]",0.48886039680416943,0.6699513879423925,0.579405892373281
39,128,128,2,3,64,64,0.1,1e-05,0.001,0.3264069264069265,0.6270928462709284,0.7869757174392936,0.7248062015503876,0.521516182230468,0.671765601217656,0.8200094607379377,0.7900516795865633,"[219, 151, 129, 106]",0.4015139872455516,0.756023867374093,0.5787689273098223
49,32,128,2,2,64,64,0.2,1e-05,0.001,0.4077922077922079,0.6463963963963962,0.8420038535645473,0.6380368098159508,0.5316893424036282,0.7642320892320892,0.9104046242774566,0.7597137014314929,"[222, 173, 163, 129]",0.46157110962565806,0.6935791509776905,0.5775751303016743
30,128,128,3,3,128,128,0.2,1e-05,0.001,0.4077922077922079,0.6314243759177678,0.7329434697855749,0.6278538812785387,0.5500669964955678,0.731356198867212,0.8231690336953494,0.728310502283105,"[227, 171, 146, 111]",0.46836327078225687,0.6743615761880601,0.5713624234851585
48,64,128,4,3,128,128,0.0,0.0001,0.001,0.3393939393939397,0.6126543209876542,0.810897435897436,0.6849148418491484,0.5180375180375181,0.701333774250441,0.8476800976800977,0.7694647201946473,"[216, 156, 137, 111]",0.4101057699172814,0.724732141312566,0.5674189556149237
35,32,128,2,2,128,64,0.0,1e-05,0.001,0.4181818181818183,0.6347031963470315,0.7909090909090909,0.6227477477477477,0.5286590393733251,0.7309360730593607,0.8573015873015873,0.7190315315315314,"[219, 165, 148, 112]",0.4669751976150127,0.6674350599025378,0.5672051287587753
32,64,128,2,3,64,128,0.1,1e-05,0.001,0.3982683982683984,0.6702127659574468,0.8480662983425413,0.6044176706827309,0.5691764584621728,0.748530901722391,0.892607208629308,0.7008032128514056,"[235, 181, 166, 120]",0.46862618549625484,0.6490515909793019,0.5588388882377784
51,64,64,3,3,128,128,0.0,0.0001,0.001,0.3696969696969696,0.6223241590214067,0.7943722943722944,0.6393034825870647,0.5223459080601939,0.6854740061162078,0.8245361781076067,0.734452736318408,"[218, 154, 134, 104]",0.43296057657899917,0.6835829904348787,0.558271783506939
56,64,64,2,2,128,64,0.2,0.0001,0.001,0.4112554112554112,0.6540404040404041,0.8004246284501064,0.5985915492957746,0.4703102453102455,0.7747113997113997,0.8805732484076433,0.778169014084507,"[198, 157, 142, 115]",0.43880482845985985,0.6766687078995713,0.5577367681797156
40,128,128,4,3,128,64,0.2,1e-05,0.001,0.2597402597402594,0.6215986394557823,0.7997416020671835,0.7627627627627628,0.4666821273964132,0.6409681729834791,0.8075858250276854,0.7972972972972973,"[196, 129, 111, 93]",0.3337345850914008,0.7796477902348932,0.556691187663147
36,128,128,4,3,128,128,0.0,0.0001,0.001,0.3792207792207793,0.5753424657534245,0.8206018518518519,0.6262626262626262,0.5191867656153369,0.6397858230050011,0.885085978835979,0.7285353535353535,"[219, 144, 132, 101]",0.43830088237667103,0.6735387425042597,0.5559198124404654
53,64,128,3,3,128,128,0.1,0.0001,0.001,0.3826839826839826,0.5898021308980212,0.7611111111111112,0.62,0.5235879200164915,0.6719395520765383,0.8055555555555555,0.7093333333333333,"[219, 150, 125, 93]",0.44218232943133856,0.6616649949849548,0.5519236622081467
36,32,128,3,3,64,128,0.2,1e-05,0.001,0.3679653679653681,0.5968253968253967,0.7993197278911566,0.631578947368421,0.4951814058956916,0.6843480725623583,0.8742306446388078,0.7073934837092731,"[210, 147, 133, 99]",0.4221984342592159,0.6673398517350935,0.5447691429971546
42,64,64,2,3,64,64,0.1,1e-05,0.001,0.3125541125541123,0.6357142857142857,0.7160919540229884,0.6765536723163843,0.4982838589981447,0.6684750566893424,0.7711001642036124,0.7302259887005649,"[210, 145, 118, 90]",0.3841474494615879,0.7023659610192181,0.543256705240403
56,128,128,2,3,128,64,0.1,0.0001,0.001,0.3445887445887445,0.6197916666666666,0.7581699346405228,0.6031746031746031,0.5344465058750772,0.6666666666666666,0.7937441643323996,0.7301587301587301,"[224, 153, 126, 95]",0.4190144830077291,0.6606198034769463,0.5398171432423376
64,128,128,3,3,128,64,0.2,0.0001,0.001,0.3056277056277056,0.6266666666666666,0.7446043165467626,0.6595441595441595,0.4808235415378273,0.6746071428571428,0.8113223706748888,0.7227920227920229,"[200, 139, 117, 89]",0.37371164796706885,0.6897211594243746,0.5317164036957217
61,32,128,2,3,64,64,0.0,0.0001,0.001,0.3229437229437228,0.6403940886699506,0.8174603174603174,0.6230769230769231,0.4855854462997321,0.701172882946282,0.8497732426303855,0.6878205128205128,"[203, 147, 130, 94]",0.3879062816795069,0.6538499153658078,0.5208780985226573
64,128,64,4,3,64,64,0.1,0.0001,0.001,0.2822510822510822,0.6167557932263814,0.6760752688172044,0.6616161616161617,0.4487734487734488,0.6523427552839318,0.7614247311827957,0.7239057239057238,"[187, 124, 99, 75]",0.34654593991348825,0.6913607521140935,0.518953346013791
58,128,64,4,3,128,128,0.1,0.0001,0.001,0.3376623376623376,0.6108374384236451,0.7972972972972974,0.5976562500000001,0.4886157493300351,0.7093244194229416,0.8338963963963965,0.68359375,"[203, 148, 128, 90]",0.3993501430927755,0.637742949695122,0.5185465463939487
57,64,64,3,3,128,128,0.2,0.0001,0.001,0.3082251082251079,0.588235294117647,0.762589928057554,0.6179941002949854,0.4849360956503815,0.6662815126050421,0.7836587872559095,0.6924778761061947,"[204, 139, 113, 82]",0.3768955915487865,0.6531192573742164,0.5150074244615015
37,64,128,2,2,128,64,0.1,0.0001,0.001,0.3454545454545452,0.6353677621283255,0.7489177489177489,0.5865633074935401,0.5132910740053599,0.7017046724793204,0.8044372294372294,0.6492248062015503,"[213, 154, 129, 89]",0.4129715031744065,0.6163054093371748,0.5146384562557906
69,32,64,3,3,64,64,0.0,0.0001,0.001,0.3151515151515152,0.5640394088669949,0.775689223057644,0.5672782874617737,0.4798649762935477,0.6362303542106499,0.769781596849266,0.6727828746177371,"[203, 133, 109, 78]",0.38044537685545043,0.6155424080966225,0.4979938924760365
49,128,64,4,3,64,128,0.2,0.0001,0.001,0.2900432900432901,0.6177536231884058,0.7803617571059434,0.5714285714285714,0.4356215213358072,0.6897903726708075,0.8372093023255816,0.6711309523809523,"[184, 129, 112, 77]",0.3482299190497589,0.6172797262617622,0.48275482265576053
64,64,64,2,3,128,128,0.0,0.0001,0.001,0.1722943722943724,0.4240196078431372,0.5625,0.5350877192982457,0.3176613069470212,0.4659926470588235,0.5718005952380952,0.6337719298245614,"[136, 64, 38, 27]",0.22341308735266943,0.5802639807774597,0.40183853406506453
70,32,64,4,3,128,64,0.1,0.0001,0.001,0.1324675324675324,0.3982683982683982,0.8181818181818182,0.345679012345679,0.1747062461348175,0.4193722943722944,0.7207792207792206,0.5370370370370371,"[77, 33, 27, 16]",0.15068281828901914,0.4206164206164206,0.2856496194527199
