#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
51,32,64,3,2,128,64,0.1,0.0001,0.001,0.35670995670995664,0.5944170771756979,0.7668918918918919,0.6344086021505375,0.48478664192949905,0.7206896551724139,0.802927927927928,0.7278225806451613,"[203, 148, 124, 94]"
44,64,64,4,3,128,64,0.2,1e-05,0.001,0.30043290043290044,0.5801457194899817,0.7997416020671836,0.6072463768115942,0.433366316223459,0.6923952641165756,0.8426541159099299,0.6971014492753622,"[183, 129, 115, 81]"
42,32,64,4,3,64,64,0.2,0.0001,0.001,0.2147186147186147,0.3573883161512028,0.6339285714285714,0.4642857142857143,0.22993815708101425,0.5683848797250858,0.71875,0.4880952380952381,"[97, 56, 42, 21]"
53,32,64,3,2,128,128,0.2,0.0001,0.001,0.34372294372294376,0.6460396039603961,0.8156732891832229,0.6654228855721392,0.4914100185528757,0.7325082508250826,0.8509933774834437,0.75,"[202, 151, 134, 104]"
42,64,128,2,2,64,128,0.2,0.0001,0.001,0.39134199134199116,0.638392857142857,0.8452380952380952,0.6763440860215053,0.5508740465883324,0.7311383928571429,0.8956916099773243,0.7833333333333333,"[224, 168, 155, 126]"
77,64,64,4,3,64,64,0.1,0.0001,0.001,0.33939393939393947,0.6396396396396397,0.819634703196347,0.5490956072351421,0.4525747268604411,0.7786036036036036,0.8455642530984997,0.6550387596899226,"[185, 146, 129, 88]"
52,32,64,2,2,64,128,0.2,0.0001,0.001,0.3454545454545454,0.6550387596899225,0.8441176470588235,0.732484076433121,0.5212822098536384,0.771356589147287,0.8935574229691876,0.7882165605095541,"[215, 170, 157, 129]"
42,128,128,3,3,64,128,0.1,0.0001,0.001,0.3168831168831167,0.6598984771573604,0.8355555555555555,0.6318407960199004,0.47058956916099776,0.7472504230118444,0.8592857142857142,0.6977611940298506,"[197, 150, 134, 97]"
55,32,128,2,3,128,64,0.2,1e-05,0.001,0.3290043290043291,0.6378205128205128,0.8179824561403509,0.6521739130434783,0.4975221603793032,0.712540064102564,0.8827537593984963,0.7306763285024154,"[208, 152, 138, 105]"
45,64,128,2,3,128,64,0.2,1e-05,0.001,0.33852813852813857,0.5935960591133003,0.8133802816901409,0.6537467700258399,0.48329828901257466,0.6832922824302136,0.858065057008719,0.7338501291989663,"[203, 142, 129, 97]"
37,128,128,3,2,64,64,0.0,0.0001,0.001,0.40346320346320347,0.6571637426900584,0.8333333333333335,0.6273291925465838,0.5530818387961246,0.7653874269005848,0.8576058201058201,0.74120082815735,"[228, 180, 161, 125]"
66,32,64,2,2,128,64,0.1,0.0001,0.001,0.38528138528138517,0.6145833333333333,0.8333333333333335,0.6282973621103117,0.501684188827046,0.7264022435897436,0.8525345622119815,0.7595923261390888,"[208, 155, 139, 110]"
75,64,128,2,3,128,64,0.1,0.0001,0.001,0.34805194805194806,0.5954861111111112,0.7159624413145541,0.5942028985507246,0.4652896310039166,0.7257378472222221,0.766851106639839,0.6797101449275361,"[192, 142, 115, 82]"
37,128,128,3,2,128,64,0.2,0.0001,0.001,0.39393939393939387,0.6365853658536585,0.8106060606060607,0.6468531468531469,0.4938033395176252,0.738048780487805,0.9063852813852813,0.7674825174825175,"[205, 154, 143, 114]"
25,128,128,4,2,128,128,0.0,0.0001,0.001,0.40432900432900454,0.6696428571428571,0.8428030303030304,0.6595092024539877,0.5463533292104721,0.7689360119047618,0.878990800865801,0.7755623721881392,"[224, 176, 163, 132]"
28,32,128,4,2,64,128,0.1,1e-05,0.001,0.37662337662337664,0.6253687315634219,0.8364197530864198,0.7111872146118721,0.554862914862915,0.6942846607669616,0.865079365079365,0.8059360730593607,"[226, 162, 146, 123]"
29,128,128,3,2,128,64,0.1,1e-05,0.001,0.4303030303030303,0.6169724770642201,0.8586744639376217,0.668724279835391,0.527497423211709,0.7702981651376148,0.9043441938178778,0.8225308641975309,"[218, 171, 162, 136]"
34,64,128,4,2,64,64,0.1,1e-05,0.001,0.40086580086580076,0.6659259259259258,0.8493408662900187,0.7295409181636726,0.5490373118944547,0.7644814814814814,0.9075867635189668,0.8283433133732534,"[225, 177, 167, 141]"
34,64,64,2,2,128,64,0.1,1e-05,0.001,0.3939393939393939,0.6903594771241831,0.8291666666666666,0.6319910514541387,0.493279736136879,0.7647467320261436,0.8962053571428571,0.8042505592841163,"[204, 160, 149, 122]"
69,32,128,2,3,128,64,0.1,0.0001,0.001,0.29783549783549795,0.5046296296296297,0.7578616352201257,0.5058139534883721,0.42605442176870745,0.5842592592592593,0.7617924528301886,0.5949612403100776,"[180, 106, 86, 54]"
94,128,64,2,3,64,64,0.1,0.0001,0.001,0.3463203463203465,0.585858585858586,0.821256038647343,0.6499999999999999,0.4729767058338486,0.683543771043771,0.849120082815735,0.795138888888889,"[198, 138, 120, 100]"
38,128,128,2,2,64,64,0.0,0.0001,0.001,0.4051948051948053,0.6282642089093704,0.8071705426356588,0.6699346405228758,0.527334570191713,0.7700460829493088,0.8483527131782945,0.7734204793028321,"[217, 172, 153, 123]"
36,128,64,2,2,64,128,0.2,0.0001,0.001,0.4225108225108223,0.6576168929110109,0.830540037243948,0.6787878787878788,0.5421150278293135,0.787179487179487,0.8989757914338921,0.7686868686868686,"[221, 179, 165, 132]"
37,32,64,2,3,64,128,0.1,1e-05,0.001,0.3584415584415585,0.5919811320754716,0.8515151515151516,0.6219239373601789,0.5079406307977737,0.7535377358490566,0.8863636363636364,0.6856823266219239,"[212, 165, 149, 106]"
25,128,128,2,2,64,128,0.2,1e-05,0.001,0.3826839826839826,0.6973094170403589,0.8661202185792352,0.695736434108527,0.5325190682333539,0.8021300448430495,0.911527452511059,0.7848837209302325,"[223, 183, 172, 139]"
58,32,64,3,2,64,64,0.1,0.0001,0.001,0.3445887445887445,0.6611635220125787,0.8682634730538924,0.6517094017094016,0.5127458256029686,0.7680817610062892,0.8967065868263473,0.7302350427350427,"[212, 167, 156, 115]"
37,32,128,3,2,64,64,0.1,1e-05,0.001,0.36536796536796534,0.6666666666666666,0.817142857142857,0.6431623931623932,0.5386765615337044,0.7583703703703704,0.8509523809523809,0.7494658119658119,"[225, 175, 156, 119]"
26,64,64,2,2,64,128,0.1,1e-05,0.001,0.3930735930735931,0.6931464174454829,0.8286778398510243,0.662551440329218,0.5220861678004536,0.8079828660436138,0.8762303804203246,0.7782921810699589,"[214, 179, 162, 131]"
40,32,128,3,3,128,64,0.0,1e-05,0.001,0.27792207792207796,0.6450450450450449,0.8344988344988346,0.7182539682539684,0.4303401360544217,0.7594594594594595,0.8508158508158509,0.7645502645502645,"[185, 143, 126, 100]"
49,32,64,2,3,128,64,0.2,1e-05,0.001,0.32207792207792213,0.6314814814814815,0.7708333333333334,0.5459770114942529,0.43399505256648113,0.7350000000000001,0.8229166666666667,0.6652298850574712,"[180, 136, 116, 80]"
27,64,128,3,2,64,64,0.0,1e-05,0.001,0.3774891774891776,0.645638629283489,0.8374233128834354,0.6519274376417233,0.5120717377860236,0.7453271028037382,0.8620654396728016,0.7732426303854876,"[214, 163, 147, 116]"
40,64,64,2,2,64,128,0.2,0.0001,0.001,0.37229437229437223,0.6047400611620797,0.8291404612159328,0.6433566433566432,0.5234096062667492,0.7092125382262995,0.8510781671159029,0.7453379953379954,"[218, 159, 143, 110]"
59,128,128,2,3,128,128,0.2,0.0001,0.001,0.3333333333333332,0.6388888888888892,0.8277027027027029,0.6497584541062801,0.4572747887033601,0.7550781250000002,0.87998712998713,0.7228260869565218,"[192, 148, 138, 103]"
31,64,128,4,3,64,64,0.0,1e-05,0.001,0.2424242424242426,0.6452513966480447,0.7791327913279132,0.6153846153846154,0.4314058956916099,0.6817970204841713,0.8007162214479288,0.6794871794871794,"[179, 123, 104, 73]"
42,128,128,2,2,128,64,0.1,0.0001,0.001,0.3965367965367966,0.6539611360239165,0.8399621212121212,0.6520833333333332,0.536588332302618,0.7608744394618836,0.8806141774891775,0.7604166666666667,"[223, 176, 160, 125]"
