#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
41,32,64,3,3,128,128,0.0,0.0001,0.001,0.21904761904761896,0.35300925925925924,0.7804232804232805,0.5094339622641509,0.3440383426097712,0.4291666666666666,0.7923280423280423,0.5534591194968553,"[144, 63, 53, 31]"
48,128,128,4,3,64,64,0.0,0.0001,0.001,0.2991341991341991,0.5641025641025642,0.7699724517906338,0.5522875816993463,0.4689259946402803,0.6068803418803418,0.7938803620621803,0.6323529411764706,"[195, 121, 102, 67]"
32,64,64,2,3,128,128,0.2,1e-05,0.001,0.35238095238095235,0.5109427609427611,0.7764857881136953,0.5250737463126843,0.4823459080601938,0.640614478114478,0.8168143226282762,0.6165191740412979,"[198, 129, 113, 72]"
32,128,128,4,2,64,64,0.1,1e-05,0.001,0.38008658008658003,0.6697674418604652,0.8647619047619046,0.6839430894308944,0.5194021851164708,0.7924418604651161,0.8954421768707483,0.785569105691057,"[215, 175, 164, 131]"
66,64,128,3,3,64,64,0.0,0.0001,0.001,0.2969696969696969,0.6056910569105691,0.8474178403755869,0.7539062499999999,0.4886662543805401,0.6705284552845527,0.8552984574111334,0.8085937499999999,"[205, 142, 128, 106]"
60,32,64,4,3,128,64,0.2,1e-05,0.001,0.3021645021645022,0.604735883424408,0.7493827160493827,0.6636363636363637,0.43712636569779434,0.7288251366120219,0.772663139329806,0.7196969696969696,"[183, 135, 110, 80]"
31,128,64,2,2,64,128,0.1,0.0001,0.001,0.40086580086580076,0.6303703703703702,0.8564547206165705,0.6449275362318839,0.5428035456606886,0.7444814814814814,0.8871456096889623,0.7132505175983438,"[225, 173, 161, 120]"
46,32,128,4,2,64,64,0.0,0.0001,0.001,0.33073593073593077,0.5985221674876845,0.8426573426573426,0.5756410256410257,0.4923438466295609,0.6919540229885057,0.8706293706293706,0.6583333333333333,"[203, 143, 130, 89]"
24,128,128,3,2,128,64,0.0,1e-05,0.001,0.4155844155844156,0.6689708141321042,0.8182674199623353,0.6719409282700421,0.5300762729334159,0.8032642089093702,0.8551923594296476,0.8022151898734177,"[217, 177, 158, 131]"
87,64,64,2,3,128,64,0.0,0.0001,0.001,0.3549783549783548,0.6014851485148516,0.7883771929824563,0.5954198473282442,0.48744176458462174,0.7403052805280529,0.8255012531328321,0.6882951653944019,"[202, 152, 131, 92]"
30,64,128,2,3,128,128,0.0,1e-05,0.001,0.3645021645021648,0.6334951456310681,0.7886710239651417,0.6520681265206812,0.4945784374355803,0.7249595469255662,0.8522408963585434,0.7493917274939172,"[206, 153, 137, 105]"
30,64,64,4,2,64,64,0.0,1e-05,0.001,0.3515151515151514,0.7020933977455719,0.82020202020202,0.674496644295302,0.4913935271078128,0.7763687600644121,0.8692640692640694,0.8003355704697985,"[207, 165, 149, 121]"
53,32,128,2,3,64,128,0.2,1e-05,0.001,0.35064935064935066,0.6650943396226415,0.8403193612774452,0.6611111111111111,0.5160997732426303,0.761438679245283,0.8641288850869688,0.7611111111111111,"[212, 167, 150, 119]"
31,64,128,4,3,128,128,0.1,1e-05,0.001,0.3718614718614719,0.5988835725677832,0.859823399558499,0.6619718309859155,0.4992723149866007,0.6978070175438597,0.9105644906969411,0.7511737089201878,"[209, 151, 142, 110]"
28,128,128,3,2,64,128,0.1,0.0001,0.001,0.3870129870129869,0.6464174454828661,0.8343313373253494,0.5935483870967742,0.5139146567717996,0.7573208722741432,0.8997005988023952,0.7048387096774192,"[214, 167, 155, 113]"
