#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
22,128,64,4,2,128,128,0.1,1e-05,0.001,0.4432900432900432,0.6723163841807906,0.8581560283687942,0.6428571428571428,0.5696320346320348,0.7923728813559322,0.9078014184397164,0.811047619047619,"[236, 188, 175, 147]",0.49858170691557446,0.7172240833972786,0.6079028951564265
34,128,128,4,2,128,128,0.2,0.0001,0.001,0.3956709956709956,0.6720183486238533,0.8594961240310078,0.6917670682730922,0.5354112554112554,0.7782874617737003,0.9302325581395348,0.8102409638554217,"[218, 172, 166, 138]",0.45505475864412076,0.746331583016558,0.6006931708303394
25,32,64,3,2,128,128,0.2,1e-05,0.001,0.4190476190476189,0.6496296296296299,0.8509803921568627,0.6486199575371548,0.5533982683982684,0.745925925925926,0.9088235294117648,0.7941613588110403,"[225, 170, 157, 129]",0.4769421717982716,0.7140498715819962,0.5954960216901339
29,64,64,3,2,128,64,0.1,1e-05,0.001,0.406060606060606,0.6207951070336392,0.8260869565217391,0.6296296296296294,0.526991341991342,0.7324159021406729,0.8675983436853002,0.8027777777777778,"[218, 161, 144, 120]",0.4586891955254402,0.7057387057387056,0.5822139506320729
31,128,128,2,2,128,64,0.1,1e-05,0.001,0.3887445887445885,0.5860215053763441,0.8582251082251083,0.6386946386946386,0.5254761904761905,0.7019969278033794,0.898809523809524,0.7885780885780885,"[217, 154, 143, 116]",0.44688554494648663,0.7057664421701657,0.5763259935583261
45,64,64,2,2,128,128,0.2,0.0001,0.001,0.3731601731601731,0.6393939393939394,0.866869918699187,0.6545253863134656,0.5397619047619047,0.7363636363636362,0.8954268292682926,0.772075055187638,"[220, 164, 151, 121]",0.44125922839913867,0.7084572653404554,0.574858246869797
29,64,64,2,2,64,128,0.2,1e-05,0.001,0.3601731601731601,0.6274038461538463,0.8490990990990993,0.6642512077294686,0.5086363636363637,0.7011217948717948,0.9115990990990992,0.7807971014492754,"[208, 148, 138, 114]",0.42171997762321384,0.7178243306261621,0.569772154124688
52,32,64,4,2,128,128,0.2,0.0001,0.001,0.3835497835497832,0.6176935229067931,0.8823529411764706,0.6405895691609976,0.5128354978354979,0.721958925750395,0.9275599128540304,0.768140589569161,"[211, 153, 147, 119]",0.4388691967085223,0.6985906367912691,0.5687299167498957
28,32,128,3,3,128,128,0.0,1e-05,0.001,0.3627705627705626,0.5833333333333334,0.8149509803921569,0.6598360655737704,0.4704978354978355,0.6819727891156464,0.877450980392157,0.8013661202185792,"[196, 136, 122, 102]",0.40967055733920665,0.7237468886790832,0.566708723009145
29,64,64,3,3,128,128,0.0,1e-05,0.001,0.4095238095238096,0.6433021806853582,0.8496932515337422,0.6041666666666666,0.5221212121212121,0.7468847352024921,0.9054192229038855,0.7506578947368421,"[214, 163, 152, 119]",0.4590183231882038,0.669492554224668,0.5642554387064359
