#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
45,32,128,4,3,128,64,0.1,1e-05,0.001,0.28484848484848496,0.6090425531914895,0.810077519379845,0.5870206489675516,0.4524891774891775,0.6668693009118541,0.8223514211886304,0.691740412979351,"[188, 129, 113, 79]"
24,64,64,2,2,128,128,0.2,1e-05,0.001,0.43982683982684007,0.6709585121602287,0.7783985102420855,0.6111111111111113,0.5587353123067409,0.7437018870495264,0.8587390263367918,0.7729559748427673,"[233, 179, 159, 127]"
38,64,128,3,3,64,128,0.0,0.0001,0.001,0.32207792207792196,0.5946180555555556,0.8055555555555555,0.5734463276836158,0.4562585034013606,0.665379050925926,0.8483225108225109,0.6652542372881356,"[192, 132, 118, 82]"
36,32,64,2,2,64,64,0.1,1e-05,0.001,0.354112554112554,0.6155778894472361,0.8150851581508515,0.5501355013550134,0.47220933828076683,0.667972256665724,0.8464980882864094,0.6612466124661247,"[199, 137, 123, 85]"
54,32,64,4,3,128,128,0.1,0.0001,0.001,0.23376623376623376,0.3961988304093568,0.5654761904761906,0.2702702702702703,0.2725974025974026,0.49122807017543857,0.6517857142857143,0.43243243243243246,"[114, 56, 37, 17]"
22,32,64,3,2,128,128,0.0,1e-05,0.001,0.43116883116883115,0.6915204678362574,0.8296089385474862,0.6746987951807228,0.5473716759431045,0.7668250487329433,0.8900106411279596,0.8227911646586344,"[228, 179, 166, 142]"
33,128,64,3,2,64,128,0.1,0.0001,0.001,0.4164502164502164,0.6651162790697674,0.8441814595660749,0.6290322580645161,0.5200556586270871,0.7628036175710594,0.8842068188222035,0.7893548387096774,"[215, 169, 155, 127]"
35,128,64,3,2,64,64,0.1,1e-05,0.001,0.40606060606060596,0.6939393939393939,0.8246124031007751,0.6709129511677282,0.5356153370439084,0.7508964646464646,0.8694767441860466,0.7781316348195328,"[220, 172, 157, 128]"
27,32,128,3,3,128,128,0.0,1e-05,0.001,0.3575757575757574,0.6431818181818182,0.7938034188034188,0.6550925925925926,0.5281400742115028,0.6795900564082383,0.8785485347985349,0.7170138888888888,"[220, 156, 144, 110]"
80,64,64,2,3,128,64,0.0,0.0001,0.001,0.26320346320346316,0.5609756097560976,0.5983333333333334,0.48148148148148145,0.3872634508348794,0.5861062717770035,0.6866666666666668,0.5625000000000001,"[164, 100, 72, 43]"
44,32,64,4,2,128,128,0.1,0.0001,0.001,0.3688311688311687,0.6643081761006289,0.8405797101449274,0.6066666666666665,0.5040831787260358,0.7327506874676687,0.8781795326826383,0.736,"[212, 161, 150, 113]"
47,64,64,3,3,64,128,0.2,1e-05,0.001,0.35930735930735946,0.6611635220125786,0.8160569105691058,0.6986301369863015,0.5036178107606678,0.7430948637316561,0.8474303135888501,0.8110730593607306,"[212, 164, 146, 123]"
29,32,64,2,2,128,128,0.1,1e-05,0.001,0.42770562770562776,0.6950354609929077,0.849656357388316,0.7384898710865563,0.5768769325912183,0.8096572104018911,0.9096097201767305,0.8351749539594843,"[235, 194, 181, 157]"
33,128,64,4,2,128,128,0.1,0.0001,0.001,0.41558441558441567,0.6674277016742769,0.8450980392156864,0.6677282377919321,0.5221474953617811,0.7551877219685438,0.8949719887955183,0.8338641188959661,"[219, 170, 157, 136]"
37,64,64,2,2,128,128,0.0,0.0001,0.001,0.4034632034632034,0.7142857142857144,0.8080524344569288,0.6635610766045549,0.5139873222016079,0.8170478595478595,0.8568552701979668,0.80175983436853,"[210, 178, 161, 133]"
60,64,64,4,3,128,64,0.2,1e-05,0.001,0.33593073593073597,0.6270627062706271,0.7960526315789473,0.7260101010101011,0.4814625850340136,0.7257111425428259,0.8330592105263158,0.773358585858586,"[202, 152, 132, 107]"
42,32,64,4,3,64,64,0.0,1e-05,0.001,0.30043290043290044,0.6649395509499139,0.8047619047619049,0.5778688524590164,0.45842918985776127,0.7057138744962578,0.8435544217687074,0.6538251366120218,"[193, 140, 122, 84]"
35,32,64,4,2,128,64,0.2,1e-05,0.001,0.39826839826839827,0.6501572327044023,0.8081761006289309,0.6439909297052154,0.507804576376005,0.7248558700209644,0.8887541179994011,0.7806122448979593,"[212, 159, 147, 118]"
104,64,64,4,3,64,64,0.2,0.0001,0.001,0.3333333333333335,0.6025641025641026,0.8215130023640663,0.5705128205128206,0.49466604823747684,0.6532280219780221,0.8611111111111112,0.6666666666666667,"[208, 141, 130, 88]"
32,32,128,4,2,128,64,0.0,1e-05,0.001,0.43203463203463216,0.6971014492753624,0.774401473296501,0.6572916666666667,0.5622309833024118,0.7569180939833113,0.8416666666666668,0.7562500000000001,"[230, 181, 160, 128]"
38,64,64,3,3,64,128,0.1,1e-05,0.001,0.3722943722943722,0.6674174174174176,0.818181818181818,0.6962719298245614,0.5303277674706247,0.7162287287287286,0.8938095238095239,0.768092105263158,"[222, 165, 152, 121]"
31,128,64,2,2,128,128,0.1,0.0001,0.001,0.4147186147186148,0.6590563165905631,0.8402366863905325,0.6439393939393939,0.5354916512059369,0.7474251648909183,0.8761059453367146,0.833874458874459,"[219, 169, 154, 131]"
51,32,64,3,3,128,64,0.1,1e-05,0.001,0.34285714285714286,0.6173708920187794,0.8140589569160999,0.6564885496183206,0.5063419913419913,0.6730959833072508,0.8524619371558146,0.7608142493638678,"[213, 147, 131, 103]"
31,128,64,3,2,128,64,0.1,1e-05,0.001,0.43030303030303035,0.6962121212121213,0.7547892720306514,0.631346578366446,0.5296165739022882,0.7594823232323231,0.8327312534209087,0.8123620309050773,"[220, 174, 151, 128]"
54,32,128,2,2,128,64,0.2,0.0001,0.001,0.39567099567099584,0.6462418300653596,0.8322649572649573,0.6076388888888888,0.4913048855905998,0.749605119825708,0.881272893772894,0.7413194444444444,"[204, 156, 144, 110]"
29,128,64,2,2,128,128,0.0,0.0001,0.001,0.43463203463203487,0.6541297935103246,0.8295019157088123,0.6193415637860082,0.5405318491032777,0.7536996066863322,0.8981390257252327,0.7577160493827161,"[226, 174, 162, 126]"
40,64,64,4,2,64,64,0.2,1e-05,0.001,0.3835497835497837,0.6451355661881978,0.8060796645702307,0.6886574074074074,0.503821892393321,0.7330010632642212,0.8496331236897274,0.8096064814814814,"[209, 159, 144, 119]"
36,32,128,2,2,64,64,0.1,1e-05,0.001,0.3913419913419911,0.647640791476408,0.7911522633744857,0.5880281690140844,0.5196969696969697,0.7257102993404363,0.8299897119341564,0.7171361502347418,"[219, 162, 142, 105]"
57,32,128,4,3,128,128,0.1,0.0001,0.001,0.27186147186147175,0.5325443786982249,0.6753472222222223,0.47031963470319627,0.39997062461348176,0.5411494488417564,0.6894965277777777,0.5707762557077625,"[169, 96, 73, 45]"
31,32,128,3,2,128,64,0.0,1e-05,0.001,0.41038961038961025,0.6599099099099099,0.8352601156069362,0.7085953878406709,0.5325773036487322,0.7592945217945217,0.8794178364987615,0.8250524109014675,"[222, 173, 159, 136]"
49,32,64,4,2,64,128,0.1,0.0001,0.001,0.37748917748917765,0.6368501529051986,0.8209876543209876,0.6458333333333334,0.5213450834879405,0.7259301732925586,0.8604644326866548,0.7407407407407407,"[218, 162, 144, 112]"
46,64,128,2,3,64,64,0.2,1e-05,0.001,0.29956709956709954,0.6296296296296297,0.7532299741602069,0.599702380952381,0.4284879406307978,0.6999029982363315,0.8217977113325952,0.6897321428571427,"[180, 129, 112, 79]"
23,64,128,2,2,128,128,0.1,1e-05,0.001,0.4329004329004332,0.6883753501400561,0.8324468085106383,0.7122093023255813,0.5775448361162646,0.7724206349206348,0.880838399189463,0.8581395348837211,"[238, 188, 172, 151]"
73,128,128,3,3,64,64,0.1,0.0001,0.001,0.28398268398268384,0.6111111111111113,0.7745901639344263,0.5817610062893082,0.4409307359307359,0.6472634226732586,0.8293325526932085,0.6823899371069182,"[183, 122, 106, 74]"
62,128,64,4,3,128,128,0.1,0.0001,0.001,0.3619047619047618,0.6634615384615384,0.7924528301886793,0.5947242206235012,0.4979452690166976,0.731526633089133,0.8400119796346212,0.6882494004796162,"[208, 159, 139, 99]"
31,64,64,3,2,128,64,0.1,1e-05,0.001,0.4095238095238094,0.6823899371069182,0.8183632734530938,0.6155555555555556,0.5030117501546073,0.7693003144654087,0.8525948103792415,0.8127777777777777,"[212, 167, 150, 123]"
48,128,128,4,3,64,64,0.0,0.0001,0.001,0.27619047619047604,0.5481283422459894,0.7777777777777779,0.521505376344086,0.44621212121212117,0.5765554706731177,0.7876447876447876,0.6200716845878136,"[187, 111, 93, 60]"
42,64,64,2,3,128,128,0.1,1e-05,0.001,0.39220779220779234,0.6105919003115264,0.8235930735930737,0.636904761904762,0.5112105751391465,0.6970770792032474,0.8807359307359307,0.7236904761904762,"[214, 154, 140, 105]"
49,64,64,2,2,128,128,0.2,0.0001,0.001,0.4424242424242429,0.6522988505747126,0.8387978142076501,0.6816367265469062,0.5626561533704391,0.7679324028461958,0.882513661202186,0.8178642714570858,"[232, 183, 167, 141]"
34,64,64,4,2,64,64,0.1,1e-05,0.001,0.3956709956709958,0.6635658914728682,0.8095238095238095,0.6066666666666667,0.5176963512677798,0.7646216315983758,0.8668154761904762,0.7177777777777778,"[215, 168, 150, 112]"
24,128,128,3,3,64,128,0.0,1e-05,0.001,0.34632034632034625,0.6524024024024024,0.786021505376344,0.6766169154228856,0.5276097711811998,0.676948376948377,0.8328725038402458,0.7835820895522388,"[222, 155, 134, 110]"
54,64,128,2,2,64,64,0.2,0.0001,0.001,0.3679653679653682,0.6116666666666667,0.8178807947019868,0.6143552311435524,0.47767625231910943,0.726437950937951,0.8636865342163357,0.712287104622871,"[200, 151, 137, 101]"
34,128,128,4,3,128,128,0.1,1e-05,0.001,0.432034632034632,0.6879588839941264,0.8141025641025641,0.7103658536585366,0.5502968460111317,0.7756363191385217,0.8801151229722657,0.8430894308943089,"[227, 182, 164, 142]"
