#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
23,128,128,3,2,128,128,0.1,1e-05,0.001,0.42683982683982674,0.7215007215007214,0.814432989690722,0.6762452107279693,0.5545021645021645,0.8246753246753248,0.8650343642611682,0.7758620689655172,"[231, 194, 174, 140]"
28,32,128,2,3,64,128,0.0,1e-05,0.001,0.3212121212121213,0.6513056835637483,0.7505307855626326,0.6692913385826773,0.5227705627705629,0.7101382488479264,0.7713375796178344,0.7598425196850394,"[217, 157, 127, 101]"
38,64,128,2,3,64,128,0.0,0.0001,0.001,0.3220779220779218,0.6945773524720893,0.7794715447154472,0.6311274509803922,0.49774891774891783,0.7658692185007975,0.7976626016260162,0.7199754901960783,"[209, 164, 136, 103]"
53,32,128,4,2,128,64,0.2,0.0001,0.001,0.3870129870129871,0.7103960396039606,0.7916666666666666,0.6509009009009009,0.49619047619047624,0.8132013201320131,0.8440476190476192,0.8023648648648649,"[202, 168, 148, 123]"
77,32,128,4,3,128,64,0.2,0.0001,0.001,0.2900432900432901,0.6133333333333333,0.6707988980716253,0.5549242424242424,0.40718614718614715,0.6895238095238094,0.6844352617079891,0.7159090909090909,"[175, 121, 88, 66]"
37,64,128,3,2,128,64,0.0,0.0001,0.001,0.40000000000000024,0.7115097159940208,0.8519503546099292,0.6423001949317738,0.5351948051948053,0.8284005979073245,0.8715425531914893,0.7675438596491229,"[223, 188, 171, 135]"
72,128,128,2,3,128,64,0.1,0.0001,0.001,0.37229437229437234,0.6833333333333332,0.7530487804878048,0.6534772182254196,0.4588311688311689,0.8529824561403508,0.8122967479674796,0.7553956834532374,"[190, 164, 139, 110]"
34,32,128,2,3,64,64,0.0,1e-05,0.001,0.2606060606060606,0.6401709401709401,0.8239436619718309,0.6260162601626016,0.46731601731601735,0.7114529914529913,0.8097417840375588,0.6605691056910569,"[195, 142, 123, 86]"
31,64,64,2,2,128,128,0.1,0.0001,0.001,0.40432900432900437,0.6428571428571427,0.8126177024482109,0.6838709677419353,0.5363203463203464,0.7665178571428573,0.8437853107344633,0.8048387096774193,"[224, 177, 155, 130]"
36,64,128,3,3,64,64,0.0,1e-05,0.001,0.2891774891774891,0.6343537414965987,0.7699004975124377,0.5935672514619885,0.467835497835498,0.6773809523809523,0.8232587064676617,0.6542397660818713,"[196, 134, 114, 80]"
69,64,128,4,3,128,64,0.1,0.0001,0.001,0.3290043290043291,0.6461675579322641,0.7307692307692306,0.646376811594203,0.4473593073593074,0.7516934046345811,0.7755244755244756,0.7521739130434782,"[187, 143, 115, 91]"
41,128,64,3,3,64,128,0.2,1e-05,0.001,0.43290043290043295,0.6535662299854439,0.8143115942028986,0.6818181818181818,0.5514285714285716,0.7868995633187772,0.8675724637681159,0.7823232323232322,"[229, 184, 165, 135]"
54,32,128,2,3,64,128,0.1,0.0001,0.001,0.3194805194805194,0.6393034825870647,0.7685185185185186,0.6638888888888889,0.482943722943723,0.7061359867330017,0.791550925925926,0.7458333333333333,"[201, 144, 120, 92]"
41,32,128,2,2,64,64,0.0,0.0001,0.001,0.3601731601731603,0.6152073732718896,0.7538631346578365,0.6233595800524935,0.5189610389610392,0.6838709677419353,0.8054083885209714,0.7244094488188977,"[217, 151, 127, 96]"
58,128,128,4,3,64,128,0.1,0.0001,0.001,0.36536796536796556,0.6550925925925926,0.7820512820512822,0.7482758620689656,0.5193073593073595,0.7760802469135802,0.8312623274161737,0.8179310344827586,"[216, 169, 145, 123]"
27,32,128,4,2,64,64,0.0,1e-05,0.001,0.35194805194805234,0.6018518518518516,0.768065268065268,0.6442577030812324,0.46987012987012994,0.7175084175084175,0.7952214452214453,0.7478991596638656,"[198, 143, 119, 93]"
67,64,64,3,3,64,64,0.0,0.0001,0.001,0.3324675324675325,0.6477093206951025,0.801635991820041,0.6430260047281324,0.5113852813852814,0.7562401263823064,0.8250511247443764,0.715130023640662,"[211, 163, 141, 104]"
28,128,64,4,2,64,128,0.0,0.0001,0.001,0.4181818181818184,0.6681286549707603,0.8014571948998179,0.6860940695296525,0.5492640692640693,0.7875730994152047,0.8566484517304188,0.7944785276073619,"[228, 183, 163, 132]"
22,128,128,4,2,128,64,0.0,1e-05,0.001,0.406926406926407,0.6877828054298644,0.8055555555555557,0.5974842767295596,0.5380952380952382,0.7948717948717948,0.8422222222222222,0.7720125786163522,"[221, 180, 159, 125]"
56,128,64,3,3,64,128,0.2,0.0001,0.001,0.34805194805194806,0.6246177370030581,0.767515923566879,0.665374677002584,0.5210822510822511,0.7059633027522935,0.7812101910828025,0.7558139534883721,"[218, 157, 129, 102]"
