#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
26,128,64,4,2,64,128,0.2,1e-05,0.001,0.4502164502164502,0.690379403794038,0.7847571189279732,0.7159090909090907,0.6022418058132344,0.7921860885275519,0.8527398899258196,0.8348484848484848,"[246, 199, 176, 154]",0.515249258451409,0.7708176044766176,0.6430334314640134
27,64,64,3,2,128,128,0.0,1e-05,0.001,0.463203463203463,0.7039999999999996,0.8259441707717567,0.6879629629629629,0.6220315398886828,0.8004888888888889,0.8497536945812808,0.8364814814814815,"[250, 203, 180, 157]",0.5309949691583186,0.7549875373429795,0.642991253250649
25,128,64,3,2,128,128,0.2,1e-05,0.001,0.4614718614718618,0.7074688796680497,0.8256013745704466,0.6852886405959032,0.5930426716141002,0.7864914707238359,0.8915684830633285,0.8459962756052142,"[241, 194, 179, 157]",0.5190492819499067,0.7572093625750184,0.6381293222624626
20,128,64,2,2,128,128,0.0,1e-05,0.001,0.4341991341991342,0.6988555078683834,0.8087719298245614,0.7032755298651251,0.5752937538651823,0.7944682880305198,0.8719924812030077,0.8281310211946049,"[233, 190, 173, 148]",0.49488620037215614,0.7606135448818089,0.6277498726269826
26,32,64,4,2,64,128,0.0,1e-05,0.001,0.3974025974025974,0.7072649572649574,0.8248299319727891,0.7372881355932205,0.569635126777984,0.8124406457739791,0.8711491739552963,0.8291902071563088,"[234, 196, 177, 151]",0.468181278336679,0.7805433183498316,0.6243622983432553
35,64,128,2,3,64,128,0.0,1e-05,0.001,0.3861471861471863,0.647517730496454,0.8147113594040969,0.73125,0.5870902906617192,0.7434278959810876,0.8518156424581005,0.7870833333333334,"[235, 179, 160, 132]",0.4658745047440659,0.7581400933040614,0.6120072990240637
50,64,64,2,2,128,64,0.0,0.0001,0.001,0.4554112554112555,0.6793248945147682,0.8175438596491227,0.6351084812623273,0.5846165739022883,0.7783169245194561,0.8590100250626566,0.7884615384615384,"[237, 190, 169, 137]",0.5119881609914166,0.7035250859289652,0.607756623460191
39,128,128,4,2,64,64,0.2,1e-05,0.001,0.4199134199134203,0.6955266955266954,0.8297101449275361,0.670611439842209,0.5625386518243661,0.7807840307840308,0.8936335403726707,0.8033530571992109,"[231, 184, 169, 141]",0.48087338999291185,0.731005056731518,0.605939223362215
29,64,128,4,2,128,64,0.0,1e-05,0.001,0.4614718614718616,0.6926863572433194,0.8205128205128205,0.6338951310861423,0.5826530612244898,0.8062119081106423,0.879059829059829,0.7669475655430711,"[237, 195, 178, 141]",0.5150303127736717,0.694102669437416,0.604566491105544
25,64,128,3,2,64,128,0.1,1e-05,0.001,0.4,0.6935953420669577,0.8416206261510131,0.6974206349206348,0.5667285095856525,0.7680252304706453,0.891607471717969,0.7853174603174603,"[229, 181, 168, 138]",0.4689866939611055,0.7387637824209482,0.6038752381910268
38,128,64,4,2,128,128,0.2,0.0001,0.001,0.4389610389610391,0.6847826086956523,0.7921245421245421,0.6469979296066253,0.5592764378478664,0.7745893719806765,0.8437271062271062,0.7867494824016562,"[230, 182, 161, 134]",0.4918680613132802,0.7100627097487872,0.6009653855310337
54,128,128,3,2,128,64,0.2,0.0001,0.001,0.4025974025974029,0.6521739130434783,0.8151340996168583,0.6775599128540304,0.5611008039579468,0.7408212560386473,0.8522509578544061,0.7892156862745097,"[230, 174, 153, 126]",0.4688142506277656,0.7291379975681322,0.598976124097949
22,128,64,2,2,64,128,0.0,1e-05,0.001,0.4181818181818185,0.6600877192982455,0.8390804597701149,0.6520833333333333,0.5552566481137909,0.7553606237816765,0.8864942528735632,0.8019791666666667,"[228, 174, 160, 135]",0.4770681305607135,0.7193050481171048,0.5981865893389091
33,128,64,2,2,128,128,0.1,0.0001,0.001,0.41991341991342,0.6674074074074074,0.7986891385767791,0.6613247863247863,0.5469078540507112,0.7807407407407408,0.8489700374531836,0.7875,"[225, 178, 156, 128]",0.4750701159694668,0.7189182213701054,0.5969941686697862
33,128,64,4,3,64,128,0.1,1e-05,0.001,0.4043290043290041,0.6982378854625549,0.8324420677361855,0.6871345029239765,0.5588589981447124,0.8122858541360745,0.8773172905525846,0.7544834307992203,"[227, 187, 171, 136]",0.46919791712485,0.7192357767743226,0.5942168469495863
34,32,128,4,2,128,64,0.2,1e-05,0.001,0.4242424242424244,0.7041116005873715,0.8305555555555557,0.6373737373737374,0.5622912801484231,0.7787567302985806,0.8896031746031746,0.7793939393939393,"[227, 180, 165, 134]",0.48360804047305966,0.7012656149402192,0.5924368277066394
42,32,128,4,2,128,128,0.1,0.0001,0.001,0.3948051948051949,0.6666666666666669,0.8182674199623353,0.6740976645435244,0.5624149659863945,0.7442049808429119,0.8515536723163841,0.7722929936305732,"[232, 177, 157, 127]",0.4639357993128607,0.7198620931455618,0.5918989462292112
37,64,128,2,2,64,128,0.1,0.0001,0.001,0.3766233766233768,0.6527777777777778,0.823045267489712,0.681712962962963,0.5325448361162647,0.7314300411522633,0.8472222222222222,0.8055555555555556,"[216, 162, 144, 121]",0.4412139174489316,0.7384781668828362,0.5898460421658839
42,64,64,3,2,64,64,0.2,1e-05,0.001,0.4164502164502168,0.7042772861356934,0.8195970695970697,0.6414141414141413,0.5517934446505876,0.79031465093412,0.8812140240711669,0.7738383838383839,"[226, 182, 165, 133]",0.4746625435157357,0.7014308382519074,0.5880466908838216
28,32,128,2,2,128,128,0.2,1e-05,0.001,0.4121212121212122,0.7141779788838614,0.8287545787545788,0.6337325349301398,0.5443104514533086,0.8056309703368527,0.8834903192046049,0.7804391217564869,"[221, 182, 167, 138]",0.4690808377983057,0.6994761359426525,0.5842784868704791
40,32,128,2,3,128,64,0.0,1e-05,0.001,0.3264069264069263,0.6824324324324323,0.8383838383838385,0.7222222222222222,0.5382962275819418,0.7247247247247247,0.8456565656565658,0.7924036281179138,"[222, 165, 147, 121]",0.40639060082282735,0.7556869692508588,0.581038785036843
39,64,64,4,2,64,64,0.2,1e-05,0.001,0.4017316017316018,0.6612654320987654,0.8381782945736433,0.6550632911392406,0.5286332714904143,0.7811213991769548,0.8824127906976744,0.7643459915611814,"[216, 172, 158, 126]",0.4565277494817511,0.705497712187119,0.581012730834435
32,32,128,2,2,128,64,0.1,1e-05,0.001,0.387878787878788,0.6767241379310344,0.8085714285714286,0.639957264957265,0.5697433518862091,0.7430555555555557,0.868095238095238,0.7644230769230769,"[232, 175, 156, 125]",0.4615418786910093,0.6966746642478859,0.5791082714694477
32,32,128,2,3,64,128,0.0,1e-05,0.001,0.3437229437229437,0.6382488479262672,0.8280590717299579,0.7074592074592074,0.5296072974644404,0.7145417306707629,0.8618143459915613,0.7782051282051282,"[217, 158, 143, 117]",0.41688280267068306,0.7411477411477411,0.5790152719092121
51,128,64,2,2,128,64,0.2,0.0001,0.001,0.4155844155844157,0.6544901065449008,0.7784313725490196,0.6286353467561522,0.5379406307977737,0.7663622526636226,0.8382352941176471,0.7577181208053692,"[219, 170, 149, 118]",0.46891215604125425,0.6871673130427909,0.5780397345420225
45,32,64,2,3,128,128,0.2,1e-05,0.001,0.4043290043290045,0.6442451420029897,0.7846003898635479,0.643640350877193,0.5433518862090291,0.7504235176880918,0.8490949596212755,0.7390350877192983,"[223, 171, 152, 118]",0.4636432565954885,0.6880469413025029,0.5758450989489957
40,128,128,3,3,128,128,0.0,0.0001,0.001,0.3532467532467535,0.6642969984202213,0.7898550724637682,0.6916666666666667,0.5148113790970934,0.7395997893628227,0.8387681159420292,0.7785714285714286,"[211, 161, 140, 113]",0.4189937088879135,0.7325506072874494,0.5757721580876815
49,32,64,3,3,64,128,0.2,1e-05,0.001,0.3939393939393941,0.7186609686609687,0.8177083333333334,0.6396917148362236,0.5763914656771799,0.7957027540360875,0.8626488095238095,0.7279383429672447,"[234, 192, 173, 130]",0.4680121268129745,0.6809679624263884,0.5744900446196815
42,128,64,2,2,64,64,0.1,0.0001,0.001,0.4294372294372296,0.7032163742690059,0.8041894353369763,0.5959595959595959,0.5615337043908472,0.7880604288499026,0.8600052042674994,0.741010101010101,"[228, 183, 165, 128]",0.48668123356091414,0.6606164394015708,0.5736488364812424
