#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
22,128,128,4,2,128,128,0.2,1e-05,0.001,0.4121212121212124,0.7343987823439875,0.7883597883597884,0.7203065134099615,0.5352504638218925,0.8462709284627092,0.8888888888888888,0.8151340996168583,"[219, 189, 174, 150]",0.4656843254662958,0.7647920685113878,0.6152381969888419
54,32,64,2,3,128,128,0.1,1e-05,0.001,0.4086580086580086,0.6751937984496125,0.8202979515828677,0.7114583333333333,0.5113790970933828,0.8091472868217056,0.8640595903165736,0.8281249999999998,"[215, 179, 160, 136]",0.45428420697628197,0.7653712787550744,0.6098277428656782
21,128,128,3,2,128,128,0.2,1e-05,0.001,0.3995670995670997,0.7029320987654322,0.8314393939393937,0.7044989775051124,0.5228231292517007,0.7901234567901233,0.8958333333333333,0.8374233128834356,"[216, 176, 163, 142]",0.45295996166224567,0.7652316479796911,0.6090958048209684
25,32,128,3,2,128,128,0.0,1e-05,0.001,0.409090909090909,0.7047184170471842,0.8315018315018314,0.6984126984126985,0.5313961038961038,0.8169216628120738,0.8985805860805862,0.8035714285714286,"[219, 182, 168, 141]",0.4622909454959718,0.7473108133610116,0.6048008794284917
22,32,128,4,2,128,128,0.0,1e-05,0.001,0.4181818181818181,0.6754772393538913,0.7853260869565217,0.6625514403292181,0.5479700061842919,0.7998264584167668,0.8574728260869565,0.8034979423868314,"[227, 184, 162, 135]",0.4743583517954744,0.7262493682766588,0.6003038600360666
58,32,128,3,3,128,64,0.2,1e-05,0.001,0.3722943722943726,0.7055016181229774,0.7731755424063116,0.7287581699346404,0.4919789734075447,0.802588996763754,0.8727810650887574,0.8213507625272332,"[206, 169, 153, 130]",0.4238497091172885,0.7722890514837933,0.5980693803005409
48,64,128,3,2,128,64,0.2,0.0001,0.001,0.3852813852813854,0.6471544715447154,0.8322916666666667,0.6940639269406392,0.4948855905998763,0.7519512195121951,0.8791666666666667,0.8367579908675798,"[205, 160, 146, 127]",0.43325916815092846,0.7587604152833535,0.596009791717141
35,64,128,4,2,64,128,0.2,0.0001,0.001,0.3627705627705629,0.6400966183574878,0.7575757575757576,0.7330827067669173,0.4902659245516389,0.7226247987117554,0.829004329004329,0.8145363408521303,"[207, 154, 133, 114]",0.4169904757887592,0.7716660071230708,0.594328241455915
29,128,128,4,3,128,128,0.1,1e-05,0.001,0.4138528138528139,0.6939252336448598,0.7727272727272726,0.6698513800424627,0.5143784786641928,0.8057632398753893,0.8702651515151516,0.7813163481953291,"[214, 176, 157, 127]",0.45867227811996125,0.7213030222549417,0.5899876501874515
42,32,64,4,2,128,64,0.2,1e-05,0.001,0.438095238095238,0.6901408450704225,0.7771317829457363,0.6406926406926405,0.5059786641929499,0.790738369611609,0.8713662790697675,0.7922077922077922,"[213, 172, 154, 130]",0.4695963797398879,0.7084395966571193,0.5890179881985036
35,32,128,3,2,64,128,0.0,0.0001,0.001,0.3567099567099566,0.6785714285714286,0.8070707070707068,0.7184684684684683,0.504669140383426,0.766825396825397,0.8666666666666667,0.7995495495495495,"[210, 165, 148, 124]",0.41798206579769553,0.7568436388911166,0.5874128523444061
42,32,64,4,2,64,64,0.2,1e-05,0.001,0.3982683982683982,0.6841269841269842,0.7999999999999998,0.6793248945147677,0.5008534322820037,0.8146825396825396,0.8709523809523809,0.790084388185654,"[210, 175, 158, 130]",0.4437087110210064,0.73053028857367,0.5871194997973381
29,128,64,3,2,64,64,0.0,1e-05,0.001,0.3367965367965367,0.6739837398373983,0.8086419753086421,0.7414965986394557,0.4866821273964131,0.7685365853658537,0.883230452674897,0.8117913832199546,"[205, 162, 147, 123]",0.3980986081491876,0.7750533790158398,0.5865759935825137
48,128,128,4,3,128,128,0.0,0.0001,0.001,0.3134199134199131,0.6452991452991451,0.8074324324324325,0.7676767676767676,0.464186765615337,0.7243589743589743,0.8547297297297297,0.8320707070707071,"[195, 148, 132, 114]",0.37418756760249827,0.7985777267545222,0.5863826471785103
48,128,64,4,2,128,64,0.0,0.0001,0.001,0.3861471861471863,0.6496763754045309,0.818840579710145,0.6746031746031746,0.4941496598639455,0.7503236245954694,0.879399585921325,0.8095238095238096,"[206, 161, 147, 123]",0.4335230815756866,0.735930735930736,0.5847269087532113
34,64,64,3,2,128,64,0.2,1e-05,0.001,0.3610389610389612,0.7442810457516338,0.8011695906432745,0.6855555555555555,0.4880565862708719,0.8113265002970886,0.8442982456140351,0.8288888888888889,"[204, 171, 150, 129]",0.4150473839928406,0.7504393902339609,0.5827433871134007
51,32,64,4,2,64,64,0.0,0.0001,0.001,0.3567099567099566,0.6641541038525963,0.7817204301075268,0.7160493827160495,0.4727643784786642,0.7530988274706868,0.8494623655913978,0.8061728395061729,"[199, 155, 135, 114]",0.4066183939079574,0.7584432228930742,0.5825308084005159
43,32,64,3,2,128,128,0.0,0.0001,0.001,0.3619047619047618,0.6635071090047392,0.8241308793456034,0.6970720720720719,0.5103030303030303,0.7393929135635297,0.8749147920927062,0.7888513513513512,"[211, 163, 148, 122]",0.42347958440870886,0.7401273004721278,0.5818034424404184
49,32,64,4,2,64,128,0.1,0.0001,0.001,0.3471861471861471,0.6674603174603174,0.8139059304703474,0.7072072072072072,0.5026576994434135,0.7625901875901875,0.8806237218813907,0.7849099099099099,"[210, 163, 148, 121]",0.410700838078271,0.7440353561108277,0.5773680970945494
36,32,64,2,2,64,128,0.1,0.0001,0.001,0.3316017316017314,0.6416666666666666,0.7572706935123041,0.7258064516129032,0.4678726035868893,0.7226666666666667,0.7980984340044742,0.8104838709677419,"[200, 149, 124, 104]",0.3881234423411951,0.7658115316230633,0.5769674869821292
37,64,64,2,2,64,64,0.1,1e-05,0.001,0.355844155844156,0.6751700680272107,0.7683982683982684,0.6925925925925925,0.466660482374768,0.766326530612245,0.850108225108225,0.8160493827160493,"[196, 154, 135, 115]",0.403787158637947,0.7492695641631811,0.5765283614005641
36,32,64,3,2,64,128,0.0,0.0001,0.001,0.3610389610389611,0.6617647058823528,0.829243353783231,0.6909722222222221,0.4880024737167594,0.7763071895424837,0.8665644171779141,0.7847222222222223,"[204, 163, 144, 118]",0.4150278157999041,0.7348692810457516,0.5749485484228278
25,128,128,3,2,128,128,0.1,0.0001,0.001,0.3809523809523811,0.644757433489828,0.8032128514056224,0.663355408388521,0.5141125541125541,0.76140174379611,0.8739959839357428,0.7671081677704195,"[213, 166, 151, 120]",0.43762724668122244,0.7114691494290464,0.5745481980551344
36,32,128,3,3,64,128,0.0,1e-05,0.001,0.3316017316017314,0.6547049441786283,0.8292181069958848,0.7260273972602739,0.4997572665429807,0.7498912570682905,0.8613683127572016,0.7751141552511415,"[209, 162, 146, 119]",0.39867343791557547,0.7497682170946401,0.5742208275051078
43,64,128,2,2,128,64,0.2,0.0001,0.001,0.3549783549783549,0.6584967320261438,0.813978494623656,0.6820330969267138,0.4870871985157698,0.7524509803921567,0.8838709677419355,0.7825059101654847,"[204, 155, 141, 116]",0.4106697198161776,0.7288230995407338,0.5697464096784557
30,64,64,2,2,128,64,0.0,1e-05,0.001,0.387878787878788,0.6626794258373205,0.7921810699588478,0.6293706293706293,0.5025974025974026,0.755639097744361,0.8539094650205762,0.7692307692307693,"[209, 162, 143, 114]",0.4378485879701242,0.6923076923076923,0.5650781401389082
42,32,128,2,2,128,64,0.0,0.0001,0.001,0.3523809523809523,0.6658415841584159,0.83974358974359,0.6666666666666666,0.4923314780457637,0.7551155115511551,0.8990384615384616,0.7705479452054794,"[202, 156, 146, 119]",0.41076283211139347,0.7148530579825257,0.5628079450469596
40,128,128,2,3,64,128,0.0,0.0001,0.001,0.3116883116883117,0.64021164021164,0.795774647887324,0.7156084656084656,0.4592949907235621,0.7297178130511464,0.8697183098591549,0.7777777777777778,"[189, 142, 126, 102]",0.37136181750677855,0.7453990748942034,0.558380446200491
43,32,64,2,2,128,64,0.2,1e-05,0.001,0.3567099567099568,0.7099673202614377,0.7664670658682634,0.6469907407407407,0.4855905998763142,0.7977941176470589,0.842315369261477,0.7708333333333334,"[204, 167, 144, 115]",0.41129024670874903,0.7035034013605442,0.5573968240346466
19,128,128,2,2,64,128,0.1,1e-05,0.001,0.343722943722944,0.6217320261437909,0.8211111111111109,0.6518518518518519,0.4863729128014842,0.7316176470588235,0.8755555555555556,0.774074074074074,"[204, 150, 135, 109]",0.40279090184883765,0.7077248677248676,0.5552578847868527
42,64,64,3,2,64,64,0.1,0.0001,0.001,0.3376623376623374,0.6754385964912281,0.832304526748971,0.6677927927927928,0.5037213976499689,0.7570682905611135,0.8891460905349794,0.7477477477477477,"[209, 162, 148, 116]",0.40430480771747945,0.705512194772338,0.5549085012449086
49,128,128,2,3,64,128,0.2,0.0001,0.001,0.3376623376623376,0.6467661691542289,0.7774122807017543,0.6589743589743589,0.4751252319109461,0.7308156188753203,0.8311403508771931,0.7724358974358975,"[201, 152, 130, 107]",0.39476956217142356,0.711208331897987,0.5529889470347054
34,64,64,2,3,128,128,0.2,1e-05,0.001,0.3264069264069263,0.6584249084249085,0.7985611510791369,0.6842818428184282,0.4352752009894867,0.7465201465201465,0.8579136690647482,0.7764227642276422,"[182, 139, 123, 100]",0.3730607175509907,0.727446189118663,0.5502534533348269
49,128,128,2,3,128,128,0.2,0.0001,0.001,0.3229437229437228,0.6450450450450449,0.7591240875912407,0.6847222222222221,0.4396042053184911,0.7227027027027026,0.8485401459854015,0.7736111111111111,"[185, 137, 120, 96]",0.37235015249678194,0.726457671957672,0.549403912227227
74,32,128,4,3,64,64,0.0,0.0001,0.001,0.2917748917748917,0.5850515463917525,0.7777777777777778,0.7057057057057057,0.4559090909090909,0.6537800687285223,0.8527131782945736,0.7507507507507507,"[194, 129, 111, 87]",0.3558263350290678,0.7275316553667068,0.5416789951978873
36,32,128,4,3,128,64,0.0,1e-05,0.001,0.309090909090909,0.7007575757575759,0.7593984962406019,0.6819444444444446,0.4178664192949907,0.7433712121212122,0.8609022556390977,0.775,"[176, 133, 120, 96]",0.35534055817341936,0.7255004766444234,0.5404205174089214
89,64,64,2,3,64,64,0.1,0.0001,0.001,0.3290043290043289,0.6193078324225865,0.718905472636816,0.6527777777777778,0.4388682745825602,0.7075591985428051,0.7835820895522388,0.7623456790123456,"[183, 134, 108, 87]",0.3760768688083148,0.7033200048467223,0.5396984368275186
57,64,64,4,3,64,128,0.1,0.0001,0.001,0.3134199134199133,0.6172161172161174,0.7512626262626265,0.6769911504424777,0.4323252937538652,0.7032967032967034,0.8402777777777777,0.7477876106194691,"[182, 132, 113, 89]",0.3633931665510525,0.7106304622657066,0.5370118144083795
49,64,128,4,3,64,64,0.2,1e-05,0.001,0.2683982683982684,0.6514285714285714,0.7552083333333334,0.7015873015873016,0.4175386518243661,0.7076190476190476,0.798828125,0.7857142857142857,"[175, 128, 105, 85]",0.3267549765440061,0.7412715352950145,0.5340132559195103
39,64,64,4,3,64,64,0.0,1e-05,0.001,0.2831168831168831,0.7162162162162162,0.7202380952380955,0.6505847953216374,0.4429313543599257,0.7427927927927929,0.7869047619047619,0.7660818713450293,"[185, 140, 114, 91]",0.345435297568992,0.703625248190997,0.5245302728799945
50,64,128,2,3,64,64,0.2,1e-05,0.001,0.3194805194805195,0.6473296500920811,0.7469586374695864,0.6158192090395479,0.4344959802102659,0.7386740331491712,0.8278588807785888,0.7485875706214689,"[181, 137, 118, 91]",0.36821572430096194,0.6757436455299387,0.5219796849154503
45,64,128,4,3,128,128,0.0,0.0001,0.001,0.2857142857142855,0.5779092702169626,0.7768361581920903,0.6519607843137255,0.4053679653679652,0.6834319526627219,0.8418079096045198,0.7385620915032679,"[169, 118, 102, 79]",0.33518273257686915,0.6925646874495979,0.5138737100132336
71,64,64,4,3,64,128,0.2,0.0001,0.001,0.2735930735930734,0.5193089430894308,0.7491408934707904,0.6399176954732511,0.3870006184291898,0.5899390243902439,0.8049828178694157,0.7345679012345679,"[164, 97, 81, 62]",0.32056221534399354,0.6839838840836845,0.502273049713839
61,64,128,2,3,128,128,0.2,0.0001,0.001,0.2753246753246753,0.5732177263969171,0.7672413793103451,0.6346801346801346,0.4054746444032157,0.6470653623832815,0.8194444444444444,0.7171717171717171,"[173, 116, 99, 74]",0.3279591256563648,0.6734090594613633,0.500684092558864
69,64,64,2,3,64,128,0.1,0.0001,0.001,0.2874458874458874,0.5251937984496124,0.8110119047619049,0.6447811447811448,0.4012863327149041,0.6356589147286822,0.8616071428571429,0.67003367003367,"[172, 112, 99, 69]",0.3349577750267355,0.6571649055643933,0.4960613402955644
70,128,64,3,3,128,64,0.1,0.0001,0.001,0.2839826839826839,0.566468253968254,0.7514880952380952,0.5842105263157894,0.3973160173160172,0.6597222222222222,0.822172619047619,0.6649122807017545,"[168, 112, 95, 66]",0.33122290933956955,0.6219544648137197,0.47658868707664465
73,32,128,4,3,128,64,0.1,0.0001,0.001,0.277922077922078,0.507843137254902,0.6594202898550724,0.5720720720720721,0.4070191713048855,0.538235294117647,0.7762681159420289,0.6621621621621622,"[170, 92, 74, 53]",0.3303045742122985,0.6138291576247781,0.4720668659185383
26,128,128,3,3,64,64,0.0,1e-05,0.001,0.1714285714285714,0.5512820512820513,0.6604938271604939,0.5148809523809524,0.3423438466295609,0.5594405594405595,0.6790123456790124,0.5625,"[143, 81, 56, 32]",0.2284572487829707,0.5376381215469613,0.383047685164966
94,64,64,2,3,128,64,0.1,0.0001,0.001,0.206060606060606,0.4479166666666667,0.6333333333333334,0.457516339869281,0.3457683982683983,0.4726430976430976,0.6744047619047618,0.5359477124183007,"[144, 70, 51, 28]",0.25822943391830794,0.4936360509115927,0.37593274241495034
60,32,128,3,3,64,64,0.0,0.0001,0.001,0.1523809523809524,0.5097222222222222,0.5176767676767677,0.5277777777777778,0.2865105132962276,0.5380050505050505,0.5107323232323232,0.5370370370370371,"[120, 66, 36, 22]",0.1989500744375249,0.5323671497584542,0.36565861209798955
