#epochs,embedding_dim,feedforward_dim,enc_layers,dec_layers,attention_heads,dropout,weight_decay,learning_rate,Precisionatn nivel1,Precisionatn nivel2,Precisionatn nivel3,Precisionatn nivel4,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
16,128,128,4,3,4,0.0,0.0001,0.0001,67.64705882352942,85.05434782608695,83.70607028753993,80.1526717557252,0.5684754521963826,0.7667887667887665,0.8076388888888889,0.5665137614678897,0.670686190066035,0.862871387871388,0.8726884920634921,0.8111620795107033,"[273, 240, 218, 182]",0.615365457057808
16,128,256,4,3,2,0.1,1e-05,0.0001,66.91176470588235,83.79120879120879,85.90163934426229,72.13740458015268,0.5727820844099913,0.7831474597273854,0.8064971751412429,0.5123456790123456,0.662072925638817,0.8556278397356465,0.8832122679580308,0.7242283950617283,"[269, 236, 216, 163]",0.6141992497788606
21,128,128,4,2,2,0.1,1e-05,0.0001,65.44117647058823,87.35955056179775,82.63665594855306,71.98443579766537,0.5805340223944877,0.7937106918238993,0.7972222222222222,0.4807987711213515,0.651004880849842,0.8882914046121594,0.8692361111111111,0.7345622119815668,"[265, 240, 217, 167]",0.6137532173487887
21,128,128,4,3,4,0.1,0.0001,0.0001,66.54411764705883,84.5303867403315,82.35294117647058,75.0,0.5676141257536607,0.8034188034188031,0.7645833333333331,0.5230414746543778,0.6670686190066035,0.856115181115181,0.8698809523809524,0.7642089093701997,"[273, 240, 217, 171]",0.613335810518117
28,128,64,3,3,4,0.1,1e-05,0.0001,65.80882352941177,81.28491620111731,87.97250859106529,81.25,0.5736434108527129,0.7652933832709113,0.8022222222222225,0.57433489827856,0.6550100488084984,0.8199646275488972,0.9163809523809524,0.8278560250391237,"[267, 225, 213, 183]",0.6116325080709349
30,64,64,3,4,2,0.0,1e-05,0.0001,66.72794117647058,83.7465564738292,82.23684210526315,72.0,0.5658914728682168,0.7140221402214022,0.792929292929293,0.530952380952381,0.6643985070341659,0.8345120951209511,0.8780148423005565,0.7174603174603176,"[271, 231, 210, 155]",0.6112013522971883
23,128,128,4,2,4,0.2,0.0001,0.0001,62.86764705882353,83.33333333333334,78.59649122807018,68.30357142857143,0.582256675279931,0.7889733840304187,0.7214912280701755,0.4720812182741117,0.6425208153890324,0.8470109843683988,0.829876775271512,0.6962774957698816,"[263, 228, 197, 144]",0.6109061223230539
21,32,128,3,3,2,0.1,0.0001,0.001,67.27941176470588,76.50273224043715,83.92857142857143,72.76595744680851,0.5658914728682171,0.7327160493827161,0.7928134556574924,0.4941077441077441,0.6628481194372667,0.7790020576131687,0.8717999126256007,0.7235690235690235,"[270, 218, 198, 148]",0.6105444977035085
19,32,128,3,3,2,0.0,0.0001,0.001,69.30147058823529,80.90185676392572,84.59016393442623,77.90697674418605,0.5426356589147288,0.7797408716136629,0.792887029288703,0.584097859327217,0.6959230548377835,0.8248429524931291,0.8809723052400877,0.783256880733945,"[283, 239, 218, 177]",0.6097937243067345
27,128,64,2,2,2,0.2,0.0001,0.0001,63.60294117647059,80.63583815028902,83.15412186379928,62.93103448275862,0.5839793281653743,0.7506361323155214,0.720211161387632,0.4504273504273504,0.6377835199540625,0.8151293469041562,0.8525425554837319,0.6507692307692308,"[262, 221, 195, 135]",0.6096967051682862
15,64,256,2,4,2,0.0,1e-05,0.001,69.48529411764706,83.5978835978836,87.34177215189874,78.62318840579711,0.5434969853574504,0.7343934040047114,0.8469387755102044,0.6336270190895741,0.6939850703416595,0.8445131527287004,0.893692905733722,0.800734214390602,"[283, 245, 227, 190]",0.6095907280056431
40,32,256,3,3,2,0.0,1e-05,0.0001,64.52205882352942,84.04558404558404,81.69491525423729,73.02904564315352,0.5710594315245476,0.7933832709113608,0.7284482758620688,0.5186991869918697,0.6536319265001436,0.852257594673325,0.8556239737274219,0.7390243902439023,"[267, 232, 205, 158]",0.6095620319808633
42,64,256,2,3,2,0.2,1e-05,0.0001,64.15441176470588,82.8080229226361,82.69896193771626,67.78242677824268,0.5831180017226526,0.7754452926208649,0.7452276064610865,0.4595709570957094,0.6385156474303761,0.8435644614079729,0.8576882735473044,0.6922442244224423,"[262, 227, 202, 146]",0.6095607609636275
29,64,128,3,4,2,0.0,1e-05,0.0001,68.38235294117648,83.87096774193549,85.8974358974359,78.73134328358209,0.5486649440137813,0.7679856115107916,0.8142076502732245,0.6020558002936857,0.6850272753373529,0.8522681854516387,0.8997365339578455,0.7977973568281936,"[278, 244, 227, 187]",0.6093099166477065
30,64,64,4,4,4,0.0,0.0001,0.0001,66.54411764705883,82.04419889502762,84.17508417508418,74.0,0.5641688199827734,0.7593283582089552,0.7872807017543859,0.5183413078149919,0.6622451909273614,0.8268553067993367,0.885296574770259,0.7449760765550238,"[268, 228, 209, 161]",0.6092854200638005
18,64,128,3,4,4,0.1,0.0001,0.001,67.27941176470588,83.06010928961749,83.55263157894737,74.40944881889764,0.5581395348837211,0.7791970802919705,0.788515406162465,0.5468509984639015,0.6702985931668103,0.8462591240875912,0.878061224489796,0.7499231950844855,"[274, 238, 217, 167]",0.6090988817109506
16,64,64,4,4,4,0.1,1e-05,0.001,63.41911764705882,81.44927536231884,83.27402135231317,71.7948717948718,0.5701981050818259,0.7444029850746267,0.7521929824561401,0.5025252525252525,0.6533735285673269,0.829964759535655,0.8470969089390141,0.7276094276094276,"[268, 228, 198, 149]",0.6089587853367018
25,32,128,3,4,4,0.0,0.0001,0.001,69.11764705882352,81.64893617021278,86.97068403908796,83.52059925093633,0.5439276485788114,0.7455197132616487,0.8263598326359832,0.6943198804185351,0.6915302899799025,0.827110712863401,0.9081589958158997,0.8546337817638266,"[279, 239, 223, 197]",0.6089117772614744
23,128,128,3,2,4,0.2,0.0001,0.001,66.54411764705883,82.87292817679558,83.0,75.1004016064257,0.5650301464254951,0.7800751879699248,0.7636494252873562,0.5104166666666665,0.6598765432098765,0.8457915622389308,0.8613916256157634,0.7480769230769231,"[266, 232, 208, 161]",0.6087812940977824
21,128,128,3,2,2,0.2,0.0001,0.001,67.64705882352942,82.88043478260869,84.91803278688525,74.9034749034749,0.5572782084409992,0.7802197802197802,0.7730496453900707,0.5524256651017213,0.6705139247774908,0.8426841676841677,0.8740425531914894,0.7653364632237871,"[273, 235, 213, 172]",0.6086743653508137
22,64,256,3,2,4,0.1,1e-05,0.001,68.01470588235294,81.35135135135135,85.38205980066445,84.04669260700389,0.5538329026701118,0.7775735294117646,0.8047210300429187,0.6154434250764526,0.6749928222796439,0.8281760620915033,0.8924381769875332,0.8597859327217126,"[272, 233, 218, 193]",0.6084397916716976
24,128,64,4,2,2,0.1,1e-05,0.0001,63.23529411764706,80.23255813953489,82.97101449275362,72.0524017467249,0.5805340223944874,0.7442748091603054,0.7465437788018435,0.5,0.6381280505311512,0.8063507209499576,0.8590520078999342,0.7469775474956821,"[262, 217, 193, 152]",0.6079700881939347
17,128,64,3,4,2,0.0,0.0001,0.001,67.64705882352942,79.34782608695652,84.93150684931507,79.43548387096774,0.5503875968992249,0.7199999999999998,0.8189033189033189,0.612954186413902,0.6765432098765432,0.8175656565656565,0.8839208410636982,0.80173775671406,"[275, 231, 211, 175]",0.6069796103024915
14,64,256,2,3,2,0.0,1e-05,0.001,69.11764705882352,82.97872340425532,89.42307692307693,83.51254480286738,0.5460809646856158,0.7676224611708482,0.8462059620596204,0.6588319088319088,0.6828739592305484,0.8584727200318598,0.923935346496322,0.8522792022792023,"[279, 246, 234, 205]",0.6068643579326953
29,64,256,2,3,4,0.0,1e-05,0.0001,65.99264705882352,83.56545961002786,86.33333333333333,79.15057915057915,0.5572782084409992,0.7656826568265682,0.8262711864406779,0.5761689291101055,0.6645707723227102,0.8499282492824928,0.9048829701372074,0.8076923076923076,"[271, 236, 221, 185]",0.6062137223386896
13,64,128,2,2,4,0.2,1e-05,0.001,64.52205882352942,77.20797720797721,82.28782287822878,70.85201793721974,0.5615848406546079,0.7242874845105328,0.7727952167414052,0.505892255892256,0.6584553545793856,0.7967678645187939,0.8563741191543882,0.7176767676767677,"[269, 223, 198, 146]",0.606174365113794
25,64,256,4,3,4,0.0,1e-05,0.0001,65.80882352941177,84.07821229050279,85.04983388704319,75.0,0.5641688199827735,0.7490706319702598,0.8245997088791849,0.5378086419753086,0.6546655182314097,0.840964477488641,0.9031919317945518,0.759645061728395,"[269, 229, 216, 170]",0.6060575442027326
27,64,64,3,4,4,0.0,0.0001,0.0001,66.72794117647058,83.47107438016529,80.85808580858085,72.24489795918367,0.5572782084409992,0.7499999999999999,0.781115879828326,0.5288461538461535,0.6631926500143555,0.8419238683127571,0.8545984058859595,0.7339743589743589,"[270, 233, 208, 158]",0.6056397156733229
24,32,64,4,4,2,0.0,0.0001,0.001,68.93382352941177,82.39999999999999,83.81877022653723,76.83397683397683,0.5391903531438417,0.7544483985765125,0.8248945147679325,0.5955657492354738,0.6900660350272753,0.8202352708580467,0.8889089813140446,0.7779816513761467,"[281, 237, 218, 176]",0.6053691527647896
27,64,128,4,2,2,0.1,0.0001,0.0001,62.86764705882353,77.77777777777779,75.18796992481202,69.0,0.578811369509044,0.7279693486590036,0.6643081761006289,0.4717514124293786,0.6333046224519092,0.7867071094082588,0.7938454627133872,0.6967984934086628,"[261, 212, 177, 129]",0.6048330659259317
16,128,128,2,2,4,0.2,1e-05,0.001,64.70588235294117,76.70454545454545,80.0,70.83333333333334,0.564168819982773,0.697139303482587,0.755813953488372,0.5063063063063061,0.6510479471719781,0.7733727197346602,0.8269878183831673,0.7063063063063063,"[268, 215, 185, 134]",0.6045027719099071
53,32,128,2,2,2,0.0,1e-05,0.0001,64.88970588235294,80.16997167138811,82.3321554770318,64.8068669527897,0.5684754521963824,0.7417302798982188,0.7424924924924929,0.4715242881072026,0.644243468274476,0.8168256997455471,0.8605641355641356,0.6611390284757118,"[262, 222, 199, 137]",0.603992550573386
23,128,64,2,2,4,0.0,0.0001,0.0001,63.97058823529412,85.34482758620689,88.21548821548821,77.86259541984732,0.5624461670973302,0.755639097744361,0.8304597701149427,0.5866965620328847,0.651004880849842,0.860014619883041,0.9243021346469624,0.7874439461883407,"[266, 232, 223, 182]",0.6034939779648836
20,128,256,4,4,2,0.1,0.0001,0.0001,66.17647058823529,83.05555555555556,85.28428093645485,79.6078431372549,0.5555555555555554,0.7543209876543211,0.800847457627119,0.6093272171253823,0.6598334768877404,0.8507716049382718,0.892725988700565,0.8107798165137616,"[270, 236, 218, 183]",0.6032210988272596
15,128,128,2,4,2,0.0,0.0001,0.001,67.46323529411765,83.37874659400545,87.25490196078431,79.7752808988764,0.5434969853574506,0.7650966183574881,0.8149717514124293,0.6227272727272727,0.6776198679299456,0.8449577294685989,0.9006557707828894,0.8175000000000001,"[276, 236, 220, 187]",0.6031926501493655
25,128,256,3,4,2,0.2,0.0001,0.001,69.48529411764706,79.8941798941799,76.15894039735099,73.47826086956522,0.5374677002583977,0.7464028776978416,0.7314814814814813,0.5635738831615118,0.6865345966121159,0.8127797761790567,0.7906186406186407,0.7310996563573883,"[278, 234, 194, 147]",0.6029239842643465
22,128,128,4,4,2,0.1,0.0001,0.001,65.80882352941177,75.41899441340783,81.11111111111111,74.42922374429224,0.5521102497846685,0.7383578431372547,0.7562305295950158,0.4947916666666664,0.6621159919609532,0.7662888071895424,0.8612260792167334,0.7456597222222222,"[272, 214, 192, 149]",0.6021300036843872
41,64,64,2,4,2,0.1,0.0001,0.0001,63.78676470588235,83.86167146974063,80.41237113402062,69.65811965811966,0.573643410852713,0.7641025641025639,0.7333333333333331,0.4899497487437185,0.6319695664656905,0.8405876068376069,0.8465396825396825,0.7047738693467337,"[260, 225, 199, 148]",0.6013956128256668
20,64,64,2,3,4,0.1,0.0001,0.001,64.88970588235294,81.30311614730878,83.97212543554006,77.59336099585063,0.5572782084409991,0.7493781094527362,0.8013392857142856,0.5420711974110031,0.6529859316681023,0.8144174958540631,0.88015518707483,0.7901294498381878,"[268, 224, 206, 167]",0.6013477852931721
33,64,128,2,2,2,0.0,0.0001,0.0001,63.97058823529412,83.62068965517241,83.8487972508591,74.18032786885246,0.5676141257536604,0.7748091603053434,0.7755847953216375,0.492063492063492,0.6388601780074648,0.8440945716709074,0.889139515455305,0.7388888888888889,"[262, 228, 210, 159]",0.6011335016221494
14,64,64,3,3,2,0.0,1e-05,0.001,69.48529411764706,80.95238095238095,83.00653594771242,77.95275590551181,0.5327304048234284,0.7714285714285716,0.7990196078431371,0.6137071651090342,0.6892908412288258,0.8246329365079366,0.8632152861144459,0.7960280373831775,"[280, 238, 214, 176]",0.6009816769964931
29,32,64,4,4,4,0.1,0.0001,0.001,65.25735294117648,83.66197183098592,83.16498316498317,72.06477732793523,0.5572782084409995,0.7462686567164177,0.8074074074074076,0.4975490196078431,0.6520815389032443,0.829177031509121,0.8685079365079367,0.7202614379084966,"[268, 225, 204, 154]",0.6009639936428458
31,64,256,2,2,2,0.1,1e-05,0.0001,62.86764705882353,83.04093567251462,82.3943661971831,69.65811965811966,0.5701981050818256,0.7583333333333332,0.7222222222222221,0.4991539763113366,0.6343382141831754,0.8458867521367521,0.8499153439153438,0.7111675126903553,"[260, 225, 197, 147]",0.6005604678303789
16,128,256,3,4,4,0.0,1e-05,0.001,65.99264705882352,84.12256267409471,82.45033112582782,80.32128514056225,0.5426356589147288,0.7896969696969697,0.7740585774058577,0.5833333333333331,0.6715905828308929,0.852070707070707,0.8586969515839808,0.8011792452830189,"[275, 239, 212, 174]",0.6002653968529787
24,64,128,2,4,4,0.2,1e-05,0.001,63.78676470588235,82.13256484149855,86.31578947368422,77.23577235772358,0.5641688199827734,0.768199233716475,0.7881481481481482,0.5394524959742348,0.6411426930806775,0.832088122605364,0.8943068783068784,0.7863123993558775,"[261, 225, 207, 169]",0.6001978951923638
45,32,128,3,3,4,0.1,1e-05,0.0001,61.58088235294118,78.50746268656717,74.52471482889734,62.24489795918368,0.5779500430663221,0.6738281250000002,0.6791044776119407,0.4424242424242426,0.6241314958369222,0.7701280381944444,0.7863420990286661,0.6505050505050505,"[256, 201, 165, 116]",0.600153672149575
32,64,256,4,4,4,0.1,1e-05,0.0001,64.70588235294117,81.5340909090909,81.8815331010453,77.02127659574468,0.5650301464254952,0.7608142493638678,0.7832585949177876,0.5217755443886095,0.6392908412288256,0.8252650551314674,0.86111467008328,0.7752093802345059,"[262, 223, 199, 160]",0.5998709668450664
