#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1,F1 nivel1,F1 nivel4,F1 promedio
27,128,64,3,2,64,128,0.2,1e-05,0.001,0.5366528354080219,0.7380952380952382,0.7394366197183098,0.6228419654714474,0.6658022130013831,0.8601823708206687,0.8767605633802817,0.8300132802124834,"[329, 284, 251, 210]",0.1476486860304289,0.4166666666666667,0.2159751037344398,0.5942918962347354,0.7116567247160048,0.6529743104753701
17,64,128,3,2,32,128,0.1,1e-05,0.001,0.5027662517289073,0.7381671701913394,0.7944250871080141,0.6654228855721395,0.6696058091286305,0.8635448136958712,0.926829268292683,0.8090796019900498,"[331, 287, 268, 218]",0.15283540802213,0.432399723374827,0.2235526575775539,0.5743146122831612,0.730253204664153,0.6522839084736571
22,128,128,4,2,64,128,0.1,1e-05,0.001,0.5141770401106501,0.7287179487179487,0.7509157509157512,0.6134163208852005,0.6592323651452281,0.8369230769230769,0.8778998778998779,0.8381742738589212,"[325, 273, 241, 203]",0.1431535269709545,0.4038727524204702,0.2090001975894092,0.5777389285227372,0.7083950270727614,0.6430669777977494
36,128,128,2,2,32,64,0.2,1e-05,0.001,0.4695712309820195,0.6897590361445783,0.8127340823970037,0.6659946236559139,0.6742738589211618,0.7991967871485945,0.9269662921348316,0.8051075268817205,"[332, 267, 248, 202]",0.1417704011065008,0.4024896265560166,0.2076763485477178,0.5536057439026227,0.7289735579166604,0.6412896509096415
21,128,128,2,2,128,128,0.1,0.0001,0.001,0.5110650069156293,0.7410337552742616,0.7506082725060826,0.6224489795918366,0.6377939142461964,0.8670886075949367,0.8886861313868614,0.8299319727891156,"[316, 274, 245, 204]",0.1438450899031813,0.4097510373443984,0.2109958506224066,0.5674398225769018,0.7113702623906706,0.6394050424837863
24,128,128,4,2,64,128,0.2,1e-05,0.001,0.5369986168741355,0.7562940584088618,0.7276995305164323,0.5873333333333333,0.6720262793914246,0.8539778449144009,0.8755868544600939,0.804,"[331, 284, 250, 203]",0.1434993084370679,0.4045643153526971,0.2096226042284134,0.5969722933761661,0.6787963584091998,0.637884325892683
44,128,128,3,4,32,128,0.2,1e-05,0.001,0.4896265560165976,0.684049079754601,0.7211286089238846,0.6433933933933933,0.6626901798063622,0.7750511247443763,0.8700787401574803,0.7942942942942942,"[326, 254, 222, 178]",0.125172890733057,0.3533886583679115,0.1827899624580122,0.5631623673553243,0.7109245015250236,0.637043434440174
42,128,128,2,3,128,128,0.1,0.0001,0.001,0.4820193637621023,0.7301845819761127,0.738651102464332,0.6419213973799125,0.6256915629322268,0.8317046688382194,0.8832684824902723,0.828966521106259,"[307, 257, 229, 192]",0.1341632088520058,0.3784578146611341,0.1960284528749259,0.5445381855642416,0.7235511841818114,0.6340446848730266
28,128,64,4,2,64,128,0.1,1e-05,0.001,0.5421853388658366,0.7502532928064846,0.7479091995221027,0.572289156626506,0.6642461964038727,0.8449848024316109,0.8859020310633213,0.8032128514056225,"[329, 279, 249, 202]",0.141078838174274,0.399896265560166,0.2066093657379965,0.597041006569947,0.668366898249934,0.6327039524099405
22,128,64,3,2,32,128,0.1,0.0001,0.001,0.5117565698478562,0.7606707317073171,0.7750294464075383,0.5902503293807642,0.6671853388658368,0.8577235772357725,0.8904593639575972,0.8155467720685111,"[328, 283, 253, 208]",0.1473029045643155,0.4175311203319501,0.2155305275637226,0.5792252831919276,0.6848452743893026,0.6320352787906152
