#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,Precision,Recall,F1
20,64,64,4,2,64,128,0.1,0.0001,0.001,0.5221300138312585,0.7291666666666664,0.698501872659176,0.5754857997010463,0.6568118948824344,0.8058943089430893,0.8283395755305867,0.8064275037369207,"[328, 267, 223, 182]",0.1265560165975107,0.35615491009681877,0.1847263386682474
46,128,64,4,3,128,128,0.1,0.0001,0.001,0.457814661134163,0.6127272727272727,0.6333333333333333,0.45111111111111113,0.5508298755186722,0.7012121212121213,0.7615384615384615,0.6711111111111111,"[275, 195, 150, 102]",0.07468879668049791,0.2012448132780083,0.10672791938352102
35,128,128,3,3,128,128,0.1,0.0001,0.001,0.4827109266943289,0.7454954954954955,0.7326666666666667,0.5270061728395059,0.5947441217150761,0.838963963963964,0.86,0.7746913580246912,"[296, 250, 216, 169]",0.11894882434301551,0.334716459197787,0.17366133175261808
42,64,64,2,3,128,128,0.2,0.0001,0.001,0.4979253112033194,0.710928961748634,0.7200263504611331,0.632132132132132,0.6144536652835408,0.8213114754098361,0.8610013175230566,0.8393393393393394,"[305, 253, 222, 187]",0.13208852005532537,0.36721991701244816,0.19131594546532307
22,64,128,4,2,64,128,0.2,1e-05,0.001,0.5096818810511754,0.7527363184079603,0.7614035087719297,0.5803212851405622,0.6732365145228216,0.8457711442786069,0.8643274853801169,0.7918340026773761,"[335, 285, 249, 198]",0.1383125864453668,0.3962655601659751,0.2032602252519265
34,128,64,3,2,128,128,0.2,1e-05,0.001,0.5172890733056708,0.6822916666666665,0.6791338582677167,0.5754716981132072,0.6412517289073306,0.7869791666666667,0.8287401574803149,0.8050314465408804,"[320, 254, 212, 173]",0.12033195020746917,0.34059474412171503,0.17601264572218928
32,128,128,4,4,64,128,0.1,1e-05,0.001,0.39972337482710946,0.6575875486381323,0.6515151515151516,0.5932017543859649,0.512448132780083,0.7191958495460441,0.8074866310160428,0.7543859649122806,"[257, 187, 152, 116]",0.08091286307053942,0.22337482710926693,0.11709148389646314
77,64,64,4,3,128,64,0.2,0.0001,0.001,0.40871369294605814,0.572,0.6617357001972387,0.4423558897243107,0.498271092669433,0.6673333333333333,0.770216962524655,0.6027568922305764,"[250, 169, 133, 81]",0.05670816044260022,0.15594744121715073,0.08182177435289467
34,128,64,2,2,64,64,0.2,1e-05,0.001,0.4958506224066391,0.6856677524429968,0.7267759562841527,0.5995260663507106,0.615491009681881,0.7893593919652552,0.8586065573770492,0.7954186413902055,"[307, 244, 211, 170]",0.11998616874135574,0.3366182572614108,0.1747381940327998
40,64,128,4,3,32,64,0.1,1e-05,0.001,0.43568464730290457,0.7224137931034482,0.7083333333333334,0.581174438687392,0.585926694329184,0.7942528735632184,0.8196839080459771,0.7625215889464595,"[290, 232, 193, 148]",0.10373443983402504,0.2925311203319502,0.15139300533491404
31,64,128,4,4,128,64,0.1,0.0001,0.001,0.3188105117565699,0.4412780656303971,0.2955326460481099,0.2222222222222222,0.39107883817427386,0.4939550949913644,0.30412371134020616,0.4,"[193, 97, 30, 12]",0.008298755186721992,0.023858921161825725,0.012240663900414938
77,64,128,2,4,128,64,0.1,1e-05,0.001,0.41770401106500654,0.6986951364175564,0.706386292834891,0.5202578268876611,0.5643153526970954,0.7556346381969158,0.8356697819314641,0.7283609576427255,"[281, 214, 181, 133]",0.09405255878284935,0.2633125864453665,0.13703813475597706
57,64,128,2,4,128,64,0.2,1e-05,0.001,0.38174273858921165,0.663265306122449,0.6407407407407406,0.5023809523809525,0.4960235131396957,0.7258503401360544,0.7675925925925927,0.6797619047619048,"[245, 180, 140, 96]",0.06708160442600268,0.18724066390041494,0.09748073503260224
69,64,128,4,4,128,128,0.2,0.0001,0.001,0.4840940525587827,0.6627252252252251,0.7264011799410026,0.5591666666666665,0.5954356846473029,0.7561936936936937,0.8731563421828907,0.7708333333333335,"[296, 226, 200, 155]",0.10857538035961292,0.30446058091286304,0.15826911677534083
21,64,64,3,2,128,128,0.1,0.0001,0.001,0.5221300138312588,0.6833890746934222,0.6774425287356324,0.4941666666666663,0.5969917012448133,0.7686733556298774,0.8577586206896551,0.7233333333333333,"[299, 232, 200, 147]",0.1023513139695714,0.2869986168741355,0.14918000395178818
22,64,128,3,3,32,128,0.1,1e-05,0.001,0.4896265560165972,0.746471226927253,0.7234993614303958,0.6135693215339233,0.6187759336099585,0.8414766558089035,0.8601532567049809,0.8038348082595871,"[307, 261, 226, 183]",0.13001383125864488,0.3651452282157676,0.18930053349140488
65,64,128,2,3,128,64,0.2,1e-05,0.001,0.4578146611341632,0.6838671411625153,0.6951951951951952,0.5465949820788529,0.5648340248962656,0.7841043890865955,0.8355855855855856,0.7491039426523296,"[281, 222, 186, 141]",0.10096818810511769,0.27766251728907326,0.1458605018770994
28,128,128,4,2,64,64,0.2,0.0001,0.001,0.4923928077455048,0.6721672167216721,0.6960784313725491,0.5596405228758169,0.6073651452282157,0.77997799779978,0.8473389355742298,0.7189542483660132,"[303, 238, 204, 148]",0.10408022130013847,0.29149377593361,0.15153131792135938
57,64,128,4,3,128,128,0.2,1e-05,0.001,0.4529737206085756,0.6586206896551724,0.6861370716510904,0.536931818181818,0.5795297372060858,0.7293103448275863,0.8107476635514018,0.7537878787878788,"[290, 214, 176, 134]",0.09266943291839566,0.2614107883817427,0.13521043272080616
19,128,64,3,2,64,128,0.2,1e-05,0.001,0.5152143845089903,0.7223926380368096,0.7506172839506171,0.6236111111111112,0.6536998616874137,0.8179959100204499,0.8808641975308642,0.8451388888888889,"[326, 270, 240, 204]",0.1431535269709546,0.40145228215767637,0.20865441612329583
34,64,128,2,3,128,128,0.2,1e-05,0.001,0.46403872752420466,0.7049549549549551,0.6897759103641455,0.5695142378559463,0.5943983402489627,0.7984234234234234,0.8249299719887955,0.7747068676716918,"[296, 238, 199, 155]",0.10926694329183975,0.30809128630705396,0.15975103734439833
33,64,128,2,4,32,128,0.2,0.0001,0.001,0.4142461964038731,0.7360178970917224,0.728395061728395,0.622977346278317,0.5969917012448133,0.8098434004474273,0.8415637860082305,0.7766990291262136,"[298, 243, 206, 162]",0.11479944674965445,0.31950207468879666,0.16674570243034972
44,128,128,3,3,32,64,0.2,1e-05,0.001,0.4170124481327807,0.7184466019417476,0.7469387755102038,0.6172248803827751,0.6236168741355465,0.7858683926645093,0.8476190476190477,0.7783094098883574,"[309, 245, 209, 164]",0.11549100968188128,0.3241701244813278,0.16816834617664492
30,64,128,4,3,64,128,0.1,0.0001,0.001,0.48686030428769,0.7231735159817354,0.6979166666666665,0.527093596059113,0.5886929460580913,0.8144977168949772,0.8395833333333333,0.7348111658456485,"[292, 240, 203, 152]",0.10580912863070559,0.2959889349930844,0.15375419877494567
21,64,128,4,3,32,128,0.1,1e-05,0.001,0.4616182572614106,0.7255225522552256,0.7536520584329349,0.6318181818181817,0.6061549100968188,0.8212321232123213,0.8652058432934927,0.8090909090909091,"[303, 251, 220, 179]",0.1269017980636241,0.35079529737206083,0.18372851215174868
40,64,64,2,4,128,128,0.2,1e-05,0.001,0.4412171507607195,0.5862068965517242,0.6250000000000001,0.4124087591240877,0.5271438450899032,0.6615581098339719,0.7708333333333335,0.6143552311435523,"[261, 176, 137, 85]",0.06016597510373437,0.16597510373443983,0.08687018375815056
24,128,64,2,2,128,64,0.1,0.0001,0.001,0.45988934993084385,0.68734335839599,0.6534267912772589,0.4744318181818181,0.5326763485477178,0.7982456140350878,0.8138629283489097,0.6742424242424243,"[266, 214, 176, 120]",0.08437067773167362,0.23340248962655602,0.12220904959494167
32,64,64,4,2,128,128,0.2,0.0001,0.001,0.49723374827109246,0.6964490263459335,0.6972934472934472,0.5125628140703514,0.5835062240663901,0.7966781214203895,0.844017094017094,0.7537688442211056,"[291, 234, 199, 152]",0.10719225449515923,0.29979253112033194,0.1559573206876111
31,64,128,4,2,128,128,0.2,1e-05,0.001,0.4993084370677733,0.6688453159041393,0.680316091954023,0.557239057239057,0.6116874135546335,0.7510893246187365,0.8469827586206896,0.787037037037037,"[306, 232, 198, 157]",0.10995850622406661,0.31258644536652835,0.16134163208852006
37,64,64,3,3,32,64,0.2,1e-05,0.001,0.4204702627939144,0.6981818181818181,0.692488262910798,0.5101289134438305,0.5532503457814661,0.7666666666666667,0.8364632237871675,0.6915285451197054,"[275, 213, 181, 126]",0.08852005532503465,0.24325726141078838,0.12771191464137518
48,64,64,4,2,64,64,0.2,1e-05,0.001,0.49239280774550487,0.6967213114754096,0.7072829131652658,0.5416666666666664,0.6104771784232366,0.7724043715846994,0.8508403361344538,0.7630718954248366,"[305, 238, 204, 158]",0.10995850622406661,0.30947441217150756,0.16045247974708554
33,64,64,3,2,128,128,0.2,1e-05,0.001,0.5186721991701244,0.6840958605664489,0.6463585434173672,0.5606060606060604,0.6116874135546335,0.7723311546840959,0.8242296918767508,0.797979797979798,"[306, 238, 198, 158]",0.11341632088520079,0.31345089903181184,0.1640881248765066
40,128,64,3,3,64,64,0.2,0.0001,0.001,0.4536652835408022,0.6992753623188406,0.6696969696969699,0.4990583804143125,0.5518672199170125,0.7910628019323672,0.7916666666666667,0.7175141242937854,"[276, 220, 177, 127]",0.08990318118948833,0.2501728907330567,0.13027069749061448
18,128,128,3,2,32,128,0.1,1e-05,0.001,0.4802904564315354,0.7357357357357357,0.7679856115107916,0.6879150066401063,0.6701244813278008,0.8283283283283283,0.89568345323741,0.8406374501992031,"[333, 278, 251, 213]",0.15110650069156303,0.425311203319502,0.22061845485082002
18,128,64,2,2,32,128,0.1,0.0001,0.001,0.49239280774550515,0.7241025641025642,0.7820987654320988,0.6230982019363762,0.6556016597510373,0.818974358974359,0.8851851851851852,0.8201936376210236,"[325, 270, 241, 200]",0.1410788381742741,0.3928077455048409,0.20472238688006325
17,64,64,3,2,32,128,0.1,0.0001,0.001,0.49515905947441174,0.745253164556962,0.7272159800249688,0.6390101892285299,0.633298755186722,0.8380801687763713,0.8558052434456929,0.8551673944687046,"[316, 267, 229, 198]",0.14038727524204725,0.39315352697095435,0.2042382928275045
48,128,64,2,3,128,64,0.1,1e-05,0.001,0.43637621023513135,0.643308080808081,0.6357388316151202,0.48761261261261263,0.5300829875518672,0.7266414141414141,0.7534364261168386,0.7342342342342343,"[264, 194, 148, 110]",0.07676348547717841,0.21507607192254496,0.11169729302509382
31,64,64,4,4,64,128,0.2,0.0001,0.001,0.4467496542185341,0.685049019607843,0.6537842190016103,0.459375,0.548582295988935,0.7478553921568628,0.7624798711755233,0.709375,"[272, 207, 160, 114]",0.08022130013831258,0.2247579529737206,0.11681485872357239
55,64,128,3,3,128,64,0.1,1e-05,0.001,0.4239280774550484,0.5998751560549312,0.6587301587301586,0.4586206896551725,0.5342323651452282,0.6978776529338327,0.7574955908289243,0.6264367816091955,"[267, 189, 145, 92]",0.06362378976486852,0.1796334716459198,0.09298557597312782
17,64,128,2,2,64,128,0.2,1e-05,0.001,0.4681881051175657,0.7619047619047618,0.7482142857142856,0.6529492455418382,0.664764868603043,0.8439716312056739,0.8547619047619048,0.8381344307270233,"[329, 280, 243, 205]",0.14315352697095457,0.4049100968188105,0.20941513534874534
77,64,128,4,3,128,64,0.2,0.0001,0.001,0.45712309820193653,0.7160048134777373,0.7154294032023287,0.5112847222222222,0.5561894882434303,0.818892900120337,0.834061135371179,0.7265625,"[277, 229, 192, 141]",0.0988934993084372,0.27645228215767637,0.14368701837581502
18,128,128,3,2,128,128,0.1,0.0001,0.001,0.4993084370677731,0.718817204301075,0.6908602150537635,0.5770440251572325,0.6203319502074689,0.7930107526881721,0.8508064516129032,0.7979559748427674,"[310, 248, 212, 170]",0.12033195020746915,0.3373098201936376,0.17508397549891327
20,64,128,4,2,64,128,0.2,0.0001,0.001,0.5062240663900415,0.7354740061162078,0.724907063197026,0.585121602288984,0.6550829875518672,0.8160040774719673,0.8587360594795539,0.7918454935622318,"[327, 269, 233, 186]",0.1307053941908717,0.36721991701244816,0.19060462359217548
36,128,64,4,4,32,128,0.2,1e-05,0.001,0.49170124481327776,0.68800461361015,0.6894273127753303,0.5493197278911564,0.5809128630705395,0.7797001153402537,0.8582966226138031,0.7627551020408163,"[289, 227, 196, 151]",0.10511756569847873,0.30048409405255877,0.15463347164591978
35,64,64,2,4,128,128,0.2,0.0001,0.001,0.3907330567081604,0.5672153635116598,0.5904139433551198,0.35648148148148145,0.48893499308437066,0.6179698216735253,0.6971677559912854,0.5200617283950617,"[243, 153, 108, 57]",0.04011065006915628,0.10978561549100968,0.057785022722782055
28,64,64,4,2,32,64,0.1,1e-05,0.001,0.499308437067773,0.7246603970741899,0.7308690012970167,0.5710014947683105,0.6379668049792531,0.800417972831766,0.8618677042801557,0.7855007473841554,"[319, 257, 223, 177]",0.12378976486860335,0.35079529737206083,0.1811005730092867
39,128,128,3,4,32,128,0.2,1e-05,0.001,0.4723374827109268,0.7540983606557377,0.7081686429512519,0.6248097412480972,0.6128976486860305,0.8224043715846995,0.8636363636363636,0.815068493150685,"[305, 253, 219, 180]",0.12655601659751067,0.35892116182572614,0.18521043272080617
46,64,64,3,3,64,64,0.2,0.0001,0.001,0.4287690179806363,0.7080291970802919,0.6557120500782472,0.5874316939890709,0.5508298755186722,0.7703771289537713,0.8528951486697965,0.7632058287795992,"[274, 213, 183, 142]",0.09820193637621036,0.27524204702627936,0.14302509385496937
40,64,128,4,3,128,128,0.1,1e-05,0.001,0.43637621023513135,0.6212121212121212,0.6657509157509159,0.46820175438596495,0.5076071922544952,0.7078392621870883,0.8250915750915752,0.6853070175438597,"[253, 182, 152, 105]",0.07399723374827104,0.2059128630705394,0.10743924125666861
39,64,64,2,3,64,64,0.2,0.0001,0.001,0.4398340248962655,0.7361111111111112,0.6576576576576577,0.5157407407407407,0.5504840940525588,0.7964975845410628,0.8018018018018018,0.7101851851851853,"[276, 222, 180, 130]",0.091286307053942,0.2525933609958506,0.13206876111440422
