#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precisionatn nivel1,Precisionatn nivel2,Precisionatn nivel3,Precisionatn nivel4,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
134,128,64,4,3,128,32,0.2,1e-05,0.0001,29.411764705882355,40.0,48.4375,32.25806451612903,0.17571059431524547,0.3848039215686274,0.4827586206896552,0.28160919540229884,0.3360895779500431,0.40522875816993464,0.49137931034482757,0.3103448275862069,"[136, 58, 29, 10]"
213,64,32,4,4,32,32,0.0,0.0001,0.0001,33.63970588235294,30.05464480874317,34.54545454545455,47.368421052631575,0.17571059431524558,0.275974025974026,0.34615384615384615,0.42105263157894735,0.37769164513350567,0.3246753246753247,0.36538461538461536,0.47368421052631576,"[154, 52, 19, 9]"
46,64,32,2,4,64,64,0.0,1e-05,0.001,34.92647058823529,48.421052631578945,71.73913043478261,66.66666666666666,0.17571059431524574,0.49691358024691357,0.7380952380952381,0.6512820512820512,0.3942721791559001,0.4982853223593965,0.7480158730158729,0.6692307692307692,"[162, 84, 65, 44]"
197,32,64,2,4,32,128,0.2,0.0001,0.0001,23.34558823529412,35.43307086614173,44.44444444444444,45.0,0.17657192075796727,0.29385964912280704,0.4206349206349206,0.275,0.27906976744186046,0.36403508771929827,0.47619047619047616,0.45,"[114, 42, 20, 9]"
222,32,128,2,3,64,32,0.0,1e-05,0.0001,28.676470588235293,40.38461538461539,53.96825396825397,70.58823529411765,0.17657192075796738,0.3816793893129771,0.5201149425287356,0.6323529411764706,0.31541774332472006,0.42069550466497035,0.5689655172413793,0.7058823529411765,"[131, 58, 34, 24]"
81,64,128,2,4,128,32,0.0,0.0001,0.001,31.985294117647058,40.229885057471265,61.42857142857143,62.7906976744186,0.1765719207579674,0.3945578231292517,0.6361111111111112,0.5555555555555556,0.3544358311800172,0.39153439153439157,0.6622222222222223,0.6309523809523809,"[147, 60, 42, 27]"
129,64,64,4,4,128,64,0.0,1e-05,0.0001,27.941176470588236,38.81578947368421,42.3728813559322,68.0,0.17743324720068912,0.38266666666666665,0.39622641509433953,0.5,0.3083118001722652,0.408,0.4528301886792453,0.68,"[125, 53, 25, 17]"
121,128,128,3,3,32,128,0.0,0.0001,0.0001,30.514705882352942,43.97590361445783,69.86301369863014,70.58823529411765,0.17743324720068915,0.4221411192214112,0.7377049180327869,0.625,0.3372093023255814,0.4310624493106245,0.7497267759562841,0.71875,"[137, 61, 48, 35]"
233,32,128,4,4,128,32,0.0,0.0001,0.0001,30.514705882352942,33.13253012048193,49.09090909090909,59.25925925925925,0.17743324720068918,0.2990543735224586,0.5408163265306123,0.4444444444444444,0.3419465977605512,0.3270291568163909,0.5408163265306123,0.5925925925925926,"[141, 49, 27, 16]"
262,32,32,2,3,64,32,0.1,1e-05,0.0001,28.860294117647058,34.394904458598724,57.407407407407405,70.96774193548387,0.1782945736434108,0.3093434343434344,0.6258503401360543,0.5430107526881721,0.3234280792420327,0.3606902356902357,0.6224489795918368,0.7096774193548387,"[132, 49, 31, 22]"
179,128,32,4,4,32,128,0.1,1e-05,0.0001,30.88235294117647,38.69047619047619,69.23076923076923,64.44444444444444,0.17915590008613277,0.36524822695035464,0.6896551724137931,0.627906976744186,0.34022394487510765,0.40425531914893614,0.7212643678160918,0.6511627906976745,"[141, 58, 43, 29]"
292,32,32,4,3,128,64,0.2,0.0001,0.0001,27.389705882352942,36.241610738255034,61.111111111111114,60.60606060606061,0.1800172265288545,0.3637566137566137,0.5633333333333332,0.46464646464646464,0.3062015503875969,0.3818342151675485,0.64,0.6060606060606061,"[126, 50, 33, 20]"
45,128,128,2,3,32,32,0.0,1e-05,0.001,31.801470588235293,43.35260115606936,60.0,71.11111111111111,0.1800172265288545,0.38045977011494253,0.6559139784946237,0.6022727272727273,0.3459948320413437,0.414176245210728,0.674731182795699,0.7045454545454546,"[145, 62, 44, 31]"
144,128,32,2,4,64,128,0.0,0.0001,0.0001,32.169117647058826,37.714285714285715,53.03030303030303,42.857142857142854,0.18087855297157618,0.34597701149425286,0.5327380952380952,0.38235294117647056,0.3535745047372954,0.3632183908045977,0.6071428571428571,0.4411764705882353,"[145, 56, 34, 15]"
221,128,128,2,3,32,64,0.1,0.0001,0.0001,28.49264705882353,45.806451612903224,61.97183098591549,54.54545454545454,0.1808785529715763,0.3919270833333333,0.6502732240437159,0.47619047619047616,0.3152454780361757,0.4535590277777778,0.6595628415300546,0.5714285714285714,"[128, 61, 42, 24]"
81,128,32,4,3,64,32,0.1,0.0001,0.001,25.0,39.705882352941174,55.55555555555556,50.0,0.1808785529715763,0.36088154269972444,0.5590277777777778,0.3620689655172414,0.29931093884582255,0.3884297520661157,0.5833333333333334,0.5,"[121, 48, 29, 15]"
253,64,32,2,3,64,32,0.2,1e-05,0.0001,28.49264705882353,40.64516129032258,44.44444444444444,57.14285714285714,0.18173987941429803,0.36009732360097324,0.4619883040935673,0.42857142857142855,0.3337639965546942,0.40875912408759124,0.4824561403508772,0.5714285714285714,"[137, 57, 28, 16]"
284,64,64,3,4,128,32,0.2,0.0001,0.0001,31.066176470588236,34.9112426035503,44.06779661016949,38.46153846153847,0.18260120585701975,0.29432624113475175,0.4811320754716981,0.3269230769230769,0.3449612403100775,0.35894405043341215,0.4716981132075472,0.38461538461538464,"[141, 53, 26, 10]"
195,128,32,4,4,64,64,0.0,1e-05,0.0001,32.536764705882355,35.02824858757062,46.774193548387096,62.06896551724138,0.18260120585701994,0.34777777777777774,0.5029761904761905,0.5172413793103449,0.36864771748492686,0.35740740740740745,0.5089285714285714,0.6206896551724138,"[150, 56, 29, 18]"
144,32,128,4,3,64,64,0.1,1e-05,0.0001,30.88235294117647,42.857142857142854,62.5,62.22222222222222,0.18346253229974163,0.4225352112676056,0.6721311475409836,0.5116279069767442,0.34405684754521965,0.4131455399061033,0.6885245901639344,0.6162790697674418,"[142, 61, 43, 27]"
