n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
100,None,5,2,None,0.3584415584415583,0.5184426229508197,0.6455696202531644,0.5758928571428571,0.5765800865800867,0.6330601092896174,0.6628691983122363,0.6517857142857143,"[244, 158, 112, 77]",0.4420651990261693,0.6114935064935064,0.5267793527598379
50,40,2,2,None,0.3558441558441559,0.5116598079561043,0.6190476190476192,0.5688073394495413,0.5848051948051949,0.6097393689986284,0.6573593073593075,0.6559633027522935,"[243, 154, 109, 75]",0.44245926653768713,0.6092842662268495,0.5258717663822683
500,40,2,1,None,0.3722943722943724,0.5107095046854085,0.7261146496815287,0.5380577427821522,0.615974025974026,0.6091700133868809,0.7650743099787686,0.6272965879265092,"[249, 157, 127, 84]",0.46409186765750793,0.5792603627249295,0.5216761151912187
500,40,2,2,None,0.3593073593073592,0.4906204906204907,0.5894854586129754,0.5657051282051283,0.5620779220779223,0.6266233766233766,0.6562639821029084,0.6426282051282051,"[231, 149, 104, 71]",0.43838063834305147,0.6017181867646059,0.5200494125538286
500,None,5,1,None,0.3913419913419914,0.4875816993464053,0.6543209876543211,0.5163934426229508,0.6210822510822511,0.6077124183006535,0.7061728395061728,0.5887978142076502,"[255, 162, 122, 76]",0.4801456834808697,0.5502239153782245,0.5151847994295471
50,None,5,1,None,0.3800865800865802,0.5215924426450741,0.6239583333333333,0.5131578947368421,0.594935064935065,0.6318488529014845,0.6592708333333334,0.6271929824561403,"[247, 160, 114, 74]",0.4638396190676084,0.5644736842105263,0.5141566516390674
100,None,5,1,balanced,0.3212121212121208,0.5042918454935623,0.5721393034825871,0.576923076923077,0.5577922077922078,0.5599427753934192,0.6211442786069653,0.6684981684981686,"[233, 134, 91, 63]",0.40766492802937,0.6193438914027151,0.5135044097160425
100,None,2,2,None,0.3523809523809523,0.5324858757062149,0.6014957264957265,0.5550595238095238,0.5713852813852816,0.6360875706214688,0.6708333333333334,0.6235119047619048,"[236, 156, 112, 73]",0.4359226009162745,0.5872978294853295,0.511610215200802
100,None,5,1,None,0.3766233766233765,0.4813278008298755,0.6413793103448275,0.5031446540880503,0.5836796536796537,0.5813278008298755,0.6837931034482759,0.621069182389937,"[241, 145, 106, 70]",0.45782923743524195,0.5559220653560275,0.5068756513956347
500,20,2,2,None,0.3705627705627705,0.4925775978407558,0.6311111111111113,0.506060606060606,0.6024675324675325,0.5869095816464237,0.675,0.603030303030303,"[247, 150, 110, 69]",0.4588799286312299,0.5503063421096208,0.5045931353704254
100,40,5,1,None,0.3696969696969694,0.5147255689424365,0.6215932914046122,0.5000000000000001,0.6037229437229438,0.6284471218206158,0.6634171907756814,0.5929203539823009,"[249, 159, 113, 70]",0.4585781321172229,0.5425101214574899,0.5005441267873564
50,40,5,2,None,0.3558441558441558,0.4985754985754986,0.6497747747747749,0.5290519877675841,0.5712554112554113,0.6086894586894587,0.7051801801801802,0.5886850152905198,"[234, 148, 109, 68]",0.4385244191744005,0.5572777436129134,0.49790108139365696
500,None,2,2,None,0.3584415584415586,0.4985875706214689,0.6141552511415527,0.5158730158730158,0.567965367965368,0.604731638418079,0.6687214611872146,0.6,"[236, 146, 105, 66]",0.4395096492292756,0.5547652916073967,0.49713747041833617
50,20,5,2,None,0.3688311688311688,0.501388888888889,0.5625000000000001,0.4983164983164982,0.5773160173160173,0.6093055555555555,0.593311403508772,0.5925925925925927,"[240, 152, 99, 62]",0.4501036298986518,0.5413808870598994,0.4957422584792756
100,20,5,2,None,0.3541125541125542,0.507122507122507,0.6155555555555555,0.5031746031746032,0.5677922077922078,0.6230769230769231,0.634888888888889,0.6047619047619047,"[234, 150, 105, 65]",0.4361889800657645,0.5493109564742802,0.4927499682700224
100,40,5,1,balanced,0.3402597402597402,0.4474412171507608,0.581453634085213,0.516304347826087,0.5744588744588746,0.5315352697095436,0.6419799498746869,0.6005434782608695,"[241, 133, 92, 58]",0.4273778280403931,0.555247011530731,0.49131241978556206
50,None,2,2,balanced,0.32034632034632,0.4642346208869815,0.587719298245614,0.5416666666666666,0.5594805194805195,0.5483547925608011,0.631453634085213,0.6032608695652174,"[233, 133, 92, 59]",0.40741545405981516,0.5708069620253164,0.4891112080425658
100,None,5,2,balanced,0.327272727272727,0.4661016949152544,0.5567901234567901,0.5213178294573644,0.5717748917748919,0.5470338983050848,0.5750617283950618,0.5930232558139535,"[236, 135, 86, 52]",0.4162767894663117,0.5548634984833164,0.485570143974814
50,40,2,2,balanced,0.315151515151515,0.4985250737463127,0.6002415458937198,0.5344202898550724,0.5462337662337663,0.5867256637168141,0.6311594202898552,0.6032608695652174,"[226, 138, 92, 58]",0.3996966346549218,0.5667578233176405,0.4832272289862811
50,20,2,2,None,0.3523809523809523,0.4905533063427801,0.5958904109589042,0.4917491749174916,0.5937229437229437,0.5786774628879893,0.6513698630136987,0.5577557755775577,"[247, 146, 101, 61]",0.44226993931866954,0.5226767959814849,0.4824733676500772
500,20,5,2,None,0.3645021645021644,0.5352697095435685,0.639751552795031,0.4727011494252874,0.5895238095238096,0.644121715076072,0.6603519668737061,0.550287356321839,"[241, 161, 116, 67]",0.45047558546061117,0.50855207929743,0.47951383237902057
500,40,5,2,balanced,0.3151515151515149,0.4836879432624113,0.571604938271605,0.4867424242424242,0.567922077922078,0.5580141843971631,0.6046913580246914,0.5795454545454546,"[235, 135, 88, 52]",0.40536033406272126,0.5291054416276441,0.4672328878451827
100,None,2,2,balanced,0.3307359307359304,0.4902777777777778,0.5804195804195804,0.4736842105263157,0.5813852813852814,0.5719444444444444,0.6047785547785548,0.556140350877193,"[240, 143, 95, 54]",0.4216215994099237,0.5116112256791895,0.4666164125445566
50,40,5,1,balanced,0.3212121212121207,0.506088280060883,0.648550724637681,0.4797979797979798,0.5313852813852815,0.6084474885844748,0.6885265700483093,0.5715488215488215,"[219, 138, 99, 61]",0.4003938855424001,0.5216698611414384,0.46103187334191925
500,20,5,1,None,0.3593073593073594,0.5389133627019089,0.6337579617834395,0.4454022988505747,0.5495670995670995,0.6695301027900147,0.680891719745223,0.5301724137931034,"[227, 157, 116, 67]",0.43452316517332007,0.48410441318368796,0.459313789178504
50,20,5,1,None,0.3662337662337663,0.5337465564738293,0.6430041152263376,0.4289617486338797,0.5895238095238096,0.6444903581267216,0.7014403292181071,0.5068306010928961,"[242, 162, 122, 64]",0.45179558189794633,0.46465637589246533,0.45822597889520583
50,20,5,1,balanced,0.3064935064935062,0.4360730593607306,0.5597222222222221,0.487012987012987,0.5263203463203462,0.5261035007610351,0.6019444444444443,0.5714285714285714,"[219, 120, 77, 45]",0.3873945370566638,0.5258545135845748,0.4566245253206193
100,40,5,2,balanced,0.3307359307359304,0.4740896358543416,0.5772946859903382,0.4754385964912281,0.570865800865801,0.5593837535014006,0.6393719806763285,0.5105263157894737,"[238, 138, 95, 52]",0.41882313522011966,0.4923581194980334,0.4555906273590765
500,20,2,1,balanced,0.3316017316017311,0.5350140056022409,0.6280353200883002,0.4320987654320987,0.5719047619047619,0.6128151260504201,0.6789183222958058,0.507716049382716,"[238, 151, 108, 58]",0.4197968929318645,0.46686533276571585,0.4433311128487902
50,None,5,2,balanced,0.2761904761904759,0.5136876006441224,0.5516795865633074,0.4636752136752137,0.4926839826839826,0.6107890499194847,0.5638242894056847,0.5299145299145299,"[207, 129, 78, 44]",0.3539579764116668,0.49458689458689464,0.42427243549928073
50,20,2,1,balanced,0.2926406926406924,0.4790697674418605,0.6613333333333332,0.4347826086956521,0.5142424242424243,0.5653488372093023,0.6788000000000002,0.5163043478260869,"[215, 125, 92, 50]",0.3730112975887962,0.47204968944099374,0.42253049351489497
500,20,5,1,balanced,0.289177489177489,0.4568181818181819,0.5277777777777778,0.4292237442922375,0.519004329004329,0.5329545454545455,0.5619444444444445,0.5,"[220, 120, 73, 38]",0.37141238606769683,0.4619164619164619,0.41666442399207937
50,20,2,2,balanced,0.2753246753246749,0.4271844660194176,0.6512345679012344,0.4679487179487179,0.4903030303030304,0.5046925566343042,0.6555555555555556,0.4914529914529915,"[206, 108, 78, 43]",0.352632282339395,0.4794129404374393,0.4160226113884171
50,40,5,2,balanced,0.296969696969697,0.4876543209876544,0.5794270833333333,0.4156626506024096,0.5256709956709958,0.5683641975308642,0.6095052083333333,0.4769076305220884,"[216, 128, 83, 43]",0.37952986689501983,0.4441839348394704,0.41185690086724513
100,20,2,1,balanced,0.3160173160173158,0.5205479452054794,0.6207729468599034,0.3754208754208755,0.5226839826839828,0.6140030441400305,0.6677536231884058,0.4292929292929293,"[219, 138, 99, 44]",0.39388800181615286,0.4005536536917291,0.39722082775394096
100,20,2,2,balanced,0.3056277056277055,0.4583333333333333,0.5129198966408268,0.3716216216216216,0.5333333333333333,0.540625,0.5328165374677002,0.4391891891891892,"[224, 129, 74, 33]",0.388579291365669,0.4025900900900901,0.39558469072787955
500,20,2,2,balanced,0.3021645021645017,0.476401179941003,0.5459317585301837,0.3398268398268398,0.5403463203463204,0.5463126843657816,0.549737532808399,0.4155844155844156,"[226, 127, 77, 34]",0.38758784462206475,0.3739068953968668,0.3807473700094658
500,20,5,2,balanced,0.2969696969696965,0.4254992319508449,0.4942528735632184,0.3557213930348258,0.5171428571428572,0.5090629800307219,0.528448275862069,0.390547263681592,"[217, 116, 67, 27]",0.3772838455811971,0.37232172470978436,0.3748027851454907
100,20,5,1,balanced,0.2831168831168829,0.4923896499238964,0.57421875,0.3292181069958848,0.5301298701298702,0.5582952815829528,0.5825520833333334,0.3950617283950617,"[219, 128, 81, 34]",0.36910990638234314,0.35914702581369246,0.3641284660980178
50,20,5,2,balanced,0.2658008658008656,0.431372549019608,0.5155763239875389,0.2989417989417989,0.488961038961039,0.5098039215686275,0.5218068535825545,0.3571428571428571,"[204, 107, 63, 23]",0.3443901094603703,0.32546082949308747,0.33492546947672885
