n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
50,None,2,1,None,0.3999999999999998,0.510540184453228,0.653927813163482,0.6302521008403361,0.6200680272108844,0.6023276240667546,0.7106157112526539,0.7478991596638656,"[253, 157, 119, 93]",0.4862954318106034,0.6840541094486575,0.5851747706296304
500,20,2,1,None,0.3948051948051948,0.5591397849462363,0.6609523809523811,0.6074074074074074,0.613821892393321,0.6810707885304659,0.7070476190476191,0.6987654320987654,"[248, 175, 135, 98]",0.48053453030920157,0.6498914793810824,0.565213004845142
50,40,2,1,balanced,0.3567099567099565,0.5362318840579711,0.6525974025974027,0.6521739130434783,0.5608688930117502,0.6480676328502416,0.7045454545454546,0.7391304347826086,"[230, 154, 115, 89]",0.4360770054951927,0.6929347826086957,0.5645058940519442
50,40,2,1,None,0.4021645021645021,0.5461133069828723,0.6147058823529412,0.5940860215053764,0.6206400742115027,0.6498243302591129,0.688235294117647,0.6881720430107526,"[253, 170, 124, 91]",0.4880686149312859,0.637677239016253,0.5628729269737694
100,40,2,1,None,0.3978354978354979,0.5606060606060607,0.66969696969697,0.594147582697201,0.6231292517006802,0.6330478700043917,0.7493506493506494,0.6832061068702291,"[253, 165, 131, 98]",0.48562486839790125,0.6355722149569661,0.5605985416774337
500,40,2,1,None,0.3766233766233767,0.5341701534170153,0.6625258799171843,0.6146666666666666,0.5816944959802103,0.649814039981404,0.7360248447204969,0.6906666666666667,"[239, 161, 125, 91]",0.4572172793649304,0.6504542049710589,0.5538357421679947
500,None,2,1,None,0.396969696969697,0.4954248366013073,0.6898734177215191,0.5766129032258065,0.6282776747062462,0.6021786492374727,0.7383966244725738,0.6696236559139784,"[255, 158, 124, 88]",0.4865307730236176,0.6196474296529266,0.5530891013382722
100,None,2,1,balanced,0.381818181818182,0.5216178521617852,0.6803797468354432,0.5992063492063492,0.5870593692022265,0.6410971641097164,0.7552742616033756,0.6817460317460318,"[239, 158, 126, 92]",0.46270024675884236,0.6378169194154325,0.5502585830871374
50,20,5,2,None,0.3887445887445889,0.4647058823529412,0.5567129629629629,0.5782312925170068,0.6171923314780459,0.5518518518518519,0.6252314814814816,0.6717687074829931,"[255, 144, 98, 69]",0.4770282793152585,0.6215003008005923,0.5492642900579254
100,40,2,2,None,0.3878787878787879,0.5013440860215055,0.5756578947368421,0.5619047619047619,0.6020871985157699,0.5912858422939068,0.6578947368421052,0.665079365079365,"[248, 152, 105, 74]",0.4718078317178752,0.609154192077866,0.5404810118978707
500,20,5,1,None,0.3696969696969693,0.4972789115646259,0.6666666666666667,0.5777777777777778,0.6009431045145331,0.5768934240362812,0.7691441441441441,0.6575000000000001,"[245, 148, 120, 83]",0.45777389704373955,0.6150663368563077,0.5364201169500237
50,20,2,2,None,0.4017316017316016,0.4794871794871796,0.5854700854700854,0.5575221238938053,0.6328695114409401,0.5750854700854702,0.6629273504273504,0.6047197640117994,"[260, 156, 113, 74]",0.49148155609197475,0.5801626162346705,0.5358220861633226
100,20,5,2,None,0.3688311688311687,0.5059288537549408,0.6341719077568134,0.5753623188405796,0.6280921459492889,0.5931049626701801,0.6834381551362684,0.6333333333333334,"[253, 159, 115, 77]",0.46474980951803574,0.6029576338928856,0.5338537217054606
50,20,2,1,None,0.4051948051948052,0.5033467202141901,0.7111801242236027,0.5426356589147286,0.6060451453308597,0.6257251227130745,0.7753623188405798,0.624031007751938,"[249, 161, 129, 86]",0.4856737403895965,0.5804939606994772,0.5330838505445369
50,40,5,1,None,0.3948051948051946,0.4610472541507024,0.6217105263157895,0.5348484848484849,0.6407390228818801,0.5621541081311197,0.6896929824561403,0.5984848484848484,"[261, 152, 110, 70]",0.4885684076594658,0.564880084265111,0.5267242459622884
50,None,2,1,balanced,0.3653679653679656,0.5165289256198348,0.6571125265392782,0.5467836257309941,0.5909554730983303,0.6297061524334251,0.683651804670913,0.6637426900584794,"[242, 157, 114, 81]",0.45155475677826357,0.5996129615504139,0.5255838591643387
100,None,5,1,None,0.3636363636363637,0.5197740112994351,0.6326963906581742,0.5748587570621468,0.5787414965986394,0.6352737422652678,0.7165605095541401,0.6163841807909605,"[236, 157, 118, 78]",0.4466392138204847,0.5948977035378726,0.5207684586791786
500,40,2,1,balanced,0.3722943722943722,0.5548696844993141,0.6697916666666667,0.5406824146981628,0.5927179962894248,0.6355509830818473,0.7588541666666667,0.634514435695538,"[243, 160, 127, 86]",0.45733211627118725,0.5838524790766313,0.5205922976739092
100,40,5,1,None,0.3852813852813851,0.4951989026063099,0.6876310272536689,0.5456989247311829,0.5919294990723564,0.6295153177869227,0.7379454926624739,0.6034946236559141,"[243, 159, 124, 78]",0.4667557863773412,0.5731434320568447,0.519949609217093
500,None,2,2,None,0.3731601731601731,0.4946236559139785,0.6466666666666667,0.5467836257309941,0.6006338899196042,0.5892697132616489,0.7088888888888889,0.6008771929824561,"[248, 150, 114, 72]",0.46032863593235107,0.5725555928036652,0.5164421143680081
50,None,5,2,balanced,0.3099567099567099,0.4954545454545453,0.585185185185185,0.6074074074074074,0.5345856524427953,0.591540404040404,0.6382716049382715,0.6759259259259258,"[220, 135, 90, 65]",0.39239810197430325,0.6398375287264175,0.5161178153503604
50,None,5,2,None,0.3939393939393941,0.4792477302204929,0.6044303797468354,0.5045045045045045,0.6279684601113174,0.590358841331604,0.6592827004219408,0.5930930930930932,"[257, 158, 111, 69]",0.48415620568668377,0.5452237463181376,0.5146899760024107
100,40,2,2,balanced,0.3108225108225105,0.5145259938837922,0.6441102756892231,0.5976430976430978,0.5311069882498454,0.5912334352701325,0.7017543859649122,0.6750841750841751,"[218, 133, 99, 71]",0.3921468668934511,0.6340076247483655,0.5130772458209083
500,None,5,2,None,0.3688311688311685,0.496584699453552,0.6066666666666668,0.5365079365079365,0.5983147804576376,0.5944899817850637,0.6488888888888888,0.5857142857142857,"[244, 150, 105, 67]",0.45634713140747807,0.5600323297635886,0.5081897305855334
50,None,2,2,balanced,0.3090909090909088,0.4642346208869814,0.5886243386243388,0.5872093023255814,0.5645485466914039,0.5174058178350024,0.6455026455026455,0.6492248062015503,"[233, 126, 86, 58]",0.3994710228982087,0.6166618065174602,0.5080664147078344
100,None,5,2,None,0.3575757575757576,0.500697350069735,0.6043083900226757,0.5333333333333334,0.5895949288806432,0.5853091585309159,0.663265306122449,0.6142857142857143,"[239, 147, 105, 68]",0.4451676057376072,0.5709543568464731,0.5080609812920401
50,None,5,1,None,0.388744588744589,0.5142118863049097,0.6213080168776371,0.4957627118644068,0.6369666048237478,0.5901593453919035,0.6892405063291139,0.5741525423728814,"[258, 158, 118, 72]",0.4828207440630758,0.5320859204564524,0.5074533322597641
500,None,5,2,balanced,0.3203463203463199,0.4163150492264417,0.5840220385674931,0.5770833333333334,0.580674087816945,0.4917955930614158,0.6148760330578513,0.6291666666666667,"[237, 121, 80, 55]",0.4129025395369466,0.602000575705239,0.5074515576210928
100,20,2,2,None,0.3904761904761902,0.4852564102564102,0.6252587991718427,0.4971264367816091,0.6388991960420533,0.5973290598290598,0.6656314699792961,0.5652298850574712,"[260, 161, 116, 70]",0.48471126750489896,0.5289952400050988,0.5068532537549989
500,40,5,2,None,0.3809523809523807,0.4660130718954248,0.6369863013698631,0.5031746031746032,0.6245980210265925,0.5554466230936819,0.6757990867579909,0.5777777777777778,"[255, 146, 105, 66]",0.4732574374789044,0.5379017784304128,0.5055796079546586
50,40,5,2,balanced,0.3316017316017312,0.4719887955182072,0.5738095238095238,0.5659340659340659,0.5811533704390848,0.5580065359477123,0.605952380952381,0.6135531135531135,"[238, 140, 91, 59]",0.4222632413292504,0.5887823356767456,0.505522788502998
100,20,5,1,None,0.38008658008658,0.4648074369189908,0.6177777777777778,0.506060606060606,0.608704390847248,0.5860115095174857,0.6933333333333334,0.5803030303030302,"[251, 150, 110, 68]",0.4679661869936281,0.5406449431554033,0.5043055650745157
100,None,2,2,None,0.3636363636363633,0.5110650069156292,0.6880341880341881,0.523611111111111,0.5935992578849721,0.6209082526509914,0.7245192307692309,0.5944444444444444,"[241, 156, 120, 75]",0.45099507528037397,0.556783988957902,0.503889532119138
500,20,2,2,None,0.3922077922077924,0.4906291834002678,0.6677018633540373,0.5013774104683195,0.6095547309833025,0.6173583221775993,0.7126293995859213,0.5487603305785125,"[249, 161, 121, 70]",0.4773029729784986,0.5239998959354105,0.5006514344569546
500,40,2,2,None,0.3878787878787876,0.4655172413793103,0.609271523178808,0.4862385321100917,0.636317254174397,0.5614516815666241,0.6832229580573951,0.5565749235474007,"[261, 151, 109, 65]",0.48196625474306787,0.5190346794371654,0.5005004670901166
50,None,5,1,balanced,0.3281385281385277,0.4703389830508476,0.6268115942028987,0.5425170068027212,0.570717377860235,0.566972693032015,0.6690821256038647,0.6275510204081632,"[236, 138, 98, 64]",0.41669495433986786,0.5819441148552446,0.4993195345975562
50,40,5,1,balanced,0.3151515151515148,0.468888888888889,0.5981912144702842,0.5579710144927535,0.5541743970315399,0.5520987654320988,0.671188630490956,0.6141304347826086,"[225, 129, 92, 58]",0.4018030486266949,0.5847053289429472,0.4932541887848211
100,None,5,1,balanced,0.3385281385281385,0.5070921985815603,0.6722222222222222,0.5168195718654434,0.5688775510204083,0.6126477541371159,0.6811111111111111,0.5902140672782875,"[235, 150, 109, 69]",0.4244651771870596,0.5510838528730972,0.4877745150300784
500,40,5,2,balanced,0.3350649350649347,0.4559228650137742,0.5646766169154229,0.5187265917602997,0.5952071737786023,0.5301193755739211,0.6231343283582089,0.5767790262172284,"[242, 134, 89, 55]",0.42876283430712514,0.5462146675629822,0.48748875093505367
500,40,2,2,balanced,0.332467532467532,0.4721059972105998,0.6304347826086956,0.493127147766323,0.5800711193568336,0.556369130636913,0.6642512077294687,0.5893470790378007,"[239, 138, 97, 59]",0.4226775782542175,0.5369606720122184,0.47981912513321795
100,None,5,2,balanced,0.3030303030303027,0.5000000000000001,0.5987179487179487,0.5243445692883896,0.5354359925788498,0.5602061337355455,0.6538461538461539,0.5880149812734082,"[221, 130, 89, 56]",0.3870240984859658,0.5543575581028765,0.4706908282944211
100,None,2,2,balanced,0.3064935064935061,0.5184365781710915,0.6557971014492754,0.4884488448844884,0.5470624613481757,0.5817354965585054,0.6847826086956522,0.5346534653465347,"[226, 138, 101, 59]",0.3928766205537685,0.5105078249760461,0.4516922227649073
