n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
500,None,5,1,None,0.37835497835497817,0.5321522309711287,0.6016260162601627,0.4883040935672515,0.6088342609771181,0.618591426071741,0.654979674796748,0.6169590643274855,"[254, 164, 114, 73]"
100,None,5,2,None,0.3740259740259743,0.47379032258064513,0.6735159817351599,0.581081081081081,0.5982807668521954,0.5519233230926779,0.7191780821917807,0.6636636636636637,"[248, 146, 111, 76]"
100,40,5,2,None,0.35411255411255393,0.5055555555555556,0.6204954954954954,0.5540123456790124,0.5763342609771182,0.5938773148148149,0.6722972972972973,0.6435185185185185,"[240, 148, 108, 75]"
100,None,2,1,None,0.38701298701298714,0.5625000000000001,0.6373737373737374,0.5634920634920635,0.5815831787260359,0.6618171296296296,0.7038961038961038,0.6507936507936508,"[240, 165, 126, 86]"
500,20,2,2,None,0.36363636363636354,0.5402542372881357,0.6937500000000001,0.5236220472440944,0.5782343846629561,0.6522481167608286,0.7471875000000001,0.5767716535433071,"[236, 160, 127, 79]"
500,None,2,2,balanced,0.3264069264069264,0.4671150971599404,0.594147582697201,0.3806818181818182,0.5333503401360544,0.559142999501744,0.6195928753180661,0.45454545454545453,"[223, 131, 88, 43]"
500,20,2,1,None,0.39134199134199127,0.5337381916329287,0.6392405063291139,0.569672131147541,0.6020516388373532,0.6115283277226597,0.7368143459915611,0.6721311475409835,"[247, 158, 122, 86]"
500,20,2,2,balanced,0.27705627705627683,0.44682539682539696,0.5595238095238095,0.36619718309859156,0.5033457019171306,0.5052078609221466,0.5796130952380951,0.4225352112676056,"[210, 112, 71, 31]"
100,40,2,2,balanced,0.3376623376623374,0.5076708507670852,0.5668934240362812,0.5716666666666668,0.5781802721088435,0.5796606229660624,0.6275510204081632,0.6083333333333334,"[239, 147, 100, 65]"
100,20,5,2,balanced,0.27012987012987,0.44170771756978655,0.5308641975308642,0.4256410256410256,0.48546072974644405,0.4886386738603487,0.5648148148148148,0.46153846153846156,"[203, 108, 65, 32]"
50,40,2,1,None,0.405194805194805,0.5424966799468792,0.7172619047619049,0.6246913580246912,0.6086611008039581,0.6404793524315439,0.7465277777777778,0.7308641975308642,"[251, 168, 135, 104]"
50,None,2,1,None,0.39653679653679635,0.5435374149659865,0.6575203252032521,0.5489417989417991,0.5945037105751392,0.6362018140589569,0.7304878048780488,0.6878306878306879,"[245, 164, 126, 89]"
50,None,2,1,balanced,0.367099567099567,0.5244897959183673,0.6624472573839663,0.6162464985994398,0.594930426716141,0.6181519274376418,0.6944092827004219,0.7163865546218487,"[245, 158, 119, 89]"
500,None,2,2,None,0.38961038961038974,0.4601593625498007,0.6833333333333335,0.5782608695652174,0.6050154607297464,0.564962372731297,0.7238888888888888,0.6695652173913044,"[251, 150, 115, 82]"
500,40,5,2,None,0.3974025974025974,0.5106241699867199,0.6094069529652353,0.43859649122807015,0.6037136672850959,0.6243691899070385,0.6620654396728016,0.5336257309941521,"[251, 163, 114, 65]"
50,20,5,2,None,0.3774891774891778,0.4607046070460705,0.6585081585081587,0.566358024691358,0.5947572665429809,0.5578816621499549,0.7086247086247085,0.6697530864197531,"[246, 143, 108, 76]"
500,20,5,2,balanced,0.2883116883116882,0.405925925925926,0.5030864197530863,0.2553763440860215,0.5364100185528757,0.45802469135802476,0.5447530864197531,0.3064516129032258,"[225, 108, 62, 20]"
100,40,5,1,None,0.3679653679653679,0.5478142076502732,0.6460905349794238,0.5488505747126438,0.5868320964749537,0.6242372495446266,0.6748971193415637,0.6767241379310345,"[244, 162, 116, 80]"
