n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
500,40,2,1,None,0.36969696969697,0.5113333333333334,0.6612903225806451,0.5924369747899161,0.611198347107438,0.5947333333333333,0.7370967741935484,0.6862745098039216,"[250, 155, 119, 83]"
50,40,5,2,None,0.35324675324675286,0.4992721979621544,0.5671296296296295,0.4793814432989691,0.5561609602518695,0.605240174672489,0.6215277777777778,0.5420962199312714,"[229, 144, 97, 55]"
500,40,2,2,None,0.34632034632034603,0.52400548696845,0.5970464135021096,0.46955128205128205,0.5815958284140103,0.6207133058984913,0.626054852320675,0.5721153846153846,"[243, 158, 104, 62]"
50,40,5,2,balanced,0.31774891774891734,0.42346208869814034,0.570460704607046,0.4620253164556963,0.5605076741440378,0.49370529327610874,0.5975609756097561,0.5379746835443038,"[233, 123, 79, 44]"
100,40,5,2,balanced,0.30822510822510796,0.4155749636098982,0.5910364145658263,0.5914634146341463,0.555202676111767,0.4867540029112082,0.657563025210084,0.6341463414634146,"[229, 119, 82, 52]"
500,40,5,1,balanced,0.3281385281385279,0.45555555555555566,0.5904392764857882,0.5484496124031008,0.541198347107438,0.5431322751322751,0.6246770025839793,0.6298449612403101,"[225, 129, 86, 57]"
50,20,2,2,balanced,0.27878787878787864,0.44047619047619047,0.4954128440366973,0.2994791666666667,0.500840220385675,0.4919047619047619,0.5481651376146789,0.328125,"[210, 109, 64, 22]"
50,None,5,2,balanced,0.3038961038961038,0.519607843137255,0.5217391304347826,0.5080321285140563,0.5289748130657221,0.6031674208144797,0.5706521739130435,0.6144578313253012,"[221, 138, 83, 52]"
50,None,2,2,None,0.34632034632034636,0.48439716312056735,0.5736961451247166,0.548611111111111,0.5637386855568673,0.598014184397163,0.604875283446712,0.6458333333333334,"[235, 147, 96, 63]"
500,None,5,2,balanced,0.29870129870129847,0.462121212121212,0.5677083333333334,0.4899598393574297,0.5375482093663912,0.5518181818181818,0.6113281250000001,0.5542168674698795,"[220, 128, 83, 48]"
100,None,5,1,balanced,0.29004329004328955,0.4740566037735849,0.5532786885245901,0.4700854700854701,0.5114580873671782,0.5499326145552561,0.6099726775956283,0.5512820512820513,"[212, 122, 78, 45]"
50,None,2,1,balanced,0.3766233766233765,0.5421768707482992,0.6104294478527605,0.5698005698005697,0.6016587957497049,0.6417006802721088,0.6881390593047035,0.688034188034188,"[245, 163, 117, 82]"
100,20,5,1,balanced,0.2969696969696967,0.42342342342342343,0.5201149425287357,0.41904761904761906,0.5363144431326249,0.4993243243243242,0.5646551724137931,0.4785714285714286,"[222, 116, 70, 34]"
500,40,2,2,balanced,0.3082251082251082,0.4600000000000001,0.6093333333333333,0.475095785440613,0.5361570247933884,0.5242962962962963,0.65,0.5574712643678161,"[225, 125, 87, 50]"
500,20,5,1,balanced,0.30649350649350615,0.4471014492753622,0.5362903225806451,0.31359649122807015,0.558711137347501,0.5010144927536231,0.5813172043010754,0.3881578947368421,"[230, 124, 76, 30]"
50,40,5,1,None,0.3766233766233765,0.5058593750000003,0.6443736730360935,0.5289855072463768,0.6198386462022826,0.5934895833333335,0.6942675159235668,0.6478260869565218,"[256, 157, 115, 77]"
500,20,2,2,None,0.36363636363636326,0.47107438016528924,0.6013986013986014,0.5235690235690236,0.5838036206218025,0.5690771349862259,0.6579254079254079,0.6111111111111112,"[242, 143, 99, 65]"
100,20,5,1,None,0.36277056277056247,0.43121693121693117,0.6151079136690647,0.5243055555555556,0.6204033844942936,0.5286375661375661,0.6330935251798562,0.609375,"[252, 139, 96, 61]"
50,None,2,1,None,0.3731601731601733,0.5638440860215053,0.5701219512195121,0.5825958702064896,0.6005352223534042,0.646706989247312,0.6443089430894309,0.7094395280235989,"[248, 164, 113, 82]"
100,20,2,2,None,0.3428571428571428,0.4808510638297872,0.5200945626477541,0.5178571428571429,0.5625009838646203,0.5766666666666665,0.5656028368794326,0.6011904761904762,"[235, 141, 84, 53]"
100,40,5,2,None,0.3523809523809522,0.46234309623430975,0.5851318944844124,0.4774305555555555,0.5792739079102716,0.5634588563458856,0.6683453237410072,0.5364583333333334,"[239, 139, 96, 54]"
100,None,5,2,None,0.34112554112554083,0.448936170212766,0.6224747474747474,0.5210526315789473,0.5686009445100354,0.542968591691996,0.6738636363636363,0.619298245614035,"[235, 132, 95, 61]"
500,None,5,2,None,0.35584415584415585,0.4661246612466125,0.5954022988505748,0.554421768707483,0.5954447068083433,0.5705284552845529,0.6235632183908045,0.6224489795918368,"[246, 145, 98, 62]"
500,None,2,1,None,0.37229437229437223,0.5225409836065573,0.6989583333333333,0.5379403794037939,0.5941873278236914,0.6234972677595628,0.7390625,0.6626016260162602,"[244, 160, 123, 84]"
50,None,5,1,None,0.37748917748917715,0.46862745098039216,0.6015452538631346,0.45873015873015877,0.6178886265249902,0.5707843137254902,0.6420529801324503,0.5404761904761904,"[255, 151, 105, 60]"
500,None,5,1,balanced,0.30562770562770525,0.5075757575757577,0.5380577427821522,0.5946502057613169,0.5283903974813067,0.5543939393939394,0.5951443569553806,0.7222222222222222,"[220, 127, 81, 59]"
100,40,2,2,balanced,0.3445887445887443,0.4362139917695474,0.5518518518518518,0.43023255813953487,0.5897953561589926,0.5344307270233196,0.6006172839506172,0.5,"[243, 135, 86, 44]"
100,None,2,2,balanced,0.3099567099567098,0.4726027397260274,0.611111111111111,0.46360153256704983,0.5278669815033452,0.5576864535768645,0.6401808785529716,0.5574712643678161,"[219, 129, 87, 50]"
500,20,2,1,balanced,0.32813852813852795,0.4722222222222223,0.5657276995305163,0.49812734082397,0.5735182998819363,0.5625,0.5962441314553991,0.5599250936329588,"[240, 142, 89, 52]"
100,20,5,2,balanced,0.2779220779220777,0.4111635220125787,0.5504587155963303,0.4975124378109453,0.5075186934277843,0.4884321653189577,0.5660550458715596,0.582089552238806,"[212, 109, 67, 39]"
50,20,5,2,None,0.35670995670995687,0.47891156462585033,0.5616438356164384,0.44387755102040816,0.595202676111767,0.5654130223517979,0.6278538812785387,0.5289115646258503,"[245, 146, 98, 53]"
50,20,2,1,balanced,0.3359307359307355,0.4670698924731183,0.548661800486618,0.4242424242424242,0.594366391184573,0.5320564516129032,0.6082725060827251,0.5454545454545454,"[248, 137, 88, 50]"
50,40,5,1,balanced,0.3151515151515149,0.46345029239766083,0.6731266149870802,0.5052083333333334,0.5438862652499017,0.5455409356725146,0.7202842377260981,0.5833333333333334,"[228, 129, 96, 58]"
100,40,2,1,None,0.37575757575757573,0.5121457489878544,0.6740976645435244,0.59366391184573,0.5899881936245572,0.6098515519568151,0.7351380042462845,0.6928374655647382,"[247, 157, 121, 86]"
50,20,5,2,balanced,0.29004329004328966,0.41273247496423454,0.5376811594202898,0.3888888888888889,0.5647304210940575,0.4508583690987125,0.5688405797101449,0.4420289855072464,"[233, 115, 69, 31]"
500,20,5,1,None,0.3670995670995668,0.5088797814207651,0.5591397849462365,0.6233333333333333,0.5905981896890987,0.6131147540983608,0.60752688172043,0.6833333333333335,"[244, 155, 100, 71]"
100,40,2,2,None,0.3818181818181819,0.4709851551956815,0.6140350877192983,0.5142857142857142,0.6019992129083037,0.5902352033930982,0.6677631578947368,0.6,"[247, 152, 105, 65]"
500,40,5,2,balanced,0.3047619047619046,0.4780303030303032,0.5490956072351421,0.4786324786324786,0.5322235340417159,0.55,0.5729974160206719,0.5512820512820513,"[220, 129, 78, 45]"
100,None,5,2,balanced,0.29783549783549745,0.44592592592592584,0.5606060606060606,0.461038961038961,0.5400157418339236,0.5157777777777778,0.5971074380165289,0.577922077922078,"[225, 121, 77, 46]"
500,20,2,2,balanced,0.2831168831168828,0.44772727272727264,0.4798850574712644,0.2878787878787879,0.5347697756788665,0.4948484848484848,0.5380747126436782,0.30303030303030304,"[220, 116, 66, 21]"
50,40,2,1,balanced,0.37229437229437257,0.5209176788124157,0.6483870967741936,0.6002824858757062,0.5951652892561985,0.6045209176788124,0.7231182795698925,0.7217514124293785,"[247, 155, 118, 88]"
100,40,5,1,balanced,0.3116883116883113,0.4804804804804803,0.6481481481481481,0.45238095238095233,0.5314167650531287,0.5824324324324325,0.6862962962962963,0.5306122448979592,"[222, 135, 98, 53]"
100,20,5,2,None,0.3636363636363633,0.49066666666666675,0.5685654008438819,0.4579288025889968,0.6064187327823691,0.6000666666666667,0.6139240506329114,0.5485436893203883,"[250, 158, 103, 57]"
100,None,2,1,balanced,0.3558441558441556,0.5126582278481012,0.6213151927437641,0.5718654434250765,0.5746458087367179,0.5947960618846696,0.7023809523809523,0.6773700305810398,"[237, 147, 109, 77]"
100,40,5,1,None,0.36883116883116873,0.4999999999999999,0.6711111111111111,0.4517543859649123,0.5959425423061786,0.5906122448979592,0.7144444444444443,0.5614035087719298,"[245, 150, 114, 65]"
100,None,5,1,None,0.34458874458874433,0.5007309941520467,0.5756501182033096,0.5663082437275986,0.5523730814639906,0.5837719298245614,0.6323877068557919,0.7025089605734768,"[228, 141, 93, 68]"
100,40,2,1,balanced,0.36969696969696964,0.5125661375661377,0.6286919831223629,0.6144927536231883,0.6130637544273909,0.601984126984127,0.685126582278481,0.7072463768115942,"[252, 158, 115, 84]"
500,20,5,2,None,0.3601731601731601,0.4643347050754459,0.5762910798122066,0.49824561403508766,0.5845552931916568,0.5543895747599451,0.6349765258215961,0.5912280701754387,"[243, 142, 95, 58]"
500,20,5,2,balanced,0.25108225108225074,0.4170771756978654,0.5759075907590759,0.48412698412698413,0.4801042896497442,0.471264367816092,0.5767326732673267,0.537037037037037,"[203, 101, 63, 35]"
50,20,2,2,None,0.3575757575757577,0.48998569384835466,0.667824074074074,0.49699699699699706,0.5615308933490751,0.5903433476394849,0.7372685185185185,0.5975975975975977,"[233, 144, 111, 69]"
