n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
100,None,2,2,None,0.3523809523809523,0.5324858757062149,0.6014957264957265,0.5550595238095238,0.5713852813852816,0.6360875706214688,0.6708333333333334,0.6235119047619048,"[236, 156, 112, 73]"
50,None,5,1,None,0.3800865800865802,0.5215924426450741,0.6239583333333333,0.5131578947368421,0.594935064935065,0.6318488529014845,0.6592708333333334,0.6271929824561403,"[247, 160, 114, 74]"
50,40,2,2,None,0.3558441558441559,0.5116598079561043,0.6190476190476192,0.5688073394495413,0.5848051948051949,0.6097393689986284,0.6573593073593075,0.6559633027522935,"[243, 154, 109, 75]"
500,40,2,1,None,0.37229437229437246,0.5107095046854085,0.7261146496815287,0.5380577427821522,0.615974025974026,0.6091700133868809,0.7650743099787686,0.6272965879265092,"[249, 157, 127, 84]"
50,40,2,1,balanced,0.3688311688311689,0.56612685560054,0.5898989898989899,0.5507246376811594,0.5950649350649351,0.6582995951417003,0.6554545454545455,0.658695652173913,"[247, 165, 115, 80]"
500,None,2,2,None,0.3584415584415586,0.4985875706214689,0.6141552511415527,0.5158730158730158,0.567965367965368,0.604731638418079,0.6687214611872146,0.6,"[236, 146, 105, 66]"
50,20,2,2,balanced,0.2753246753246749,0.4271844660194176,0.6512345679012344,0.46794871794871795,0.4903030303030304,0.5046925566343042,0.6555555555555556,0.4914529914529915,"[206, 108, 78, 43]"
50,40,2,1,None,0.38874458874458867,0.5475260416666667,0.6302681992337165,0.6718749999999999,0.6250649350649351,0.6654296875,0.6905172413793105,0.7565104166666666,"[256, 174, 128, 102]"
500,20,5,2,None,0.3645021645021644,0.5352697095435685,0.639751552795031,0.4727011494252874,0.5895238095238096,0.644121715076072,0.6603519668737061,0.550287356321839,"[241, 161, 116, 67]"
100,20,2,1,None,0.3844155844155845,0.5313725490196081,0.6445783132530122,0.5416666666666667,0.6164069264069264,0.6322875816993464,0.7237951807228916,0.6328125,"[255, 166, 128, 84]"
50,20,5,1,None,0.3662337662337663,0.5337465564738293,0.6430041152263376,0.42896174863387976,0.5895238095238096,0.6444903581267216,0.7014403292181071,0.5068306010928961,"[242, 162, 122, 64]"
100,40,5,1,None,0.3696969696969694,0.5147255689424365,0.6215932914046122,0.5000000000000001,0.6037229437229438,0.6284471218206158,0.6634171907756814,0.5929203539823009,"[249, 159, 113, 70]"
100,None,5,1,balanced,0.32121212121212084,0.5042918454935623,0.5721393034825871,0.576923076923077,0.5577922077922078,0.5599427753934192,0.6211442786069653,0.6684981684981686,"[233, 134, 91, 63]"
500,20,5,2,balanced,0.29696969696969655,0.4254992319508449,0.4942528735632184,0.35572139303482586,0.5171428571428572,0.5090629800307219,0.528448275862069,0.39054726368159204,"[217, 116, 67, 27]"
100,40,5,2,balanced,0.33073593073593044,0.47408963585434166,0.5772946859903382,0.4754385964912281,0.570865800865801,0.5593837535014006,0.6393719806763285,0.5105263157894737,"[238, 138, 95, 52]"
50,None,2,2,balanced,0.32034632034632,0.46423462088698153,0.587719298245614,0.5416666666666666,0.5594805194805195,0.5483547925608011,0.631453634085213,0.6032608695652174,"[233, 133, 92, 59]"
50,40,2,2,balanced,0.31515151515151507,0.4985250737463127,0.6002415458937198,0.5344202898550724,0.5462337662337663,0.5867256637168141,0.6311594202898552,0.6032608695652174,"[226, 138, 92, 58]"
100,None,5,2,balanced,0.327272727272727,0.4661016949152544,0.5567901234567901,0.5213178294573644,0.5717748917748919,0.5470338983050848,0.5750617283950618,0.5930232558139535,"[236, 135, 86, 52]"
500,20,2,1,None,0.35930735930735924,0.4992816091954025,0.6621923937360178,0.5768115942028986,0.5607792207792208,0.628448275862069,0.7251677852348994,0.6637681159420289,"[232, 149, 115, 78]"
50,20,5,1,balanced,0.30649350649350626,0.4360730593607306,0.5597222222222221,0.487012987012987,0.5263203463203462,0.5261035007610351,0.6019444444444443,0.5714285714285714,"[219, 120, 77, 45]"
50,20,2,2,None,0.35238095238095235,0.4905533063427801,0.5958904109589042,0.49174917491749165,0.5937229437229437,0.5786774628879893,0.6513698630136987,0.5577557755775577,"[247, 146, 101, 61]"
500,40,5,2,balanced,0.3151515151515149,0.4836879432624113,0.571604938271605,0.48674242424242425,0.567922077922078,0.5580141843971631,0.6046913580246914,0.5795454545454546,"[235, 135, 88, 52]"
50,None,5,2,balanced,0.27619047619047593,0.5136876006441224,0.5516795865633074,0.46367521367521375,0.49268398268398267,0.6107890499194847,0.5638242894056847,0.5299145299145299,"[207, 129, 78, 44]"
500,None,2,1,None,0.3757575757575757,0.5377492877492878,0.6385281385281385,0.6430678466076697,0.5765367965367965,0.6393162393162393,0.6905844155844156,0.7433628318584071,"[234, 154, 113, 89]"
100,None,5,1,None,0.3766233766233765,0.48132780082987553,0.6413793103448275,0.5031446540880503,0.5836796536796537,0.5813278008298755,0.6837931034482759,0.621069182389937,"[241, 145, 106, 70]"
100,20,5,1,balanced,0.2831168831168829,0.4923896499238964,0.57421875,0.3292181069958848,0.5301298701298702,0.5582952815829528,0.5825520833333334,0.3950617283950617,"[219, 128, 81, 34]"
100,20,5,2,None,0.3541125541125542,0.507122507122507,0.6155555555555555,0.5031746031746032,0.5677922077922078,0.6230769230769231,0.634888888888889,0.6047619047619047,"[234, 150, 105, 65]"
100,40,5,1,balanced,0.3402597402597402,0.4474412171507608,0.581453634085213,0.516304347826087,0.5744588744588746,0.5315352697095436,0.6419799498746869,0.6005434782608695,"[241, 133, 92, 58]"
500,None,5,1,None,0.3913419913419914,0.48758169934640533,0.6543209876543211,0.5163934426229508,0.6210822510822511,0.6077124183006535,0.7061728395061728,0.5887978142076502,"[255, 162, 122, 76]"
50,40,5,2,None,0.35584415584415585,0.49857549857549865,0.6497747747747749,0.5290519877675841,0.5712554112554113,0.6086894586894587,0.7051801801801802,0.5886850152905198,"[234, 148, 109, 68]"
50,20,2,1,balanced,0.2926406926406924,0.4790697674418605,0.6613333333333332,0.43478260869565216,0.5142424242424243,0.5653488372093023,0.6788000000000002,0.5163043478260869,"[215, 125, 92, 50]"
50,20,5,2,balanced,0.26580086580086565,0.431372549019608,0.5155763239875389,0.2989417989417989,0.488961038961039,0.5098039215686275,0.5218068535825545,0.35714285714285715,"[204, 107, 63, 23]"
50,20,5,2,None,0.36883116883116884,0.501388888888889,0.5625000000000001,0.49831649831649827,0.5773160173160173,0.6093055555555555,0.593311403508772,0.5925925925925927,"[240, 152, 99, 62]"
500,20,2,2,None,0.37056277056277054,0.49257759784075583,0.6311111111111113,0.506060606060606,0.6024675324675325,0.5869095816464237,0.675,0.603030303030303,"[247, 150, 110, 69]"
100,20,2,1,balanced,0.31601731601731586,0.5205479452054794,0.6207729468599034,0.3754208754208755,0.5226839826839828,0.6140030441400305,0.6677536231884058,0.4292929292929293,"[219, 138, 99, 44]"
100,40,2,1,None,0.39393939393939376,0.5086321381142099,0.7085953878406711,0.5794270833333334,0.6031168831168833,0.6188579017264276,0.7614255765199162,0.6959635416666667,"[251, 159, 128, 95]"
500,40,2,2,None,0.35930735930735924,0.49062049062049073,0.5894854586129754,0.5657051282051283,0.5620779220779223,0.6266233766233766,0.6562639821029084,0.6426282051282051,"[231, 149, 104, 71]"
50,40,5,1,balanced,0.3212121212121207,0.506088280060883,0.648550724637681,0.4797979797979798,0.5313852813852815,0.6084474885844748,0.6885265700483093,0.5715488215488215,"[219, 138, 99, 61]"
50,40,5,2,balanced,0.296969696969697,0.4876543209876544,0.5794270833333333,0.41566265060240964,0.5256709956709958,0.5683641975308642,0.6095052083333333,0.4769076305220884,"[216, 128, 83, 43]"
100,None,5,2,None,0.3584415584415583,0.5184426229508197,0.6455696202531644,0.5758928571428571,0.5765800865800867,0.6330601092896174,0.6628691983122363,0.6517857142857143,"[244, 158, 112, 77]"
100,None,2,2,balanced,0.3307359307359304,0.49027777777777787,0.5804195804195804,0.47368421052631576,0.5813852813852814,0.5719444444444444,0.6047785547785548,0.556140350877193,"[240, 143, 95, 54]"
50,None,2,1,None,0.37229437229437234,0.5190476190476192,0.6915113871635612,0.6256613756613756,0.5905627705627706,0.6378231292517006,0.748343685300207,0.7129629629629629,"[245, 161, 126, 95]"
100,20,2,2,balanced,0.3056277056277055,0.45833333333333337,0.5129198966408268,0.3716216216216216,0.5333333333333333,0.540625,0.5328165374677002,0.4391891891891892,"[224, 129, 74, 33]"
500,20,2,1,balanced,0.3316017316017311,0.5350140056022409,0.6280353200883002,0.43209876543209874,0.5719047619047619,0.6128151260504201,0.6789183222958058,0.507716049382716,"[238, 151, 108, 58]"
