n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
50,40,2,2,None,0.36017316017316,0.496513249651325,0.557109557109557,0.45964912280701753,0.5828324056895485,0.5776150627615063,0.6304195804195805,0.5403508771929824,"[239, 143, 95, 54]"
50,20,5,1,balanced,0.27359307359307344,0.43818466353677626,0.551622418879056,0.4927536231884058,0.5043290043290043,0.5040688575899844,0.5737463126843658,0.5193236714975846,"[213, 113, 69, 38]"
100,40,5,1,None,0.3419913419913419,0.5057224606580829,0.5874704491725768,0.5119047619047619,0.5674458874458874,0.5864091559370529,0.6678486997635933,0.5867346938775511,"[233, 141, 98, 58]"
50,None,5,2,None,0.3324675324675322,0.4653954802259887,0.606280193236715,0.4372759856630824,0.5826839826839828,0.5540960451977401,0.6437198067632851,0.4946236559139785,"[236, 138, 93, 47]"
50,None,2,1,balanced,0.3471861471861471,0.5275423728813561,0.6169977924944813,0.5685358255451713,0.5676932591218307,0.6254237288135593,0.6832229580573951,0.690031152647975,"[236, 151, 107, 76]"
100,None,5,1,None,0.35930735930735924,0.517687074829932,0.577991452991453,0.45754716981132076,0.5963141620284477,0.609546485260771,0.6474358974358975,0.5062893081761006,"[245, 156, 106, 57]"
50,40,5,2,balanced,0.27792207792207757,0.5238095238095237,0.4780361757105943,0.511574074074074,0.5052875695732838,0.589047619047619,0.5413436692506459,0.5810185185185185,"[210, 129, 72, 45]"
500,40,2,1,None,0.38441558441558427,0.4893333333333334,0.6260683760683761,0.5663716814159292,0.6188188002473717,0.6046666666666668,0.6768162393162394,0.6342182890855458,"[250, 156, 113, 74]"
500,40,5,1,balanced,0.32813852813852773,0.5167364016736402,0.5513698630136986,0.49468085106382986,0.5807606679035251,0.5877266387726638,0.5980593607305936,0.5390070921985816,"[239, 146, 94, 54]"
100,None,2,2,None,0.3523809523809524,0.4952380952380955,0.6264367816091955,0.4488448844884488,0.5993320964749537,0.5833333333333334,0.678735632183908,0.5544554455445545,"[245, 145, 101, 58]"
50,40,5,1,balanced,0.302164502164502,0.5007680491551461,0.6135802469135803,0.5634057971014492,0.5320408163265307,0.5910138248847926,0.6530864197530865,0.6231884057971014,"[217, 135, 92, 61]"
500,None,5,2,balanced,0.3125541125541123,0.4493392070484581,0.603359173126615,0.41379310344827586,0.5611997526283241,0.5337004405286344,0.6266149870801033,0.4463601532567049,"[227, 129, 87, 41]"
50,40,5,2,None,0.3549783549783551,0.48658192090395463,0.5571095571095571,0.4722222222222223,0.5722077922077923,0.588276836158192,0.6386946386946387,0.5295138888888888,"[236, 143, 96, 55]"
500,None,2,1,None,0.3722943722943721,0.5209176788124157,0.6823899371069182,0.5623306233062331,0.6048979591836735,0.6192982456140351,0.7473794549266248,0.6463414634146342,"[247, 159, 123, 81]"
50,40,5,1,None,0.35844155844155795,0.5501412429378532,0.5670859538784067,0.5865384615384616,0.575504019789734,0.6530367231638419,0.6394129979035639,0.6762820512820512,"[236, 159, 104, 75]"
100,20,5,1,balanced,0.27619047619047604,0.4166666666666667,0.6171171171171171,0.4794520547945205,0.5169140383426098,0.4939814814814815,0.6366366366366365,0.541095890410959,"[216, 111, 73, 41]"
50,40,2,1,balanced,0.3367965367965365,0.5405982905982907,0.6318082788671023,0.6561561561561562,0.5630055658627088,0.643874643874644,0.6933551198257081,0.7282282282282282,"[234, 153, 111, 84]"
500,40,2,2,None,0.3696969696969692,0.46398305084745767,0.5761904761904763,0.4966329966329967,0.580748299319728,0.5727401129943503,0.674404761904762,0.5791245791245792,"[236, 140, 99, 61]"
500,20,2,1,balanced,0.2995670995670994,0.5318181818181819,0.5625000000000001,0.5430711610486891,0.540426716141002,0.593939393939394,0.6230392156862744,0.5692883895131087,"[220, 136, 89, 55]"
50,None,2,2,None,0.3653679653679653,0.4844173441734416,0.6576576576576575,0.46060606060606063,0.6030674087816945,0.573170731707317,0.701463963963964,0.5393939393939393,"[246, 148, 110, 62]"
50,None,5,2,balanced,0.32640692640692626,0.4361702127659574,0.5459317585301838,0.44936708860759483,0.5722077922077922,0.5180851063829788,0.5997375328083989,0.5337552742616033,"[235, 127, 79, 45]"
50,20,2,2,balanced,0.27532467532467536,0.40995260663507116,0.41823899371069184,0.34967320261437906,0.5097711811997527,0.4818325434439178,0.4481132075471698,0.34640522875816987,"[211, 106, 51, 20]"
500,40,5,2,balanced,0.30389610389610366,0.3924963924963924,0.6038011695906433,0.5311111111111111,0.5632467532467532,0.4665223665223665,0.6286549707602339,0.5777777777777778,"[231, 114, 75, 45]"
50,20,5,2,None,0.35324675324675325,0.4820193637621026,0.6203703703703703,0.48220064724919093,0.5885281385281386,0.5734439834024896,0.699074074074074,0.5372168284789643,"[241, 144, 103, 60]"
50,None,5,1,None,0.358441558441558,0.4965421853388659,0.6383219954648528,0.5725308641975309,0.5795238095238094,0.5922419212875645,0.7046485260770976,0.6481481481481481,"[241, 147, 108, 73]"
50,None,5,1,balanced,0.3428571428571428,0.4344262295081968,0.6147342995169082,0.5503472222222222,0.5911317254174397,0.5408469945355191,0.677536231884058,0.5711805555555555,"[244, 138, 96, 59]"
50,20,2,1,balanced,0.3004329004329002,0.4717391304347826,0.5790123456790123,0.4526515151515152,0.554186765615337,0.555862977602108,0.6203703703703703,0.48295454545454547,"[230, 135, 88, 44]"
500,40,5,1,None,0.3558441558441558,0.47847222222222224,0.6701149425287357,0.5530973451327434,0.5797835497835497,0.5835416666666667,0.7454022988505747,0.5973451327433629,"[240, 145, 113, 71]"
100,20,5,1,None,0.339393939393939,0.5007122507122508,0.6423611111111112,0.5238095238095238,0.573982683982684,0.5922364672364672,0.696064814814815,0.5936507936507937,"[234, 144, 105, 66]"
500,40,5,2,None,0.3471861471861471,0.5007062146892656,0.6122448979591837,0.4791666666666667,0.5692949907235622,0.599752824858757,0.6791383219954649,0.5240384615384616,"[236, 147, 104, 59]"
50,20,5,1,None,0.37056277056277054,0.5318118948824344,0.6143162393162394,0.4970501474926253,0.5907668521954236,0.6181818181818183,0.6826923076923077,0.5663716814159292,"[241, 156, 113, 66]"
500,20,2,2,balanced,0.2917748917748914,0.42009132420091333,0.5143678160919539,0.37254901960784315,0.5287878787878787,0.4971841704718417,0.555316091954023,0.3897058823529412,"[219, 116, 68, 29]"
100,40,5,1,balanced,0.32813852813852806,0.5007309941520469,0.53743961352657,0.5310077519379846,0.5504019789734075,0.5881578947368421,0.5966183574879228,0.562015503875969,"[228, 138, 86, 52]"
50,20,2,2,None,0.3506493506493505,0.5351617440225034,0.5949227373068433,0.453968253968254,0.5822263450834878,0.6206047819971869,0.6561810154525387,0.5365079365079365,"[237, 151, 105, 59]"
500,20,5,2,balanced,0.25541125541125514,0.42161716171617164,0.5897435897435896,0.417910447761194,0.4865120593692022,0.4886138613861386,0.5879807692307693,0.4701492537313433,"[202, 104, 67, 33]"
100,20,5,2,balanced,0.24502164502164483,0.453658536585366,0.4672897196261682,0.5,0.4962770562770563,0.5034843205574913,0.4919003115264797,0.5087719298245614,"[205, 107, 57, 32]"
