n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
100,None,2,1,None,0.400865800865801,0.5142118863049097,0.640081799591002,0.6625,0.6323891981034838,0.6092377260981914,0.6896728016359919,0.7902777777777779,"[258, 163, 120, 98]",0.4906885572477555,0.7207695984703633,0.6057290778590594
500,40,2,1,balanced,0.3714285714285715,0.4947712418300655,0.6623655913978496,0.6467236467236468,0.6279674293960008,0.5941176470588235,0.709516129032258,0.7122507122507122,"[255, 155, 117, 86]",0.4667720203238461,0.6779073865027744,0.5723397034133102
500,40,2,1,None,0.3948051948051945,0.5097656250000002,0.6444444444444445,0.6043360433604337,0.6212636569779426,0.6255208333333334,0.7025252525252526,0.7046070460704608,"[256, 165, 123, 90]",0.48279822511656856,0.6506309369511916,0.5667145810338801
100,40,2,1,None,0.3861471861471859,0.50531208499336,0.6687370600414079,0.6146666666666666,0.6165512265512266,0.6258964143426294,0.7288819875776397,0.68,"[251, 161, 125, 89]",0.4748776266786829,0.6456848609680741,0.5602812438233785
50,None,2,1,None,0.3774891774891778,0.5406666666666669,0.6738683127572016,0.6023622047244096,0.6140898783755926,0.6348333333333334,0.7353027630805409,0.6968503937007874,"[250, 162, 127, 92]",0.46756187864469334,0.646170365068003,0.5568661218563482
50,40,2,1,None,0.3878787878787877,0.5307898259705489,0.6514227642276422,0.5846774193548387,0.6072005772005773,0.6293507362784472,0.7113821138211383,0.7056451612903226,"[249, 164, 124, 91]",0.47336972737863114,0.6394909274193549,0.556430327398993
100,20,2,1,None,0.3956709956709954,0.5000000000000003,0.6173245614035089,0.5789473684210527,0.6060564831993402,0.5993563685636856,0.7110745614035088,0.6959064327485381,"[246, 152, 114, 83]",0.478770877705721,0.632061805890874,0.5554163417982976
500,None,2,1,None,0.370995670995671,0.5713333333333335,0.6345029239766082,0.5976562499999999,0.6098165326736756,0.6700333333333333,0.699317738791423,0.6796875,"[250, 171, 128, 90]",0.4613305031832456,0.6360378440366972,0.5486841736099713
100,40,2,1,balanced,0.3393939393939392,0.5164520743919887,0.6286353467561522,0.6141975308641975,0.5654153782725212,0.6125178826895565,0.6778523489932886,0.7129629629629629,"[233, 149, 108, 79]",0.42417457220873744,0.6599052540913006,0.5420399131500191
50,None,2,1,balanced,0.3385281385281386,0.5353535353535356,0.6555555555555557,0.6209439528023598,0.567466501752216,0.6342352092352092,0.7131746031746032,0.7035398230088495,"[231, 150, 113, 82]",0.4240717769716765,0.6596665155606362,0.5418691462661563
500,None,2,1,balanced,0.3307359307359306,0.5464949928469244,0.6957494407158837,0.617231638418079,0.5618305504019792,0.6241058655221746,0.7432885906040269,0.7090395480225989,"[233, 149, 118, 88]",0.4163668565420131,0.6599580031648045,0.5381624298534088
100,20,5,2,None,0.3887445887445885,0.4871794871794873,0.5712788259958071,0.558641975308642,0.6269284683570399,0.5871794871794871,0.6325995807127883,0.6296296296296297,"[260, 159, 108, 70]",0.4799084664098677,0.592015392015392,0.5359619292126299
500,None,5,1,None,0.354112554112554,0.4576502732240436,0.6724941724941726,0.5987654320987653,0.591844980416409,0.5598019125683061,0.7097902097902098,0.6620370370370371,"[244, 143, 108, 74]",0.4431060169277234,0.6288136361575775,0.5359598265426504
500,40,5,1,None,0.3489177489177492,0.4613733905579398,0.6911764705882355,0.5864197530864198,0.5649866007008865,0.5563662374821173,0.7573529411764706,0.6882716049382717,"[233, 136, 108, 77]",0.43141025199739286,0.6332765372313396,0.5323433946143662
