n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
50,20,2,1,None,0.3982683982683981,0.5199203187250998,0.5848670756646216,0.6353276353276354,0.6028849721706865,0.6245019920318725,0.6952965235173824,0.6965811965811965,"[251, 163, 117, 86]",0.4796668308696796,0.6645459116047351,0.5721063712372073
500,40,2,1,None,0.3731601731601732,0.5061728395061729,0.64161220043573,0.6268436578171093,0.5906725417439703,0.5994513031550068,0.7047930283224402,0.7300884955752213,"[243, 153, 113, 86]",0.4573728709344768,0.6745382839553675,0.5659555774449222
500,None,2,2,None,0.3679653679653683,0.4358437935843795,0.5929951690821256,0.6385964912280702,0.5721799628942486,0.5526499302649931,0.6533816425120773,0.7210526315789474,"[239, 138, 95, 72]",0.44789332814381927,0.6773242784380306,0.5626088032909249
50,40,2,1,balanced,0.3675324675324675,0.5789085545722714,0.6134969325153375,0.6396011396011397,0.5440708101422386,0.6900442477876106,0.6753578732106339,0.7364672364672364,"[226, 163, 117, 88]",0.4387076972211591,0.6846248223059819,0.5616662597635704
50,None,2,1,None,0.3930735930735932,0.5539617486338798,0.6626746506986029,0.59375,0.596365182436611,0.6524590163934427,0.7425149700598803,0.69921875,"[244, 167, 128, 93]",0.4738350888330029,0.6421827794561934,0.5580089341445982
100,None,2,1,None,0.3593073593073593,0.5146842878120412,0.6609977324263039,0.6460055096418734,0.5498964131106988,0.6261380323054333,0.786281179138322,0.7107438016528925,"[227, 147, 121, 90]",0.434626063114363,0.6768301380207241,0.5557281005675436
100,40,2,1,balanced,0.3683982683982685,0.5286123032904148,0.6298701298701299,0.6313559322033898,0.5653803339517626,0.6344778254649498,0.7305194805194806,0.7005649717514123,"[233, 154, 118, 87]",0.44611246282593114,0.6641623380124736,0.5551374004192023
500,None,2,1,balanced,0.3584415584415584,0.5182748538011697,0.5862068965517241,0.6383647798742137,0.5524288806431664,0.613669590643275,0.6936781609195403,0.710691823899371,"[228, 145, 106, 79]",0.4347785599559762,0.6725894650422951,0.5536840124991357
100,None,2,1,balanced,0.3463203463203462,0.5409226190476192,0.5986394557823129,0.6305031446540882,0.5431725417439703,0.6302083333333334,0.6757369614512472,0.7216981132075472,"[224, 147, 106, 78]",0.4229639276326012,0.6730254497586662,0.5479946886956337
100,40,5,2,balanced,0.3272727272727269,0.4078171091445428,0.5155367231638418,0.668918918918919,0.5373500309214595,0.4915191740412979,0.6016949152542372,0.7027027027027027,"[226, 118, 74, 54]",0.4067901485430334,0.6853947543602716,0.5460924514516525
