n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
500,None,2,1,balanced,0.3610389610389609,0.5288065843621399,0.6222943722943722,0.6283185840707964,0.5952566481137911,0.6157750342935527,0.687987012987013,0.7153392330383481,"[243, 154, 113, 84]",0.4494652902922806,0.6690110060907493,0.559238148191515
50,40,2,1,balanced,0.3653679653679652,0.49860529986053,0.6210045662100457,0.5880503144654088,0.5870624613481756,0.590655509065551,0.6796803652968036,0.6745283018867925,"[239, 146, 106, 74]",0.4504136176880449,0.6283277332644094,0.5393706754762271
100,None,2,1,balanced,0.3731601731601733,0.4779614325068871,0.5742009132420092,0.5825242718446602,0.5904452690166975,0.5800964187327824,0.6751141552511416,0.6394822006472493,"[242, 146, 103, 70]",0.4573047207581753,0.6096758268882672,0.5334902738232212
50,40,2,1,None,0.3939393939393937,0.4967700258397931,0.6710526315789473,0.515406162464986,0.6321830550401978,0.5748062015503876,0.7387061403508771,0.6225490196078433,"[258, 152, 119, 79]",0.4854036860979796,0.5639336349924586,0.5246686605452191
500,40,2,1,balanced,0.3696969696969698,0.4986449864498645,0.6190476190476191,0.5630630630630631,0.6000927643784787,0.6055555555555555,0.6885281385281385,0.6216216216216216,"[246, 154, 111, 73]",0.4575269643152181,0.5908950775870928,0.5242110209511555
100,40,2,2,None,0.3696969696969696,0.4768518518518517,0.5963718820861679,0.5583333333333333,0.6141496598639455,0.5634920634920635,0.640249433106576,0.6108333333333333,"[252, 147, 100, 65]",0.46155419222903876,0.5834046091708245,0.5224794006999316
50,20,5,1,None,0.3731601731601733,0.4786666666666667,0.6195175438596492,0.545171339563863,0.6117161410018553,0.5834666666666667,0.6732456140350876,0.6208722741433023,"[250, 152, 107, 69]",0.46354673743036406,0.5805645096183698,0.522055623524367
100,None,2,1,None,0.4073593073593078,0.5025641025641027,0.6526104417670683,0.5182291666666666,0.6344959802102658,0.6092948717948719,0.7346385542168675,0.5760416666666667,"[260, 166, 128, 77]",0.4961684143748397,0.5456082421069332,0.5208883282408865
50,20,2,1,None,0.3774891774891776,0.5418381344307271,0.6495726495726497,0.5316804407713499,0.5929282622139765,0.6229080932784635,0.7331196581196581,0.6225895316804408,"[243, 156, 121, 78]",0.46129426957064595,0.5735550339585922,0.517424651764619
50,None,2,1,None,0.3991341991341991,0.5318725099601593,0.5853174603174602,0.5014245014245015,0.6182096474953618,0.6620185922974767,0.6564484126984127,0.6082621082621082,"[251, 168, 117, 73]",0.4850840025573847,0.5497002878260902,0.5173921451917374
100,None,5,1,None,0.3484848484848484,0.4852941176470588,0.6643356643356645,0.5654205607476637,0.5765800865800865,0.5843837535014006,0.7179487179487178,0.6090342679127725,"[238, 143, 107, 70]",0.4344115023604002,0.5864176107489031,0.5104145565546516
