n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1,F1 nivel4,F1 promedio
100,40,2,1,balanced,0.3696969696969696,0.5125661375661377,0.6286919831223629,0.6144927536231883,0.6130637544273909,0.601984126984127,0.685126582278481,0.7072463768115942,"[252, 158, 115, 84]",0.46124719207678283,0.6576150521230613,0.5594311220999221
50,40,2,1,balanced,0.3722943722943725,0.5209176788124157,0.6483870967741936,0.6002824858757062,0.5951652892561985,0.6045209176788124,0.7231182795698925,0.7217514124293785,"[247, 155, 118, 88]",0.458058762718662,0.6554366459027475,0.5567477043107047
500,20,5,1,None,0.3670995670995668,0.5088797814207651,0.5591397849462365,0.6233333333333333,0.5905981896890987,0.6131147540983608,0.60752688172043,0.6833333333333335,"[244, 155, 100, 71]",0.4527698602775342,0.6519557823129253,0.5523628212952297
50,None,2,1,None,0.3731601731601733,0.5638440860215053,0.5701219512195121,0.5825958702064896,0.6005352223534042,0.646706989247312,0.6443089430894309,0.7094395280235989,"[248, 164, 113, 82]",0.4602996555077262,0.6397913551810994,0.5500455053444129
100,40,2,1,None,0.3757575757575757,0.5121457489878544,0.6740976645435244,0.59366391184573,0.5899881936245572,0.6098515519568151,0.7351380042462845,0.6928374655647382,"[247, 157, 121, 86]",0.4591115806881344,0.6394281534441161,0.5492698670661252
500,40,2,1,None,0.36969696969697,0.5113333333333334,0.6612903225806451,0.5924369747899161,0.611198347107438,0.5947333333333333,0.7370967741935484,0.6862745098039216,"[250, 155, 119, 83]",0.4607182294346157,0.6359126344952001,0.548315431964908
50,None,2,1,balanced,0.3766233766233765,0.5421768707482992,0.6104294478527605,0.5698005698005697,0.6016587957497049,0.6417006802721088,0.6881390593047035,0.688034188034188,"[245, 163, 117, 82]",0.46325850277069486,0.6233605327603062,0.5433095177655005
100,None,2,1,balanced,0.3558441558441556,0.5126582278481012,0.6213151927437641,0.5718654434250765,0.5746458087367179,0.5947960618846696,0.7023809523809523,0.6773700305810398,"[237, 147, 109, 77]",0.4395197379939646,0.6201625249383327,0.5298411314661486
500,None,2,1,None,0.3722943722943722,0.5225409836065573,0.6989583333333333,0.5379403794037939,0.5941873278236914,0.6234972677595628,0.7390625,0.6626016260162602,"[244, 160, 123, 84]",0.4577688293743557,0.5937987483712307,0.5257837888727932
100,None,5,1,None,0.3445887445887443,0.5007309941520467,0.5756501182033096,0.5663082437275986,0.5523730814639906,0.5837719298245614,0.6323877068557919,0.7025089605734768,"[228, 141, 93, 68]",0.42441392968512354,0.6270983941842335,0.5257561619346786
50,40,5,1,None,0.3766233766233765,0.5058593750000003,0.6443736730360935,0.5289855072463768,0.6198386462022826,0.5934895833333335,0.6942675159235668,0.6478260869565218,"[256, 157, 115, 77]",0.4685491640361486,0.5824052259584493,0.525477194997299
500,None,5,1,balanced,0.3056277056277052,0.5075757575757577,0.5380577427821522,0.5946502057613169,0.5283903974813067,0.5543939393939394,0.5951443569553806,0.7222222222222222,"[220, 127, 81, 59]",0.3872595672825941,0.6522569444444444,0.5197582558635192
500,None,5,2,None,0.3558441558441558,0.4661246612466125,0.5954022988505748,0.554421768707483,0.5954447068083433,0.5705284552845529,0.6235632183908045,0.6224489795918368,"[246, 145, 98, 62]",0.4454704083369185,0.5864692697888404,0.5159698390628794
50,None,2,2,None,0.3463203463203463,0.4843971631205673,0.5736961451247166,0.548611111111111,0.5637386855568673,0.598014184397163,0.604875283446712,0.6458333333333334,"[235, 147, 96, 63]",0.42905826979929884,0.593265503875969,0.511161886837634
