n_estimators,max_depth,min_samples_split,min_samples_leaf,class_weight,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match
50,None,5,2,None,0.3575757575757575,0.4246861924686193,0.6679012345679013,0.5363036303630363,0.5735435992578849,0.5484658298465829,0.7104938271604938,0.6072607260726072,"[239, 135, 101, 65]"
500,None,5,2,balanced,0.3021645021645021,0.47782874617737003,0.6136950904392765,0.487037037037037,0.5296433725005153,0.541322629969419,0.6576227390180878,0.5611111111111111,"[218, 129, 90, 52]"
100,40,5,2,balanced,0.3012987012987013,0.523041474654378,0.588888888888889,0.4943181818181818,0.5266934652648938,0.5971966205837174,0.6095238095238095,0.5378787878787878,"[217, 135, 88, 51]"
50,40,2,1,None,0.38787878787878777,0.5307898259705489,0.6514227642276422,0.5846774193548387,0.6072005772005773,0.6293507362784472,0.7113821138211383,0.7056451612903226,"[249, 164, 124, 91]"
100,20,5,1,None,0.3627705627705629,0.5211748633879781,0.5984848484848485,0.5412844036697249,0.590632859204288,0.5981898907103824,0.6780303030303031,0.6009174311926605,"[244, 154, 109, 69]"
50,20,2,2,balanced,0.2510822510822511,0.4150326797385621,0.5549999999999999,0.39166666666666666,0.49040404040404045,0.47120098039215685,0.5656666666666667,0.3861111111111111,"[204, 100, 60, 26]"
100,40,2,2,None,0.37662337662337664,0.44421199442119946,0.6689814814814814,0.5454545454545454,0.5765450422593281,0.577231520223152,0.7274305555555557,0.6409090909090909,"[239, 144, 110, 73]"
500,20,2,1,balanced,0.29437229437229434,0.4619482496194825,0.5909090909090909,0.4279835390946502,0.5350484436198722,0.5211187214611871,0.6439393939393938,0.44855967078189296,"[219, 121, 81, 42]"
100,40,5,2,None,0.362770562770563,0.43663911845730047,0.6594202898550725,0.5517799352750808,0.5816615130900846,0.5475206611570248,0.6986714975845411,0.6504854368932039,"[242, 138, 103, 69]"
100,40,2,1,balanced,0.33939393939393925,0.5164520743919887,0.6286353467561522,0.6141975308641975,0.5654153782725212,0.6125178826895565,0.6778523489932886,0.7129629629629629,"[233, 149, 108, 79]"
100,40,5,1,None,0.3679653679653679,0.4675745784695203,0.6434878587196468,0.5046728971962616,0.6250793650793652,0.562094682230869,0.6790444654683064,0.5841121495327103,"[257, 151, 107, 65]"
500,20,5,1,None,0.37748917748917743,0.4858299595141701,0.5927152317880795,0.5707547169811321,0.596338899196042,0.5960188933873144,0.6539735099337748,0.6179245283018868,"[247, 151, 106, 69]"
500,None,5,2,None,0.3610389610389613,0.47178477690288706,0.5827740492170022,0.5589225589225589,0.6224510410224696,0.5618438320209973,0.6184084372003836,0.6212121212121212,"[254, 149, 99, 66]"
50,40,5,1,balanced,0.3402597402597402,0.497163120567376,0.6142191142191142,0.5189003436426117,0.5673861059575345,0.5811702127659574,0.6488511488511488,0.5927835051546392,"[235, 143, 97, 61]"
100,20,2,2,balanced,0.2787878787878786,0.4500734214390602,0.616120218579235,0.38125,0.5434570191713051,0.5149045521292218,0.6113387978142077,0.4125,"[227, 122, 80, 34]"
500,40,5,1,None,0.3489177489177492,0.46137339055793986,0.6911764705882355,0.5864197530864198,0.5649866007008865,0.5563662374821173,0.7573529411764706,0.6882716049382717,"[233, 136, 108, 77]"
500,None,2,1,None,0.37099567099567105,0.5713333333333335,0.6345029239766082,0.5976562499999999,0.6098165326736756,0.6700333333333333,0.699317738791423,0.6796875,"[250, 171, 128, 90]"
500,40,2,2,balanced,0.3151515151515152,0.48604992657856094,0.5686274509803921,0.47674418604651164,0.5442733457019172,0.5800293685756241,0.5949754901960783,0.5717054263565892,"[227, 136, 86, 52]"
500,None,5,1,None,0.354112554112554,0.45765027322404367,0.6724941724941726,0.5987654320987653,0.591844980416409,0.5598019125683061,0.7097902097902098,0.6620370370370371,"[244, 143, 108, 74]"
