Seed,Precision,Recall,F1,Precision level 1,Precision level 2,Precision level 3,Precision level 4,Recall level 1,Recall level 2,Recall level 3,Recall level 4,#Compounds that have at least one match
123,0.09319833852544154,0.22450674974039464,0.12654403402066958,0.4382139148494291,0.5382882882882883,0.6583333333333332,0.5706214689265536,0.6493429510952876,0.6508740883740883,0.7508333333333335,0.6836158192090396,"[444, 300, 236, 167]"
42,0.0921599169262722,0.21174714434060227,0.12258578216522134,0.3836967808930428,0.5322195704057278,0.648962148962149,0.6288244766505635,0.6109565840874254,0.6319610182975337,0.7201465201465201,0.7270531400966184,"[419, 273, 207, 156]"
47899,0.08982346832814139,0.2063473520249221,0.11919978602221593,0.37746625129802724,0.5252403846153846,0.6941251596424011,0.5972222222222222,0.6193925233644859,0.6031049679487179,0.7736270753512133,0.6959876543209877,"[416, 261, 216, 158]"
2025,0.10124610591900329,0.23335929387331256,0.1354571527468724,0.42938733125649,0.5497076023391808,0.6634615384615385,0.5936639118457301,0.6765242545616377,0.6652046783625731,0.75,0.684573002754821,"[456, 312, 242, 170]"
1,0.09008307372793367,0.21058911882510015,0.11995477104921273,0.38161993769470437,0.518081761006289,0.6317103620474408,0.6539115646258504,0.607801760371854,0.6141312893081761,0.7049313358302124,0.764030612244898,"[424, 267, 196, 157]"
20,0.08618899273104896,0.20384215991692628,0.11596820451960636,0.39304257528556613,0.5582137161084527,0.6576738609112707,0.549612403100775,0.6026516837264502,0.6487240829346093,0.7397482014388488,0.6833333333333332,"[418, 278, 215, 152]"
99,0.08333333333333347,0.19846832814122534,0.11334618998170398,0.40212876427829736,0.5444191343963553,0.670675830469645,0.5151515151515151,0.6504617267467733,0.6370918754745633,0.7608820160366553,0.6006493506493507,"[439, 291, 231, 146]"
1020,0.09371754932502609,0.21208777809245097,0.123300315122745,0.4075804776739359,0.5455246913580244,0.6678043230944254,0.5840773809523808,0.6305459467842645,0.6544495884773662,0.7249146757679181,0.6808035714285714,"[432, 293, 224, 160]"
345,0.08333333333333344,0.19458722741433027,0.11165515861777543,0.40550363447559723,0.5121765601217654,0.646882494004796,0.5650793650793651,0.645132398753894,0.6164764079147642,0.7194244604316545,0.6507936507936507,"[438, 278, 210, 144]"
78,0.09839044652128785,0.22807632398753888,0.1309463122547235,0.4078400830737281,0.5330996884735202,0.6760563380281689,0.6255605381165921,0.6247739410122587,0.6391466399643968,0.7430751173708919,0.7361733931240657,"[428, 284, 223, 170]"
