#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
34,128,64,3,2,128,128,0.1,0.0001,0.001,0.4204702627939141,0.6867612293144207,0.7770562770562772,0.6524288107202679,0.5672544951590596,0.817966903073286,0.8492063492063492,0.8324958123953098,"[282, 231, 199, 167]",0.4829556913099361
23,128,64,4,2,128,128,0.0,1e-05,0.001,0.4135546334716459,0.7273262661955241,0.8438818565400845,0.623123123123123,0.5715767634854771,0.833922261484099,0.9247538677918424,0.8010510510510511,"[283, 237, 222, 180]",0.4798917579000566
24,32,64,4,2,128,128,0.0,1e-05,0.001,0.4045643153526971,0.6297662976629766,0.7782874617737003,0.6551418439716311,0.5499654218533887,0.8031980319803198,0.8470948012232415,0.7854609929078014,"[271, 218, 188, 149]",0.46619057675672143
33,64,64,3,2,64,64,0.1,1e-05,0.001,0.3907330567081602,0.6586419753086419,0.770334928229665,0.6189138576779025,0.5428769017980637,0.7731481481481481,0.8405103668261562,0.7724719101123596,"[270, 209, 178, 140]",0.4544080733568976
26,64,128,3,2,128,64,0.1,1e-05,0.001,0.3786307053941908,0.7048484848484848,0.7762762762762762,0.5968586387434555,0.5572268326417705,0.806060606060606,0.8490990990990991,0.7382198952879581,"[275, 222, 191, 144]",0.45088740568463964
54,32,64,3,2,128,64,0.0,0.0001,0.001,0.3886583679114798,0.6210986267166044,0.7474489795918365,0.6569200779727095,0.5368257261410788,0.7322097378277154,0.863095238095238,0.7933723196881093,"[267, 196, 171, 138]",0.45088146174673827
28,128,64,4,3,64,128,0.0,1e-05,0.001,0.3665283540802214,0.6329723225030084,0.7523809523809524,0.6450980392156862,0.5603388658367912,0.7527075812274369,0.7968253968253968,0.7745098039215685,"[277, 210, 170, 134]",0.44317045162245755
28,32,128,2,2,64,128,0.1,1e-05,0.001,0.3686030428769018,0.6310386473429951,0.7571428571428571,0.6447619047619046,0.5553250345781466,0.7581521739130435,0.8182539682539681,0.7533333333333334,"[276, 210, 175, 134]",0.443096172799629
20,128,128,3,2,64,128,0.0,1e-05,0.001,0.3727524204702626,0.667919799498747,0.7472353870458135,0.6161904761904761,0.5352697095435685,0.7885338345864662,0.8183254344391785,0.7476190476190476,"[266, 211, 175, 132]",0.43946743860469656
32,64,128,4,2,64,128,0.0,0.0001,0.001,0.3651452282157676,0.6394052044609665,0.7689210950080515,0.6564245810055864,0.5465076071922544,0.7657992565055762,0.8478260869565217,0.7849162011173184,"[269, 207, 179, 141]",0.43778648450219665
64,64,64,2,2,128,64,0.2,0.0001,0.001,0.3706777316735823,0.6051964512040557,0.7290598290598291,0.6268343815513626,0.5342323651452282,0.7395437262357415,0.8072649572649572,0.759958071278826,"[263, 195, 159, 123]",0.4376745093127128
27,32,64,4,2,64,128,0.1,1e-05,0.001,0.3665283540802211,0.6585820895522391,0.6953488372093023,0.7093253968253966,0.5373443983402489,0.8013059701492538,0.7713178294573643,0.8115079365079365,"[268, 215, 168, 137]",0.4357957629997427
30,128,128,4,2,64,64,0.0,1e-05,0.001,0.3644536652835407,0.6583969465648856,0.7500000000000001,0.6463178294573642,0.5283540802213001,0.7700381679389313,0.8374587458745875,0.7790697674418605,"[262, 202, 172, 136]",0.43135956665627434
39,128,64,4,2,128,64,0.0,0.0001,0.001,0.3775933609958503,0.6113360323886637,0.7424242424242422,0.5712788259958071,0.4984439834024896,0.7550607287449392,0.8422459893048129,0.7232704402515724,"[247, 187, 159, 116]",0.42968291286798377
56,64,128,3,2,128,64,0.2,0.0001,0.001,0.3755186721991703,0.620782726045884,0.7757731958762886,0.5948103792415168,0.4991355463347164,0.7800269905533063,0.845360824742268,0.7255489021956089,"[247, 194, 167, 123]",0.42859158198814173
37,32,64,4,3,128,128,0.0,1e-05,0.001,0.3492392807745504,0.6451414514145141,0.7613065326633166,0.626232741617357,0.5428769017980637,0.7343173431734318,0.8350083752093803,0.7495069033530573,"[271, 199, 169, 128]",0.42504315567135215
47,32,128,2,2,128,64,0.1,0.0001,0.001,0.3582295988934991,0.5727155727155726,0.753153153153153,0.629139072847682,0.5197095435684648,0.7094594594594594,0.8090090090090091,0.7328918322295807,"[259, 185, 151, 113]",0.42411901310510386
45,128,64,3,2,64,64,0.1,0.0001,0.001,0.3540802213001385,0.646074646074646,0.7588832487309645,0.5778443113772455,0.5235131396957123,0.7586872586872587,0.8316412859560068,0.7175648702594811,"[259, 197, 167, 121]",0.4224408629223086
27,32,128,2,2,128,128,0.0,1e-05,0.001,0.3509681881051177,0.6280566280566279,0.7619047619047615,0.6587771203155818,0.5191908713692945,0.7786357786357786,0.8226600985221675,0.7712031558185404,"[259, 203, 169, 132]",0.4188187835802377
25,128,128,3,2,128,64,0.1,1e-05,0.001,0.3547717842323652,0.6870882740447959,0.7783251231527092,0.659217877094972,0.5081258644536653,0.8010540184453228,0.8628899835796388,0.8026070763500931,"[253, 203, 179, 145]",0.4178217887633425
33,128,128,4,2,64,64,0.0,0.0001,0.001,0.3526970954356845,0.6488801054018443,0.7763605442176872,0.6161616161616161,0.5103734439834025,0.7717391304347826,0.8333333333333333,0.7484848484848485,"[253, 196, 165, 125]",0.4171321417172038
67,32,128,2,3,64,128,0.2,0.0001,0.001,0.350622406639004,0.5892857142857142,0.7948028673835122,0.6780538302277433,0.5084716459197787,0.7341269841269841,0.8530465949820788,0.8064182194616976,"[252, 186, 161, 131]",0.41504548115327466
47,32,64,2,2,64,128,0.2,0.0001,0.001,0.3360995850622406,0.6100746268656714,0.7560763888888888,0.664516129032258,0.5418395573997234,0.7136194029850746,0.7934027777777778,0.7978494623655913,"[268, 192, 155, 125]",0.4148625835309422
