#epochs,encoder_embedding_dim,decoder_embedding_dim,enc_layers,dec_layers,enc_hidden_units,dec_hidden_units,dropout,weight_decay,learning_rate,Precision nivel1,Precision nivel2,Precision nivel3,Precision nivel4,Recall nivel1,Recall nivel2,Recall nivel3,Recall nivel4,Drugs that have at least one match,F1 nivel1
29,64,64,2,2,128,64,0.0,1e-05,0.001,0.396265560165975,0.6495098039215684,0.6818181818181818,0.572463768115942,0.5517807745504841,0.7162377450980392,0.7920875420875422,0.7732919254658385,"[272, 198, 161, 126]",0.461267998639449
59,32,64,2,2,128,64,0.1,0.0001,0.001,0.4024896265560164,0.620125786163522,0.7346938775510206,0.6027131782945735,0.5364799446749654,0.7305031446540879,0.8605442176870748,0.7354651162790697,"[265, 196, 172, 128]",0.459924622059775
46,128,128,3,2,128,64,0.2,0.0001,0.001,0.392116182572614,0.6367521367521367,0.7559808612440191,0.6007532956685498,0.5535096818810512,0.7575702075702075,0.8293460925039873,0.7457627118644068,"[273, 209, 177, 133]",0.4590401164663036
38,32,64,2,2,128,64,0.2,1e-05,0.001,0.3969571230982016,0.6536555142503099,0.7222222222222222,0.6657355679702048,0.5434820193637622,0.7669764560099133,0.8325396825396826,0.7849162011173184,"[269, 210, 179, 141]",0.4588049329751621
35,32,64,4,2,128,64,0.2,1e-05,0.001,0.3934993084370678,0.6431226765799256,0.7359098228663447,0.5918560606060606,0.5438278008298755,0.7617719950433705,0.8285024154589372,0.756628787878788,"[269, 207, 176, 134]",0.45660871518539026
57,32,128,4,2,64,64,0.0,0.0001,0.001,0.3858921161825723,0.6243961352657003,0.7312599681020733,0.6226591760299623,0.5576590594744121,0.7515096618357487,0.8405103668261562,0.75,"[276, 209, 178, 135]",0.4561410978458588
36,32,64,3,3,128,128,0.0,1e-05,0.001,0.3845089903181188,0.6484848484848482,0.7432216905901117,0.5775862068965516,0.5576590594744121,0.7484242424242424,0.8197767145135567,0.7040229885057471,"[275, 209, 174, 124]",0.4551734097701045
39,32,128,3,2,64,128,0.2,0.0001,0.001,0.3720608575380357,0.6229603729603729,0.744019138755981,0.6062378167641325,0.5811721991701245,0.7203379953379953,0.8030303030303031,0.7261208576998051,"[286, 209, 171, 126]",0.45368008437983404
46,32,64,3,2,128,128,0.1,0.0001,0.001,0.380359612724758,0.6406060606060606,0.7817460317460317,0.6268115942028983,0.5590421853388658,0.7502424242424243,0.8634920634920635,0.7309782608695652,"[275, 210, 184, 136]",0.4527073921949038
39,64,128,2,3,128,128,0.2,1e-05,0.001,0.3734439834024896,0.6204033214709369,0.7403846153846155,0.6714015151515151,0.5711445366528355,0.7288849347568208,0.8285256410256411,0.78125,"[281, 208, 176, 139]",0.45160508800956334
57,32,64,2,2,128,64,0.2,0.0001,0.001,0.392116182572614,0.5975918884664131,0.7574955908289243,0.6272727272727272,0.5306881051175657,0.708808618504436,0.8562610229276897,0.7878787878787878,"[263, 189, 165, 131]",0.4509978912999115
29,64,128,3,2,128,128,0.0,0.0001,0.001,0.3713692946058091,0.641304347826087,0.7816358024691359,0.6603942652329748,0.5603388658367912,0.7690217391304348,0.8510802469135803,0.7741935483870968,"[276, 216, 186, 145]",0.44669062305341517
31,128,128,4,2,64,64,0.2,1e-05,0.001,0.3886583679114797,0.6866925064599483,0.7125603864734297,0.546242774566474,0.5223893499308437,0.7923126614987079,0.8115942028985509,0.7312138728323699,"[258, 207, 173, 128]",0.4457087991819096
33,32,64,3,3,64,128,0.0,1e-05,0.001,0.3706777316735825,0.5345454545454545,0.7052730696798493,0.5762910798122066,0.5552385892116183,0.639090909090909,0.7862523540489642,0.704225352112676,"[275, 177, 142, 102]",0.44456410615991404
44,32,128,2,2,64,64,0.2,1e-05,0.001,0.3713692946058091,0.6679151061173536,0.7459546925566343,0.5823529411764704,0.5389868603042877,0.765605493133583,0.8050161812297735,0.7529411764705882,"[267, 206, 170, 129]",0.4397469474631507
40,32,64,3,3,128,128,0.2,1e-05,0.001,0.3644536652835409,0.6203703703703701,0.7328042328042328,0.6093749999999999,0.5490145228215768,0.6845061728395062,0.8324514991181658,0.75625,"[270, 189, 160, 121]",0.4380893779153531
36,32,128,3,2,64,64,0.1,1e-05,0.001,0.3596127247579526,0.6428571428571428,0.7688442211055277,0.6685714285714286,0.5535096818810511,0.7176434676434676,0.8584589614740369,0.8142857142857143,"[273, 199, 175, 143]",0.4359746807962077
35,128,64,3,3,64,128,0.2,1e-05,0.001,0.3582295988934992,0.5919753086419752,0.7067736185383245,0.6154684095860565,0.547631396957123,0.6830246913580247,0.8012477718360071,0.7222222222222222,"[270, 187, 153, 112]",0.4331299759500558
43,32,128,2,2,128,64,0.0,0.0001,0.001,0.3478561549100971,0.6246913580246913,0.7260034904013962,0.6287878787878788,0.5490145228215768,0.6974691358024692,0.7897033158813264,0.7597402597402597,"[270, 191, 154, 117]",0.42587651852222186
71,128,64,4,3,128,128,0.0,0.0001,0.001,0.3457814661134164,0.599099099099099,0.7560521415270016,0.5164473684210527,0.523426694329184,0.6862934362934363,0.8379888268156425,0.6776315789473685,"[259, 179, 152, 104]",0.41645087564728717
85,128,64,4,3,128,64,0.0,0.0001,0.001,0.3443983402489625,0.59662775616083,0.6782945736434108,0.5815085158150851,0.5171161825726142,0.657911802853437,0.7848837209302325,0.7445255474452555,"[257, 172, 137, 103]",0.41344388347768296
46,128,64,3,3,128,128,0.1,0.0001,0.001,0.3319502074688797,0.5804597701149425,0.7215799614643547,0.6199040767386091,0.5269709543568465,0.6567688378033205,0.7822736030828515,0.7482014388489209,"[261, 173, 139, 105]",0.40732054443041277
50,32,128,4,3,128,128,0.0,0.0001,0.001,0.3284923928077456,0.5526315789473685,0.6584867075664621,0.5456989247311829,0.5355290456431535,0.6087092731829573,0.7474437627811861,0.6491935483870968,"[266, 163, 124, 81]",0.4072056775275606
92,64,64,4,3,128,64,0.1,0.0001,0.001,0.3347164591977868,0.6268260292164674,0.6628352490421454,0.5361757105943151,0.5061376210235131,0.6882470119521913,0.7241379310344827,0.7054263565891473,"[251, 174, 129, 92]",0.40295360719708895
41,32,64,2,3,128,64,0.0,1e-05,0.001,0.3208852005532502,0.6324289405684753,0.7335216572504707,0.558165548098434,0.5213520055325035,0.6740956072351421,0.8258003766478342,0.6946308724832215,"[258, 177, 149, 104]",0.39726134548632913
98,32,64,2,3,128,128,0.2,0.0001,0.001,0.3160442600276625,0.5827020202020201,0.7083333333333333,0.6255868544600939,0.5341459197786999,0.6565025252525253,0.7888257575757575,0.7112676056338029,"[264, 176, 142, 103]",0.39711997614863787
69,32,128,3,3,64,128,0.2,0.0001,0.001,0.3319502074688796,0.6018131101813109,0.6557539682539681,0.5260416666666667,0.4857365145228215,0.6937935843793585,0.748015873015873,0.66796875,"[239, 168, 128, 86]",0.3943816927302325
75,64,128,2,3,64,64,0.1,0.0001,0.001,0.326417704011065,0.6331967213114754,0.7160148975791434,0.6009389671361502,0.4929979253112033,0.7284836065573771,0.770949720670391,0.7359154929577465,"[244, 179, 142, 105]",0.3927756442610199
52,128,128,3,3,64,64,0.0,0.0001,0.001,0.3222683264177038,0.5779569892473116,0.6970588235294117,0.6363636363636364,0.5012966804979253,0.6811155913978494,0.7578431372549018,0.7310606060606061,"[248, 170, 132, 97]",0.3923237167830933
52,32,128,2,3,128,128,0.1,0.0001,0.001,0.318118948824343,0.4822134387351779,0.6700223713646533,0.508695652173913,0.5102869986168741,0.5820158102766798,0.7572706935123042,0.6086956521739131,"[253, 149, 115, 71]",0.3919140467306891
101,128,64,3,3,128,64,0.1,0.0001,0.001,0.3208852005532501,0.5514403292181069,0.6380042462845011,0.4358974358974359,0.4933437067773167,0.6354595336076817,0.7154989384288747,0.5427350427350427,"[243, 157, 117, 64]",0.3888505870171778
50,32,64,4,3,128,64,0.1,1e-05,0.001,0.3084370677731672,0.6285529715762274,0.6890681003584229,0.6356321839080459,0.5196230982019363,0.7147932816537468,0.7625448028673835,0.7137931034482758,"[258, 186, 145, 104]",0.38709995080582704
54,64,64,3,3,64,64,0.2,1e-05,0.001,0.2994467496542184,0.6401808785529716,0.700925925925926,0.5599520383693044,0.5227351313969572,0.6876614987080103,0.7564814814814815,0.7050359712230215,"[258, 180, 139, 99]",0.38077058041405926
63,64,128,3,3,64,64,0.1,0.0001,0.001,0.3091286307053941,0.5212765957446808,0.6312785388127853,0.5202492211838007,0.4746715076071922,0.6166666666666666,0.7077625570776256,0.6355140186915887,"[235, 146, 107, 69]",0.3744182885636526
43,32,128,4,3,128,64,0.0,1e-05,0.001,0.2648686030428768,0.6388888888888887,0.7300613496932515,0.6076923076923076,0.4650760719225449,0.7079678362573099,0.7873210633946829,0.7153846153846154,"[228, 163, 130, 94]",0.33751612609442855
88,32,64,3,3,64,128,0.1,0.0001,0.001,0.2517289073305672,0.5634556574923548,0.6702898550724636,0.5566343042071198,0.4425138312586445,0.6257645259938838,0.7270531400966184,0.616504854368932,"[218, 138, 103, 65]",0.3209065562508214
92,32,128,4,3,64,64,0.2,0.0001,0.001,0.2365145228215766,0.4846390168970814,0.6264880952380952,0.525,0.4373271092669433,0.511520737327189,0.6860119047619048,0.61875,"[217, 112, 80, 50]",0.3069985813866213
38,64,128,3,3,64,64,0.1,1e-05,0.001,0.214384508990318,0.6242424242424243,0.6516203703703705,0.5700934579439252,0.4477005532503457,0.640530303030303,0.7175925925925926,0.6214953271028038,"[220, 144, 107, 68]",0.2899327254369649
75,64,64,3,3,128,64,0.2,0.0001,0.001,0.2323651452282157,0.4963963963963962,0.6365079365079366,0.5790598290598291,0.3705912863070539,0.5581081081081081,0.7126984126984128,0.7051282051282052,"[185, 105, 78, 56]",0.285634230134297
110,32,64,3,3,128,64,0.1,0.0001,0.001,0.1562932226832641,0.2894736842105263,0.3488372093023256,0.2,0.233402489626556,0.3771929824561403,0.3488372093023256,0.2666666666666666,"[114, 43, 15, 4]",0.187219033382792
